Gene = mbm
index = 1786
Annotated 5SS: [1161]
Annotated 3SS: [1208]
SMsplice 5SS: [1161]
SMsplice 3SS: [1208]
top_k =  1000
Partition function (log Z): -8.580527773580215

Sorted 5' Splice Sites (High to Low Probability):
Position 1161: 0.712901337566488
Position 1123: 0.17724102692219307
Position 253: 0.15054333893752092
Position 1137: 0.048600192562789586
Position 456: 0.03930838594998307
Position 1255: 0.016459270680965202
Position 704: 0.00427670021214369
Position 37: 0.0035833980159505016
Position 472: 0.003238012718464639
Position 759: 0.0032055501879551503
Position 424: 0.0030525229237619565
Position 495: 0.0029576426512423143
Position 822: 0.002506568099045247
Position 846: 0.0011485071287117398
Position 281: 0.0008157121141760082
Position 1139: 0.0007375964912308338
Position 843: 0.000531059847037376
Position 988: 0.0005290259747257484
Position 55: 0.00045378973967200053
Position 364: 0.0004200450780706971
Position 612: 0.00040427662565775804
Position 1659: 0.00034678568617013184
Position 415: 0.0003019809697852216
Position 1243: 0.00025741740596627965
Position 851: 0.00023759419860338834
Position 482: 0.00021709883847756287
Position 367: 0.0001923949241338879
Position 1131: 0.00015131521258546828
Position 1401: 0.00014331527202184974
Position 370: 0.000141326903266317
Position 840: 8.63920394419683e-05
Position 909: 8.448001069676034e-05
Position 576: 5.944599425051722e-05
Position 1228: 5.579459836925916e-05
Position 418: 5.1899381378090965e-05
Position 660: 4.4805265559539625e-05
Position 1629: 4.4763258271859863e-05
Position 272: 3.573335751776347e-05
Position 639: 2.6471064412768997e-05
Position 773: 2.0983833834241585e-05
Position 797: 1.62948680151674e-05
Position 723: 1.3683423694724578e-05
Position 376: 1.1780488835553642e-05
Position 882: 9.225346186910084e-06
Position 825: 8.50654487919117e-06
Position 1141: 7.946869486090121e-06
Position 1316: 7.126694924556832e-06
Position 1258: 6.851472155478718e-06
Position 1279: 6.2293572775552444e-06
Position 178: 5.284066297542937e-06
Position 91: 3.980253963230035e-06
Position 1476: 3.5676324272995133e-06
Position 1661: 3.200871382319261e-06
Position 434: 2.8088703989090763e-06
Position 633: 2.736482963210951e-06
Position 1712: 1.7345302344832082e-06
Position 970: 1.5946734673498313e-06
Position 352: 1.1015731182561454e-06
Position 618: 5.407578220262636e-07
Position 137: 2.7919509116076563e-07
Position 460: 2.7594976261782347e-07
Position 1023: 8.26730604593462e-09
Position 1020: 8.265274528538148e-09
Position 918: 7.057725813925681e-09
Position 1049: 5.026009689832663e-09
Position 1389: 2.3644122869914554e-09
Position 1325: 1.6383753707875429e-09
Position 1240: 4.491344039203e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1208: 0.8782227256697935
Position 772: 0.050054246679272836
Position 556: 0.04702020991953885
Position 1313: 0.041957447696018606
Position 905: 0.03885918025211426
Position 1258: 0.021299369160877404
Position 560: 0.01661987124715741
Position 1226: 0.014667184027413698
Position 1337: 0.01435060226450161
Position 1232: 0.010629787523041565
Position 1463: 0.010536529370226252
Position 949: 0.0035967698725511833
Position 91: 0.003216315337629527
Position 513: 0.00263408256185328
Position 299: 0.002275618052466896
Position 885: 0.0020786181384052603
Position 755: 0.0019626742690877887
Position 1421: 0.0015123383246790389
Position 758: 0.0012024488808040745
Position 813: 0.0010789912266433888
Position 1040: 0.0010551396837820536
Position 340: 0.0010271738176028677
Position 968: 0.0009420428461143962
Position 918: 0.0007917429204748342
Position 1723: 0.0007717233224057056
Position 1680: 0.0007244109078369732
Position 752: 0.0005250422316575894
Position 729: 0.0005044803257264342
Position 1468: 0.00047328829468821647
Position 1389: 0.00041397065054406376
Position 120: 0.0003910177757939197
Position 317: 0.0003592982655060174
Position 1454: 0.00031926659438922205
Position 1430: 0.00030971277663756645
Position 1754: 0.000272990829736881
Position 1748: 0.00021715088396583016
Position 648: 0.00020397414396730324
Position 651: 0.00019323542738044455
Position 302: 0.0001931057496207489
Position 1503: 0.00017634725662949205
Position 1067: 0.00016837097881324133
Position 986: 0.00014800924124500203
Position 836: 0.00012300165242666065
Position 680: 0.00011734601472568963
Position 1176: 0.00011720465481267234
Position 1451: 0.00010945691276467435
Position 861: 0.00010212686494127623
Position 683: 0.00010097801182733437
Position 326: 8.993689641439572e-05
Position 1601: 8.439458437420229e-05
Position 866: 6.900166470089702e-05
Position 1445: 5.1062444488259425e-05
Position 797: 5.101769044601649e-05
Position 1395: 5.074304748470911e-05
Position 563: 4.8002809859718464e-05
Position 825: 4.275830982481312e-05
Position 1365: 4.091564026260095e-05
Position 412: 3.905036088152097e-05
Position 1325: 3.817592448149888e-05
Position 1407: 3.482623839874029e-05
Position 716: 3.3229106496638415e-05
Position 1043: 3.2500767994459325e-05
Position 382: 2.9939219647914558e-05
Position 988: 1.936617195598767e-05
Position 446: 1.6334191974691243e-05
Position 1604: 1.5699009451268527e-05
Position 472: 1.4255254221472973e-05
Position 1584: 1.2996169159411453e-05
Position 704: 1.191741883398458e-05
Position 167: 1.0379014250519486e-05
Position 1049: 9.61260739658081e-06
Position 164: 8.180518981500437e-06
Position 452: 6.469538884737426e-06
Position 1004: 5.551712902420117e-06
Position 1500: 5.392589691819445e-06
Position 1641: 4.931593438034771e-06
Position 346: 4.230904127456416e-06
Position 686: 4.161529971479756e-06
Position 792: 3.1213424861039536e-06
Position 1089: 2.582888738917237e-06
Position 96: 2.443175675853761e-06
