Gene = Eip75B
index = 1151
Annotated 5SS: [   186   4275   6460  71789  95334 105315 109482]
Annotated 3SS: [  3841   4421  71699  95188 105075 108472 109646]
SMsplice 5SS: [   215  14690  71789  95334 105315 109482]
SMsplice 3SS: [ 14512  71699  95188 105075 108472 109646]
top_k =  1000
Partition function (log Z): -115.56100857049094

Sorted 5' Splice Sites (High to Low Probability):
Position 4275: 0.8813572938491343
Position 14690: 0.879701616047453
Position 31271: 0.6590571795434985
Position 215: 0.584851289902293
Position 6460: 0.3483445971079935
Position 4701: 0.33326367750101926
Position 186: 0.253607730334358
Position 4726: 0.22346940876621696
Position 4676: 0.18699299141626663
Position 2052: 0.13772753654624406
Position 13086: 0.10474996395428178
Position 12321: 0.09114629206589038
Position 13824: 0.0811267620498146
Position 16897: 0.07304096858289771
Position 2046: 0.029930103562476666
Position 4657: 0.027520043773124364
Position 5429: 0.01956860625086337
Position 4956: 0.01888440737428054
Position 8326: 0.018652505037650615
Position 4506: 0.01605314194804272
Position 4967: 0.01424169462650763
Position 3636: 0.014105489070400394
Position 12090: 0.012237198946563246
Position 1477: 0.011690964116407486
Position 768: 0.010126488890772377
Position 210: 0.008557480894723055
Position 76: 0.00837509354726945
Position 190: 0.00808729492032535
Position 5763: 0.007136170161291258
Position 175: 0.007083719438798122
Position 8190: 0.0052057230183243
Position 257: 0.004788269780868871
Position 6023: 0.004092478940855612
Position 8203: 0.0038454092256144253
Position 6030: 0.0035457395101727777
Position 16286: 0.0035303810343934104
Position 1439: 0.003252488347141607
Position 1244: 0.003235997458439378
Position 783: 0.0030323438341775875
Position 718: 0.0029660179155178924
Position 322: 0.0023855752287012407
Position 86: 0.0023654749520353583
Position 684: 0.0023612931954869344
Position 3673: 0.0023541856351291532
Position 15040: 0.0018997170679668155
Position 15142: 0.0018682622626178425
Position 172: 0.0016379664797960148
Position 147: 0.0014809383258268564
Position 4096: 0.0014340350867009135
Position 13391: 0.0012399178036057446
Position 12492: 0.0008718466858798824
Position 5346: 0.0008681833154498036
Position 1227: 0.0008591763837909716
Position 1468: 0.0007688010460332183
Position 3928: 0.000752725827918115
Position 1248: 0.0007089733834616519
Position 2998: 0.0006449158839002051
Position 4693: 0.0005988377330742648
Position 15433: 0.0005323872115024131
Position 14661: 0.0005076866426369956
Position 1418: 0.0004744585367523205
Position 926: 0.00042972721403863564
Position 1612: 0.00042619094301276413
Position 4316: 0.00039972353197360595
Position 6165: 0.00037129376962654486
Position 5377: 0.00033742367674270137
Position 5406: 0.00033491256646610713
Position 1497: 0.00031203931825494867
Position 2494: 0.00027646345721845137
Position 2634: 0.00022693350501967283
Position 4164: 0.000219300109271807
Position 2914: 0.0002044801781063697
Position 5464: 0.00018681934749653723
Position 5314: 0.00018582942621021275
Position 1435: 0.0001524868768203596
Position 1432: 0.00014537174815068205
Position 1242: 0.000143678270019118
Position 90: 0.00013483822428951567
Position 379: 0.00012043391006431197
Position 903: 0.0001201778009958037
Position 4070: 0.0001146150961186548
Position 1274: 9.433793533065516e-05
Position 1416: 6.915758123961224e-05
Position 1389: 6.355048605435838e-05
Position 2618: 6.250108065610303e-05
Position 304: 5.92164611620477e-05
Position 1216: 5.420620716877326e-05
Position 570: 5.211678760416744e-05
Position 162: 4.712845413105129e-05
Position 7374: 4.2088000419698457e-05
Position 1362: 4.1667274879230617e-05
Position 863: 3.534665214401752e-05
Position 7976: 3.5227416184169735e-05
Position 402: 3.172660187068244e-05
Position 3217: 2.813028966867393e-05
Position 2931: 2.7730244411372177e-05
Position 835: 2.701329395380856e-05
Position 2479: 2.5095132545813954e-05
Position 1658: 2.002170400241794e-05
Position 280: 1.7349861058165622e-05
Position 1466: 1.567890488013783e-05
Position 2158: 1.5073055289262639e-05
Position 761: 1.5018414855335456e-05
Position 16: 1.3617474438923896e-05
Position 224: 1.2926336735812367e-05
Position 155: 1.26728540322094e-05
Position 394: 1.1152069206022116e-05
Position 4617: 1.093012058590025e-05
Position 381: 1.0223967877249464e-05
Position 213: 9.74781650180368e-06
Position 634: 8.023899455953011e-06
Position 339: 7.9333469897767e-06
Position 553: 7.763415860443166e-06
Position 583: 6.4623586988726905e-06
Position 463: 5.72698802686585e-06
Position 60: 5.674753453437876e-06
Position 2082: 5.214391495867812e-06
Position 1443: 4.806296307626328e-06
Position 608: 4.465982601827927e-06
Position 219: 4.366939615382715e-06
Position 4600: 3.4216801769119096e-06
Position 26: 3.389561709405994e-06
Position 727: 1.390892220202261e-06
Position 33: 1.3340923028368456e-06
Position 21: 8.981147044711878e-07
Position 415: 8.204308323583661e-07
Position 1190: 5.415732725776605e-07
Position 657: 1.8484798505832517e-07
Position 10: 6.637315619548286e-08
Position 412: 6.525937157764431e-08
Position 1013: 3.8576993268530147e-08
Position 396: 1.703359691057796e-08
Position 226: 8.820179375174736e-09
Position 871: 1.309425212090288e-09
Position 911: 9.451030908109409e-10
Position 707: 1.880475143515414e-11
Position 15064: 8.993620786792999e-12
Position 737: 3.6677569212679175e-14
Position 8813: 2.4757762876301175e-14
Position 6926: 3.992235381045131e-15
Position 7170: 5.997084059563651e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 30985: 0.9999247596634225
Position 4421: 0.899763462148022
Position 14512: 0.8845096813374769
Position 3841: 0.5071425854083462
Position 31499: 0.45440151334624646
Position 31687: 0.20465566619725487
Position 12370: 0.07550952523484541
Position 6086: 0.06747300121074176
Position 2779: 0.06623371110649064
Position 3325: 0.06035313797987834
Position 2887: 0.05721456165633163
Position 4405: 0.05035958557508361
Position 4757: 0.03797474119755759
Position 1726: 0.03735796283986668
Position 11998: 0.03633545508862859
Position 2824: 0.03458304888659569
Position 13508: 0.032540764048472316
Position 13496: 0.03207725666411198
Position 15864: 0.030448405414155014
Position 5600: 0.028269176589880023
Position 3210: 0.026452536096408418
Position 16589: 0.025458192908466234
Position 8018: 0.02509960411661485
Position 5099: 0.024965140421560308
Position 11146: 0.024430963181516222
Position 12617: 0.021929844304121305
Position 1839: 0.02107377868221429
Position 2713: 0.020880611301477146
Position 16400: 0.020664779241551193
Position 5126: 0.018934058951814013
Position 12010: 0.018020305735548827
Position 4145: 0.017326504829325018
Position 11994: 0.014419007764656239
Position 1342: 0.013595717100500993
Position 4238: 0.012782766142880675
Position 2319: 0.01202824354424369
Position 13318: 0.011727664176232683
Position 3240: 0.010988528802490061
Position 6250: 0.010574142626479106
Position 4767: 0.008468820071939547
Position 4875: 0.007717777899632995
Position 2221: 0.007639837251523502
Position 5033: 0.007359804168543538
Position 1690: 0.007277153917766929
Position 2904: 0.00706877687801333
Position 12157: 0.006994892096238875
Position 4808: 0.006966584730948921
Position 3612: 0.0065714472437300355
Position 6089: 0.0064560653147608124
Position 5427: 0.006446809849542099
Position 11759: 0.006292252120806977
Position 2383: 0.006285252276066154
Position 5376: 0.00604165857237325
Position 3907: 0.005913601405078731
Position 3052: 0.005422110069963303
Position 3426: 0.004845205628373398
Position 12391: 0.004428767099561151
Position 3119: 0.0037855432315710047
Position 2193: 0.0037329709164900986
Position 4364: 0.0035466792660074913
Position 11684: 0.0034536745878410878
