Gene = Lon
index = 1251
Annotated 5SS: [ 456  875 1398 1585 1948 2434 3219 3468]
Annotated 3SS: [ 618  937 1454 1642 2010 2489 3277 3530]
SMsplice 5SS: [ 456  875 1398 1585 1948 2434 3219 3468]
SMsplice 3SS: [ 618  991 1454 1642 2010 2489 3277 3530]
top_k =  1000
Partition function (log Z): 22.209688283722308

Sorted 5' Splice Sites (High to Low Probability):
Position 2434: 0.9985386890680042
Position 3219: 0.9975134878524297
Position 1948: 0.9942768289587622
Position 3468: 0.9811724124463513
Position 1585: 0.9739491960066574
Position 1398: 0.9617605284008925
Position 875: 0.9154724948729306
Position 456: 0.9061551919367868
Position 4191: 0.046461726458372966
Position 3832: 0.03933569769475294
Position 513: 0.029949463609280115
Position 2679: 0.026570177824766717
Position 1330: 0.013627552133382948
Position 839: 0.011171533658663359
Position 844: 0.010178167609428822
Position 2983: 0.007832972958622468
Position 4209: 0.00781185809688582
Position 3879: 0.007398451129034206
Position 3806: 0.007373572801791546
Position 563: 0.007011199114483355
Position 59: 0.006023446507151007
Position 2581: 0.005873111676284989
Position 3445: 0.00534211565106561
Position 461: 0.003937000667644978
Position 3472: 0.003735736738967355
Position 4043: 0.003322012991021656
Position 3624: 0.0028092542897826898
Position 3438: 0.002650951543856922
Position 77: 0.0023533270543842064
Position 847: 0.0019076961181862394
Position 270: 0.0017268229939864709
Position 1392: 0.0016874173575463054
Position 3787: 0.001652566118735895
Position 1297: 0.0016388353020335424
Position 1727: 0.0015806197705692296
Position 1100: 0.0014630840891736979
Position 509: 0.0012403918413891792
Position 2620: 0.0012129113882582883
Position 1865: 0.0011735422621462594
Position 3796: 0.000795168753713665
Position 3602: 0.0007171285955655962
Position 788: 0.0006111107625501374
Position 2438: 0.0005729003036081914
Position 913: 0.0005530547841668151
Position 2220: 0.000552973755774437
Position 2908: 0.0005190141803847867
Position 4047: 0.00046249696987080727
Position 3616: 0.0004167191717968523
Position 679: 0.0003924444392691473
Position 21: 0.0003859144130949406
Position 2711: 0.0003788629526523845
Position 2355: 0.000368397999744198
Position 1168: 0.00033524085758329143
Position 2866: 0.0003320093389182175
Position 3957: 0.00032566393589306537
Position 88: 0.0003143464045456538
Position 2824: 0.0002867482772372804
Position 1515: 0.00028267839007280687
Position 2744: 0.00027382373264913073
Position 3733: 0.00027272926141957233
Position 2854: 0.00026212069771919684
Position 2417: 0.00023747207673629418
Position 3163: 0.00022502979637126317
Position 3442: 0.0002075616319336558
Position 619: 0.0001902903331645176
Position 2142: 0.0001830729140139263
Position 1889: 0.00018214128817870315
Position 1935: 0.00017785062605770154
Position 3675: 0.00017244911591785924
Position 805: 0.00016907358451673552
Position 450: 0.00016756690840014494
Position 830: 0.0001566238058442627
Position 170: 0.00013287656356441267
Position 1942: 0.00012064079563441481
Position 4033: 0.0001062587310199324
Position 3411: 0.00010481009781087044
Position 1243: 9.509175587245465e-05
Position 2162: 8.580132797304869e-05
Position 937: 7.41910484425632e-05
Position 2967: 7.036486232626483e-05
Position 4055: 6.888678794013487e-05
Position 2881: 6.840121851734556e-05
Position 1628: 6.235296229281694e-05
Position 924: 5.838699996307867e-05
Position 3665: 5.6567983813587294e-05
Position 658: 5.607365993951171e-05
Position 3429: 5.4737507899017184e-05
Position 401: 5.399868604921757e-05
Position 2402: 4.4933109398022e-05
Position 1929: 4.432814501827131e-05
Position 1739: 4.235786645059882e-05
Position 1229: 4.0919944480242305e-05
Position 3381: 4.042314304580991e-05
Position 821: 3.319538715496368e-05
Position 2012: 3.258330993998729e-05
Position 1833: 3.107935650045282e-05
Position 2222: 3.0667445857948105e-05
Position 856: 2.911867210869763e-05
Position 2715: 2.8398148350304454e-05
Position 2987: 2.8031626030173406e-05
Position 3758: 2.7854234913831288e-05
Position 384: 2.73599568381248e-05
Position 138: 2.7349275594447774e-05
Position 6: 2.702335557766113e-05
Position 1840: 2.6858918955716572e-05
Position 3890: 2.6631799957611373e-05
Position 3304: 2.6520289709003556e-05
Position 1288: 2.46147993909054e-05
Position 3798: 2.4551245725298554e-05
Position 3862: 2.3332620735146145e-05
Position 1082: 2.1492412583211807e-05
Position 3546: 1.8775916142778213e-05
Position 119: 1.8297940804272423e-05
Position 1952: 1.8261580126334483e-05
Position 1282: 1.822970070537671e-05
Position 811: 1.7025603569195404e-05
Position 375: 1.6994808704604737e-05
Position 915: 1.6627906832411546e-05
Position 2878: 1.5019049620670079e-05
Position 3840: 1.4734797987369146e-05
Position 3223: 1.3596435561654696e-05
Position 1213: 1.3540943531300653e-05
Position 230: 1.3416536027370768e-05
Position 3502: 1.1423573528066663e-05
Position 1402: 1.0521971526639104e-05
Position 3975: 1.0495455293327064e-05
Position 4058: 1.02978378249149e-05
Position 3498: 1.0250891170387668e-05
Position 824: 1.0042863791861789e-05
Position 808: 9.78413494553175e-06
Position 3020: 9.29851231892468e-06
Position 685: 9.208430737918629e-06
Position 4148: 9.163813069007912e-06
Position 2989: 9.143703875434951e-06
Position 2520: 8.05299939932958e-06
Position 2575: 8.037293563989901e-06
Position 1784: 6.9343939763709846e-06
Position 2804: 6.651672851142959e-06
Position 546: 6.524238433850718e-06
Position 2245: 6.010170894549463e-06
Position 544: 5.832166573403581e-06
Position 2596: 5.7195376156889866e-06
Position 3023: 5.697591516192038e-06
Position 2200: 4.805830293625826e-06
Position 4143: 4.525236237028421e-06
Position 396: 4.417161791821763e-06
Position 2999: 4.370552779376452e-06
Position 174: 4.152560471778875e-06
Position 1460: 2.8387158731073423e-06
Position 1868: 2.702100073686537e-06
Position 3699: 2.323687287304055e-06
Position 2464: 2.213009265535953e-06
Position 3141: 2.0029417346402505e-06
Position 2288: 1.9859815047287727e-06
Position 2339: 1.8856497978480415e-06
Position 650: 1.8500855911264673e-06
Position 3204: 1.7356683204524338e-06
Position 176: 1.7037565343492774e-06
Position 202: 1.6247904099550482e-06
Position 2673: 1.4990035596860823e-06
Position 3053: 1.4175817523735776e-06
Position 1777: 1.3932012627071846e-06
Position 1492: 1.3744884789397e-06
Position 404: 1.3186661055941988e-06
Position 3824: 1.240398743581636e-06
Position 338: 1.0790938538955309e-06
Position 99: 8.707818090306e-07
Position 3789: 8.148412103314996e-07
Position 1173: 7.1747163373987e-07
Position 369: 7.074206863191196e-07
Position 1687: 7.007457295849515e-07
Position 609: 6.267906615532955e-07
Position 2306: 4.869160626976429e-07
Position 1273: 4.300500294580756e-07
Position 3538: 4.296574341141698e-07
Position 2272: 3.654072977916001e-07
Position 233: 2.5038530032321936e-07
Position 2166: 2.248290544656343e-07
Position 1495: 1.9507015666309024e-07
Position 3294: 1.9030652961525072e-07
Position 167: 1.7566398749742294e-07
Position 1426: 9.641187739429146e-08
Position 3535: 8.937235506439486e-08
Position 3328: 7.823419150371505e-08
Position 3651: 7.202407786823227e-08
Position 3541: 7.002510363882932e-08
Position 2286: 6.278420886236268e-08
Position 3553: 5.9455654717002546e-08
Position 3237: 5.837864318288959e-08
Position 154: 5.7703288790628696e-08
Position 3357: 5.452053288483172e-08
Position 3251: 5.005213983935914e-08
Position 739: 4.163756057519439e-08
Position 190: 2.4012248374378054e-08
Position 3910: 1.348124113887629e-08
Position 3567: 8.30006236642784e-09
Position 2368: 3.645955713367033e-09
Position 386: 2.8254193817172866e-09
Position 3362: 8.86249143871134e-10
Position 3500: 7.116193489047722e-11
Position 3130: 5.586283936427858e-11
Position 2010: 5.423402260948375e-12
Position 2992: 2.9103257694239688e-12
Position 2057: 2.162347073641715e-12
Position 1653: 4.4216914168355196e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2489: 0.9973496515058387
Position 3277: 0.9929999372308795
Position 2010: 0.9907763212022352
Position 1642: 0.9859790492875106
Position 1454: 0.96302131538435
Position 3530: 0.9384366485376391
Position 618: 0.800587995068843
Position 991: 0.5752777327304819
Position 937: 0.377046731901498
Position 682: 0.0352706459551916
Position 3612: 0.03459607964392292
Position 4256: 0.03175410020157154
Position 563: 0.03135306364976054
Position 3940: 0.02086667271463251
Position 3906: 0.0205010917174962
Position 2804: 0.01910696373914427
Position 509: 0.018796976651294824
Position 4292: 0.01841797505945687
Position 772: 0.012835342779093137
Position 4092: 0.011361579134852919
Position 1397: 0.010594820774721778
Position 3910: 0.009336204591599164
Position 123: 0.008382084589700502
Position 3050: 0.007629255675426498
Position 2954: 0.006847732216187351
Position 838: 0.005978442704188526
Position 3927: 0.005886759630689451
Position 696: 0.005786222249117406
Position 3303: 0.005633347525739341
Position 3956: 0.004240469320023358
Position 4262: 0.0036389659135405567
Position 2064: 0.003263363951217605
Position 2648: 0.003262949346301801
Position 997: 0.0029442055284488906
Position 3831: 0.0026809291946867566
Position 2959: 0.0024054302577315567
Position 3541: 0.0023653008795015925
Position 1201: 0.0023297841833055254
Position 3951: 0.002208503982846349
Position 544: 0.0021821928624749668
Position 1684: 0.001914387729911359
Position 658: 0.0015652599409918637
Position 3879: 0.0015031117520190105
Position 348: 0.001482740826902453
Position 4120: 0.0011851408268431568
Position 2286: 0.0011817389089868735
Position 2499: 0.0010717954375536922
Position 663: 0.0010303606890131093
Position 1040: 0.001020968745609388
Position 532: 0.0010205317856492714
Position 2188: 0.0010058184867227297
Position 1470: 0.000986114612479771
Position 1137: 0.0009238944736980145
Position 1777: 0.0008957495102288245
Position 513: 0.0008659538383291451
Position 2731: 0.0007846956560782914
Position 1525: 0.0007402437945058692
Position 3578: 0.00071439982235199
Position 1771: 0.0007117041895997795
Position 3351: 0.0007035701997032141
Position 1288: 0.0006824096303023187
Position 3066: 0.0006777124371009097
Position 1079: 0.0006752340432058503
Position 3849: 0.0006627103214222084
Position 2692: 0.0006306573849267796
Position 1004: 0.0005912901686235514
Position 2992: 0.0004949025973460673
Position 1262: 0.00045257676697453846
Position 4237: 0.0003918639558813553
Position 1649: 0.0003816696836611866
Position 1051: 0.00034732945246927625
Position 3856: 0.0003233575097257698
Position 77: 0.0003156775824269994
Position 4067: 0.0003068442300068177
Position 3978: 0.0002995879190380697
Position 4005: 0.0002991778126892412
Position 2524: 0.00027210256227430164
Position 1015: 0.0002621595471008788
Position 2697: 0.0002454435653148219
Position 4303: 0.0002270210772243627
Position 3582: 0.0002248465348785925
Position 200: 0.00021444447924577387
Position 3211: 0.0002129365934202004
Position 4313: 0.00020422187877619763
Position 2166: 0.00020077016387435277
Position 780: 0.0001941043752967071
Position 2865: 0.00018113829549491086
Position 2150: 0.00017027563514990343
Position 1162: 0.00015656471677696887
Position 3079: 0.00015497236534458913
Position 843: 0.0001445626828857092
Position 3960: 0.00014181817306597276
