Gene = QIL1
index = 1397
Annotated 5SS: [192]
Annotated 3SS: [253]
SMsplice 5SS: [192]
SMsplice 3SS: [253]
top_k =  1000
Partition function (log Z): 0.1588487445961426

Sorted 5' Splice Sites (High to Low Probability):
Position 192: 0.9993606231033901
Position 608: 0.0017297832812692032
Position 306: 0.0010894868815586633
Position 586: 0.00023775826680286175
Position 184: 0.00022938498155479207
Position 200: 0.000223963059137355
Position 660: 0.00019783005289515914
Position 196: 0.00017419117240021227
Position 474: 0.0001604314439580927
Position 411: 0.0001036334190705803
Position 490: 8.693350732148639e-05
Position 359: 8.30103993726837e-05
Position 537: 5.8040792843624175e-05
Position 649: 5.066598123504667e-05
Position 60: 4.4674042880270996e-05
Position 598: 2.1111299911471222e-05
Position 116: 1.4046972134878653e-05
Position 344: 8.359597737536763e-06
Position 38: 7.614280434578737e-06
Position 748: 6.567896052808468e-06
Position 647: 3.952399796965697e-06
Position 419: 2.732756077586926e-06
Position 593: 1.1105096534904481e-06
Position 29: 8.396448937244224e-07
Position 684: 4.3720049275031847e-07
Position 261: 2.900488575060892e-07
Position 271: 2.666280070320898e-07
Position 548: 2.5095662272431385e-07
Position 223: 2.1769502115467885e-07
Position 147: 1.9705719471996462e-07
Position 276: 1.5540558528573117e-07
Position 641: 9.102797760598715e-08
Position 378: 8.950122516844395e-08
Position 288: 4.7658087745351605e-08
Position 681: 3.885546389731032e-08
Position 739: 1.0020695651481488e-08
Position 678: 3.955416928327503e-09
Position 694: 2.690757256591718e-09
Position 689: 1.8018666051541531e-09
Position 691: 3.226041585163697e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 253: 0.9958826038734094
Position 261: 0.004057161299312097
Position 717: 0.0014741377931028672
Position 519: 0.0005503747950053648
Position 573: 0.0005457600969738887
Position 660: 0.00030550352525957037
Position 664: 0.00016997491466239648
Position 637: 0.0001629344985326309
Position 383: 0.00014595200901593728
Position 806: 0.00012421503629227756
Position 419: 0.00010215965178094932
Position 653: 9.807319882653422e-05
Position 386: 6.154808829890448e-05
Position 305: 4.440039353682732e-05
Position 783: 3.501973721051525e-05
Position 554: 2.414476697072605e-05
Position 106: 2.1808311286487325e-05
Position 190: 2.0927582730169106e-05
Position 359: 1.839934445612011e-05
Position 133: 1.3047068825683978e-05
Position 734: 8.859246888584578e-06
Position 778: 8.420008679181144e-06
Position 523: 8.192090069777382e-06
Position 365: 6.217106714245094e-06
Position 470: 1.7159520195344656e-06
Position 455: 1.6021210993073475e-06
Position 332: 1.365225063016543e-06
Position 479: 1.0187575587341672e-06
Position 814: 7.591286117451351e-07
Position 533: 6.948010350330662e-07
Position 143: 4.4854680013255543e-07
Position 725: 3.5675082117751505e-07
Position 536: 2.3845293966720133e-07
Position 398: 2.1858013432556693e-07
Position 411: 1.8504437354188573e-07
Position 437: 1.5195528381414346e-07
Position 395: 1.0929201546305074e-07
Position 542: 7.972900797559254e-08
Position 341: 2.721960922787564e-08
Position 598: 1.125866630522174e-08
Position 392: 1.0853809656235976e-08
Position 593: 8.608519100025365e-09
Position 608: 7.874390074508471e-09
Position 72: 1.9760594075204644e-09
Position 196: 1.457427345361782e-12
Position 227: 8.576970535300608e-13
Position 216: 2.801665892996256e-13
Position 321: 5.65891578554169e-15
