Gene = Nufip
index = 1335
Annotated 5SS: [251 592]
Annotated 3SS: [310 648]
SMsplice 5SS: [251 592]
SMsplice 3SS: [310 648]
top_k =  1000
Partition function (log Z): -3.0252612896247015

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.9906542285084222
Position 592: 0.8924886637090512
Position 797: 0.07336433921796616
Position 533: 0.03978474215596843
Position 1158: 0.01855966734637391
Position 43: 0.006478337032233018
Position 1142: 0.005108410677706489
Position 47: 0.00507584984108939
Position 1122: 0.0014390414437087718
Position 873: 0.001411354883815408
Position 103: 0.0009366095589831573
Position 1057: 0.0009222993461748962
Position 527: 0.000776024836523147
Position 71: 0.0007033605480190465
Position 869: 0.000349001047220412
Position 1411: 0.00034282528562274887
Position 199: 0.0002544148758920092
Position 86: 0.0002445609681228064
Position 1063: 0.0001920852016199162
Position 1239: 0.0001642196690826671
Position 1083: 0.00013507320038886426
Position 596: 9.170681170889267e-05
Position 542: 8.343225646507239e-05
Position 1283: 7.964189583027108e-05
Position 34: 7.642987222087647e-05
Position 1016: 7.47875112798427e-05
Position 867: 6.91201444682785e-05
Position 1660: 6.785997528266396e-05
Position 831: 4.747550196939766e-05
Position 547: 4.110003253380537e-05
Position 1095: 4.1018585914066206e-05
Position 1258: 3.3511236842907e-05
Position 938: 3.184458757175586e-05
Position 204: 3.054235058837066e-05
Position 269: 1.6673204515482682e-05
Position 386: 1.662899446833904e-05
Position 7: 1.5256919458114076e-05
Position 1071: 1.3982478788816099e-05
Position 994: 1.1790598573047885e-05
Position 1594: 1.0469264644186256e-05
Position 94: 9.717429600911924e-06
Position 320: 7.976234694033287e-06
Position 1220: 7.811536842124037e-06
Position 604: 6.539064776886031e-06
Position 221: 6.230804827630656e-06
Position 255: 6.017604299050587e-06
Position 801: 4.033521063728849e-06
Position 1391: 3.893256419206426e-06
Position 1185: 3.7624614862190468e-06
Position 439: 3.438925758187827e-06
Position 1674: 8.931900778068517e-07
Position 279: 5.023687038342523e-07
Position 17: 3.228934974510329e-07
Position 492: 1.8694750855569012e-07
Position 384: 1.4917390190957523e-07
Position 344: 4.023851779087523e-08
Position 326: 2.552476620968849e-08
Position 645: 4.988630540119901e-09
Position 619: 4.741219946859749e-09
Position 375: 5.385702911195256e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 310: 0.8537124797796197
Position 648: 0.7353743497754457
Position 1331: 0.22346644340572047
Position 315: 0.09164043375159532
Position 344: 0.033096928854139174
Position 636: 0.01607919450346965
Position 1244: 0.014143372445350428
Position 103: 0.011383128646043713
Position 681: 0.010823390096178604
Position 1178: 0.009144594025055307
Position 1044: 0.005090539404995028
Position 697: 0.0046657520157947115
Position 1277: 0.004031637489613886
Position 1308: 0.0034447923823832985
Position 1067: 0.0031190173061189774
Position 1556: 0.0021991046789663787
Position 156: 0.002144376404656166
Position 518: 0.0019577315719668297
Position 932: 0.0015152084393164594
Position 409: 0.0014965763528315124
Position 1594: 0.0012335054709420995
Position 1473: 0.0010341400855394466
Position 904: 0.0009765188303953343
Position 633: 0.0007657954304046722
Position 1283: 0.000690478847324143
Position 500: 0.0005389526980136919
Position 430: 0.000534554293605338
Position 1409: 0.0005049022065414214
Position 1364: 0.00048391575334618997
Position 884: 0.0004686826109479218
Position 1136: 0.0004244677342495616
Position 755: 0.0004200378490755961
Position 859: 0.00038452921548690446
Position 686: 0.00028237887977336794
Position 929: 0.0002492071739622904
Position 1391: 0.00018996665803566065
Position 673: 0.00018894056517940256
Position 394: 0.00018309936397743764
Position 1717: 0.00016653604903276
Position 1453: 0.00016504943302288124
Position 1578: 0.00015485181980846226
Position 532: 0.00014118436147120877
Position 1478: 0.00011208781050946176
Position 1009: 0.0001076365683790427
Position 856: 9.687250956915119e-05
Position 320: 9.535836355587721e-05
Position 820: 9.340420101165654e-05
Position 1729: 8.726203297589394e-05
Position 1415: 8.555926301180915e-05
Position 607: 7.975082298116016e-05
Position 1105: 6.942749798578561e-05
Position 1299: 6.902264234033984e-05
Position 1342: 6.804867615801338e-05
Position 1115: 6.572319016112291e-05
Position 901: 6.556205253486504e-05
Position 1510: 4.5033987667086145e-05
Position 1190: 4.171191941119139e-05
Position 1142: 3.885092313030873e-05
Position 893: 3.7046890909922235e-05
Position 1640: 2.6184413549920242e-05
Position 1000: 2.5204498459203137e-05
Position 713: 2.3157944153737985e-05
Position 312: 2.1415319750261503e-05
Position 839: 2.0547970244754166e-05
Position 920: 2.046209335117288e-05
Position 1145: 1.966447156512106e-05
Position 1751: 1.882229544351395e-05
Position 826: 1.4526648379685258e-05
Position 691: 1.3429206268295899e-05
Position 1725: 1.2462728014998262e-05
Position 1346: 1.204057354750097e-05
Position 1027: 1.102905197368269e-05
Position 578: 9.243554998100277e-06
Position 1655: 9.061687833569112e-06
Position 1024: 8.450111275370608e-06
Position 974: 7.635539789814391e-06
Position 112: 6.976648768694149e-06
Position 1748: 6.561020078852767e-06
Position 1071: 5.929112721806053e-06
Position 1739: 5.628500788739762e-06
Position 538: 4.566751463070249e-06
Position 1387: 4.320350266540454e-06
Position 269: 4.252599057096603e-06
Position 439: 3.5290659639507065e-06
Position 1421: 3.5085351359632963e-06
Position 1112: 3.3606805784568975e-06
Position 845: 2.37189801154923e-06
Position 604: 2.369770864678106e-06
Position 184: 9.73246807729851e-07
Position 553: 7.220032452309131e-07
Position 245: 7.156145256113099e-07
Position 70: 6.832392859913271e-07
Position 585: 3.762132373504903e-07
Position 65: 3.482157552470338e-07
Position 542: 1.5318423400625754e-07
Position 251: 7.071158432563166e-08
Position 573: 2.1205707241343556e-08
Position 557: 1.806561114237462e-08
Position 221: 1.231922476120269e-08
Position 596: 1.0699804643630924e-08
Position 227: 3.2014657715829616e-09
Position 275: 2.1664881102077097e-09
Position 255: 1.6327941556203506e-09
Position 212: 8.651728694843269e-10
Position 592: 8.635316017933138e-10
Position 324: 2.586816829775468e-10
Position 724: 2.158213940007506e-10
Position 773: 4.089634305142299e-11
Position 776: 4.404249701168465e-12
