Gene = TBCD
index = 1537
Annotated 5SS: [1072 2263 2744 3278]
Annotated 3SS: [1128 2323 2810 3329]
SMsplice 5SS: [1072 2263 2744 3278]
SMsplice 3SS: [1128 2323 2810 3329]
top_k =  1000
Partition function (log Z): 3.3467928084006755

Sorted 5' Splice Sites (High to Low Probability):
Position 2744: 0.998031099303738
Position 3278: 0.9871005352396952
Position 1072: 0.960128561564758
Position 2263: 0.9440166352033496
Position 1881: 0.4253371448670663
Position 2402: 0.0785595446601577
Position 1370: 0.05326161228033974
Position 2094: 0.046691747555417565
Position 2411: 0.033317663103510996
Position 1362: 0.03250018128121836
Position 450: 0.026809927343202374
Position 2912: 0.01873070854861614
Position 207: 0.016489752529228057
Position 1248: 0.015289055034861635
Position 3882: 0.011286405700940874
Position 2908: 0.009958504923901507
Position 1061: 0.00987471241602821
Position 2480: 0.0093592966555309
Position 272: 0.008534242114997126
Position 2384: 0.00801633194193333
Position 1542: 0.006959379037507264
Position 533: 0.006957055975367819
Position 429: 0.00586592901003462
Position 958: 0.005745666147848817
Position 2097: 0.00566546518409383
Position 282: 0.004953619286825312
Position 1816: 0.004288039302787527
Position 1839: 0.003986789986885318
Position 2083: 0.0038982685153000104
Position 3405: 0.0037669803361341354
Position 1420: 0.0037131368289532955
Position 3630: 0.0031140173125538844
Position 407: 0.0028241329480654157
Position 1083: 0.0026953497467917197
Position 505: 0.0026777055475398514
Position 2283: 0.0025257078314717823
Position 1677: 0.0024627247020572425
Position 51: 0.002351638930447596
Position 2534: 0.002145940567968807
Position 2026: 0.0019621534638074975
Position 1614: 0.0014271806623275705
Position 576: 0.001426362752898655
Position 444: 0.0010618242920758453
Position 2389: 0.0010590683594884206
Position 3564: 0.0010117559738276123
Position 3463: 0.0010027406990485777
Position 1841: 0.0008807017973204316
Position 1782: 0.0008697720626138683
Position 94: 0.0008509312279727905
Position 2958: 0.0008058718193163317
Position 989: 0.0007836505186403354
Position 1538: 0.0007650867992925181
Position 1374: 0.0007350687858303678
Position 1719: 0.0006839326236887397
Position 3240: 0.0006322568252378786
Position 3831: 0.0006229987084536849
Position 767: 0.0004892841761662732
Position 3495: 0.00048718658689378126
Position 2987: 0.00048686133357659966
Position 3054: 0.0004667488743280747
Position 860: 0.00044156349790219497
Position 524: 0.00042546807463178136
Position 3258: 0.0004192815374901573
Position 1717: 0.0004106720589258164
Position 3444: 0.0003628805653211861
Position 1177: 0.0003367721261631221
Position 485: 0.0003307640097782817
Position 263: 0.00032899908731033286
Position 1002: 0.0002976188401421069
Position 566: 0.0002929697699770164
Position 3163: 0.0002800764024473972
Position 2626: 0.0002720011233792908
Position 2709: 0.0002584626781254437
Position 596: 0.0002545462093870504
Position 2397: 0.00023945496368831865
Position 455: 0.00022955280944399547
Position 1577: 0.00020155876062292422
Position 2118: 0.0001882811068480629
Position 962: 0.0001679272871418224
Position 3335: 0.00016344993337128543
Position 1832: 0.00013663023041428067
Position 719: 0.00013525109085598799
Position 2895: 0.0001346270472713969
Position 335: 0.00012273478928067185
Position 560: 0.00011172864460921656
Position 2722: 8.891150249146818e-05
Position 3948: 7.288544993147201e-05
Position 3023: 6.855413035919782e-05
Position 36: 6.496625974196574e-05
Position 2590: 6.331375609742991e-05
Position 2255: 6.166232290904781e-05
Position 2748: 5.5805907627129675e-05
Position 2031: 5.424227210810461e-05
Position 2713: 5.401761014850871e-05
Position 855: 4.957020563431144e-05
Position 1488: 4.616423794480395e-05
Position 663: 4.473838734611885e-05
Position 2956: 4.470436959219155e-05
Position 2761: 4.283674500652371e-05
Position 3282: 3.97923195392269e-05
Position 6: 3.746625913372539e-05
Position 1029: 3.5907351763880984e-05
Position 2892: 3.28270147656866e-05
Position 944: 3.2262934389902885e-05
Position 3391: 3.221310066654884e-05
Position 3002: 3.1815084082775505e-05
Position 3285: 2.8325589702487532e-05
Position 3620: 2.8077943158080114e-05
Position 879: 2.7107805804573813e-05
Position 1869: 2.6760311383425183e-05
Position 3584: 2.5384251874860253e-05
