Gene = yuri
index = 1936
Annotated 5SS: [ 923 1361 1723 2318 2623 2781 2975 5911 6189 6520 6894]
Annotated 3SS: [1027 1563 2065 2387 2679 2851 5753 5982 6250 6586 7105]
SMsplice 5SS: [ 231  923 1361 1723 2318 2623 2781 2975 5911 6520 6894]
SMsplice 3SS: [ 377 1027 1563 2065 2387 2691 2851 5753 5982 6586 7105]
top_k =  1000
Partition function (log Z): 16.41428038624268

Sorted 5' Splice Sites (High to Low Probability):
Position 2781: 0.9964809543412695
Position 5911: 0.9772211799742724
Position 6894: 0.97058424207769
Position 1723: 0.9494513382198914
Position 2975: 0.8526529625289552
Position 2623: 0.8229011514832767
Position 923: 0.7695049577020913
Position 231: 0.7514053196367664
Position 1361: 0.6834100450922618
Position 2318: 0.6403964802419964
Position 6520: 0.5295872949074479
Position 5342: 0.4639512537669349
Position 6524: 0.40249801767128807
Position 4045: 0.2761533349621034
Position 4034: 0.16608493365761617
Position 2627: 0.1184483638856511
Position 3260: 0.11767468364389973
Position 949: 0.10037312361339411
Position 2292: 0.08626096336706446
Position 5674: 0.08088465717976155
Position 1411: 0.0718952668782755
Position 3228: 0.06836867867356052
Position 6194: 0.06476376646740648
Position 3596: 0.06339361095064229
Position 1200: 0.05622136278252824
Position 6189: 0.05386910956925653
Position 935: 0.05144155460825063
Position 6156: 0.04246212215876308
Position 1980: 0.03897982299082009
Position 1169: 0.033458836083414115
Position 542: 0.032488024473466534
Position 1155: 0.03107813294121766
Position 1474: 0.030822334817238662
Position 1395: 0.027856063166775902
Position 2388: 0.023046601539207606
Position 528: 0.020601789775823012
Position 6235: 0.01718640973962021
Position 5372: 0.015504059243916792
Position 1209: 0.013561550359068695
Position 5560: 0.012263569066442524
Position 50: 0.009372809773065718
Position 5657: 0.00884379095532455
Position 3800: 0.007410740698108454
Position 1657: 0.0057338670275026
Position 5287: 0.005133386918246348
Position 1159: 0.004755964580736832
Position 2398: 0.004689548493997536
Position 1221: 0.004466629519324922
Position 4368: 0.004420057135816165
Position 932: 0.004023934879085446
Position 4541: 0.003928838191975467
Position 912: 0.0036244258251348148
Position 3393: 0.003458989228812353
Position 458: 0.003371704309954197
Position 111: 0.0025375910387012875
Position 3580: 0.0025131837053153803
Position 96: 0.0021975999579858935
Position 444: 0.001927124816636415
Position 4384: 0.0014789613157803836
Position 539: 0.0014565494228019388
Position 1132: 0.0013422479284821234
Position 3288: 0.0013249584145999564
Position 1846: 0.0013031114694300372
Position 3464: 0.0012867266673444885
Position 113: 0.0012562208905174505
Position 3994: 0.001143385167414201
Position 3309: 0.0010129441513501646
Position 2913: 0.0009841774365980072
Position 1680: 0.0009725165248073181
Position 2594: 0.0008265992041002874
Position 2785: 0.0007749759728938535
Position 6955: 0.0006823130273865298
Position 2777: 0.0006298247405677325
Position 472: 0.0005895119500753174
Position 2966: 0.000566947905134161
Position 683: 0.0005277007616031258
Position 6062: 0.00046253090662866755
Position 6657: 0.00043761083365135103
Position 1423: 0.00040134279459861
Position 3433: 0.00037593164939445653
Position 3243: 0.00037112265979846417
Position 1238: 0.0003081892124615093
Position 6865: 0.00025933592427019827
Position 3548: 0.00023873142646461872
Position 345: 0.00021488792971797793
Position 3452: 0.00021311765911413602
Position 3264: 0.00020287128713997564
Position 2979: 0.00020015840702508625
Position 3297: 0.00019908314711325668
Position 1406: 0.0001979351644933971
Position 1994: 0.00016996718775223705
