Gene = ms(3)76Ba
index = 1798
Annotated 5SS: [192 287]
Annotated 3SS: [253 346]
SMsplice 5SS: [192]
SMsplice 3SS: [346]
top_k =  1000
Partition function (log Z): -6.1850088192441754

Sorted 5' Splice Sites (High to Low Probability):
Position 192: 0.9462805799276649
Position 287: 0.1781129180323668
Position 385: 0.0069329860824316894
Position 768: 0.004752169967945251
Position 119: 0.0030382365609707765
Position 905: 0.0015702176279747471
Position 1121: 0.0014642957270814237
Position 390: 0.0010222498685590886
Position 1916: 0.0004931179736891158
Position 267: 0.00029045789513375096
Position 1108: 0.00020179158195539503
Position 1552: 0.00018076041314115792
Position 1872: 0.00016373890949601547
Position 918: 0.00014728420734810824
Position 435: 9.475512759160807e-05
Position 1456: 9.25590732681596e-05
Position 735: 7.863494049336513e-05
Position 593: 6.90478330874313e-05
Position 438: 6.747503672325181e-05
Position 1706: 5.5611568413055834e-05
Position 1754: 5.3600607038871544e-05
Position 702: 4.8136815485221764e-05
Position 691: 3.0368237468095827e-05
Position 451: 2.9964984107946863e-05
Position 2270: 2.9853830772781467e-05
Position 2359: 2.9424733164484745e-05
Position 1175: 2.9219373433799453e-05
Position 1221: 2.8012678009549195e-05
Position 1742: 1.2964128656127852e-05
Position 911: 1.2856261570332958e-05
Position 540: 1.058541170240223e-05
Position 1401: 9.600658078046725e-06
Position 1299: 7.461796783828227e-06
Position 555: 5.000862923112796e-06
Position 89: 2.4917618308050542e-06
Position 246: 1.6403703219830453e-06
Position 39: 1.2700914534740207e-06
Position 60: 1.0874471865918734e-06
Position 902: 2.8016864682381338e-08
Position 818: 2.3975832453594053e-08
Position 75: 2.2706094331342327e-08
Position 596: 1.7571432223540936e-08
Position 374: 1.5332576559479608e-08
Position 891: 1.0251698154925772e-08
Position 1020: 1.0216451394060345e-08
Position 746: 8.390824810567873e-09
Position 393: 4.178604615626617e-09
Position 607: 2.155388849866243e-09
Position 1232: 1.9752162305673157e-09
Position 343: 9.89798084746733e-10
Position 379: 2.877458866231426e-10
Position 349: 2.559784396764967e-10
Position 642: 2.040994371724706e-10
Position 748: 1.4345614146172514e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 346: 0.7226904261900133
Position 253: 0.176981585999037
Position 343: 0.06964333057872134
Position 634: 0.03993924399212514
Position 1430: 0.02738011758284376
Position 267: 0.020227117450989623
Position 374: 0.016730398516225438
Position 1262: 0.016432012529001474
Position 359: 0.008673546246664004
Position 389: 0.007185375627080344
Position 1812: 0.006084691562946618
Position 1196: 0.0023181541827794784
Position 1576: 0.0017680227844656727
Position 1211: 0.0017397876362708
Position 291: 0.0016682643151502473
Position 564: 0.0014321149192605962
Position 1993: 0.0013493440872046924
Position 1400: 0.0013365113321644852
Position 191: 0.0013127111073501232
Position 995: 0.0012658750571212865
Position 660: 0.0011873416244096515
Position 470: 0.0011513913466055675
Position 1975: 0.0010902288361478315
Position 818: 0.0010343554947345648
Position 2059: 0.0010311036571643587
Position 1008: 0.0009520244786832926
Position 2256: 0.000843862314711749
Position 272: 0.0007895221152433491
Position 1995: 0.0007077823709787959
Position 1053: 0.0007052966784770265
Position 1864: 0.0005916737060736311
Position 1138: 0.0005528118911371887
Position 1313: 0.0005283449777939609
Position 451: 0.00048239175069171504
Position 537: 0.0004594753432601078
Position 435: 0.00037563778862582486
Position 1519: 0.00035241159739952905
Position 1108: 0.0003492526059995829
Position 1058: 0.0003410299237046016
Position 1542: 0.00034045897361537265
Position 865: 0.000298342231883557
Position 1646: 0.00029683399216454213
Position 2151: 0.0002607446493244438
Position 2125: 0.00025658264019740463
Position 1232: 0.00024378833432195656
Position 869: 0.0002377893587458838
Position 968: 0.00023499728102674788
Position 1742: 0.00023492221322873825
Position 1434: 0.00022430488313715568
Position 1939: 0.00020319553409019512
Position 1466: 0.00017781312224505295
Position 1704: 0.00017385331677556272
Position 2013: 0.00015248089285807605
Position 447: 0.00013950363449598813
Position 1340: 0.0001318851251670299
Position 1766: 0.0001262725791324756
Position 1835: 0.00012334387867224772
Position 2339: 0.00012294732815364566
Position 722: 0.00011966269684282813
Position 1525: 0.0001140977922032197
Position 1436: 9.760486616729205e-05
Position 547: 9.028592141237453e-05
Position 1217: 8.317689636040375e-05
Position 1380: 8.222324240412825e-05
Position 1612: 7.261644150678329e-05
Position 1020: 6.903298478498845e-05
Position 507: 6.866641261525011e-05
Position 2310: 6.755613583667157e-05
Position 2001: 6.255004843463529e-05
Position 1269: 4.53033539887533e-05
Position 2168: 4.371040127477975e-05
Position 1659: 4.350646564323555e-05
Position 1116: 4.197248648788633e-05
Position 1085: 4.1635420713627324e-05
Position 2413: 4.158007619359566e-05
Position 1514: 3.99946298769135e-05
Position 1385: 3.833140264424799e-05
Position 963: 3.769437309639425e-05
Position 1786: 3.625964571012291e-05
Position 691: 3.6026639750946714e-05
Position 1826: 3.5505856976123324e-05
Position 2024: 3.547151456851291e-05
Position 2100: 3.2464632259265084e-05
Position 1143: 3.158480782286912e-05
Position 902: 3.000703132014268e-05
Position 707: 2.751763946681575e-05
Position 1651: 2.5980673774524836e-05
Position 1571: 2.5178751690171817e-05
Position 1623: 2.0754118096626047e-05
Position 1454: 2.0636949127356346e-05
Position 1580: 1.704378797939048e-05
Position 2270: 1.6348170129352375e-05
Position 1407: 1.571817820444722e-05
Position 948: 1.5383994800579547e-05
Position 2438: 1.3897568435114516e-05
Position 973: 1.3245919334103001e-05
Position 1711: 9.685678358434092e-06
Position 165: 6.620368694797893e-06
Position 637: 5.998780392486585e-06
Position 2448: 5.269544728563343e-06
Position 509: 4.907325644728515e-06
Position 2424: 3.079326861484082e-06
Position 108: 2.0315143566369314e-06
Position 123: 5.937582427939085e-08
Position 153: 3.982821225157143e-08
Position 129: 1.2174039173268302e-08
Position 136: 1.1065446936653945e-08
Position 478: 8.832593367395553e-10
Position 150: 6.271518807837218e-10
Position 488: 2.3215931595486548e-10
Position 125: 1.2602095508741005e-10
Position 677: 6.09796744001882e-11
Position 196: 3.76877504290752e-11
Position 131: 1.1139916639363154e-11
