Gene = Dref
index = 1137
Annotated 5SS: [1470 1854 2302]
Annotated 3SS: [1560 1913 2361]
SMsplice 5SS: [1470 1854 2302]
SMsplice 3SS: [1560 1913 2361]
top_k =  1000
Partition function (log Z): 3.633366981986695

Sorted 5' Splice Sites (High to Low Probability):
Position 2302: 0.9950950688559589
Position 1854: 0.980593415953804
Position 1470: 0.9759068600573448
Position 391: 0.048166484675532875
Position 71: 0.025109324420311545
Position 1590: 0.01857896113489357
Position 1486: 0.017296836533243005
Position 1249: 0.016738118760532387
Position 494: 0.012538057670996904
Position 193: 0.009802272550795507
Position 449: 0.008675130661278946
Position 2979: 0.0045266772926418185
Position 1851: 0.004484274319776897
Position 2638: 0.004411931804181358
Position 1748: 0.0033192254151501004
Position 95: 0.003061711401443039
Position 875: 0.00241709841647688
Position 515: 0.0023037634876879797
Position 910: 0.0021827427201938443
Position 1253: 0.0020398804263523445
Position 1707: 0.001981727932421999
Position 536: 0.0019510509699859236
Position 91: 0.001892065663012252
Position 1040: 0.001686116291803855
Position 2741: 0.0016105193258839881
Position 657: 0.0013482462255671643
Position 45: 0.001254307665422856
Position 1326: 0.0012060200001232464
Position 1072: 0.0010884729221550234
Position 2703: 0.0009450711046839463
Position 52: 0.0008947917876729976
Position 1997: 0.0008805271972475443
Position 6: 0.0006908831095371807
Position 427: 0.000675657835250037
Position 512: 0.0006726957289004537
Position 662: 0.0005823454287811106
Position 1827: 0.0005786022321182495
Position 829: 0.0005612997788131276
Position 2865: 0.0005116098486660305
Position 2568: 0.0005023097097344785
Position 144: 0.0003945902555654343
Position 287: 0.00036487182004068494
Position 1089: 0.00035997647533336704
Position 356: 0.0003226106684683385
Position 2460: 0.0001998588231094465
Position 2271: 0.00019918469841283316
Position 1653: 0.0001821945561114005
Position 2684: 0.00017382722212028258
Position 2856: 0.00016717012360732732
Position 2873: 0.00015816988173379866
Position 2838: 0.00015652058689266145
Position 2495: 0.00015158188715354003
Position 121: 0.00014549284472101874
Position 2306: 0.00013475990683701632
Position 2297: 0.00013150378714982407
Position 2554: 0.00011944017387333093
Position 2160: 0.00011716741771577328
Position 1698: 0.00011697747142844675
Position 2164: 0.00010127193354874792
Position 2108: 0.00010082850328050579
Position 1474: 8.824794185433058e-05
Position 2492: 8.67402384660565e-05
Position 2565: 8.59277469365818e-05
Position 2073: 7.470004317109781e-05
Position 1700: 7.235866639331079e-05
Position 233: 7.038900004491198e-05
Position 1061: 6.683879631235278e-05
Position 1721: 6.577078239460956e-05
Position 1180: 6.54148128515675e-05
Position 526: 5.953456196518454e-05
Position 842: 5.8986244474154856e-05
Position 707: 5.5815668182388495e-05
Position 1603: 5.42074328025054e-05
Position 1333: 5.310367090158847e-05
Position 2546: 5.053940814788405e-05
Position 2358: 4.5985239569830785e-05
Position 1809: 4.085423214072891e-05
Position 2756: 3.272195217955619e-05
Position 2791: 3.257928265460938e-05
Position 1898: 3.125141538542823e-05
Position 177: 2.8978563992183477e-05
Position 4: 2.3176134481931277e-05
Position 896: 2.3121925745944774e-05
Position 2180: 2.1100847419276672e-05
Position 290: 1.6612273387277073e-05
Position 170: 1.6397799183078418e-05
Position 2258: 1.3025142028169187e-05
Position 1787: 1.3017368089699826e-05
Position 1843: 1.273038399631944e-05
Position 2480: 1.0620426608379492e-05
Position 1348: 1.0599217245674886e-05
Position 1612: 8.837154076284214e-06
Position 1763: 8.779549625987523e-06
Position 403: 8.614269222918336e-06
Position 364: 8.041238871126744e-06
Position 528: 4.7216965456808795e-06
Position 1632: 4.348280690799604e-06
Position 2463: 4.213095842496328e-06
Position 1878: 3.916919015711344e-06
Position 1900: 3.90198683401732e-06
Position 401: 3.895940858248294e-06
Position 2432: 3.6554724358038415e-06
Position 718: 3.377889712230151e-06
Position 1954: 2.7924938073684954e-06
Position 2383: 2.765878150763074e-06
Position 2284: 2.3348389133863378e-06
Position 2556: 2.0853053922761398e-06
Position 172: 2.016819782049398e-06
Position 1083: 1.5176519868647713e-06
Position 2244: 1.2096065442809598e-06
Position 570: 1.1731773942066858e-06
Position 1319: 1.1729772646798788e-06
Position 1952: 1.0796558582020216e-06
Position 2931: 9.867090126001354e-07
Position 2362: 9.444660788729249e-07
Position 635: 9.22225127899954e-07
Position 2427: 9.035264267369327e-07
Position 1343: 8.721342256313213e-07
Position 2808: 8.619926753317136e-07
Position 2754: 7.384325470842855e-07
Position 1577: 6.581414360283398e-07
Position 2058: 5.241055856037743e-07
Position 1106: 5.019026271886912e-07
Position 929: 4.864753392416261e-07
Position 1933: 4.655089660210208e-07
Position 1364: 3.855097032423861e-07
Position 1259: 3.1283960106519917e-07
Position 1609: 2.706839577993737e-07
Position 998: 2.3211777113553144e-07
Position 1616: 2.3132300179685484e-07
Position 692: 2.202994359124464e-07
Position 1887: 1.8688541125944426e-07
Position 679: 1.5921654105340346e-07
Position 1584: 1.5795540322058302e-07
Position 613: 1.3052418147212063e-07
Position 1101: 1.0538058727231872e-07
Position 963: 7.193373538570274e-08
Position 371: 3.783274633698385e-09
Position 2247: 3.767027339845037e-09
Position 2274: 2.894418682564375e-09
Position 601: 1.458775996815493e-09
Position 945: 9.676235435935272e-10
Position 776: 9.62226806782844e-10
Position 2202: 7.041831225969131e-10
Position 2197: 3.2098515393209145e-10
Position 1672: 1.7128046416392604e-10
Position 2641: 8.66571698211253e-11
Position 1775: 7.69184210468042e-11
Position 2226: 1.6413099948278552e-11
Position 2375: 2.924192117285456e-13
Position 2056: 9.940405553230164e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1560: 0.9974560564489076
Position 2361: 0.9667382226006005
Position 1913: 0.953337101428529
Position 583: 0.04207595061158898
Position 335: 0.029529666073974944
Position 508: 0.0244744762046729
Position 1309: 0.021312864563451772
Position 2383: 0.020183629548400507
Position 1652: 0.020133504534300448
Position 1982: 0.019494115366238088
Position 2066: 0.007144730999026864
Position 1267: 0.006134696799464516
Position 3029: 0.005637511486682705
Position 2408: 0.005415050417994808
Position 2776: 0.004853582232121267
Position 2808: 0.004469662876216624
Position 1957: 0.004108309536421196
Position 2056: 0.003337456765940774
Position 338: 0.0032534282106746926
Position 1124: 0.001635182406980561
Position 1763: 0.001628944773392852
Position 796: 0.001365678329656
Position 207: 0.0013551641043767207
Position 132: 0.0013336332981933494
Position 1994: 0.001333047252056775
Position 1106: 0.0012464037970510034
Position 1281: 0.001168038560725024
Position 281: 0.0009937214600196143
Position 2913: 0.000958527125998549
Position 249: 0.0008016590554323813
Position 439: 0.0007838080278609636
Position 2828: 0.0007029312745040911
Position 1225: 0.000624987056708701
Position 139: 0.0006184282964056986
Position 1112: 0.0005505646763982223
Position 773: 0.0005469895821481563
Position 526: 0.0005217400747176131
