Gene = RpL30
index = 1442
Annotated 5SS: [102 358]
Annotated 3SS: [168 762]
SMsplice 5SS: [102 358]
SMsplice 3SS: [168 762]
top_k =  1000
Partition function (log Z): 4.819654655789269

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.9994697688071922
Position 358: 0.6650146289861635
Position 583: 0.528504552175049
Position 388: 0.08857727213947668
Position 973: 0.01938305352134255
Position 852: 0.0055116726004687385
Position 968: 0.003878079445432966
Position 1017: 0.000943334246882425
Position 464: 0.0006435516887291618
Position 1066: 0.0006133276937745753
Position 392: 0.0006017202400940099
Position 612: 0.0004626963917934554
Position 409: 0.0001525138932479707
Position 106: 0.00013922865672275528
Position 615: 0.00012002262700801606
Position 476: 6.039089907243477e-05
Position 549: 5.978305352824754e-05
Position 48: 4.101061430764689e-05
Position 373: 4.067537645506051e-05
Position 1084: 3.671566673467092e-05
Position 326: 3.3913618558204466e-05
Position 990: 3.321529959000935e-05
Position 45: 2.9981391994767683e-05
Position 1075: 2.95597958817117e-05
Position 519: 2.478223754619959e-05
Position 251: 2.411147030429997e-05
Position 849: 2.302401086460519e-05
Position 4: 1.7945000464118776e-05
Position 866: 1.5178586423129799e-05
Position 1037: 1.1882193949508318e-05
Position 417: 9.148353694250296e-06
Position 439: 8.778017641510953e-06
Position 401: 6.6749152031147e-06
Position 1078: 5.51229144843335e-06
Position 259: 5.176505061609385e-06
Position 108: 4.513508819311033e-06
Position 88: 3.3096653311365116e-06
Position 1134: 2.984902752454149e-06
Position 529: 2.696081856789184e-06
Position 1026: 2.459952197619321e-06
Position 714: 2.263200712103797e-06
Position 24: 2.040876223148573e-06
Position 778: 1.2443284752741665e-06
Position 479: 1.2371906604707172e-06
Position 28: 1.1342879021030585e-06
Position 766: 7.028432948617389e-07
Position 735: 4.955812890433815e-07
Position 1147: 3.3569276277201264e-07
Position 806: 3.1514491925200443e-07
Position 868: 3.0570653740529435e-07
Position 487: 2.942374253873072e-07
Position 1011: 2.674573049521276e-07
Position 194: 1.5247305498459213e-07
Position 240: 7.96961591024661e-08
Position 1111: 4.619259396313884e-08
Position 64: 2.753084986088419e-08
Position 1142: 4.850436538059748e-09
Position 200: 1.162809667405057e-09
Position 168: 9.245852179398374e-11
Position 745: 4.47986110345637e-11
Position 877: 4.370858541787257e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 168: 0.9991087253682572
Position 762: 0.9940226553083665
Position 452: 0.13749141508064305
Position 507: 0.07126639259900598
Position 409: 0.05831151218096602
Position 1026: 0.024796747326728055
Position 479: 0.007273970097789257
Position 529: 0.004981471940254857
Position 464: 0.00399594040709849
Position 678: 0.0031891033732667456
Position 1134: 0.002880299309654899
Position 487: 0.0022817587479194053
Position 1087: 0.0013321357405225223
Position 1250: 0.0007557048119624162
Position 721: 0.0006850480722739172
Position 1056: 0.0003904326823598055
Position 476: 0.00032170957636232955
Position 1220: 0.0002843730285346783
Position 439: 0.0002637527617548305
Position 205: 0.00023901501306768387
Position 217: 0.00012137713856677535
Position 1102: 0.00011424830295282711
Position 982: 8.614991177207369e-05
Position 680: 7.163809899663312e-05
Position 1032: 5.626822863327554e-05
Position 1084: 5.1682335148480844e-05
Position 92: 4.3350637412408415e-05
Position 484: 3.868826391773443e-05
Position 799: 2.1457943134129088e-05
Position 214: 1.5997942185625827e-05
Position 954: 1.3849377527445806e-05
Position 766: 8.731767046259159e-06
Position 922: 8.310669638986272e-06
Position 819: 6.860634426826412e-06
Position 968: 5.292429332802495e-06
Position 286: 2.8416636320392537e-06
Position 609: 2.280431554063228e-06
Position 289: 2.1958709771578955e-06
Position 896: 1.7863959073200315e-06
Position 339: 1.6869089109125173e-06
Position 806: 1.5450265134929158e-06
Position 385: 1.5338081460940352e-06
Position 259: 1.2369648698957205e-06
Position 310: 1.2356340292350207e-06
Position 772: 1.2098410782851585e-06
Position 615: 1.1070420558552438e-06
Position 134: 1.0757605286962296e-06
Position 811: 1.0148575662528104e-06
Position 590: 1.0060416429360583e-06
Position 226: 5.161235631828433e-07
Position 388: 4.4816009904328524e-07
Position 391: 3.5478388707917055e-07
Position 298: 3.2890240946643795e-07
Position 990: 1.5302985443199915e-07
Position 587: 1.1529373583807611e-07
Position 316: 4.4431405434354805e-08
Position 461: 7.001788960257075e-09
Position 835: 1.5333195116645053e-09
Position 362: 8.996144477493801e-10
Position 357: 8.07301206612364e-10
Position 101: 7.959345218659823e-10
Position 778: 2.8408593531601315e-13
Position 228: 7.18477585927922e-15
