Gene = ScpX
index = 1477
Annotated 5SS: [ 158  818 1068 2016]
Annotated 3SS: [ 493  876 1131 2075]
SMsplice 5SS: [ 158  818 1068 2016]
SMsplice 3SS: [ 493  876 1131 2075]
top_k =  1000
Partition function (log Z): 3.0474354252040654

Sorted 5' Splice Sites (High to Low Probability):
Position 818: 0.9970576473845547
Position 1068: 0.9877364001673998
Position 2016: 0.9218825517240629
Position 158: 0.5256131606211728
Position 2321: 0.06763145906133547
Position 2297: 0.03464166639682009
Position 130: 0.020727192551079007
Position 236: 0.020402082208463398
Position 1967: 0.014377303490906787
Position 2311: 0.013864288929608518
Position 1422: 0.010729822353651356
Position 306: 0.010154908041173132
Position 1310: 0.005431303872187544
Position 1907: 0.004985981514497091
Position 659: 0.0034750019560492815
Position 999: 0.0033991786326098288
Position 1271: 0.0032861903899026354
Position 1074: 0.0023499669477338773
Position 1570: 0.002132860115374028
Position 1688: 0.001961165447946563
Position 160: 0.0018171019075550292
Position 1841: 0.001032828233352888
Position 1426: 0.0006694493672343775
Position 141: 0.0006381180905737068
Position 76: 0.0006184665046982365
Position 49: 0.0006131390567607251
Position 1448: 0.0005205045793281311
Position 440: 0.00041355693187338367
Position 459: 0.0003937002532091352
Position 1931: 0.00035661160794459755
Position 2279: 0.00033470417927129904
Position 126: 0.0003270877421736212
Position 1492: 0.00030364466186016183
Position 1187: 0.0001680243907524891
Position 1959: 0.00015250135341355586
Position 583: 0.00014838199699287723
Position 1824: 0.00014789394892960982
Position 137: 0.00014508184998402194
Position 1593: 9.970650507470462e-05
Position 923: 8.464992125012658e-05
Position 134: 6.936089276317444e-05
Position 70: 6.29170775040943e-05
Position 1057: 6.178080034026872e-05
Position 2082: 5.9986691719930614e-05
Position 1563: 5.685768666168038e-05
Position 798: 5.5393613505614566e-05
Position 1702: 5.040883149433459e-05
Position 143: 4.5118687782289696e-05
Position 1629: 4.20326975375263e-05
Position 1407: 3.477106395104531e-05
Position 1787: 3.419011902204395e-05
Position 1784: 3.243950155290894e-05
Position 1731: 2.625117994925772e-05
Position 680: 1.871730910097654e-05
Position 1734: 1.8396556053877278e-05
Position 164: 1.423975800563345e-05
Position 1577: 1.2740426872031394e-05
Position 1641: 1.259114939748253e-05
Position 724: 1.1129657600712153e-05
Position 689: 1.1028001449214963e-05
Position 1339: 1.0752758361264056e-05
Position 2057: 9.652921731848507e-06
Position 1275: 8.672031198555232e-06
Position 102: 8.656742006060971e-06
Position 73: 7.417018195247127e-06
Position 162: 6.453204709804331e-06
Position 1590: 5.917450517420271e-06
Position 2062: 4.934704349747498e-06
Position 1753: 4.8923780466908385e-06
Position 808: 4.786745288799539e-06
Position 1742: 3.952719473532779e-06
Position 593: 3.5816368050263945e-06
Position 115: 3.456967037117615e-06
Position 1329: 3.296323630511125e-06
Position 1411: 3.083349703664718e-06
Position 521: 2.927648932521084e-06
Position 402: 2.801969224630595e-06
Position 2055: 2.743793954025355e-06
Position 1587: 2.3136064477228977e-06
Position 617: 1.7207458253834436e-06
Position 1301: 1.4877512322640724e-06
Position 493: 1.454668652716161e-06
Position 1574: 1.4122484901690885e-06
Position 743: 1.3053695255105168e-06
Position 605: 9.682594226043759e-07
Position 1483: 8.530199027399471e-07
Position 1764: 7.958299033098271e-07
Position 385: 7.417036995821095e-07
Position 2114: 7.076284955912427e-07
Position 1218: 6.655634503513472e-07
Position 1534: 6.400090026915634e-07
Position 507: 4.5256366973577363e-07
