Gene = BBS1
index = 41
Annotated 5SS: [ 301 1432]
Annotated 3SS: [ 363 1513]
SMsplice 5SS: [ 301  468 1432]
SMsplice 3SS: [ 363  537 1513]
top_k =  1000
Partition function (log Z): 3.870872447689251

Sorted 5' Splice Sites (High to Low Probability):
Position 1432: 0.9955057604372511
Position 301: 0.9719437512453163
Position 468: 0.6763014519632226
Position 1651: 0.09788117157925175
Position 1993: 0.09312211021948742
Position 630: 0.035023051208546374
Position 1633: 0.015857865657979732
Position 1729: 0.004699292832220715
Position 1436: 0.003964771403786084
Position 312: 0.002790550298696188
Position 1038: 0.002457413986855363
Position 201: 0.0019729940502318725
Position 486: 0.00092464028005677
Position 639: 0.0008129637952530849
Position 386: 0.0006852841240483193
Position 1840: 0.0004127918010236931
Position 489: 0.00030713068397809624
Position 1661: 0.0002792851429674692
Position 1831: 0.00018244078585166604
Position 499: 0.0001391658382909258
Position 765: 0.0001322048197037347
Position 1593: 0.00010278134148254658
Position 1690: 9.710146397778077e-05
Position 363: 9.396956759047539e-05
Position 852: 7.300587301625625e-05
Position 265: 6.329149031810545e-05
Position 634: 5.829085038740111e-05
Position 1252: 5.6203479178322906e-05
Position 1199: 5.0423501896906984e-05
Position 122: 4.9817028565957136e-05
Position 1059: 4.644324946250131e-05
Position 211: 4.519336679435321e-05
Position 1903: 3.9120718131216736e-05
Position 659: 3.888480775699198e-05
Position 874: 3.200749533344557e-05
Position 2109: 2.9979647767365293e-05
Position 208: 2.931184065306188e-05
Position 1046: 2.7438239512258453e-05
Position 425: 2.6502373694187287e-05
Position 1306: 2.3586159114028486e-05
Position 28: 2.184517433890106e-05
Position 1004: 2.1595033613240662e-05
Position 1255: 1.89455668364035e-05
Position 855: 1.6971419578171734e-05
Position 1104: 1.5089385627021391e-05
Position 117: 1.4508834808125966e-05
Position 1239: 1.3861559902923345e-05
Position 876: 1.0230733426335307e-05
Position 1279: 1.0105068803438201e-05
Position 1260: 9.539991417137225e-06
Position 698: 8.202055606007856e-06
Position 1185: 6.805131379919027e-06
Position 1028: 6.4667413650920414e-06
Position 1263: 5.994130562728211e-06
Position 1701: 5.832113892720546e-06
Position 1732: 5.69304242596628e-06
Position 1834: 5.029258766960677e-06
Position 708: 4.208034269912002e-06
Position 801: 3.675409388393842e-06
Position 1819: 3.0351334697101267e-06
Position 1754: 3.0327772025510742e-06
Position 2050: 2.9062317533108904e-06
Position 2097: 2.573692162141087e-06
Position 1534: 2.531479345103671e-06
Position 651: 2.340638306904606e-06
Position 48: 1.9419425907057204e-06
Position 2062: 1.4631694803979145e-06
Position 819: 1.380515927068395e-06
Position 2027: 8.320652706398922e-07
Position 2035: 8.096490669776822e-07
Position 1471: 6.898641119169926e-07
Position 135: 6.481039273201521e-07
Position 97: 5.128287312625686e-07
Position 390: 4.0862467319548994e-07
Position 2076: 4.080478799811619e-07
Position 1547: 3.597842951355349e-07
Position 1807: 2.991244805275352e-07
Position 1166: 2.6647005175691034e-07
Position 2145: 3.3946151571507936e-08
Position 1526: 3.313525555976115e-08
Position 372: 2.7708258632010254e-08
Position 1395: 1.996962311689082e-08
Position 1136: 1.88049872695923e-08
Position 1350: 1.295824496471681e-08
Position 1227: 4.856574139808574e-09
Position 1131: 4.150242838625587e-09
Position 1128: 2.6376861355420705e-09
Position 1158: 4.5734999685436265e-10
Position 1170: 1.278546514230276e-10
Position 1477: 1.2351791896674103e-10
Position 1283: 1.164616386974078e-10
Position 403: 1.334725437332557e-11
Position 1795: 3.047832984171472e-12
Position 551: 1.1187075518648274e-12
Position 1793: 2.6552561543523235e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1513: 0.9956798581184393
Position 363: 0.961363721266181
Position 537: 0.5946730435074828
Position 1148: 0.09055024795534125
Position 1773: 0.07365048591557578
Position 2039: 0.06970658882627764
Position 1713: 0.04453432200769038
Position 2112: 0.0208003111488216
Position 773: 0.01652504235231648
Position 443: 0.012401355583458859
Position 682: 0.004560985109679787
Position 824: 0.0027117661785489595
Position 413: 0.0021926386799635345
Position 2043: 0.001685288056536397
Position 1488: 0.001610448679205598
Position 2157: 0.0013843115566325797
Position 968: 0.001230511455301615
Position 1120: 0.0010017247355584482
Position 752: 0.0009904281527247784
Position 2073: 0.0008734794673261685
Position 2050: 0.0008547430592119445
Position 1016: 0.0008397174313379979
Position 1301: 0.0007726366617173025
Position 548: 0.0006157692152057568
Position 590: 0.0005717628850665869
Position 1534: 0.0005560296884015595
Position 1037: 0.0004684853597979285
Position 1804: 0.00042237801624635615
Position 779: 0.00040515329276816773
Position 566: 0.000399875868159817
Position 1268: 0.00039286945742670313
Position 620: 0.00034233551978205836
Position 1561: 0.00031000549351243575
Position 2062: 0.0002951295934836024
Position 911: 0.00017941579301979392
Position 425: 0.00015669936804163972
Position 1322: 9.048059435737099e-05
Position 1564: 8.866237576936319e-05
Position 1373: 8.311538824041355e-05
Position 1526: 7.310803336675294e-05
Position 1181: 6.782352937608911e-05
Position 671: 5.099429135006482e-05
Position 895: 4.962401820589749e-05
Position 2189: 4.720816707613861e-05
Position 593: 4.258380688579274e-05
Position 2019: 3.433577559872023e-05
Position 1874: 2.829193102074801e-05
Position 630: 2.6508844641419883e-05
Position 2045: 2.510908003840317e-05
Position 97: 2.2337502609363647e-05
Position 1166: 2.0598107891395072e-05
Position 794: 1.884206745702946e-05
Position 1403: 1.7663588671303872e-05
Position 1793: 1.5097637592197156e-05
Position 337: 1.5067918100912188e-05
Position 1539: 1.3587383312865995e-05
Position 1025: 1.016676188423475e-05
Position 1178: 8.664781381491558e-06
Position 1382: 7.253508138310544e-06
Position 252: 5.373757178908835e-06
Position 746: 5.029425362235831e-06
Position 390: 4.760987886079892e-06
Position 1638: 3.8630315420041864e-06
Position 2183: 3.74448586648414e-06
Position 2027: 3.293627528475438e-06
Position 1917: 3.208200093680443e-06
Position 1807: 2.3248804628727222e-06
Position 494: 1.9891215032187517e-06
Position 1379: 1.7392278555181603e-06
Position 836: 1.5488370168314631e-06
Position 1570: 1.2724237633116814e-06
Position 914: 1.2316727296303448e-06
Position 224: 7.908418177705941e-07
Position 265: 7.636812079537836e-07
Position 1125: 7.170754634964594e-07
Position 200: 5.698969871523099e-07
Position 923: 4.07886052637658e-07
Position 233: 4.051529621796737e-07
Position 2057: 3.661730060768839e-07
Position 122: 1.9691941366862505e-07
Position 1997: 1.635075341773457e-07
Position 230: 3.954936303230599e-08
Position 386: 3.256264561791102e-08
Position 1945: 2.246548238324601e-08
Position 1975: 1.97929192361633e-08
Position 1926: 1.953137735711636e-08
Position 179: 1.8802661652360646e-08
Position 1471: 1.1214678010496988e-08
Position 461: 6.655914550227737e-09
Position 1830: 4.44434923916413e-09
Position 1599: 3.4613372241294026e-09
Position 499: 3.1157567894326583e-09
Position 293: 2.8674278955986915e-09
Position 452: 2.207699363291146e-09
Position 304: 1.4986829161931463e-09
Position 182: 1.0973858898449849e-09
Position 287: 7.314275484403883e-10
Position 587: 5.848834536083861e-10
Position 467: 2.9628258367272576e-10
Position 112: 2.4451150658185947e-10
Position 599: 1.4462934540190474e-13
