Gene = Hip14
index = 1212
Annotated 5SS: [ 953 1825 2173]
Annotated 3SS: [1149 1892 2226]
SMsplice 5SS: [ 953 1825 2173]
SMsplice 3SS: [1149 1892 2226]
top_k =  1000
Partition function (log Z): 3.4779056302542792

Sorted 5' Splice Sites (High to Low Probability):
Position 1825: 0.998652378203553
Position 953: 0.9929027679781418
Position 2173: 0.9781119847280035
Position 2346: 0.15247593509450016
Position 1090: 0.15107904469931818
Position 2912: 0.06770547081565909
Position 2612: 0.03160435360198597
Position 2935: 0.021740685544595215
Position 3047: 0.014582364497780498
Position 2927: 0.01275711178654706
Position 68: 0.00811350936353297
Position 1325: 0.008111921513878354
Position 1384: 0.005925705787826559
Position 2280: 0.00556354923518805
Position 2287: 0.004137250592267332
Position 2160: 0.004001309767576597
Position 2618: 0.003333326449295606
Position 2018: 0.0024293303706182123
Position 3227: 0.0021731780373574145
Position 1078: 0.002067776974352392
Position 2393: 0.0017042495856034621
Position 1542: 0.0011081345251507879
Position 1962: 0.0007821517547971222
Position 987: 0.0007585386801613552
Position 1102: 0.0006149720417954144
Position 2145: 0.0005747525982156135
Position 3539: 0.0005578076417903464
Position 822: 0.0005446404074134763
Position 2138: 0.0005298519671735393
Position 2271: 0.0005272167109847044
Position 2946: 0.00041126493670539115
Position 219: 0.0003716703910802889
Position 1831: 0.000362103302190569
Position 657: 0.0003448025033218845
Position 178: 0.00030554754332361725
Position 29: 0.0002897348998955909
Position 673: 0.0002869890353007967
Position 1290: 0.00023877110330143664
Position 2123: 0.00023207075786140226
Position 444: 0.00021180859205967558
Position 962: 0.00021109646037923926
Position 2874: 0.0001792939841533605
Position 1995: 0.00017029697602485117
Position 937: 0.00016255592156960003
Position 3247: 0.00014965770159031423
Position 1829: 0.00014772997723371133
Position 2893: 0.00014368132460716482
Position 1531: 0.00014212486941659545
Position 569: 0.0001373096245972058
Position 1752: 0.00013105251866796138
Position 3690: 0.0001308355230436377
Position 3100: 0.00012594684515225283
Position 1470: 0.00012569381828710622
Position 2040: 0.00011460319637915202
Position 1059: 8.32913910529982e-05
Position 3552: 7.426535708286681e-05
Position 581: 7.13964894167056e-05
Position 1483: 6.791842153030886e-05
Position 792: 6.599627865590487e-05
Position 3231: 5.934757037007786e-05
Position 550: 5.335135274886175e-05
Position 337: 4.925981467105575e-05
Position 1004: 4.821149151643176e-05
Position 306: 4.50362176296126e-05
Position 2958: 4.409626110470462e-05
Position 195: 4.283066896024454e-05
Position 2313: 3.930049528937738e-05
Position 2701: 3.6962928752880425e-05
Position 165: 3.652990520336456e-05
Position 2989: 3.580619590549612e-05
Position 599: 3.529488684225281e-05
Position 1207: 3.2739936714725066e-05
Position 167: 3.250455689861172e-05
Position 1309: 3.19149750659861e-05
Position 11: 3.0099711072998163e-05
Position 1689: 2.7664947148437122e-05
Position 1018: 2.7016957023026877e-05
Position 2108: 2.6719746619728447e-05
Position 469: 2.062783726464872e-05
Position 1083: 1.9072059369491924e-05
Position 1790: 1.8197226003997e-05
Position 555: 1.609569267491999e-05
Position 1117: 1.2325311485916002e-05
Position 1302: 1.1822518340958608e-05
Position 522: 1.1482298672095763e-05
Position 2071: 1.121299890776828e-05
Position 1554: 1.0304108903082409e-05
Position 335: 9.97155689413391e-06
Position 698: 9.662930129261072e-06
Position 707: 9.55061705782378e-06
Position 225: 6.82294595059843e-06
Position 1756: 6.7125751268077735e-06
Position 391: 5.711487659596582e-06
Position 2010: 4.925410308488516e-06
Position 2616: 4.8904245497697884e-06
Position 2437: 4.740493448428463e-06
Position 1473: 4.283832562004617e-06
Position 1150: 3.9435610632804184e-06
Position 2577: 3.906246569630822e-06
Position 1522: 3.8938707842286405e-06
Position 2490: 2.8371938545399607e-06
Position 1999: 2.7693963791250833e-06
Position 212: 2.664863083707031e-06
Position 1668: 2.523549882430861e-06
Position 1476: 2.4235787956074093e-06
Position 770: 2.266165259468887e-06
Position 1282: 2.2298308558006003e-06
Position 2741: 2.1595632343697607e-06
Position 1997: 2.111708991756988e-06
Position 2670: 2.0259904322414e-06
Position 623: 1.964395169783747e-06
Position 134: 1.8508733779792946e-06
Position 2177: 1.7067603177779786e-06
Position 147: 1.4396000893463403e-06
Position 1524: 1.3539192918252372e-06
Position 399: 1.198595460719692e-06
Position 1723: 1.1557165633810715e-06
Position 536: 9.330662225323817e-07
Position 1710: 8.979235726172609e-07
Position 227: 8.308034795627173e-07
Position 773: 7.655643567529653e-07
Position 50: 7.148367622188875e-07
Position 506: 7.024760084544986e-07
Position 2008: 5.951218257911074e-07
Position 1770: 5.552319585248767e-07
Position 1396: 3.9168110451161315e-07
Position 2471: 3.592856370948425e-07
Position 1563: 3.1488208620981733e-07
Position 1835: 1.7572077361119432e-07
Position 850: 1.7065149347261707e-07
Position 346: 1.5515493276567367e-07
Position 2321: 1.4057540980011238e-07
