Gene = RapGAP1
index = 1409
Annotated 5SS: [  744 42706 79168 79715]
Annotated 3SS: [42506 77454 79225 79799]
SMsplice 5SS: [  744 42706 78679 79168 79715]
SMsplice 3SS: [42506 77454 78739 79225 79799]
top_k =  1000
Partition function (log Z): -77.96756457761157

Sorted 5' Splice Sites (High to Low Probability):
Position 744: 0.9999844560817371
Position 10407: 0.07063100445231864
Position 14162: 0.05067423609675189
Position 26759: 0.04194047456771309
Position 23613: 0.03023287162431159
Position 13052: 0.026962531375422715
Position 5506: 0.025228130065856242
Position 10411: 0.023120633729908788
Position 175: 0.019708599361741016
Position 17782: 0.015394150211658261
Position 23531: 0.01027460745812496
Position 273: 0.009444733306230038
Position 109: 0.003113469194332979
Position 264: 0.0022061851574386522
Position 364: 0.001905097443426843
Position 346: 0.000847236286209876
Position 147: 0.0006755948018326429
Position 353: 0.0005911435706751621
Position 13494: 0.0004758893219986082
Position 1696: 0.0004295881265943563
Position 8711: 0.0004004168746673446
Position 9179: 0.00031770845055025595
Position 384: 0.0003058116577052553
Position 1344: 0.00018768529700522973
Position 154: 0.00017146050249651972
Position 214: 0.0001604531191793032
Position 8681: 0.0001586395926350873
Position 402: 0.0001569650988644307
Position 368: 0.0001460140667802846
Position 905: 0.0001372310410377023
Position 2736: 0.00011641681342448365
Position 1753: 7.74976946104971e-05
Position 186: 6.953120245841457e-05
Position 7781: 6.530865822680668e-05
Position 1904: 5.844551514738123e-05
Position 1364: 5.63776366242984e-05
Position 201: 2.919391839593047e-05
Position 173: 1.9741744970856375e-05
Position 145: 1.373918999708926e-05
Position 6: 1.3272400817977684e-05
Position 540: 7.811540366644184e-06
Position 497: 2.8477313758469447e-06
Position 590: 2.416052194675124e-06
Position 572: 1.901764561268454e-06
Position 466: 6.765714800865528e-07
Position 554: 5.487119969646275e-07
Position 442: 5.177318088841854e-07
Position 509: 3.371507065115724e-07
Position 600: 2.180791833255376e-07
Position 14171: 1.1373779570112132e-07
Position 14418: 9.888336916308476e-08
Position 14175: 9.859977616674298e-08
Position 476: 8.256354061694114e-08
Position 14179: 5.060542223758034e-08
Position 14441: 3.8652458292930186e-08
Position 15954: 3.687461960943271e-08
Position 1127: 3.374848844707944e-08
Position 425: 2.432316272105481e-08
Position 748: 2.2242807649118687e-08
Position 137: 2.1482312530468204e-08
Position 1297: 1.2237997373623828e-08
Position 973: 1.0560146666148684e-08
Position 14273: 1.0258643891808594e-08
Position 862: 9.20500019770568e-09
Position 1497: 8.68264949185761e-09
Position 1385: 7.797807101153193e-09
Position 883: 6.5449260978377735e-09
Position 13223: 4.6601073775977516e-09
Position 1337: 3.937020634296756e-09
Position 943: 3.920678642727804e-09
Position 770: 2.477799382319659e-09
Position 1112: 2.096414767492076e-09
Position 1258: 1.731318618184521e-09
Position 1131: 8.409790946361033e-10
Position 1098: 4.6261769082496294e-10
Position 1084: 2.464986934112329e-10
Position 668: 5.5542165263161814e-12
Position 4713: 2.2025145018523315e-12
Position 605: 1.30661526952639e-12
Position 6658: 1.0296035732328805e-12
Position 7142: 9.234827104852126e-13
Position 8081: 8.657981807054831e-13
Position 6250: 4.189354463597803e-13
Position 4564: 2.301151232563788e-13
Position 4675: 1.9237304349339547e-13
Position 7150: 1.6844941199703637e-13
Position 6328: 1.3794857934000634e-13
Position 2026: 7.540687098997165e-14
Position 4530: 6.765495796617576e-14
Position 1914: 5.733111691776342e-14
Position 4494: 4.8519960953083026e-14
Position 2020: 4.7497176451491636e-14
Position 3726: 4.6462083163654725e-14
Position 2015: 2.7982120078883394e-14
Position 1538: 2.537300853892561e-14
Position 1688: 2.3270420684285936e-14
Position 3807: 1.733780153356052e-15
Position 2527: 1.1083979093380027e-15
Position 1288: 1.000365710134662e-15
Position 5980: 8.911187559322423e-16
Position 1431: 7.469387753425252e-16
Position 4878: 7.261574284165572e-16
Position 5588: 6.989923771861932e-16
Position 3247: 6.785105496277026e-16
Position 1348: 6.27537923015182e-16
Position 1512: 5.919179458832614e-16
Position 1416: 5.8257774956737685e-16
Position 1281: 2.0726942671785496e-16
Position 1233: 1.8767979788619397e-16
Position 1397: 1.641221483216702e-16
Position 1273: 1.467957398616996e-16
Position 1195: 8.097586533250544e-17
Position 1421: 7.114831509677526e-17
Position 1395: 6.345654520258316e-17
Position 1004: 6.141127304276735e-17
Position 1173: 5.893950182098147e-17
Position 1490: 4.384948982815548e-17
Position 1064: 2.518439294644104e-17
Position 2467: 2.3907069407691028e-17
Position 887: 2.142809260862435e-17
Position 1096: 1.792988351338398e-17
Position 2314: 1.1729566912164283e-17
Position 1182: 1.068757696160974e-17
Position 2437: 9.933278426774894e-18
Position 1551: 8.850334586862087e-18
Position 2433: 7.780778480459393e-18
Position 1185: 5.778444215431886e-18
Position 1180: 5.385166199718663e-18
Position 1146: 2.5810628553694994e-18
Position 1138: 1.4483811105331397e-18
Position 1957: 1.3720888953779541e-18
Position 2090: 1.3338790722409018e-18
Position 1663: 1.146850122261392e-18
Position 1076: 1.5237082035056093e-19
Position 865: 1.304721489247635e-19
Position 1040: 1.0559726618794837e-19
Position 835: 9.284229064580834e-21
Position 832: 6.329422386825705e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 26711: 0.5201448429742761
Position 29717: 0.4441094649963637
Position 23319: 0.045627211853857125
Position 26833: 0.04194047456771368
Position 9384: 0.03724993496927572
Position 27503: 0.025869871145618128
Position 14006: 0.02576586497311106
Position 4856: 0.022289152905648014
Position 12889: 0.018448769670184082
Position 10001: 0.01639918322090663
Position 466: 0.013232140571328248
Position 9718: 0.009962121774165989
Position 10170: 0.0099564936919409
Position 17703: 0.00935775908964114
Position 434: 0.008349346691681442
Position 10058: 0.008093982018040654
Position 13575: 0.006986977969812901
Position 405: 0.006912784115336425
Position 13114: 0.00580132501103765
Position 402: 0.00558664854246466
Position 13345: 0.005378816993187
Position 12931: 0.005354911625621927
Position 23941: 0.003884782813293475
Position 9060: 0.003814203426136052
Position 10142: 0.0036886558207239483
Position 14011: 0.003525652727536352
Position 17619: 0.0033797492837532505
Position 17707: 0.002659708276384351
Position 368: 0.002349243111085865
Position 10188: 0.0016959060163712367
Position 411: 0.0015674715387629641
Position 13687: 0.0014357067227029458
Position 9160: 0.0011462768386916818
Position 13977: 0.001130823706137603
Position 13174: 0.0011253251293084055
Position 12216: 0.0011018479914400793
Position 8572: 0.0009615233453095491
Position 12113: 0.0009204458921900097
Position 9038: 0.000786262253764362
Position 344: 0.0005942913993155415
Position 23691: 0.0005775975708490413
Position 11578: 0.00048188109700277677
Position 5153: 0.0004056501328939588
Position 4368: 0.00039131627271321085
Position 11452: 0.00039121108280017555
Position 4648: 0.0003730223862158739
Position 847: 0.000365335731669078
Position 1575: 0.0003643277891231482
Position 382: 0.00031829943079000135
Position 4154: 0.00027174117160226206
Position 214: 0.0002674191981607251
Position 3860: 0.00026488521176185975
Position 4286: 0.00024674713055891157
Position 23884: 0.00024315939991542633
Position 8938: 0.00019396090252626785
Position 9201: 0.00016072258944185795
Position 9099: 0.00016054574336665708
Position 9467: 0.00014696240778236375
Position 3630: 0.00013833331056649234
Position 12353: 0.00013221548044460875
