Gene = crok
index = 1659
Annotated 5SS: [150]
Annotated 3SS: [227]
SMsplice 5SS: [150]
SMsplice 3SS: [227]
top_k =  1000
Partition function (log Z): -8.291352106716069

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.96168166971202
Position 687: 0.03381151023770677
Position 725: 0.015322679535658822
Position 696: 0.01410567340646726
Position 756: 0.013740387356819856
Position 389: 0.012280699403827169
Position 396: 0.011409840313828547
Position 714: 0.008185713846396632
Position 623: 0.007466654601979008
Position 593: 0.004034114965192245
Position 154: 0.0016562697081420918
Position 243: 0.0006169626151258186
Position 956: 0.00032460443724202485
Position 569: 0.00023219611926237653
Position 353: 0.0002198516551121501
Position 970: 0.00018513162832526142
Position 892: 0.00014265220221550931
Position 158: 0.0001083055591619744
Position 502: 8.14575453610753e-05
Position 718: 4.8238724760929915e-05
Position 511: 4.819389426589589e-05
Position 599: 2.827831072791869e-05
Position 1000: 2.688232926251074e-05
Position 842: 2.1492907315535597e-05
Position 716: 1.6158790170761233e-05
Position 791: 1.2379006177366174e-05
Position 644: 1.0809037449251417e-05
Position 876: 8.15553440314583e-06
Position 18: 6.486873259950336e-06
Position 367: 6.342998514998666e-06
Position 369: 1.550331607349925e-06
Position 857: 1.2738930411190025e-06
Position 1005: 1.052715024414619e-06
Position 887: 8.056851195699101e-07
Position 839: 5.408004903630227e-07
Position 865: 1.1490464401856723e-07
Position 125: 1.7745974164831477e-08
Position 252: 1.4588091446040885e-08
Position 811: 1.0893228259184971e-10
Position 834: 6.110210037728103e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.6960572785370125
Position 811: 0.126410427253799
Position 808: 0.11357389579121914
Position 325: 0.04694567281830878
Position 297: 0.045937373435181214
Position 834: 0.016455944832123388
Position 258: 0.010337670150970004
Position 232: 0.009974656752746513
Position 552: 0.005840737112191708
Position 772: 0.005588002906498405
Position 417: 0.005139227783769182
Position 483: 0.0011364272260051724
Position 1017: 0.0005972135176653392
Position 1071: 0.00045307963470354884
Position 622: 0.0004020569116551175
Position 901: 0.0002773636514083974
Position 728: 0.00016569967236529048
Position 519: 0.00011047052767022272
Position 1032: 6.894357512025088e-05
Position 385: 4.798009697818636e-05
Position 1026: 4.6291191588655796e-05
Position 641: 4.367483600749255e-05
Position 865: 4.2274291835624455e-05
Position 647: 3.785116881999866e-05
Position 674: 3.646239052904857e-05
Position 523: 3.1203854746075804e-05
Position 376: 2.3597351586742075e-05
Position 702: 1.4892926972393987e-05
Position 334: 1.3814639881639562e-05
Position 1044: 9.490343467868673e-06
Position 388: 8.163001217704387e-06
Position 197: 4.979122885222545e-06
Position 557: 4.656805951727019e-06
Position 743: 3.0883715932714212e-06
Position 70: 1.70838871829126e-06
Position 349: 1.2263518792802204e-06
Position 683: 1.1039797220072833e-06
Position 850: 4.963149276860431e-07
Position 502: 4.654042344046049e-08
Position 103: 9.887976435130127e-09
Position 448: 7.905923411432697e-09
Position 687: 1.579038256993215e-09
Position 190: 6.555496882915306e-10
Position 154: 9.14842616867264e-13
Position 340: 6.208402401647688e-13
Position 436: 1.0448547866431002e-14
