Gene = defl
index = 1667
Annotated 5SS: [1589]
Annotated 3SS: [1645]
SMsplice 5SS: [1589]
SMsplice 3SS: [1645]
top_k =  1000
Partition function (log Z): -9.030763583368278

Sorted 5' Splice Sites (High to Low Probability):
Position 1589: 0.9143416332082991
Position 97: 0.2877548590937328
Position 1824: 0.14886945989905603
Position 1359: 0.14144664893074738
Position 1796: 0.08132759301981264
Position 2726: 0.05428281048778587
Position 35: 0.0497022412398447
Position 764: 0.021421230654881163
Position 2042: 0.01975033740223298
Position 3175: 0.01588749893360482
Position 286: 0.01587059276707002
Position 1509: 0.015755761644353886
Position 2234: 0.013326596179229058
Position 2613: 0.011049250024501184
Position 863: 0.007228880838219443
Position 1341: 0.0071549445874993225
Position 539: 0.007093651202650683
Position 587: 0.0032800859430631647
Position 247: 0.0027635790615535734
Position 633: 0.0027152048117763394
Position 689: 0.0026906815395890825
Position 2423: 0.0023095585620769537
Position 2957: 0.00204467498555237
Position 935: 0.002018833278686769
Position 1485: 0.0018212200820520352
Position 143: 0.0018170938920755101
Position 966: 0.0015588076335338787
Position 652: 0.0013148698195834135
Position 876: 0.0012520706831196562
Position 1346: 0.0011626043436635258
Position 2795: 0.000744511974752695
Position 260: 0.0007444671335815589
Position 2333: 0.0006916223907284449
Position 1137: 0.0006509936204143372
Position 2091: 0.0005311473534045689
Position 923: 0.00047947144183862713
Position 1491: 0.00047544198665414787
Position 1468: 0.00046924203839138716
Position 1757: 0.00046113395554925264
Position 101: 0.00045507642084212304
Position 2219: 0.00042772510327202326
Position 3195: 0.0004247589839110369
Position 1318: 0.00042168468873952507
Position 1029: 0.0004041813603574154
Position 1437: 0.00036733004815326536
Position 1075: 0.0003635349031342253
Position 1846: 0.00035140330324956107
Position 1726: 0.0002785957726132696
Position 292: 0.0002733840226091746
Position 2437: 0.0002457852314115057
Position 1513: 0.0001843155283480603
Position 257: 0.00016923533232803095
Position 1274: 0.00016304610285495955
Position 1253: 0.00016265175392459323
Position 434: 0.0001625390744640111
Position 518: 0.00014039484849320743
Position 1913: 0.0001398591888478075
Position 452: 0.00012743014656052648
Position 1048: 0.00011487423468002282
Position 371: 9.8360555851189e-05
Position 974: 7.453744143593549e-05
Position 628: 7.141294826306054e-05
Position 473: 5.6081954859434164e-05
Position 1027: 5.311415299594327e-05
Position 197: 4.72942176223039e-05
Position 818: 4.554409194413618e-05
Position 757: 4.21886145814896e-05
Position 775: 4.005091766299166e-05
Position 1573: 3.7771358507346634e-05
Position 695: 3.743231461878458e-05
Position 1124: 3.5501293743288676e-05
Position 815: 3.3549687814494244e-05
Position 441: 3.200008295579131e-05
Position 113: 3.155765444948757e-05
