Gene = ntc
index = 1823
Annotated 5SS: [639]
Annotated 3SS: [1694]
SMsplice 5SS: [639]
SMsplice 3SS: [1694]
top_k =  1000
Partition function (log Z): -4.5308277754634165

Sorted 5' Splice Sites (High to Low Probability):
Position 639: 0.9988548371723622
Position 1582: 0.1893999544641457
Position 483: 0.1404394877516911
Position 314: 0.024370133256552844
Position 1152: 0.01963115020989299
Position 272: 0.018572995581320056
Position 996: 0.016845552747931605
Position 487: 0.01491644053757072
Position 453: 0.00907449932578213
Position 1188: 0.007798258552944437
Position 396: 0.005764661983223913
Position 1132: 0.002453316603968878
Position 254: 0.0022811028789274544
Position 159: 0.001814512067774079
Position 1223: 0.001778366579265633
Position 230: 0.0007346673546001427
Position 1290: 0.0006240342590440721
Position 467: 0.00035783934088214883
Position 981: 0.0002756166598237645
Position 648: 0.00026586263629985656
Position 1206: 0.0002598103883337988
Position 1973: 0.0002584235267393291
Position 243: 0.0002406743596540244
Position 1211: 0.00022904649751240912
Position 1546: 0.0002248914744750096
Position 1527: 0.00022309776244356267
Position 1175: 0.00022266442086979802
Position 910: 0.00021648506349079128
Position 1374: 0.00018964396397641662
Position 416: 0.00018379533510307693
Position 1532: 0.00017102270040879214
Position 2210: 0.00017077181634780295
Position 341: 0.0001632458164117192
Position 17: 0.00015698357908705644
Position 269: 0.0001516213462494186
Position 4: 0.00014520962979291203
Position 84: 0.00013577519723712876
Position 1349: 0.00011264818192264769
Position 293: 0.00010824749996063525
Position 643: 8.574292792049914e-05
Position 1014: 7.676672465997558e-05
Position 1452: 6.402941065285147e-05
Position 1514: 5.92984526978148e-05
Position 1940: 5.587117319013163e-05
Position 1244: 5.213876008867742e-05
Position 1471: 4.996231994441608e-05
Position 1311: 4.819340089612802e-05
Position 225: 4.304982564785213e-05
Position 782: 4.2903343062131585e-05
Position 605: 3.924703007840498e-05
Position 57: 3.917922820214276e-05
Position 206: 3.530653173170496e-05
Position 1428: 3.348482498836041e-05
Position 168: 2.8164002740026413e-05
Position 1405: 2.6901887075922757e-05
Position 441: 2.5320069211885932e-05
Position 280: 2.3190805275550465e-05
Position 219: 2.275093984340025e-05
Position 825: 2.2584567200594048e-05
Position 1271: 2.2381092142988062e-05
Position 1463: 2.1046896395280653e-05
Position 2377: 2.077318272652771e-05
Position 1784: 1.9431147912949135e-05
Position 753: 1.870378868423959e-05
Position 1426: 1.8308579705027906e-05
Position 1080: 1.639757522734623e-05
Position 180: 1.6390946641142872e-05
Position 602: 1.598461077084244e-05
Position 1519: 1.5215962607609353e-05
Position 382: 1.434080497710268e-05
Position 1895: 1.4256403031115704e-05
Position 692: 1.4017524426069583e-05
Position 1352: 1.360368552975783e-05
Position 1000: 1.1247372739521683e-05
Position 987: 6.362695147630117e-06
Position 209: 4.819869507149062e-06
Position 9: 4.412426518033421e-06
Position 502: 4.336446107661441e-06
Position 1259: 4.1728075466257e-06
Position 349: 3.963726924937984e-06
Position 7: 2.5638683247661045e-06
Position 799: 1.0698226973378253e-06
Position 806: 3.127267061779728e-07
Position 731: 7.320104312529039e-08
Position 1016: 6.269038477546342e-08
Position 646: 5.454696020918925e-08
Position 723: 7.703451205920326e-09
Position 1235: 9.164852615759784e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1694: 0.749182205905099
Position 536: 0.16429982478097052
Position 879: 0.1558412675081165
Position 845: 0.08084797340027321
Position 1517: 0.0603098051117998
Position 1007: 0.04233358268629744
Position 1452: 0.026540487896261566
Position 1088: 0.019330085273192067
Position 475: 0.018647025128360424
Position 506: 0.016743970610336112
Position 957: 0.014238035776245345
Position 799: 0.01354915104223854
Position 1624: 0.013049150048916238
Position 1000: 0.010330716663288596
Position 362: 0.009089041880751148
Position 349: 0.006990007336509574
Position 1340: 0.00691722657396792
Position 1578: 0.004456765001680069
Position 1953: 0.003872182390883726
Position 731: 0.003866113476189931
Position 1269: 0.0032296692480870857
Position 1102: 0.0029715939677833346
Position 1249: 0.0025946135814847583
Position 1378: 0.0024454904831984555
Position 396: 0.0023389105601685292
Position 1232: 0.0021852881690942174
Position 1581: 0.0019274254220771128
Position 2317: 0.0018741516149553689
Position 822: 0.0018179523867287478
Position 2156: 0.0015001966902646886
Position 2302: 0.001370629628126454
Position 2394: 0.0012744564797089709
Position 1997: 0.0012245596244869266
Position 1080: 0.001083870090576571
Position 825: 0.0010320059315079913
Position 1956: 0.0009003146104954493
Position 2281: 0.0008423961851252787
Position 1629: 0.0008061087398227141
Position 1969: 0.0007314690478931335
Position 2101: 0.0007173894488131361
Position 1426: 0.0006625777916990118
Position 1463: 0.0006359473583242275
Position 526: 0.0005697788169993324
Position 574: 0.0005327522211352736
