Gene = Scgalpha
index = 1472
Annotated 5SS: [ 672 1149 1344 1559]
Annotated 3SS: [ 743 1232 1414 1622]
SMsplice 5SS: [ 672 1149 1344 1559]
SMsplice 3SS: [ 743 1232 1414 1622]
top_k =  1000
Partition function (log Z): 7.291574831484986

Sorted 5' Splice Sites (High to Low Probability):
Position 1344: 0.9902468911843345
Position 672: 0.9857394067714292
Position 1149: 0.9599688370720879
Position 1559: 0.8609831773006613
Position 808: 0.22350985453985142
Position 247: 0.13519488412903502
Position 897: 0.056602332256081425
Position 680: 0.01224487913197067
Position 453: 0.010207891009152313
Position 1322: 0.004949072517542413
Position 913: 0.004712365066914367
Position 84: 0.00309583597543717
Position 877: 0.0025748460295567854
Position 1146: 0.0023777797324278883
Position 1870: 0.00217439997962403
Position 77: 0.0015253912184110567
Position 59: 0.0013732983014658926
Position 71: 0.0013601388608031936
Position 819: 0.0012908328782633028
Position 1818: 0.0011420063106561767
Position 1334: 0.0007979019398948235
Position 1567: 0.0007314755844319974
Position 1153: 0.0004575624125625803
Position 321: 0.00031347672813913794
Position 170: 0.00023087472249346157
Position 468: 0.0001765835483074018
Position 439: 0.00015896790759495133
Position 1703: 0.0001449981772543821
Position 517: 0.00014436505582280548
Position 691: 0.0001232903017457365
Position 825: 0.00010685994170139956
Position 392: 0.00010394659174312013
Position 305: 8.682198907706698e-05
Position 442: 6.794226777739289e-05
Position 190: 6.752664744411728e-05
Position 1465: 6.373948844165509e-05
Position 625: 5.687078017792089e-05
Position 400: 5.306339237076602e-05
Position 487: 4.887946181286652e-05
Position 1033: 4.512381092494416e-05
Position 1458: 3.806946323197878e-05
Position 52: 3.716221660132322e-05
Position 856: 3.593593186420726e-05
Position 1391: 3.5558989124463034e-05
Position 1128: 3.259673578527335e-05
Position 163: 3.156793149911356e-05
Position 1402: 2.556858037567948e-05
Position 1385: 2.001485502418807e-05
Position 618: 1.9069956629784238e-05
Position 445: 1.4093498034462195e-05
Position 177: 1.3474680382227677e-05
Position 1308: 1.1120610661916206e-05
Position 1770: 1.0982381151861078e-05
Position 484: 9.17851301909175e-06
Position 117: 8.410783187385002e-06
Position 607: 7.049219229752536e-06
Position 372: 6.132299420357299e-06
Position 1123: 6.06151420525247e-06
Position 403: 5.389375530105798e-06
Position 139: 4.9681103513652625e-06
Position 1292: 4.12776343483893e-06
Position 1130: 3.98256699181757e-06
Position 1619: 3.3367935029427264e-06
Position 602: 2.4934210700967584e-06
Position 604: 2.259335085634817e-06
Position 1463: 1.8645322720622038e-06
Position 950: 1.7820203493491913e-06
Position 1712: 1.2537071374517772e-06
Position 1449: 1.1848453705153839e-06
Position 133: 1.1188658458448905e-06
Position 757: 8.776177871140211e-07
Position 1768: 8.74404449748284e-07
Position 136: 3.710316570105685e-07
Position 1723: 2.2652525813416545e-07
Position 1287: 1.7727058979208898e-07
Position 1750: 1.5335231446881284e-07
Position 745: 1.0678548435463133e-07
Position 1209: 6.129689492207053e-08
Position 1232: 3.223144212145266e-08
Position 457: 2.7056479716716566e-08
Position 1222: 1.930051215833413e-08
Position 774: 9.693721739639656e-09
Position 751: 2.932121650139959e-12
Position 1644: 5.957030001126348e-14
Position 1251: 3.205274305567177e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 743: 0.9983688752806168
Position 1414: 0.9934983774528192
Position 1232: 0.9797163684774493
Position 1622: 0.8164357796949382
Position 950: 0.1379848333356719
Position 861: 0.12850965086252442
Position 305: 0.12580813493246124
Position 1634: 0.04494520833486765
Position 539: 0.005580781818994348
Position 367: 0.005537361288681786
Position 587: 0.004233774408686129
Position 960: 0.0034645439115964165
Position 145: 0.003352551036699588
Position 1454: 0.002523194130450032
Position 133: 0.002428578782291164
Position 1930: 0.0023106223266323583
Position 542: 0.0021379859635720804
Position 326: 0.0016262392824180816
Position 492: 0.0012084378527050577
Position 1644: 0.0012014701355153605
Position 1889: 0.0011521416517061432
Position 764: 0.0006597139152245216
Position 1285: 0.0005764188994226567
Position 993: 0.00032074137530519077
Position 1683: 0.00022700330154831953
Position 420: 0.00019729530776146074
Position 168: 0.00018097837717044149
Position 468: 0.00018057054304543313
Position 1664: 0.00015406175609172782
Position 1120: 0.0001366942463811046
Position 873: 0.0001130095708449012
Position 1937: 9.90709117511362e-05
Position 183: 8.39350415870537e-05
Position 774: 7.24951362255829e-05
Position 591: 6.546557336040678e-05
Position 957: 5.273378531645777e-05
Position 246: 4.8914324045723556e-05
Position 792: 4.791725582807367e-05
Position 117: 4.716444982972806e-05
Position 1385: 4.5453972703703526e-05
Position 163: 4.182428159858654e-05
Position 1487: 3.62794888131515e-05
Position 272: 3.5909696417628465e-05
Position 966: 3.2930476611350814e-05
Position 1137: 2.4873563939321982e-05
Position 1474: 1.5339666866038373e-05
Position 1698: 1.3261652412057318e-05
Position 177: 1.1912508640790425e-05
Position 1750: 1.0419303645248837e-05
Position 1463: 8.84947787618133e-06
Position 1917: 8.65163270186352e-06
Position 1765: 8.041378892321792e-06
Position 1507: 7.873230161632933e-06
Position 1251: 7.361956818676645e-06
Position 1382: 5.521456700670562e-06
Position 1304: 5.446668571512418e-06
Position 1898: 5.2805694697770435e-06
Position 594: 4.886314822145986e-06
Position 969: 4.185720333489357e-06
Position 995: 4.129504788722831e-06
Position 1025: 3.646153332569737e-06
Position 972: 3.4536651772019236e-06
Position 392: 2.3733769678576043e-06
Position 1909: 2.0352757754100988e-06
Position 1857: 1.9853655311599915e-06
Position 1586: 1.941809893814543e-06
Position 384: 1.5832762952724793e-06
Position 1002: 1.20845448120007e-06
Position 1143: 1.1873281433966822e-06
Position 546: 8.757895521592493e-07
Position 1800: 8.428725628083679e-07
Position 1768: 6.174512992453299e-07
Position 622: 5.582021856912012e-07
Position 1000: 4.872980772492529e-07
Position 285: 4.6286624349112674e-07
Position 1543: 3.339575269042947e-07
Position 801: 2.698630614917415e-07
Position 660: 2.390763835674457e-07
Position 196: 2.0401108398037155e-07
Position 1287: 1.9161957346275358e-07
Position 745: 1.914765396511771e-07
Position 1029: 1.8798678571447887e-07
Position 663: 1.762447593847299e-07
Position 1146: 1.1526155117723312e-07
Position 1514: 9.821366804389458e-08
Position 1556: 8.921593088928795e-08
Position 258: 7.530371975771879e-08
Position 825: 7.489209065326495e-08
Position 1313: 4.109334282116514e-08
Position 618: 3.265948290503516e-08
Position 254: 2.725024530593609e-08
Position 691: 2.5153238124653723e-09
