Gene = Naxd
index = 1311
Annotated 5SS: [404]
Annotated 3SS: [481]
SMsplice 5SS: [404]
SMsplice 3SS: [471]
top_k =  1000
Partition function (log Z): -5.704211175177131

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.9725857151284617
Position 198: 0.02187481689511533
Position 382: 0.011754629490919549
Position 823: 0.003920450981313002
Position 29: 0.0038702946353713747
Position 911: 0.002922282258069824
Position 1219: 0.0014377533561038493
Position 408: 0.0013140387321636548
Position 254: 0.0009488455471919719
Position 837: 0.0008657433597246333
Position 891: 0.0007947977853909812
Position 1089: 0.0003548102788355715
Position 175: 0.00027097472466072514
Position 731: 0.00019303690443054256
Position 1001: 0.00018462214584013
Position 71: 0.00016488471930306748
Position 930: 0.00014403270174906423
Position 1057: 0.00010551092327181051
Position 592: 9.468290474091618e-05
Position 398: 5.712023466664786e-05
Position 434: 5.6065646122466856e-05
Position 970: 4.892859123600516e-05
Position 6: 4.705892769730158e-05
Position 211: 4.698142581187071e-05
Position 1033: 4.65714913207907e-05
Position 946: 4.140138278296575e-05
Position 1019: 3.610138754056271e-05
Position 45: 2.5946213659927575e-05
Position 1186: 2.2655736456678822e-05
Position 921: 2.0201791007956674e-05
Position 569: 1.7146039982619884e-05
Position 536: 1.7116066683043033e-05
Position 828: 1.689327872840436e-05
Position 226: 1.3275272638654409e-05
Position 152: 1.3182557803262481e-05
Position 1093: 1.1051050614239016e-05
Position 202: 8.844576363252803e-06
Position 676: 8.278110769595108e-06
Position 401: 8.101035219289383e-06
Position 277: 7.966775759976224e-06
Position 886: 7.13598942684453e-06
Position 1136: 6.679730927345528e-06
Position 137: 6.3056975403855e-06
Position 788: 6.2119191462517225e-06
Position 874: 5.031256620154056e-06
Position 877: 4.387784352846699e-06
Position 140: 4.322785161975277e-06
Position 938: 4.214896426210684e-06
Position 351: 3.981278844766332e-06
Position 191: 3.907593245794334e-06
Position 362: 3.1900177541174985e-06
Position 572: 2.4696272237496947e-06
Position 275: 2.1209790062530604e-06
Position 310: 1.6154182368379732e-06
Position 993: 1.452522407710268e-06
Position 295: 1.4317530778993736e-06
Position 332: 1.2938095272047653e-06
Position 547: 1.2029414247023765e-06
Position 816: 1.1672329276155555e-06
Position 482: 9.835995686021262e-07
Position 810: 9.168166234696453e-07
Position 664: 5.937055280788547e-07
Position 86: 5.517833547083493e-07
Position 341: 3.399581142982823e-07
Position 17: 9.124544332274827e-08
Position 101: 2.0231617111703194e-08
Position 127: 1.006467949814276e-08
Position 638: 3.3646475330863547e-09
Position 353: 3.1128252154293197e-09
Position 318: 2.9034791287305644e-09
Position 624: 2.7434107191537207e-09
Position 737: 1.3099932698839135e-09
Position 501: 3.7752014447061953e-10
Position 712: 2.4480052909730897e-10
Position 656: 2.4008470399916485e-10
Position 476: 8.391348557766876e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 471: 0.8412376956103823
Position 481: 0.15472691315488063
Position 101: 0.0037753363481635143
Position 1160: 0.003361485841169837
Position 1264: 0.002702991125345309
Position 252: 0.0026879660164067795
Position 318: 0.00242074166149959
Position 341: 0.0021488278367209216
Position 310: 0.0019382571704148204
Position 886: 0.0017575068934418676
Position 981: 0.0017426004357994887
Position 1027: 0.001080728818085849
Position 970: 0.0009710571229220092
Position 631: 0.0007829231471519647
Position 670: 0.0005799371472195218
Position 1086: 0.000546111751854156
Position 1017: 0.00028221063152246884
Position 1057: 0.0002599542430036517
Position 914: 0.00015023736453981823
Position 946: 0.0001461281460234709
Position 347: 0.00014584737138949013
Position 74: 0.00013991735888963886
Position 1107: 0.00013841567655276807
Position 544: 9.951982949341124e-05
Position 133: 9.756976524547905e-05
Position 788: 8.060564497438024e-05
Position 362: 7.057546844419776e-05
Position 822: 6.231479603425642e-05
Position 804: 5.1291087312528085e-05
Position 1181: 4.416541710457075e-05
Position 694: 3.0091087633416996e-05
Position 148: 2.3847536021132933e-05
Position 1248: 2.1197159126855122e-05
Position 578: 1.823196659214557e-05
Position 930: 1.5513137486769096e-05
Position 706: 1.4472882451748269e-05
Position 1044: 1.3156705992725112e-05
Position 569: 1.2542464216180933e-05
Position 748: 1.1920461621371009e-05
Position 86: 1.0140614060409598e-05
Position 115: 6.736314683679184e-06
Position 523: 6.313462825478731e-06
Position 1223: 6.019533598608755e-06
Position 386: 5.984378331834874e-06
Position 1162: 4.6737031770801935e-06
Position 993: 2.35190707892674e-06
Position 374: 2.1673081540202324e-06
Position 664: 1.907859595908353e-06
Position 562: 1.643438901383446e-06
Position 411: 1.4340221318710034e-06
Position 163: 1.1629123168204142e-06
Position 221: 1.041335803588292e-06
Position 836: 6.470600274097708e-07
Position 211: 5.546961774076927e-07
Position 175: 4.825082481899552e-07
Position 169: 2.455551362083126e-07
Position 254: 9.75324650289707e-08
Position 369: 1.0516214510545734e-08
Position 54: 9.584601235670317e-09
Position 191: 8.398260257925523e-09
Position 76: 7.952355611950933e-09
Position 745: 5.813714496817626e-09
Position 672: 1.9798081838599227e-09
Position 731: 8.52320090822554e-10
Position 763: 3.020538156434698e-10
Position 685: 1.4809805654925718e-10
Position 367: 2.0354051232797852e-11
Position 388: 6.874617734594327e-12
