Gene = bdl
index = 1627
Annotated 5SS: [ 576 4892 5367 5988 6409]
Annotated 3SS: [4383 4956 5758 6201 6476]
SMsplice 5SS: [ 576 4892 5367 5988 6409]
SMsplice 3SS: [4383 4956 5758 6201 6476]
top_k =  1000
Partition function (log Z): 5.531620864788583

Sorted 5' Splice Sites (High to Low Probability):
Position 5367: 0.9930176479927901
Position 6409: 0.9821891473339317
Position 576: 0.9585653814063898
Position 5988: 0.9501921877639194
Position 4892: 0.9332354393461576
Position 4156: 0.29373204015452
Position 2014: 0.24755757986600468
Position 1804: 0.22247371029048177
Position 1070: 0.09007598441241078
Position 1489: 0.08228917539194608
Position 2729: 0.0367902539858334
Position 4896: 0.03598152986507014
Position 4291: 0.021172472660463012
Position 7140: 0.016358977379652362
Position 3841: 0.015346899192151769
Position 492: 0.014643544482641458
Position 4178: 0.01211029171861457
Position 4837: 0.0076204576087752105
Position 4523: 0.007243016223771767
Position 6107: 0.005386118220505103
Position 919: 0.0049147650259329725
Position 591: 0.004202408917205962
Position 632: 0.004037030881373016
Position 6362: 0.0035895186320624543
Position 610: 0.0034061517067792875
Position 4168: 0.002962494228679546
Position 2515: 0.002619061915945385
Position 2278: 0.0022738255624529463
Position 4172: 0.002151664071542649
Position 4174: 0.0020662668861974754
Position 2268: 0.0019215138851488218
Position 1051: 0.001898892409792742
Position 5607: 0.0017293948451807463
Position 4170: 0.0016947766410349305
Position 1906: 0.001585314499827891
Position 4283: 0.001382212277550663
Position 1808: 0.0012526308642031522
Position 6419: 0.0012407896301169763
Position 6137: 0.0012243739369719184
Position 4166: 0.001209483855789569
Position 6061: 0.0010352239333813274
Position 6002: 0.000992940808941242
Position 2296: 0.0009432304631169902
Position 1467: 0.0009292107317644689
Position 2962: 0.0009270155697283253
Position 4056: 0.0007672640746576847
Position 6332: 0.000761671277302087
Position 6776: 0.0007572795707212335
Position 7205: 0.0006971809377141591
Position 2948: 0.0006884631213223353
Position 2178: 0.0006455901545086116
Position 5614: 0.0006295237349447724
Position 2752: 0.0006127173039448574
Position 4006: 0.0006046304047110272
Position 6761: 0.0005304843218078448
Position 6291: 0.0004827160177723617
Position 6840: 0.0004453064296533756
Position 6144: 0.0004298878277324697
Position 6652: 0.0003774229533545121
Position 223: 0.00035144247731518026
Position 6077: 0.00032800113212674994
Position 5437: 0.00028911468976465304
Position 5451: 0.00024986420177509157
Position 6026: 0.00024097326287761842
Position 2053: 0.0002376722341900208
Position 3033: 0.00023011498601421888
Position 2350: 0.0002184242919295038
Position 3868: 0.00021417252970639072
Position 317: 0.0002048275428364036
Position 6010: 0.00020409433665732367
Position 5109: 0.00019851829078110952
Position 1475: 0.00017824527997423924
Position 4753: 0.00017750505199037747
Position 6377: 0.00015538706979548587
Position 6075: 0.00015074597239534112
Position 6536: 0.0001401212550235407
Position 4824: 0.0001392383520233391
Position 4527: 0.0001369069012859447
Position 6068: 0.00013376273471417337
Position 7162: 0.0001285539051751427
Position 4540: 0.00012607602034821978
Position 699: 0.00012304864189722234
Position 6845: 0.00011981747982733502
Position 1479: 0.00011535809137446133
Position 6162: 0.00010345556702702104
Position 1278: 0.0001023092145233596
Position 1105: 9.847252409940925e-05
Position 126: 9.416756698067523e-05
Position 1291: 9.372770095034526e-05
Position 580: 9.132057920500924e-05
Position 2733: 8.530313215945744e-05
Position 6389: 8.140535549392341e-05
Position 7144: 7.20924064919006e-05
Position 7226: 7.140920550505283e-05
Position 6065: 7.072703212708618e-05
Position 825: 5.99611225677018e-05
Position 4633: 5.1544333953444955e-05
Position 7166: 5.0657697096680876e-05
Position 442: 4.842421657098489e-05
Position 5472: 4.6503435728506944e-05
Position 1486: 4.64055962380758e-05
Position 5582: 4.62544526861485e-05
Position 558: 4.229533413231299e-05
Position 585: 4.145760426409529e-05
Position 5661: 4.116535559132223e-05
Position 4713: 4.09993953746335e-05
Position 5229: 3.9458574713955924e-05
Position 1028: 3.033216798807264e-05
Position 1710: 2.9228248412157373e-05
Position 6872: 2.8887768624534696e-05
Position 6000: 2.8197731747754598e-05
Position 1571: 2.6206138493828435e-05
Position 287: 2.353987065459389e-05
Position 6901: 2.106308717890897e-05
Position 2311: 2.072900534586528e-05
Position 6659: 1.9864876859115917e-05
Position 1542: 1.898261550415616e-05
Position 6109: 1.8638367365611323e-05
Position 6663: 1.781407127641901e-05
Position 194: 1.675457939579807e-05
Position 142: 1.6050634724456748e-05
Position 1271: 1.4027861347942534e-05
Position 504: 1.3655856642401197e-05
Position 6434: 1.3194321580299471e-05
Position 1705: 1.3152065418267719e-05
Position 147: 1.3147379823482299e-05
Position 6306: 1.2944240209764045e-05
Position 5932: 1.274610836013776e-05
Position 6345: 1.2533465034696137e-05
Position 6111: 1.1706258488685481e-05
Position 507: 1.1593176130464823e-05
Position 5788: 1.1553085190850105e-05
Position 952: 1.1299467456988057e-05
Position 1380: 1.1109467693508042e-05
Position 2939: 9.556711837754558e-06
Position 2535: 9.541225958512552e-06
Position 1421: 8.792612488792469e-06
Position 308: 8.609909735269994e-06
Position 2499: 8.241946948292796e-06
Position 1736: 8.149634350176933e-06
Position 6767: 8.109380751931364e-06
Position 1569: 8.013401970359889e-06
Position 2504: 7.985127888048722e-06
Position 7190: 7.848875298276303e-06
Position 1493: 7.5987249744289755e-06
Position 2508: 7.5661503370860385e-06
Position 715: 6.651953861452395e-06
Position 4968: 6.34592147971213e-06
Position 6667: 6.284841746704866e-06
Position 6091: 5.33240106893034e-06
Position 1699: 4.084126799152925e-06
Position 1416: 4.054530790250736e-06
Position 244: 3.2684689373708403e-06
Position 829: 3.1508451376394757e-06
Position 1108: 3.103952907669132e-06
Position 28: 2.1870100793729933e-06
Position 6531: 1.9268976788403435e-06
Position 905: 1.7716132076960166e-06
Position 291: 1.6969340197691242e-06
Position 719: 1.6600741924465509e-06
Position 621: 1.5576485628468188e-06
Position 3479: 1.4163957449945496e-06
Position 934: 1.3887979828646278e-06
Position 1744: 1.3551903994963225e-06
Position 7108: 1.172440390195201e-06
Position 1218: 9.819384692571657e-07
Position 1301: 6.240225187706237e-07
Position 752: 5.031361600308243e-07
Position 7100: 4.2795995540084603e-07
Position 289: 4.18527378823061e-07
Position 1136: 3.201674652153755e-07
Position 6: 2.7251280441787423e-07
Position 1248: 2.6887122826171635e-07
Position 33: 2.422427038328384e-07
Position 6867: 2.1353971611687087e-07
Position 299: 1.3634052834849754e-07
Position 738: 1.2204059048783875e-07
Position 774: 1.0735560299892992e-07
Position 1265: 9.253468050328892e-08
Position 6800: 3.602185102961983e-08
Position 832: 2.9538964913139338e-08
Position 713: 2.6834106119221993e-08
Position 6177: 2.2683311119015856e-09
Position 1327: 4.94818412649173e-10
Position 945: 4.781263458113295e-10
Position 1178: 3.5946968876459957e-10
Position 1473: 6.452870158271271e-11
Position 783: 2.63047511649305e-11
Position 5000: 2.2018929772938558e-11
Position 5148: 2.181497755760956e-11
Position 5093: 2.1446440461276003e-11
Position 6278: 1.2444000041746933e-11
Position 6236: 1.0718304305504412e-11
Position 1143: 9.823376307012623e-13
Position 799: 7.210083963993369e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4956: 0.9937761810669479
Position 6476: 0.9866048903495324
Position 5758: 0.9640355805249119
Position 6201: 0.8606980681025124
Position 4383: 0.6253031315270438
Position 3800: 0.4900430677055528
Position 1860: 0.14116985398502901
Position 1155: 0.1231614924777819
Position 820: 0.11949819351190051
Position 4239: 0.1154360753862371
Position 1655: 0.11324159019357344
