Gene = Nelf-E
index = 1314
Annotated 5SS: [ 217  793 1049]
Annotated 3SS: [ 274  881 1112]
SMsplice 5SS: [ 217  793 1049]
SMsplice 3SS: [ 274  881 1112]
top_k =  1000
Partition function (log Z): 8.333449360197548

Sorted 5' Splice Sites (High to Low Probability):
Position 1049: 0.9993300544989027
Position 793: 0.9975938565275555
Position 217: 0.9963444059379828
Position 50: 0.031148547220455958
Position 12: 0.001043606288147057
Position 195: 0.0008363047009265883
Position 1160: 0.00023701006926175118
Position 816: 0.00017708625133998175
Position 647: 0.00017131411452740695
Position 1203: 0.0001571399204568031
Position 797: 0.00011196263300802913
Position 973: 7.213669582749617e-05
Position 810: 5.496351154533633e-05
Position 363: 4.7263475976479386e-05
Position 368: 3.0072782194637545e-05
Position 108: 2.878697903018952e-05
Position 716: 2.3293540456661174e-05
Position 555: 2.323230855498316e-05
Position 1240: 2.1231860685217392e-05
Position 18: 2.0690764128574855e-05
Position 764: 2.0416983001834387e-05
Position 93: 1.0994077223418752e-05
Position 1134: 9.845385761533729e-06
Position 1038: 9.758360299073913e-06
Position 1053: 8.862886188087237e-06
Position 339: 7.276732662854393e-06
Position 1060: 5.261593201897268e-06
Position 1062: 4.391402384015099e-06
Position 87: 3.604834955769607e-06
Position 952: 2.6632746405107265e-06
Position 1211: 2.19757025152612e-06
Position 1258: 2.1908631587243246e-06
Position 139: 1.47289683006366e-06
Position 1033: 1.4259212895965912e-06
Position 1026: 1.3808130067149241e-06
Position 240: 1.354865002767e-06
Position 912: 5.339552884479689e-07
Position 703: 4.795518028217425e-07
Position 517: 4.3201980818686046e-07
Position 868: 2.388631043607823e-07
Position 1324: 1.4597245825649762e-07
Position 978: 1.1984359153340608e-07
Position 1307: 9.461512539737621e-08
Position 701: 7.962053259623669e-08
Position 579: 7.018288983708728e-08
Position 494: 5.450444620957439e-08
Position 770: 4.910140382600124e-08
Position 533: 1.4347916707204666e-08
Position 260: 1.1932504670248741e-08
Position 892: 7.966474990983074e-09
Position 271: 5.137457490754147e-09
Position 1098: 8.636865811766693e-10
Position 881: 4.1823658535490136e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1112: 0.9988973101803712
Position 274: 0.9949031059214207
Position 881: 0.9651630177490266
Position 122: 0.025903323803343453
Position 972: 0.023245460388804283
Position 849: 0.008669891317933786
Position 119: 0.00476242157353484
Position 280: 0.0024275055750994624
Position 90: 0.0009428654377381768
Position 919: 0.0006345044576978544
Position 1240: 0.00038091499818625543
Position 93: 0.00018597146419558648
Position 1258: 0.0001809653870612929
Position 1137: 0.00014437145081220096
Position 1132: 0.00012317390044811296
Position 715: 0.00011289959607024282
Position 978: 9.405163295382096e-05
Position 172: 8.883903015477274e-05
Position 526: 7.831039081987935e-05
Position 1216: 7.622848020677631e-05
Position 1033: 7.226588563629636e-05
Position 912: 6.750421735651424e-05
Position 948: 5.946657117928929e-05
Position 260: 5.3257826279456926e-05
Position 415: 5.2408437467557266e-05
Position 1324: 3.739430471945158e-05
Position 1339: 2.9263492783400485e-05
Position 337: 2.654217031631105e-05
Position 508: 2.5688095545187602e-05
Position 412: 2.4949331378380463e-05
Position 1246: 1.8736051665549553e-05
Position 1119: 1.2939602336200197e-05
Position 1370: 1.0641534965660738e-05
Position 445: 9.346065776847817e-06
Position 613: 7.95819313424404e-06
Position 290: 6.04153684652699e-06
Position 418: 6.002989531328645e-06
Position 298: 4.7000945406326195e-06
Position 1189: 4.539900123900992e-06
Position 455: 3.336832793741458e-06
Position 646: 3.3152138540425347e-06
Position 1175: 3.1816040249045697e-06
Position 999: 1.7518690715521529e-06
Position 1144: 1.7453633749110021e-06
Position 739: 1.4369153357135744e-06
Position 568: 1.4034873754827173e-06
Position 174: 1.2322046927594215e-06
Position 822: 1.1114807715545854e-06
Position 307: 8.271137890557324e-07
Position 667: 4.081034858181441e-07
Position 319: 4.076194974552669e-07
Position 986: 4.051823986531764e-07
Position 189: 3.449873275167003e-07
Position 571: 3.410443300929069e-07
Position 662: 3.4051543115601736e-07
Position 460: 3.141129156852921e-07
Position 390: 2.624135089013087e-07
Position 586: 2.5954074416366196e-07
Position 195: 1.6571680685002582e-07
Position 555: 1.5608230129010242e-07
Position 625: 1.5535196112620687e-07
Position 781: 1.223542075502184e-07
Position 1203: 9.155485358425296e-08
Position 368: 6.726482746849637e-08
Position 1156: 5.459472181472648e-08
Position 424: 5.243811629716011e-08
Position 541: 4.612996186160509e-08
Position 375: 4.240848073234159e-08
Position 210: 3.895595580336695e-08
Position 790: 3.4139628813780095e-08
Position 993: 2.9073328371291715e-08
Position 936: 2.5279650416905047e-08
Position 574: 2.190344821677908e-08
Position 544: 1.633052947915769e-08
Position 356: 1.584592304904171e-08
Position 676: 1.1695877926618654e-08
Position 1060: 7.801168293530383e-09
Position 623: 6.275669883651722e-09
Position 216: 6.182715566961262e-09
Position 201: 4.093700237468979e-09
Position 671: 3.643563580821664e-09
Position 177: 3.2381408088801164e-09
Position 1053: 2.5438972649620444e-09
Position 313: 2.3933511631822664e-09
Position 428: 2.3013800603423668e-09
Position 673: 2.2067536201276257e-09
Position 465: 2.0368483629684127e-09
Position 472: 1.8866137727326673e-09
Position 628: 7.838007219337089e-10
Position 559: 2.8718090313213657e-10
Position 321: 7.039194437760795e-22
