Gene = c-cup
index = 1640
Annotated 5SS: [142]
Annotated 3SS: [198]
SMsplice 5SS: [142]
SMsplice 3SS: [198]
top_k =  1000
Partition function (log Z): -6.188185611841174

Sorted 5' Splice Sites (High to Low Probability):
Position 142: 0.9945796516226902
Position 624: 0.011652242780947189
Position 257: 0.009291998338988043
Position 541: 0.004034189231991663
Position 146: 0.0031077098110561716
Position 760: 0.0029542391639187857
Position 669: 0.0018517494514524704
Position 832: 0.0005308014014220802
Position 527: 0.0003299802686896324
Position 709: 0.00029134389611330704
Position 768: 0.00026034011824751005
Position 273: 0.0002466829532580675
Position 780: 0.00022065827063023782
Position 666: 0.00017803408334980252
Position 631: 0.0001201889742609393
Position 296: 0.00010531171534409923
Position 385: 8.364312625017173e-05
Position 368: 6.579508663074276e-05
Position 151: 4.181256810441958e-05
Position 579: 4.087452803819573e-05
Position 105: 3.512845218331204e-05
Position 241: 2.875082300048286e-05
Position 231: 2.7047208876888297e-05
Position 609: 2.0902331840432022e-05
Position 78: 2.060232906431925e-05
Position 102: 1.682385183770704e-05
Position 159: 1.1859149885855351e-05
Position 90: 1.157219234000727e-05
Position 356: 1.0342123127456022e-05
Position 131: 8.043914641887335e-06
Position 261: 4.7963810073009616e-06
Position 562: 4.7006972715283195e-06
Position 545: 4.364793077154629e-06
Position 598: 2.7675634472133914e-06
Position 162: 2.3858727096558092e-06
Position 868: 1.6030574964330044e-06
Position 681: 1.4315046570959824e-06
Position 791: 1.1958931469037964e-06
Position 511: 1.169401769465164e-06
Position 460: 9.366660102367268e-07
Position 205: 7.460958629253683e-07
Position 174: 6.940995401184884e-07
Position 535: 4.017678111743164e-07
Position 466: 3.1734024497501655e-07
Position 717: 2.7729452085315827e-07
Position 712: 2.47654097289493e-07
Position 347: 1.6924081161139998e-07
Position 417: 1.680930405299805e-07
Position 299: 8.288292830282278e-11
Position 285: 7.405698633455106e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 198: 0.9773585063819705
Position 825: 0.016265877003376436
Position 918: 0.009815534935948155
Position 323: 0.007033360332989542
Position 222: 0.004118511436204156
Position 376: 0.003559182275239083
Position 598: 0.00231993845062394
Position 254: 0.0019277949631989083
Position 296: 0.0018535450569509976
Position 800: 0.0016776627037651073
Position 356: 0.0011507728821815728
Position 200: 0.0009218486410762378
Position 741: 0.0005512605668725222
Position 681: 0.0005166113736083585
Position 847: 0.00024151894875390882
Position 696: 0.00022927098369822203
Position 578: 0.00018809654740421303
Position 706: 9.98807105113374e-05
Position 231: 9.320264542922654e-05
Position 712: 6.277662623429079e-05
Position 868: 4.970474893725459e-05
Position 241: 4.069419832144059e-05
Position 434: 2.5052471264429915e-05
Position 774: 2.17004443257991e-05
Position 347: 1.6558506313132848e-05
Position 335: 1.4197721838275847e-05
Position 672: 8.193649039819725e-06
Position 535: 6.465338695686076e-06
Position 395: 4.705930309350263e-06
Position 165: 4.567768314143667e-06
Position 644: 4.354724614938711e-06
Position 405: 3.7228174040572317e-06
Position 527: 3.283764958469122e-06
Position 857: 3.0266534769724027e-06
Position 162: 2.951092424004073e-06
Position 832: 2.8634359933484045e-06
Position 261: 1.7298142539661517e-06
Position 381: 1.6340138505549275e-06
Position 532: 1.33631576386812e-06
Position 389: 1.225508415138789e-06
Position 717: 1.015306538862158e-06
Position 666: 1.0043429611744845e-06
Position 466: 4.875472365644344e-07
Position 460: 4.754058706319097e-07
Position 159: 3.9902425779276627e-07
Position 325: 1.865837896383371e-07
Position 146: 1.0568253417516258e-09
Position 142: 8.554084236702132e-10
Position 383: 7.839973203321108e-10
Position 385: 4.0296542172843945e-11
Position 511: 9.910418583415037e-12
