Gene = swm
index = 1903
Annotated 5SS: [ 132  707 1248 3619 3839]
Annotated 3SS: [ 414  781 1305 3709 3908]
SMsplice 5SS: [ 707 1248 3619 3839]
SMsplice 3SS: [ 781 1308 3709 3908]
top_k =  1000
Partition function (log Z): 5.010800129164879

Sorted 5' Splice Sites (High to Low Probability):
Position 1248: 0.9968916161427686
Position 707: 0.9951072675734716
Position 3619: 0.9847331528096963
Position 3839: 0.980315765178341
Position 2485: 0.3139126685090274
Position 1563: 0.13495051235136554
Position 2345: 0.1309472114390913
Position 224: 0.12692094173225218
Position 2341: 0.047820290870283264
Position 132: 0.0424607269769258
Position 449: 0.03513965200181796
Position 1579: 0.030320079857656897
Position 1745: 0.022828302912226053
Position 216: 0.022053570801557783
Position 2069: 0.018471704959498122
Position 220: 0.017649463245822134
Position 2129: 0.017567098225251824
Position 498: 0.017516017893858534
Position 1439: 0.016487117372513786
Position 374: 0.012835652277850369
Position 2813: 0.012132328853954027
Position 264: 0.010407417029350136
Position 49: 0.008979378490525705
Position 1960: 0.0078106870018332915
Position 3982: 0.007024799410838752
Position 1421: 0.006929954751433119
Position 439: 0.004974822564069958
Position 4188: 0.0046787054523142755
Position 386: 0.004465991034171636
Position 2051: 0.003650465835327798
Position 1451: 0.0034740153429643618
Position 4168: 0.002325302469009719
Position 1496: 0.0020157144060872446
Position 1749: 0.0019925083074503933
Position 2407: 0.0017536063554651157
Position 1658: 0.0015503344982677632
Position 277: 0.0015331571082400942
Position 260: 0.0015250684115060702
Position 1261: 0.001503166242022234
Position 1925: 0.0014408478274558964
Position 258: 0.0011842681261166883
Position 299: 0.0009166088046300031
Position 2134: 0.0008889612665051
Position 241: 0.0008642436138264557
Position 3744: 0.0008083674681543498
Position 4207: 0.0007315945803597994
Position 1412: 0.0006531595250547575
Position 4150: 0.0006460453589736035
Position 54: 0.0006402189259839996
Position 4239: 0.0006059131216659673
Position 4186: 0.000553116681734591
Position 1074: 0.0005419243716079281
Position 4173: 0.0005149640489112584
Position 2560: 0.000504688277999233
Position 2858: 0.0004843830638673855
Position 1068: 0.00043425944308278687
Position 245: 0.0004072282176884641
Position 1613: 0.00036834693950651244
Position 3968: 0.00032968202057996805
Position 1688: 0.00030791049615333044
Position 94: 0.0002897526749166181
Position 1801: 0.0002791058191419285
Position 915: 0.00025177586921613373
Position 3993: 0.0002441671780961262
Position 2565: 0.0001995042601647535
Position 249: 0.00019318577451085493
Position 292: 0.0001896463572052468
Position 2535: 0.00018224699009912248
Position 1484: 0.0001664551469213586
Position 1402: 0.00016038281415666581
Position 1965: 0.00015814553355090568
Position 1532: 0.00012763625289647458
Position 1139: 0.00012571335235908
Position 3927: 0.00011826729202079841
Position 1035: 0.00011225807440694726
Position 3960: 0.00011128789275609902
Position 893: 0.00010632383357511688
Position 2465: 8.986033781820869e-05
Position 960: 8.331072521452255e-05
Position 203: 7.724441058106868e-05
Position 91: 7.43106466656651e-05
Position 2593: 7.430520371749375e-05
Position 262: 6.429438469494837e-05
Position 147: 4.9053939330830396e-05
Position 456: 4.506236598738195e-05
Position 3843: 4.1274937716174124e-05
Position 4483: 3.807091250443643e-05
Position 4352: 3.607552765309516e-05
Position 711: 3.5590073712265305e-05
Position 3199: 3.4619790760170006e-05
Position 22: 3.428732795748832e-05
Position 1557: 3.3686692673547144e-05
Position 4460: 3.3018552256701234e-05
Position 3989: 3.2314915232127637e-05
Position 4324: 2.8149583686950784e-05
Position 1258: 2.4337584102248842e-05
Position 1706: 2.4271193736969933e-05
Position 1110: 2.420492491556727e-05
Position 2966: 2.3998157146014798e-05
Position 4106: 2.3043905464307465e-05
Position 1134: 2.1681287294067037e-05
Position 113: 1.727228658455899e-05
Position 3737: 1.5854697507618027e-05
Position 690: 1.5497580572931196e-05
Position 75: 1.3821969438026913e-05
Position 1514: 1.3698530193536827e-05
Position 910: 1.1775733428816762e-05
Position 1252: 1.0829055487713664e-05
Position 268: 8.894881255568144e-06
Position 1366: 7.3689655000137066e-06
Position 4033: 7.14164504167517e-06
Position 480: 7.120113909809685e-06
Position 243: 6.7899171590638376e-06
Position 4129: 5.7994606938496864e-06
Position 526: 5.725636707295019e-06
Position 271: 5.712817235570835e-06
Position 4126: 5.5718805454384505e-06
Position 991: 4.6424512579120145e-06
Position 4213: 4.540758827436808e-06
Position 3817: 4.499261866372167e-06
Position 4666: 4.3222626802098815e-06
Position 524: 3.918829998045599e-06
Position 1424: 3.594711672387948e-06
Position 228: 2.970804069980413e-06
Position 4470: 2.9514160041255356e-06
Position 693: 2.931991974908455e-06
Position 885: 2.4471840509612037e-06
Position 1278: 2.0829807007166056e-06
Position 2010: 1.9669680027145694e-06
Position 235: 1.8149041832741833e-06
Position 627: 1.7001771981139765e-06
Position 1283: 1.6783760982405508e-06
Position 138: 1.6153278002149116e-06
Position 2548: 1.31091832131364e-06
Position 151: 1.275132129088715e-06
Position 2171: 1.2395329561473633e-06
Position 136: 6.55075350601395e-07
Position 1014: 5.95941911586641e-07
Position 153: 3.8095970526117915e-07
Position 1755: 2.3796154257938634e-07
Position 1338: 1.8431368594378837e-07
Position 1218: 1.2043210026567693e-07
Position 1373: 3.145230111122039e-08
Position 816: 2.912331024570126e-08
Position 2080: 6.679981867532807e-09
Position 1951: 5.637700400241541e-09
Position 3914: 2.7700295789826377e-09
Position 3757: 1.892539809794164e-09
Position 4241: 6.731719514651444e-10
Position 3868: 5.918993995843117e-10
Position 4216: 5.378015913262439e-10
Position 1153: 2.2801500782942025e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 781: 0.9952352952930074
Position 3709: 0.9915838871898612
Position 3908: 0.9568324052779877
Position 1308: 0.7934674850121457
Position 2670: 0.28042665376770204
Position 1630: 0.17684800740990536
Position 414: 0.16000914607055775
Position 2559: 0.1126075479603934
Position 560: 0.10790950098630278
Position 1305: 0.09139304877839487
Position 1338: 0.0758422844870588
Position 1837: 0.04554320982933143
Position 2690: 0.03672776962158243
Position 2406: 0.02753153452282328
Position 2693: 0.019924870113644515
Position 2126: 0.019488171123716525
Position 2886: 0.018805593366025056
Position 4404: 0.017756477010983047
Position 565: 0.01555202945430349
Position 2283: 0.014356791176904603
Position 3442: 0.01392486036163521
Position 611: 0.012347838152042944
Position 4025: 0.011716467053221376
Position 1373: 0.009363402492913493
Position 2420: 0.00675413775569941
Position 4357: 0.005573490379984076
Position 2617: 0.004896987249299569
Position 3796: 0.003992712342035916
Position 2535: 0.0029730863647019646
Position 614: 0.0029184027336563137
Position 3757: 0.0026251243501174285
Position 2454: 0.0024038891728805005
