Gene = UQCR-Q
index = 1581
Annotated 5SS: [375 834]
Annotated 3SS: [648 889]
SMsplice 5SS: [ 74 375 834]
SMsplice 3SS: [132 648 889]
top_k =  1000
Partition function (log Z): 2.3715845551953465

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9722391522891265
Position 834: 0.9499220457519546
Position 375: 0.7159667609030163
Position 794: 0.04419777250286494
Position 294: 0.02749476774637303
Position 987: 0.019681126631786616
Position 356: 0.017712064959639503
Position 1004: 0.008280566353888973
Position 398: 0.005543373245692703
Position 838: 0.005033379751772525
Position 530: 0.004893213097092531
Position 1049: 0.004004129536208895
Position 506: 0.0028456312915129574
Position 362: 0.0028104730672113506
Position 410: 0.0021042345528512986
Position 1052: 0.0016600106017146724
Position 471: 0.0013746837501866184
Position 1062: 0.0011703285042866057
Position 1102: 0.0010155608082713851
Position 566: 0.0008388945513385416
Position 1092: 0.0007571455021281038
Position 327: 0.0006157307213588855
Position 603: 0.0004172638843000858
Position 203: 0.00032357985824935223
Position 1009: 0.0002943504533755065
Position 585: 0.00026581641454906726
Position 824: 0.00026100190388839476
Position 451: 0.00020331394639529644
Position 583: 0.00016419385729515238
Position 478: 0.0001360419554754461
Position 1056: 7.309980520122502e-05
Position 206: 6.211765568111752e-05
Position 1039: 4.818407095286523e-05
Position 190: 4.815873468954248e-05
Position 104: 1.961879174932524e-05
Position 337: 1.7625477156083686e-05
Position 619: 1.656166775961287e-05
Position 1054: 1.4915657334071915e-05
Position 1124: 1.4672255653966226e-05
Position 469: 1.2545941644518833e-05
Position 815: 1.2016481976216787e-05
Position 318: 1.1212828744837376e-05
Position 798: 9.131486446548159e-06
Position 181: 8.614948540253911e-06
Position 162: 6.465820159743744e-06
Position 226: 6.284902913708981e-06
Position 38: 6.114780403715204e-06
Position 898: 4.8528376372354095e-06
Position 710: 3.5513846730648965e-06
Position 23: 2.433668196408971e-06
Position 298: 2.4148676819914363e-06
Position 1138: 1.98384323075891e-06
Position 86: 1.2255277304203881e-06
Position 1222: 6.523845137878292e-07
Position 311: 3.491893479955056e-07
Position 1151: 3.2193848089072055e-07
Position 132: 2.4302249370632373e-07
Position 168: 1.1636186554046858e-07
Position 663: 8.05146296015865e-08
Position 866: 1.044484184349799e-08
Position 1228: 5.37767410731802e-09
Position 858: 2.7680045315804302e-11
Position 722: 2.521898611573599e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 889: 0.9944302916167765
Position 132: 0.8317614813111381
Position 648: 0.8261945037426113
Position 161: 0.06802086661943187
Position 1169: 0.019679447317651456
Position 1039: 0.019254947227632598
Position 139: 0.012580505243419962
Position 632: 0.0037238748303125343
Position 451: 0.0026076142518397954
Position 1138: 0.0024960527550560822
Position 688: 0.0021720889281196232
Position 709: 0.002056617844627168
Position 456: 0.0015383188738469777
Position 119: 0.0012877108618253414
Position 261: 0.0010820016296145187
Position 281: 0.0006733218219737075
Position 751: 0.0005032427139211226
Position 535: 0.0004411266397825938
Position 1196: 0.00039652286805100137
Position 409: 0.00033691085776908986
Position 469: 0.00021517012888377208
Position 850: 0.0001476256983064823
Position 181: 0.00014757120038490546
Position 354: 0.0001412742612530857
Position 933: 0.00011827020594733992
Position 506: 0.00011609322318269069
Position 733: 7.42577252155292e-05
Position 304: 6.304943717539713e-05
Position 249: 6.196998144762559e-05
Position 220: 5.8618136009276284e-05
Position 1072: 4.9637055129852736e-05
Position 1045: 4.2027278173566066e-05
Position 475: 3.860985290391428e-05
Position 1216: 2.6851902015960908e-05
Position 1086: 2.0039850535487403e-05
Position 374: 1.977347709428677e-05
Position 168: 1.5736451490274573e-05
Position 190: 1.2067823817842709e-05
Position 557: 4.065471701183827e-06
Position 232: 3.927814664799415e-06
Position 544: 3.5299286424560915e-06
Position 838: 2.912122396557562e-06
Position 774: 1.8786172207795751e-06
Position 1000: 1.7771693967276573e-06
Position 1298: 1.7270518995621184e-06
Position 503: 1.3972628540439001e-06
Position 1234: 1.3323229052418867e-06
Position 458: 8.851587564454138e-07
Position 1173: 5.854566831202472e-07
Position 362: 3.999886845581754e-07
Position 954: 3.5284880760107274e-07
Position 997: 3.498406732949751e-07
Position 748: 2.1161048588105203e-07
Position 1228: 1.6258426362790065e-07
Position 1316: 1.4640943697860384e-07
Position 337: 1.1945357384245113e-07
Position 1171: 9.871097968751753e-08
Position 1193: 9.414618182613356e-08
Position 1205: 8.047428359156304e-08
Position 778: 2.5427579541954926e-08
Position 73: 1.5268393266726616e-08
Position 1047: 1.2844538566785544e-08
Position 332: 1.1017998318995155e-08
Position 547: 4.3203823266895234e-10
Position 344: 1.0618329201777485e-11
Position 78: 3.657519755714901e-12
Position 342: 3.2846587378602824e-13
