Gene = nvd
index = 1826
Annotated 5SS: [  337 23857 41197 76101 76329]
Annotated 3SS: [23462 40892 75988 76154 76388]
SMsplice 5SS: [  337  1059  5579  5766 76101 76329]
SMsplice 3SS: [  401  5438  5642 75831 76154 76388]
top_k =  1000
Partition function (log Z): -82.73491239659681

Sorted 5' Splice Sites (High to Low Probability):
Position 5766: 0.9840616871137792
Position 5579: 0.9795753244017699
Position 337: 0.9332040116478745
Position 1059: 0.5409899426843329
Position 6170: 0.52609282642721
Position 651: 0.22432454319236939
Position 1099: 0.10387642342345123
Position 6016: 0.06929696202696284
Position 554: 0.05828844189060925
Position 2022: 0.028676118407602015
Position 16510: 0.024431068532154196
Position 15731: 0.021524211099080155
Position 5972: 0.02068920490472346
Position 5811: 0.010253176379226988
Position 20: 0.00988305840229341
Position 1980: 0.009689384735904565
Position 6265: 0.008563483143531244
Position 409: 0.007662545618899701
Position 1807: 0.0058298005742219465
Position 595: 0.0027710715910400927
Position 6376: 0.001887255516939446
Position 353: 0.0017949542468087604
Position 122: 0.0016245271384068877
Position 5564: 0.0014931586369863162
Position 341: 0.001385322902666141
Position 5781: 0.0013440593026174627
Position 5900: 0.0008839030235278186
Position 97: 0.0008518527476031566
Position 1323: 0.0008050417859177324
Position 141: 0.0007509590148952654
Position 1286: 0.000649937241235188
Position 370: 0.0006478974375935456
Position 2828: 0.0005686516696720015
Position 357: 0.0005170201149113668
Position 5711: 0.000492999761090937
Position 136: 0.0004480151002093529
Position 381: 0.00040710532852625535
Position 120: 0.0003970066208425112
Position 899: 0.0003668120757734739
Position 25: 0.00029837285743415334
Position 13425: 0.0002202878959691886
Position 27: 0.00020728289483729092
Position 826: 0.00018093507144356413
Position 402: 0.0001744055211370252
Position 248: 0.0001728945018390849
Position 12563: 0.00016391311703620073
Position 48: 0.00015914745091217479
Position 103: 0.00015076214471003522
Position 879: 0.00013981970958067315
Position 470: 8.066205701702506e-05
Position 5784: 7.956751753094561e-05
Position 459: 7.005228012558923e-05
Position 517: 6.675721749291955e-05
Position 149: 6.492107501340548e-05
Position 1785: 5.840591175416087e-05
Position 6177: 4.2141699963341386e-05
Position 903: 3.0326409062233716e-05
Position 9394: 2.8572680989666757e-05
Position 283: 2.829368016926646e-05
Position 429: 2.6578288799374987e-05
Position 12924: 2.6421553463369627e-05
Position 266: 2.6007799826681835e-05
Position 339: 2.4067670064862837e-05
Position 630: 2.2019467603662175e-05
Position 1120: 1.9259113188640708e-05
Position 9550: 1.659922799156573e-05
Position 146: 1.561633271059552e-05
Position 621: 1.4931518326807158e-05
Position 7726: 1.325818552292819e-05
Position 6188: 1.3165033264238329e-05
Position 1063: 1.2938524680832263e-05
Position 1682: 1.1935787590192393e-05
Position 989: 1.0533579975620032e-05
Position 1647: 6.708314369984304e-06
Position 771: 6.4351746747010714e-06
Position 1478: 4.952430187348209e-06
Position 1729: 3.6972097180674944e-06
Position 316: 3.479796928178667e-06
Position 7215: 2.873487708354729e-06
Position 610: 2.0040344341436335e-06
Position 6022: 1.9050364826816283e-06
Position 937: 1.67347091445382e-06
Position 7519: 1.6514700390148132e-06
Position 203: 1.3460173002105948e-06
Position 1402: 1.310003973137662e-06
Position 259: 1.2485631699484295e-06
Position 507: 1.2126320988241747e-06
Position 6168: 1.1099940982092207e-06
Position 6952: 1.0860566523473775e-06
Position 7049: 1.0574420362488577e-06
Position 599: 8.514959171951627e-07
Position 528: 8.451317153644933e-07
Position 7164: 8.010418523447783e-07
Position 953: 7.755987371009349e-07
Position 791: 7.011698766822131e-07
Position 893: 6.702361941972421e-07
Position 6183: 5.876621059230894e-07
Position 2094: 5.872840738459542e-07
Position 6761: 5.740908511607951e-07
Position 9765: 5.740776070846191e-07
Position 1554: 5.455605760125093e-07
Position 216: 2.6979828040288233e-07
Position 1043: 2.495316174975036e-07
Position 1123: 2.2683765580267693e-07
Position 1997: 2.1653168459114563e-07
Position 955: 1.5458221652009408e-07
Position 1794: 6.909402086024733e-08
Position 947: 6.017042072512774e-08
Position 1722: 5.696937984571652e-08
Position 270: 4.782592153951254e-08
Position 1081: 2.5324492930162386e-08
Position 6595: 2.0479142617993226e-08
Position 7073: 1.8329471418176883e-08
Position 1014: 1.0559892897142561e-08
Position 6573: 9.62518766180767e-09
Position 1378: 8.560587922965618e-09
Position 6630: 7.022038217381373e-09
Position 6611: 6.625892948874471e-09
Position 1819: 6.136188662737087e-09
Position 1351: 1.0199970999574733e-09
Position 2056: 8.542041552876469e-14
Position 1995: 3.328944742001407e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5642: 0.9792577064758548
Position 401: 0.7859606577619418
Position 20985: 0.774094550080497
Position 5438: 0.6986774927568198
Position 5882: 0.4051536115935177
Position 5298: 0.2434700600953812
Position 17782: 0.20387355680293964
Position 5836: 0.09234226246826012
Position 5839: 0.08748502151539464
Position 15569: 0.05707284643425913
Position 937: 0.05493266936414018
Position 5461: 0.023687442328514823
Position 528: 0.014441969684100942
Position 6071: 0.014291837204315695
Position 1182: 0.012832426385095717
Position 6090: 0.011050409132994
Position 850: 0.010890340511416624
Position 5253: 0.010278009223897431
Position 1834: 0.009893238380960548
Position 5863: 0.008531283781829883
Position 174: 0.00790840609668447
Position 902: 0.006945912164101027
Position 16584: 0.0059132074144438085
Position 558: 0.005644214855873309
Position 992: 0.005507179090113274
Position 5321: 0.005173957410190153
Position 5012: 0.0045100328368161136
Position 1019: 0.0038815230637844326
Position 771: 0.003701156615157875
Position 16876: 0.0035644597246319663
Position 5971: 0.0035429847438612524
Position 5662: 0.0034575866946015736
Position 1866: 0.0034107283704912336
Position 5366: 0.002847375579874372
Position 5352: 0.0026434297489972263
Position 5372: 0.0023151979496678246
Position 1311: 0.0020897835075649783
Position 5075: 0.0015540648376466107
Position 3813: 0.0014428852132941012
Position 1473: 0.0014336860698218267
Position 879: 0.001048884917178872
Position 6256: 0.000945879344275607
Position 564: 0.0009001468538497418
Position 6049: 0.0008501365081463663
Position 1766: 0.0008161179452940972
Position 914: 0.0007769234635509465
Position 749: 0.0006811828820730025
Position 459: 0.0006159219043065813
Position 650: 0.0005719597749778941
Position 12608: 0.0005607869158054457
Position 6112: 0.0005519901841965196
Position 413: 0.0005180789002490433
Position 429: 0.00048187984517690996
Position 12454: 0.00044052189375075643
Position 989: 0.0004070545036686635
Position 962: 0.00039899727846596714
Position 14133: 0.0003648228261924568
Position 1535: 0.0003382884533863908
Position 203: 0.00028309754493085777
Position 5609: 0.00025531801277528244
Position 6223: 0.00024015478012189172
Position 2185: 0.00021155895377016708
Position 5714: 0.0002060844884259235
Position 436: 0.00016247550869344623
Position 13522: 0.00014483016331190266
Position 1217: 0.00014012857036997678
Position 1373: 0.00012720976749951496
Position 492: 0.00010675415778138266
Position 280: 7.658566728283562e-05
Position 13547: 7.545773265728748e-05
Position 228: 7.361662093053025e-05
Position 248: 7.323107288560599e-05
Position 14145: 6.523927400621269e-05
Position 2220: 4.609848353485334e-05
Position 2492: 3.919142991916484e-05
Position 12624: 3.221890361281258e-05
Position 12990: 2.6421553463369627e-05
Position 9444: 2.485295554636154e-05
Position 11480: 2.002274612121569e-05
Position 141: 1.9892870213225032e-05
Position 2701: 1.929343121682469e-05
Position 8611: 1.6676923053806256e-05
Position 12414: 1.603376413251004e-05
Position 1134: 1.4954740169147962e-05
Position 1879: 1.4223482633338225e-05
Position 1221: 1.3657560219836922e-05
Position 11102: 1.339358225157378e-05
Position 1915: 1.2670523255763065e-05
