Gene = CycY
index = 1115
Annotated 5SS: [  56 2187]
Annotated 3SS: [1097 2280]
SMsplice 5SS: [2187]
SMsplice 3SS: [2303]
top_k =  1000
Partition function (log Z): -7.876302404559147

Sorted 5' Splice Sites (High to Low Probability):
Position 2187: 0.9625744633385004
Position 56: 0.373742792647295
Position 1281: 0.24833183780057982
Position 630: 0.09510892171903398
Position 3588: 0.0848055075267965
Position 147: 0.07039118864275629
Position 472: 0.03041136104512171
Position 686: 0.028674120229282198
Position 855: 0.02119551877161565
Position 2660: 0.02058140021604617
Position 3003: 0.01959595550149751
Position 3145: 0.01742191449731725
Position 316: 0.01724164821909792
Position 1265: 0.01721224146376262
Position 2999: 0.012516030193999175
Position 550: 0.01212908144085448
Position 738: 0.011699080611414581
Position 869: 0.00936579336714415
Position 294: 0.006926664854985388
Position 3082: 0.005211950280796425
Position 2438: 0.005004059488661468
Position 3592: 0.004644532825623485
Position 204: 0.004626082558781234
Position 334: 0.004440927743770089
Position 3155: 0.004178612606031301
Position 2565: 0.0038773842204705756
Position 3311: 0.003675889462224637
Position 928: 0.003211232904346852
Position 3183: 0.003195862276878436
Position 752: 0.0028154225267993916
Position 2003: 0.0028087213865519594
Position 1121: 0.0025357968529213007
Position 3602: 0.0025134989665774104
Position 3064: 0.0021668927042308053
Position 2424: 0.0019425173906469776
Position 2623: 0.0015504298345802772
Position 3237: 0.0013068399513466548
Position 2244: 0.0011890206381773769
Position 2228: 0.0010946932329894282
Position 194: 0.0010665529253427936
Position 776: 0.0010374648354114784
Position 637: 0.000996816085044093
Position 939: 0.0009587794257397193
Position 408: 0.0008600175361696608
Position 704: 0.0008289302645121293
Position 1205: 0.0008061140590768689
Position 825: 0.0007760528450454154
Position 3159: 0.0007448075166156194
Position 727: 0.0006969424276031948
Position 263: 0.000694220017355353
Position 2053: 0.0005715896133970532
Position 93: 0.0004791388251331323
Position 895: 0.0004123617853530208
Position 2603: 0.0003812833631909493
Position 372: 0.000374325617428361
Position 859: 0.0003608188749923938
Position 3274: 0.00035553912456334297
Position 2600: 0.0003310098266843806
Position 2808: 0.00032182366583039055
Position 2550: 0.00030653249526240605
Position 102: 0.000258074817575709
Position 3319: 0.00024221163405986054
Position 478: 0.00023747293280256004
Position 2760: 0.00021784860634902406
Position 1005: 0.00021690206282621807
Position 910: 0.0002166366252806492
Position 2727: 0.00016504004968221925
Position 897: 0.0001497156947385279
Position 1402: 0.00014263020248164984
Position 2984: 0.00013958710081628839
Position 882: 0.00010670224110511498
Position 2304: 9.888752422571793e-05
Position 2180: 9.206942004595012e-05
Position 2331: 8.709502779417948e-05
Position 2436: 8.650067905556733e-05
Position 2724: 7.977646892261076e-05
Position 95: 7.410616377754103e-05
Position 2903: 6.472341647570672e-05
Position 208: 6.0883973811436084e-05
Position 2548: 5.721813593773987e-05
Position 733: 5.2323215735438134e-05
Position 2646: 4.997074845026495e-05
Position 2839: 4.49682131403816e-05
Position 197: 1.9397402307592338e-05
Position 417: 1.7033551004046485e-05
Position 1231: 1.6965184542775783e-05
Position 931: 1.56119061356316e-05
Position 1254: 1.5478154322667922e-05
Position 3491: 8.575394021744973e-06
Position 2191: 4.868122751654996e-06
Position 2153: 4.4905424242915515e-06
Position 104: 4.201786455759929e-06
Position 481: 3.7536154563323826e-06
Position 989: 3.2323728835393213e-06
Position 942: 1.6503854848453823e-06
Position 2182: 1.5713563394200657e-06
Position 2281: 7.518324297823805e-07
Position 2196: 2.8990723849976523e-07
Position 1569: 3.357603304475628e-08
Position 1297: 1.2834242973509403e-08
Position 1688: 1.1456732977116873e-08
Position 210: 8.073793767734982e-09
Position 1803: 1.6044727722948234e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1097: 0.48340302682939074
Position 2303: 0.3921717073991111
Position 3406: 0.3132453532538712
Position 2280: 0.31222726328895584
Position 2002: 0.17712809825933915
Position 3671: 0.09333069301717817
Position 1936: 0.07673675965890395
Position 2083: 0.04875852717224005
Position 197: 0.045813317150976814
Position 3395: 0.0278506590396102
Position 2249: 0.0234404203298817
Position 1471: 0.0175223631537228
Position 698: 0.011662070203115852
Position 2044: 0.011281036381875408
Position 794: 0.010492088511391008
Position 2334: 0.008878397331727579
Position 967: 0.008289923712508149
Position 1978: 0.008050156487526565
Position 1687: 0.005796897442706238
Position 2727: 0.005691738091360318
Position 3053: 0.004235011913319554
Position 1383: 0.004115232992456346
Position 615: 0.003995807978465621
Position 910: 0.003421733105138881
Position 1390: 0.0028767987345319043
Position 984: 0.0024336056340810894
Position 686: 0.0022675775861342395
Position 1661: 0.0020393896968177567
Position 3024: 0.0019608931968159967
Position 1729: 0.0016913008010672806
Position 2114: 0.0015627112308567977
Position 3270: 0.0014383817449887884
Position 2964: 0.0012883903141498805
Position 855: 0.0011871814817800825
Position 1444: 0.0011826330786813206
Position 658: 0.0010902615325962097
Position 2355: 0.0010470342061294905
Position 3208: 0.000948687244669135
Position 2318: 0.0008804808734042679
Position 1308: 0.0008590091122934289
Position 776: 0.0008397916787877025
Position 1360: 0.0008231984362462776
Position 328: 0.0008189967029110974
Position 1591: 0.0007796126242378574
Position 1741: 0.0006664315278860252
Position 3446: 0.0006572403526333702
Position 822: 0.0006567952123524222
Position 360: 0.0006351435164090969
Position 1036: 0.0006228411528160421
Position 931: 0.0005890476125796897
Position 3007: 0.0005537905877946972
Position 2811: 0.0005187710239934498
Position 3517: 0.0005100760982280258
Position 891: 0.0003995312252575255
Position 223: 0.0003837032153149191
Position 1726: 0.0003815018597153508
Position 2702: 0.00037378394177216105
Position 2558: 0.0003722401358429259
Position 1138: 0.0003706373851653702
Position 1549: 0.0003263524571022917
Position 541: 0.0002939844625409316
Position 2734: 0.00028551119329990566
Position 3682: 0.00026701979337773917
Position 2673: 0.00026351131755980237
Position 2792: 0.0002616611701185228
Position 2411: 0.00023019127997714992
Position 1543: 0.00022460735402748207
Position 450: 0.00021573991152017266
Position 825: 0.00019564785318197715
Position 1402: 0.0001955964993741734
Position 1866: 0.0001919323554343982
Position 2891: 0.0001846387454924466
Position 417: 0.00017429068085415624
Position 989: 0.00017265406264036802
Position 102: 0.0001715083831647629
Position 147: 0.00013073689431563793
Position 2763: 0.00012560741640708732
Position 1588: 0.00011300547896381106
Position 167: 0.0001087977332114156
Position 885: 0.00010710750747811574
Position 1408: 0.00010154774374969236
Position 928: 8.863987151120518e-05
Position 2705: 8.670244315479636e-05
Position 3148: 7.109678661422922e-05
Position 633: 6.704319804054043e-05
Position 1167: 6.683966573416556e-05
Position 495: 6.312724927146952e-05
Position 1477: 4.3198246301679914e-05
Position 3220: 3.872151120961695e-05
Position 3061: 3.1355687097613764e-05
Position 868: 3.103935765683805e-05
Position 2850: 2.8251816069089337e-05
Position 1161: 2.4808723295251123e-05
Position 1118: 2.2121897077840133e-05
Position 1429: 1.920732526876944e-05
