Gene = l(2)05287
index = 1742
Annotated 5SS: [ 260  707 1476 1719 2959 3393]
Annotated 3SS: [ 322  820 1539 1783 3021 7016]
SMsplice 5SS: [ 260  707 1476 1719 2959 3393]
SMsplice 3SS: [ 322  820 1539 1783 3021 7016]
top_k =  1000
Partition function (log Z): 23.92872875540602

Sorted 5' Splice Sites (High to Low Probability):
Position 3393: 0.9993806691149694
Position 1719: 0.9992578133232362
Position 2959: 0.9969280965352406
Position 707: 0.996331498074947
Position 1476: 0.9926091718990677
Position 260: 0.965688566397635
Position 2692: 0.3624040950078664
Position 53: 0.24715386255960603
Position 1251: 0.08465558787881737
Position 1257: 0.06990808977480448
Position 1230: 0.05526410491898645
Position 5651: 0.039481675185002986
Position 2662: 0.03840120437552217
Position 1908: 0.03336435591311574
Position 6770: 0.031979532757045896
Position 217: 0.028408246391986195
Position 1089: 0.025431558180043935
Position 6276: 0.022616455177964342
Position 3839: 0.017975094429513595
Position 7379: 0.013652383321086802
Position 1913: 0.012296954043974384
Position 2037: 0.009847145995317212
Position 4335: 0.009205094426120471
Position 2307: 0.007568389377759295
Position 1363: 0.006554418788032974
Position 2340: 0.006527634619710347
Position 1190: 0.006120233765205751
Position 2710: 0.005454359323780336
Position 1227: 0.005121658429473309
Position 2280: 0.004833174106290515
Position 36: 0.003711360522061984
Position 1955: 0.0037039328690327143
Position 2659: 0.0036518843256612664
Position 5775: 0.0033325696131860484
Position 6579: 0.0033004166916944
Position 505: 0.002846880180589914
Position 3798: 0.002586050918828701
Position 5815: 0.002461467062166768
Position 3214: 0.0022862966216256253
Position 2823: 0.002135247599829426
Position 647: 0.0019130299661181496
Position 2937: 0.0019094185262068766
Position 1210: 0.0018499219125751108
Position 3208: 0.001829622351604482
Position 3910: 0.0017906725727702946
Position 1145: 0.001702162169691392
Position 160: 0.0015846519310700523
Position 2447: 0.001549936033386306
Position 483: 0.0013523187318793322
Position 6427: 0.001264731738580951
Position 1212: 0.0011038607946915898
Position 2239: 0.0010053362414523504
Position 5509: 0.0008218402270451909
Position 3876: 0.0007546636350721157
Position 2024: 0.0007308248008698377
Position 463: 0.0006268642110133019
Position 4404: 0.0005109473005055903
Position 4561: 0.0005106657196080251
Position 670: 0.0004630572478607334
Position 987: 0.0004587927696067907
Position 4819: 0.00043794480117261963
Position 1119: 0.00041568011741400374
Position 86: 0.0004151387922403294
Position 5207: 0.0004059810265540695
Position 293: 0.0003613535206314806
Position 240: 0.0003564464510406308
Position 3547: 0.00034766288885087554
Position 2817: 0.00031013520538335584
