Gene = Asciz
index = 30
Annotated 5SS: [109 289 673]
Annotated 3SS: [198 348 985]
SMsplice 5SS: [289]
SMsplice 3SS: [348]
top_k =  1000
Partition function (log Z): -6.5230906148963435

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9235719787012118
Position 673: 0.3170686434671498
Position 436: 0.3125062309387415
Position 105: 0.17016440493684737
Position 109: 0.169865478575943
Position 693: 0.16524849825659757
Position 101: 0.10493781703378567
Position 2366: 0.07528895959604032
Position 732: 0.07345057197667725
Position 120: 0.05955605788288261
Position 461: 0.02028749638008115
Position 491: 0.018200424946716344
Position 307: 0.012909821517503308
Position 311: 0.010612917678021784
Position 1628: 0.008852879163803127
Position 72: 0.008583651518661892
Position 1097: 0.0036882741433843435
Position 689: 0.003671101847310303
Position 679: 0.003122844595194981
Position 677: 0.00273110294918077
Position 349: 0.002505928377650311
Position 2238: 0.0016740650688271688
Position 505: 0.0016523006760348847
Position 1234: 0.0011809674716965618
Position 728: 0.000926196492168428
Position 675: 0.0005620017118147218
Position 113: 0.0005045375724238641
Position 396: 0.00047166531975972447
Position 345: 0.00043793173267162705
Position 267: 0.00041582859994660366
Position 1541: 0.0003901196356983261
Position 683: 0.0003334845390039862
Position 27: 0.0002893028124328271
Position 687: 0.00026955813330521467
Position 167: 0.0002447848586415526
Position 1079: 0.00024091252561358827
Position 883: 0.00023144237133008606
Position 522: 0.00019771211202914164
Position 1072: 0.00013241468734533546
Position 1366: 9.728606381089701e-05
Position 520: 8.938912406879844e-05
Position 420: 7.388562216254926e-05
Position 697: 6.0145480307685423e-05
Position 840: 4.9426486745493674e-05
Position 1607: 4.828488615166686e-05
Position 212: 4.2765826384598705e-05
Position 334: 2.7085457544272278e-05
Position 939: 5.302303495427863e-06
Position 1310: 4.729654733028509e-06
Position 188: 4.337469469867557e-06
Position 665: 4.201788979802754e-06
Position 58: 3.6291335352976642e-06
Position 359: 3.0148160410540292e-06
Position 99: 2.9921427735807687e-06
Position 400: 2.4520385121271137e-06
Position 356: 2.3604573029626818e-06
Position 903: 1.519999210809889e-06
Position 924: 1.333503325219047e-06
Position 25: 1.19901366571138e-06
Position 186: 1.0608492018604315e-06
Position 204: 6.614289908145402e-07
Position 555: 2.8034364519970747e-07
Position 222: 2.514485564500968e-07
Position 1066: 6.126957455659112e-08
Position 681: 5.171614067642869e-08
Position 889: 5.142374592864541e-08
Position 719: 4.794010957378417e-11
Position 586: 2.280054236140698e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 348: 0.926749503572548
Position 180: 0.4601745457589522
Position 552: 0.3327148693542566
Position 985: 0.17081999727468755
Position 803: 0.09735734708569545
Position 2429: 0.07520184442699161
Position 1710: 0.061566151790627716
Position 1691: 0.04596109408500397
Position 2308: 0.045667111580720475
Position 198: 0.0387132752215183
Position 1161: 0.03669340251952703
Position 571: 0.030806743699512668
Position 2234: 0.023943623402959954
Position 866: 0.021658275657026542
Position 788: 0.02074814801675054
Position 840: 0.018300870932730324
Position 1429: 0.0127684203321006
Position 2254: 0.00624198197132372
Position 1272: 0.005256526101509038
Position 1164: 0.004866900548769708
Position 1865: 0.004674663136758883
Position 1224: 0.00435800365117856
Position 1089: 0.003893369443373289
Position 2015: 0.0033687587207212335
Position 1064: 0.0032359984511442703
Position 407: 0.001993509039243353
Position 2328: 0.0019146298791625723
Position 1018: 0.0015845995461816417
Position 202: 0.0015111647476899245
Position 1980: 0.0014748338027149228
Position 2037: 0.001246137587176577
Position 613: 0.001166700969538119
Position 1563: 0.0011292508053519783
Position 1233: 0.0010032243018760797
Position 1182: 0.0009073661200321621
Position 1742: 0.0008837604528152688
Position 2072: 0.0008811702847794662
Position 580: 0.0007734581659136123
Position 470: 0.0006904983222821704
Position 1930: 0.0006149921000921371
Position 310: 0.000490031978511436
Position 2440: 0.00047355187516416104
Position 1366: 0.000450000834934328
Position 1100: 0.0004278008384594717
Position 1282: 0.00041769366933000945
Position 391: 0.000376308981592328
Position 255: 0.00035525550098386714
Position 1627: 0.00033799937110576045
Position 450: 0.00025669368034493735
Position 1721: 0.00012798480217220663
Position 1672: 0.00010005842426843909
Position 1401: 7.539258883412274e-05
Position 505: 6.354650107081467e-05
Position 119: 1.9787349666098555e-05
Position 589: 6.889288890124467e-06
Position 87: 4.780385736841028e-06
Position 96: 3.933004165743405e-06
Position 134: 1.3199899890549308e-06
Position 715: 7.227554742866629e-07
Position 141: 5.114436995420192e-07
Position 144: 4.199776308579271e-07
Position 319: 2.633519670189905e-07
Position 70: 1.9640684855424055e-07
Position 672: 1.894838267458465e-07
Position 420: 8.454960344482889e-09
Position 146: 5.984983450130698e-09
Position 72: 8.370657119550315e-10
Position 657: 3.1656717224424805e-14
