Gene = FucTA
index = 1171
Annotated 5SS: [ 266 3865 5048 5417]
Annotated 3SS: [3674 4330 5232 5482]
SMsplice 5SS: [ 266 3865 5048 5417 5690 6199]
SMsplice 3SS: [3674 4330 5232 5482 6114 6343]
top_k =  1000
Partition function (log Z): 9.646927473632385

Sorted 5' Splice Sites (High to Low Probability):
Position 5048: 0.9966392751509933
Position 5417: 0.9948360377154104
Position 5690: 0.7773553771439076
Position 266: 0.7372164550392342
Position 3865: 0.687777291438673
Position 6199: 0.6566226583832917
Position 677: 0.3654173268472763
Position 1542: 0.17730969752858355
Position 1963: 0.09292119517818709
Position 5820: 0.08459712003972723
Position 3574: 0.07274626764484217
Position 6634: 0.050627438197096856
Position 6080: 0.028475216201533742
Position 6774: 0.026296220491736466
Position 1550: 0.025483764191297272
Position 70: 0.022163495651187828
Position 3922: 0.019166147644736172
Position 6226: 0.016892328663994243
Position 1270: 0.016454543874254365
Position 6014: 0.015927934331708183
Position 595: 0.014076036487766837
Position 6404: 0.013967832392419308
Position 555: 0.010161466388190658
Position 6397: 0.010123254437116487
Position 4125: 0.009356092814601662
Position 1949: 0.0076036082344424554
Position 6052: 0.006188707165130313
Position 1477: 0.005853293152761809
Position 6786: 0.00461014127521388
Position 6050: 0.004107075357424708
Position 5386: 0.0037463114131308247
Position 727: 0.0033254073141812703
Position 6233: 0.0032405241411004653
Position 530: 0.0029978023319286876
Position 462: 0.002541782879502301
Position 880: 0.002379802604090316
Position 1975: 0.0023280034178503575
Position 2129: 0.0022173399930274828
Position 4721: 0.002121907549242009
Position 2508: 0.0019646595817909077
Position 1073: 0.0016730287123974728
Position 82: 0.0014740467683628385
Position 1185: 0.001437754006446165
Position 6035: 0.0014273019426007116
Position 3869: 0.0014003954106540657
Position 521: 0.001235545045081655
Position 5013: 0.001196166913969499
Position 414: 0.0011566198084086744
Position 841: 0.001144912179198896
Position 5347: 0.0011250097101851235
Position 692: 0.0011198856604233323
Position 3808: 0.0010305287889854527
Position 6578: 0.000948717854979125
Position 6545: 0.0009156322468031261
Position 466: 0.0007531873550595256
Position 1233: 0.0007336322879055007
Position 2814: 0.0005880502373156567
Position 848: 0.0005237847416820355
Position 2338: 0.00048373757679756764
Position 76: 0.0004833516732244043
Position 6008: 0.0004711297151226343
Position 439: 0.0004493879432092655
Position 2027: 0.0004449818311291886
Position 447: 0.0004433866666216553
Position 4117: 0.00041340956521608265
Position 5899: 0.000406522261626843
Position 4144: 0.00035839795936132334
Position 1968: 0.0003521256533590494
Position 2368: 0.0003180491032982043
Position 505: 0.0002868175763777005
Position 2512: 0.0002808746258183041
Position 1910: 0.00023056927781102426
Position 6203: 0.0002239633962448869
Position 1716: 0.00022373130079001837
Position 706: 0.00022370029149460898
Position 39: 0.00021324274929083819
Position 80: 0.00018098209419151494
Position 2135: 0.00017125176077710497
Position 3941: 0.00017021449694653974
Position 1109: 0.0001575576914054984
Position 1322: 0.00015357843079469007
Position 2193: 0.00014321414714787054
Position 5052: 0.00013819888859369024
Position 6111: 0.0001347061144598913
Position 5581: 0.0001319004880952789
Position 2032: 0.00011806684177572148
Position 1600: 8.50081427224422e-05
Position 7083: 7.501167273382164e-05
Position 5379: 7.18977929955625e-05
Position 4987: 7.108898552944015e-05
Position 507: 6.274656218513629e-05
Position 1346: 6.257222038564774e-05
Position 1888: 6.204945956333209e-05
Position 4795: 5.105407249848094e-05
Position 5627: 4.957816307525871e-05
Position 502: 4.48486898379056e-05
Position 2380: 4.4405261944906554e-05
Position 5852: 4.241080764587114e-05
Position 13: 4.104152254210568e-05
Position 270: 4.029814786436169e-05
Position 5788: 3.9199109382419363e-05
Position 5158: 3.495711578219306e-05
Position 5755: 3.128189972307914e-05
Position 186: 2.6885410888708018e-05
Position 478: 2.4896049382059802e-05
Position 264: 2.4495744170417866e-05
Position 74: 2.416351197334831e-05
Position 4806: 2.271279562597905e-05
Position 1239: 2.1046247465305044e-05
Position 5836: 2.0607038444999226e-05
Position 5797: 1.534795984169927e-05
Position 470: 1.5196385614756662e-05
Position 285: 1.5045570297650432e-05
Position 4589: 1.4605641740694703e-05
Position 5981: 1.4069095200993106e-05
Position 829: 1.239519955443352e-05
Position 5936: 1.173836126793014e-05
Position 1554: 1.1591673036532926e-05
Position 4973: 1.0245766580876269e-05
Position 5569: 1.0050859901837487e-05
Position 4991: 9.15129722653722e-06
Position 4607: 8.894306729072825e-06
Position 6613: 8.039103111213743e-06
Position 475: 7.690781480443792e-06
Position 5288: 6.8851787539895285e-06
Position 18: 6.681800290844572e-06
Position 480: 6.476731350472412e-06
Position 5441: 6.080834864874344e-06
Position 6115: 5.82631248552662e-06
Position 6395: 5.5624169653231015e-06
Position 146: 5.304053080013571e-06
Position 5112: 4.981015059528903e-06
Position 5620: 4.943472986716741e-06
Position 5539: 4.868690267956952e-06
Position 5920: 4.757054325621394e-06
Position 6438: 4.019390342994226e-06
Position 5806: 3.4572942720830896e-06
Position 4962: 2.5286313481557368e-06
Position 5361: 2.3608927691928855e-06
Position 5339: 2.0255819852423e-06
Position 715: 1.6233870614953967e-06
Position 5353: 1.553981445498277e-06
Position 6629: 1.4637094461952337e-06
Position 228: 1.0531592655160204e-06
Position 5660: 9.19954093134722e-07
Position 5648: 8.328452782378218e-07
Position 6509: 7.554385561284485e-07
Position 5720: 7.399474645529246e-07
Position 5824: 6.638307131668639e-07
Position 4527: 5.689557049032748e-07
Position 5119: 5.231400540769405e-07
Position 1077: 4.668166969582047e-07
Position 6221: 4.660225541358849e-07
Position 297: 4.6049212368289653e-07
Position 157: 3.753536894895863e-07
Position 4491: 3.64112537687e-07
Position 5351: 1.2361555879228317e-07
Position 5272: 3.634854654458028e-08
Position 5694: 3.2644432639592226e-08
Position 5321: 2.5557624744218985e-08
Position 5515: 2.02518416819369e-08
Position 5483: 1.8174269504266015e-08
Position 5444: 1.516338365902269e-08
Position 5241: 1.0308750631145368e-08
Position 4: 9.346618648788405e-09
