Gene = spz4
index = 1890
Annotated 5SS: [ 459 5670]
Annotated 3SS: [4380 5728]
SMsplice 5SS: [ 459 5670]
SMsplice 3SS: [4380 5728]
top_k =  1000
Partition function (log Z): -2.8125800117475315

Sorted 5' Splice Sites (High to Low Probability):
Position 5670: 0.9944121751311188
Position 459: 0.8586485217747395
Position 3648: 0.2622266092552937
Position 247: 0.23161447329947193
Position 245: 0.225474812113743
Position 251: 0.18036874015426388
Position 556: 0.11453472139358559
Position 4912: 0.10980799713952007
Position 4642: 0.0855975911585838
Position 792: 0.08188507171917636
Position 3620: 0.07475810290201934
Position 14: 0.04187424185816974
Position 2697: 0.03976347349050439
Position 6217: 0.025046615773272492
Position 6366: 0.022639775492310124
Position 3665: 0.019191752895254266
Position 6516: 0.018998463409280582
Position 574: 0.01288012181651843
Position 5828: 0.012514046263713895
Position 4499: 0.011438213080978948
Position 3870: 0.010268498279531994
Position 4784: 0.010104524624917606
Position 2780: 0.009775698772245173
Position 4868: 0.009616610263487002
Position 6220: 0.008736000417909272
Position 6212: 0.007464469238147594
Position 2091: 0.0074457111164622225
Position 5144: 0.007423205657161622
Position 2959: 0.00717928973918326
Position 3380: 0.007116184247534584
Position 4588: 0.006593135190901574
Position 6154: 0.006238388300437292
Position 6227: 0.0060794128131597056
Position 4288: 0.005906322883238498
Position 4632: 0.005577492027795501
Position 2659: 0.004903175973834155
Position 4976: 0.004671321013259858
Position 3637: 0.004639486099775891
Position 401: 0.004311599032143396
Position 249: 0.00406537255536246
Position 2791: 0.003926616567383729
Position 2907: 0.003832425083893535
Position 816: 0.003320357155434475
Position 2088: 0.0031061798686254434
Position 411: 0.0030470557704884186
Position 4021: 0.003011605394235409
Position 4235: 0.002965206463567802
Position 201: 0.0025492310586498314
Position 2061: 0.002427088246985616
Position 1062: 0.002253969329008698
Position 3564: 0.0022298432593709496
Position 6143: 0.0020477139203758468
Position 3661: 0.001997077440874289
Position 6508: 0.001846646621032914
Position 3590: 0.0018121894686047302
Position 4755: 0.0016572930882315148
Position 6140: 0.0016248381621198351
Position 35: 0.0016209504277944764
Position 2671: 0.001482246934322461
Position 2700: 0.0014409289640963802
Position 3439: 0.00142919949287041
Position 6047: 0.00131579625525614
Position 3017: 0.0012577722632888184
Position 5674: 0.001204068996115145
Position 2677: 0.0010223696490683594
Position 6161: 0.0009212728843479911
Position 3693: 0.0008810750169779383
Position 172: 0.0008632745757031149
Position 4230: 0.0008590461641062167
Position 764: 0.0007356563128610251
Position 86: 0.0007195483163107776
Position 5086: 0.0006789698079346974
Position 2726: 0.0006749412908765897
Position 6660: 0.0006688356281943419
Position 2503: 0.0006137276040886939
Position 5077: 0.0005956387448032709
Position 3634: 0.0005608840771661323
Position 257: 0.0004945750903519529
Position 1187: 0.0004700950785712218
Position 5793: 0.0004495537443085686
Position 4538: 0.0004274543555195292
Position 4616: 0.0004246581742796087
Position 2728: 0.0004214934901950515
Position 2789: 0.0003769959552594627
Position 6298: 0.0003408430142645564
Position 4687: 0.000310922137575614
Position 5921: 0.00027730806664326587
Position 5175: 0.0002627740786194368
Position 3156: 0.00026238414790767303
Position 3202: 0.000249566239867545
Position 6533: 0.000233448299736356
Position 6202: 0.0002306287649366737
Position 6105: 0.00018730714729407613
Position 6756: 0.00017009602056521428
Position 6413: 0.00015956292767853105
Position 1673: 0.00015944506776879568
Position 607: 0.0001593973846796251
Position 6528: 0.0001504692845540046
Position 6663: 0.0001409122521434916
Position 968: 0.00011945221699729744
Position 386: 0.00011781786862032268
Position 463: 0.000111919291869675
Position 2407: 0.00010003739848585766
Position 1666: 9.350375922520837e-05
Position 1651: 7.231667838562596e-05
Position 2099: 6.846166845227154e-05
Position 1512: 6.309784268725412e-05
Position 3631: 6.178125032900284e-05
Position 2543: 5.897999529568933e-05
Position 6804: 5.760430420553343e-05
Position 265: 5.0766578545899964e-05
Position 6465: 4.327408048120137e-05
Position 5606: 4.19486262218344e-05
Position 5999: 4.0649908425515086e-05
Position 102: 3.19412049690648e-05
Position 263: 3.098452612869067e-05
Position 1864: 2.9300986670712148e-05
Position 1881: 2.5939287929093586e-05
Position 2889: 2.5193086615665928e-05
Position 3744: 2.3807100912016408e-05
Position 710: 2.2875410293794067e-05
Position 609: 2.2767272139482218e-05
Position 1875: 1.9361495332536357e-05
Position 5641: 1.914165718037312e-05
Position 5757: 1.68320445789526e-05
Position 276: 1.6533095318840974e-05
Position 4496: 1.6128882960966036e-05
Position 3241: 1.584655268505663e-05
Position 502: 1.3245100987937267e-05
Position 2606: 1.3089320515112074e-05
Position 395: 1.2885015426993389e-05
Position 1671: 1.2834528777482574e-05
Position 1483: 1.2650876802025366e-05
Position 721: 1.0927464988119178e-05
Position 2581: 8.906080745120089e-06
Position 5893: 8.101413789829557e-06
Position 1305: 7.861658621588696e-06
Position 18: 7.808734390110953e-06
Position 27: 7.667782164989091e-06
Position 52: 7.429041840361149e-06
Position 588: 6.588892141074374e-06
