Gene = Daxx
index = 1129
Annotated 5SS: [ 322 5183 5424]
Annotated 3SS: [1053 5242 5561]
SMsplice 5SS: [ 322 1471 5183 5424]
SMsplice 3SS: [1053 5081 5242 5561]
top_k =  1000
Partition function (log Z): -8.30613202145431

Sorted 5' Splice Sites (High to Low Probability):
Position 5183: 0.7624982607477404
Position 1471: 0.6452088232772935
Position 5424: 0.6042886509265409
Position 322: 0.5397984803632337
Position 630: 0.31330888092919407
Position 4554: 0.10970203714736286
Position 5905: 0.05934411519572732
Position 1999: 0.057634886096437785
Position 1621: 0.04863187671827952
Position 4539: 0.04730466890772928
Position 1109: 0.04529194356393797
Position 1414: 0.04342183492209996
Position 353: 0.02585844792776051
Position 5408: 0.02408437844357532
Position 373: 0.017204908783369607
Position 678: 0.015352979310728354
Position 361: 0.01113632082866872
Position 991: 0.010002898453228711
Position 1171: 0.008931657915309135
Position 207: 0.008474017731588693
Position 961: 0.007929835400349668
Position 406: 0.006863108407629943
Position 357: 0.006358523341980756
Position 3256: 0.0055068312207151035
Position 378: 0.005471618590349179
Position 6287: 0.005147928709219469
Position 359: 0.004616797026595239
Position 60: 0.00432377228081175
Position 412: 0.003881339582977995
Position 617: 0.0035800030398963774
Position 5163: 0.0032262713186860066
Position 806: 0.0026388280366322677
Position 6251: 0.002614380461298256
Position 349: 0.00221017331043445
Position 3580: 0.0017861157596138178
Position 926: 0.0013321839431545055
Position 1477: 0.0012819487949039608
Position 228: 0.0012340124264864452
Position 223: 0.001192442174389388
Position 971: 0.001023134157690287
Position 625: 0.0010183889310030995
Position 1219: 0.0009255100703302012
Position 5263: 0.0008447447376207981
Position 979: 0.0006883030786760409
Position 6574: 0.0006574030767296193
Position 949: 0.0006316412616128718
Position 683: 0.0005867443578267377
Position 71: 0.0005145632198577863
Position 1410: 0.0005135897466056839
Position 989: 0.0005024614202326916
Position 162: 0.0004375783776291198
Position 382: 0.0004204900169702242
Position 363: 0.000378435661943961
Position 178: 0.0003164182151516077
Position 2140: 0.0002801766886596941
Position 5635: 0.0002752016414644397
Position 365: 0.0002561304156496089
Position 1753: 0.0002500568395560732
Position 858: 0.0002382806246311089
Position 1250: 0.00020819087692257416
Position 1213: 0.00020813168241307626
Position 152: 0.00020562376045243572
Position 3575: 0.00020376039051810916
Position 658: 0.00020132636657148602
Position 5770: 0.0001847841393866621
Position 5351: 0.00017602049547627406
Position 6292: 0.0001746727046045037
Position 653: 0.00017267154525374762
Position 3508: 0.00017164931498222673
Position 4765: 0.00016161774700878612
Position 1444: 0.00013874770263767758
Position 5346: 0.0001355323049677644
Position 517: 0.0001222755317521813
Position 1282: 0.00010019412544062964
Position 1574: 8.77421572019006e-05
Position 96: 8.510550964552369e-05
Position 20: 7.925242666323318e-05
Position 2111: 6.82512368728861e-05
Position 410: 6.63353314322028e-05
Position 2425: 6.55944862353203e-05
Position 185: 6.349877288931487e-05
Position 309: 5.874264586005386e-05
Position 1233: 5.347595789756761e-05
Position 241: 4.9248125187825885e-05
Position 634: 4.469912673101907e-05
Position 596: 3.860105306084244e-05
Position 651: 3.6757589692161326e-05
Position 887: 3.569687459975458e-05
Position 283: 3.288549544624332e-05
Position 692: 3.243792096065415e-05
Position 50: 3.0432941689219013e-05
Position 810: 2.9254897054767038e-05
Position 154: 2.910035334287054e-05
Position 41: 2.2149710198330298e-05
Position 279: 2.1079918031000485e-05
Position 1118: 2.08407454883648e-05
Position 3265: 1.9832041019106995e-05
Position 134: 1.5700394513319198e-05
Position 1180: 1.3261622545067879e-05
Position 1174: 1.2041218398598774e-05
Position 868: 9.686733771557047e-06
Position 1648: 8.544002872104093e-06
Position 1625: 6.608014792237714e-06
Position 485: 6.449129741238122e-06
Position 428: 6.3604572485014285e-06
Position 1512: 6.1122110333170286e-06
Position 557: 5.957621554774111e-06
Position 418: 5.5195221477991445e-06
Position 695: 4.99391549710978e-06
Position 2209: 4.098991963095529e-06
Position 273: 3.847827445484286e-06
Position 603: 3.2098734033999335e-06
