Gene = Cyp316a1
index = 1116
Annotated 5SS: [ 157  636 1235]
Annotated 3SS: [ 205  695 1291]
SMsplice 5SS: [ 157  636 1235]
SMsplice 3SS: [ 216  695 1291]
top_k =  1000
Partition function (log Z): -1.3797553579453166

Sorted 5' Splice Sites (High to Low Probability):
Position 157: 0.9808172416190026
Position 636: 0.8703988432263117
Position 1235: 0.7796570352833052
Position 553: 0.08178628854740617
Position 947: 0.015471125073644301
Position 998: 0.014179222521126569
Position 1195: 0.013090182442677518
Position 1239: 0.012442618457459025
Position 640: 0.010281560531192628
Position 875: 0.006767361179716939
Position 245: 0.0041474501338617355
Position 1011: 0.00393737652480156
Position 848: 0.002722440168632333
Position 392: 0.0025708682467562682
Position 532: 0.002533931642725919
Position 580: 0.0025283670369946466
Position 1048: 0.0010190610007798804
Position 546: 0.0009354541826914923
Position 785: 0.000881951021827325
Position 1552: 0.0005194761341082329
Position 1476: 0.0003971267914304492
Position 396: 0.0003808935616480486
Position 1303: 0.00033487010288457263
Position 650: 0.0002791948970704901
Position 608: 0.00026413089250078417
Position 1372: 0.0001872499176565864
Position 161: 0.00016973285553744326
Position 74: 0.00016532224778249583
Position 1259: 0.00015337683581513947
Position 434: 8.903300686176695e-05
Position 422: 7.12537972924191e-05
Position 1328: 6.329540477389386e-05
Position 615: 4.562295687671505e-05
Position 1201: 4.17718171630882e-05
Position 1451: 3.834980821340913e-05
Position 1531: 3.1682670831784076e-05
Position 1083: 3.0342678078009884e-05
Position 1037: 2.8842199263766318e-05
Position 373: 2.5996349568868792e-05
Position 1255: 2.4802808950460994e-05
Position 462: 1.8464553103739893e-05
Position 596: 1.8246605015213108e-05
Position 1085: 1.6725062707760012e-05
Position 1178: 1.2673542321213386e-05
Position 565: 8.046100001203606e-06
Position 557: 6.983082657884607e-06
Position 265: 6.350285670399553e-06
Position 1445: 5.876059040046011e-06
Position 534: 5.7973086404475125e-06
Position 735: 4.728353896900438e-06
Position 980: 4.619072321102299e-06
Position 593: 4.037180126224294e-06
Position 1072: 3.6708851346173493e-06
Position 1025: 3.649711606578144e-06
Position 476: 3.533373267996579e-06
Position 719: 3.206054239517157e-06
Position 1503: 2.9750968398925565e-06
Position 1095: 1.8542199420653995e-06
Position 382: 1.5764502336676926e-06
Position 431: 1.47401492106607e-06
Position 390: 1.2522476997059661e-06
Position 764: 1.1376136544801827e-06
Position 652: 6.985051129703511e-07
Position 257: 5.863975157214829e-07
Position 1460: 3.229440821350025e-07
Position 260: 3.120656399781214e-07
Position 25: 2.0158414643752882e-07
Position 254: 1.6420331825271775e-07
Position 1159: 4.065229741761758e-09
Position 695: 6.913289186443977e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 695: 0.8909920285708667
Position 1291: 0.7973111322400637
Position 216: 0.7458561038805673
Position 295: 0.1000732067419919
Position 205: 0.0830553326455479
Position 967: 0.0467412510740123
Position 221: 0.028779346495959847
Position 1061: 0.026281793210892794
Position 254: 0.019160657769310425
Position 1362: 0.01618384674889055
Position 1083: 0.009516230288156421
Position 615: 0.007125235299663705
Position 1407: 0.005689969211778075
Position 1110: 0.005053696170139056
Position 1017: 0.004948786591673111
Position 713: 0.0033626701105017877
Position 891: 0.0016176273045219046
Position 608: 0.0014997878569136859
Position 342: 0.001478425016304229
Position 735: 0.0013777491989924123
Position 571: 0.001283969176735552
Position 462: 0.0010848075789212852
Position 952: 0.0010629923222128972
Position 1599: 0.0008830459287774886
Position 301: 0.0008495707895818565
Position 1235: 0.0007594617381822943
Position 848: 0.0007034366827144007
Position 912: 0.0006881877886976219
Position 486: 0.0006320561157872979
Position 1315: 0.0005782437169244955
Position 447: 0.0005666199307459744
Position 476: 0.0005567089156279143
Position 806: 0.000528097053187428
Position 1333: 0.00039928167561850583
Position 746: 0.0003831119698783642
Position 1298: 0.0003278504738478562
Position 1551: 0.0002468818358316688
Position 973: 0.0002336064312128089
Position 431: 0.00022471657653073626
Position 1531: 0.00018134781599153072
Position 633: 0.0001257964491739091
Position 1117: 0.00011099103785209796
Position 970: 0.00010989139534714137
Position 1030: 9.993319638942865e-05
Position 1025: 8.756505055905158e-05
Position 1387: 8.363251400294667e-05
Position 1195: 8.296077904699642e-05
Position 789: 8.078336611184004e-05
Position 705: 7.853789362738522e-05
Position 947: 7.829789552196806e-05
Position 1335: 7.248974521208177e-05
Position 624: 5.5736358927387564e-05
Position 519: 4.6417152493103316e-05
Position 311: 3.875860336354538e-05
Position 1445: 3.608518120295534e-05
Position 511: 3.0286824493640805e-05
Position 1611: 2.9297922629786665e-05
Position 1450: 2.0488210777988482e-05
Position 400: 1.901517980290986e-05
Position 779: 1.4478156615941418e-05
Position 649: 1.3501427391485533e-05
Position 896: 1.0501960991416021e-05
Position 308: 1.0031574232511931e-05
Position 396: 8.722877338952226e-06
Position 531: 7.013315370445744e-06
Position 1468: 4.738207458020555e-06
Position 373: 4.524605860632473e-06
Position 422: 4.190857297320911e-06
Position 315: 2.2445114570843478e-06
Position 364: 1.076771926320443e-06
Position 612: 9.83756599323538e-07
Position 495: 8.561405475702811e-07
Position 492: 6.247386417613294e-07
Position 414: 3.696452560146395e-07
Position 379: 9.366606166807029e-08
Position 96: 6.929682511588741e-08
Position 73: 3.8891898766690975e-08
Position 157: 1.0485749157256663e-08
Position 636: 7.26918485973279e-09
Position 161: 2.944842346840261e-11
Position 354: 1.7638357786745163e-11
Position 123: 5.432722852856663e-13
Position 382: 1.1901098850690816e-14
