Gene = DIP-theta
index = 1124
Annotated 5SS: [  166  6951 13105 16706 18043 18274 21827 22905 23907 25633 26191 26524]
Annotated 3SS: [ 6379 13029 16607 17896 18211 21667 22775 23771 25482 26103 26247 31442]
SMsplice 5SS: [  170  6951 16706 17193 17834 18043 18274 21827 22905 23907 26191 26524]
SMsplice 3SS: [ 6379 16607 17103 17247 17896 18211 21172 22775 22960 26103 26247 31442]
top_k =  1000
Partition function (log Z): 9.568460425959065

Sorted 5' Splice Sites (High to Low Probability):
Position 16706: 0.9720477095167559
Position 23907: 0.9702013717044015
Position 21827: 0.9540506929637516
Position 17834: 0.9457167134073248
Position 22905: 0.9417343709733164
Position 26191: 0.936487628613867
Position 6951: 0.9174623713368414
Position 18274: 0.8277106714355491
Position 18043: 0.8242004191273817
Position 26524: 0.790564318929074
Position 17193: 0.7294433261773218
Position 25633: 0.6119978080633396
Position 170: 0.5395668972771972
Position 16503: 0.4940794534359074
Position 19460: 0.4835400138673904
Position 18717: 0.4237741702141684
Position 17354: 0.4230181410406382
Position 166: 0.3578186416541068
Position 13105: 0.22003444222322582
Position 6223: 0.17802440725649266
Position 23355: 0.1479899847316072
Position 23453: 0.1386526140108101
Position 17505: 0.12508468077207424
Position 19386: 0.10301267234202902
Position 17397: 0.10254535287971517
Position 4018: 0.0789240488161112
Position 19096: 0.07880445038718026
Position 21019: 0.07839926555721151
Position 527: 0.07625223040914976
Position 18557: 0.07246605577193314
Position 20034: 0.055010792862196775
Position 15169: 0.047464357108255174
Position 18106: 0.04266873517588919
Position 26196: 0.03871778939349831
Position 6219: 0.036512177521343864
Position 22683: 0.03027867072188612
Position 31341: 0.025674513539613555
Position 17579: 0.01972657675703706
Position 27563: 0.019672983549529153
Position 19380: 0.01963402931017105
Position 25948: 0.018536837486438643
Position 25891: 0.01847871782565731
Position 23419: 0.016696701473862558
Position 18548: 0.014812667632504826
Position 25321: 0.014237179293583728
Position 17024: 0.013197077791677255
Position 18299: 0.012340839035422243
Position 893: 0.011583785135987386
Position 26940: 0.010681343081955676
Position 25856: 0.010114870063162768
Position 472: 0.009328070103291407
Position 22732: 0.008538824110333094
Position 252: 0.008395203969138483
Position 18048: 0.008292042290363077
Position 31673: 0.008242762744759992
Position 1489: 0.006954114722577673
Position 16652: 0.006921197152202462
Position 3666: 0.0068688769734745305
Position 781: 0.006808954343668931
Position 26905: 0.006526653361047707
Position 26634: 0.005679731033313727
Position 18294: 0.005477489166095208
Position 7417: 0.005082111833618399
Position 19642: 0.004956286648586487
Position 25973: 0.004936565442370175
Position 17616: 0.004840147197884379
Position 27826: 0.004271386142935664
Position 311: 0.004194118820764429
Position 2364: 0.00414117180022499
Position 29464: 0.0036597129431248424
Position 28937: 0.0035703350870378405
Position 17060: 0.0035588387025194093
Position 10618: 0.003511876810235651
Position 25982: 0.0033192542290671596
Position 7543: 0.0032930223261980703
Position 2050: 0.0032121883631823704
Position 27170: 0.0032076187063707143
Position 25938: 0.0030799661683623748
Position 21023: 0.003047116927655809
Position 16178: 0.002925387215616249
Position 7491: 0.0029147039801678395
Position 19415: 0.002778203555365326
Position 16014: 0.0026875068757199116
Position 22309: 0.002643834052900793
Position 25823: 0.0025905422977035926
Position 3639: 0.0025215395175431764
Position 18964: 0.0024886399950230023
Position 19267: 0.0024701059982743753
Position 18020: 0.0024612976247976744
Position 25874: 0.002301306201309186
Position 19435: 0.0020942038638983316
Position 17737: 0.0020347016952920486
Position 18015: 0.0019566069239497904
Position 16675: 0.0019539791516663837
Position 18212: 0.0019220227576405757
Position 18103: 0.001902595482331832
Position 21984: 0.0018478855613106848
Position 2537: 0.0018069968894080517
Position 7426: 0.0016408373486523906
Position 27885: 0.0016141653808867554
Position 524: 0.0015883970869919979
Position 17487: 0.0015618544686453826
Position 15858: 0.0015134692822772419
Position 11571: 0.0014211072988092452
Position 3063: 0.0013545246474950556
Position 31006: 0.0013398420500786669
Position 862: 0.001332596718897861
Position 18892: 0.0012846951277347407
Position 31700: 0.0012843576355759368
Position 17595: 0.0012679292124666618
Position 797: 0.0012428842919477627
Position 19092: 0.0011812478446861707
Position 12191: 0.0011677958217824367
Position 21427: 0.001148510078905177
