Gene = Idh
index = 1224
Annotated 5SS: [2351 2891]
Annotated 3SS: [2833 2970]
SMsplice 5SS: [ 114 2351]
SMsplice 3SS: [2190 3000]
top_k =  1000
Partition function (log Z): -9.808278236541732

Sorted 5' Splice Sites (High to Low Probability):
Position 114: 0.871711722459968
Position 2351: 0.7930513957430355
Position 2891: 0.21655788268814122
Position 2057: 0.056482648555660694
Position 1293: 0.03811574106339655
Position 278: 0.03140872864120801
Position 3729: 0.024626143821918432
Position 2882: 0.01952596049761254
Position 2419: 0.01667691015424582
Position 4078: 0.008084451360788905
Position 578: 0.006578890870887052
Position 36: 0.006368957358446838
Position 51: 0.005648563168464403
Position 1787: 0.005042882427064347
Position 2938: 0.004553253912666457
Position 2673: 0.0044575061816248965
Position 252: 0.004005175006751593
Position 3487: 0.0028513051783458387
Position 383: 0.002696688001356005
Position 3290: 0.002637020697314587
Position 899: 0.0026363230684192437
Position 741: 0.0021509485351530744
Position 67: 0.002141331968190687
Position 2781: 0.0018522764501419365
Position 2197: 0.00139634506464488
Position 662: 0.001345633443093091
Position 814: 0.0012720954806521142
Position 1535: 0.0011421970968492133
Position 1410: 0.001109667053149771
Position 1592: 0.001083370261957552
Position 1994: 0.0009708349925304789
Position 1441: 0.0009628510783445747
Position 590: 0.0008460324010403339
Position 854: 0.0007380889447118681
Position 1301: 0.0007049346740920398
Position 534: 0.0005708869589407359
Position 1819: 0.0004990793166578993
Position 317: 0.00047752160432806644
Position 3482: 0.0004247043723291929
Position 1335: 0.0004049258941992879
Position 268: 0.00036463361037040434
Position 3708: 0.0003363751636153173
Position 2021: 0.0003001924570304961
Position 1199: 0.00028987491835407125
Position 3524: 0.0002871210732431726
Position 3757: 0.00023718540194461437
Position 3134: 0.00021631204657235735
Position 2355: 0.00021139532400244327
Position 725: 0.0002111538657674164
Position 33: 0.00020574135586135786
Position 2602: 0.00019403785786871054
Position 2463: 0.00018719518594653427
Position 2703: 0.0001236955241851117
Position 1924: 0.00010655700303213509
Position 3216: 0.00010482063029432791
Position 479: 9.996673684776196e-05
Position 2051: 7.703497272900896e-05
Position 687: 7.167568056579223e-05
Position 2145: 7.092547700136758e-05
Position 2496: 6.446862808533832e-05
Position 1898: 5.858562806079018e-05
Position 1125: 5.2988843287159674e-05
Position 2759: 5.2829499188581244e-05
Position 933: 4.202861825744301e-05
Position 1828: 4.123938872703874e-05
Position 2201: 2.3008780908158085e-05
Position 615: 1.658574372487499e-05
Position 495: 1.3011261011272535e-05
Position 785: 9.336665426886583e-06
Position 903: 4.5983887630563005e-06
Position 497: 4.20969754712166e-06
Position 752: 4.202586117125604e-06
Position 779: 4.120631860794377e-06
Position 118: 3.4251071874205196e-06
Position 71: 2.8164477937066303e-06
Position 441: 2.714692953666129e-06
Position 481: 2.4188285971183368e-06
Position 21: 2.377901976045334e-06
Position 759: 2.0851176046543847e-06
Position 1597: 1.3016269747685403e-06
Position 149: 7.925611618275138e-07
Position 516: 4.02720853498353e-07
Position 3: 3.084778778969291e-07
Position 9: 2.843544684940779e-07
Position 988: 2.7708279266568114e-07
Position 129: 2.664745331525322e-07
Position 583: 2.1934377741198898e-07
Position 2364: 1.6548477722680743e-07
Position 1096: 1.0315794097360169e-07
Position 2546: 9.488988872051965e-08
Position 606: 2.8697868960643714e-08
Position 1837: 1.094100735287621e-08
Position 1146: 1.0564417367891582e-08
Position 608: 2.2769760012809827e-09
Position 423: 1.7161107766098658e-09
Position 408: 1.472443367093949e-09
Position 745: 7.979460075621015e-10
Position 418: 7.494178366842315e-10
Position 387: 7.020255838628799e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2190: 0.7010617019142716
Position 3000: 0.6104277563411014
Position 2941: 0.21118507547035362
Position 2621: 0.10370307267640635
Position 2748: 0.07783529655747862
Position 2417: 0.07111450770203338
Position 952: 0.0592185268219477
Position 1953: 0.04444543956071267
Position 2970: 0.037254210631952125
Position 932: 0.03055612240224399
Position 4357: 0.023078848295273197
Position 3957: 0.0225850899446564
Position 2270: 0.014988189268360378
Position 2463: 0.01494390267278842
Position 2833: 0.01480923204712328
Position 4163: 0.011343724266772024
Position 2778: 0.008123401341200369
Position 1884: 0.007646304459719563
Position 4138: 0.006392834355232949
Position 1106: 0.004907465903985847
Position 197: 0.004507165872595401
Position 2673: 0.004267558677066496
Position 2044: 0.004134668497170845
Position 970: 0.0037741622596843315
Position 2678: 0.0036347425841627297
Position 3954: 0.0034547662948140115
Position 1656: 0.0030122286976966735
Position 1161: 0.002956281431199274
Position 2130: 0.0028479391715397462
Position 549: 0.002749380601723915
Position 658: 0.002597810953232955
Position 3606: 0.0025429825683091294
Position 3774: 0.0023101316980365804
Position 2911: 0.0018917996288137537
Position 2480: 0.0015880210119939774
Position 3648: 0.0014891963490829454
Position 113: 0.001457488212885883
Position 1680: 0.0013569369493224566
Position 1716: 0.0013090308155691139
Position 2299: 0.001204119989738976
Position 3825: 0.0011962637254218386
Position 2499: 0.0011424670040584765
Position 2851: 0.0009399614022304341
Position 847: 0.0009185885990495242
Position 216: 0.0008768397102263618
Position 2808: 0.0007810911442983511
Position 2605: 0.0007494651897961537
Position 3081: 0.0007038241386274065
Position 1125: 0.0006703125618148168
Position 615: 0.0006572242793548456
