Gene = dac
index = 1664
Annotated 5SS: [  562  2191  4474 10724 12799 13229 13871 14143 17004 17506 17946]
Annotated 3SS: [ 1190  4446 10565 12402 12925 13354 14058 16742 17267 17751 18243]
SMsplice 5SS: [   28 10724 12799 13229 13871 14143 17004 17506 17946]
SMsplice 3SS: [10586 12402 12925 13354 14058 16742 17267 17751 18243]
top_k =  1000
Partition function (log Z): 32.44379523602664

Sorted 5' Splice Sites (High to Low Probability):
Position 17506: 0.9978905707190335
Position 17946: 0.997093913697099
Position 14143: 0.9948231662671626
Position 12799: 0.9800554144837491
Position 13871: 0.977530175970691
Position 13229: 0.9656976292299322
Position 10724: 0.9267171352163271
Position 17004: 0.8059450477275312
Position 16881: 0.4219056618387434
Position 562: 0.2865229676086951
Position 28: 0.2800664608495907
Position 18390: 0.279875449276258
Position 351: 0.27135598732982263
Position 4474: 0.22778214149057757
Position 14304: 0.1695443895989509
Position 2191: 0.12156192756606862
Position 807: 0.092130780888352
Position 12262: 0.07130255614898555
Position 7969: 0.06710481738895953
Position 15925: 0.061178158127876574
Position 4820: 0.05194483179535549
Position 13474: 0.051598536987789385
Position 18985: 0.04808868873436901
Position 14914: 0.04576975857015371
Position 16340: 0.04477787050390594
Position 13286: 0.03481100573651742
Position 12049: 0.03139788935479983
Position 12287: 0.024176783364801953
Position 356: 0.016743552877390534
Position 15109: 0.016099116053458488
Position 396: 0.016003970094995254
Position 15017: 0.015844602882708125
Position 3716: 0.01577537828478647
Position 14351: 0.01224145123920707
Position 14325: 0.011863739120216581
Position 93: 0.011468130990464148
Position 15688: 0.008841836840803722
Position 16573: 0.008780323045557177
Position 14580: 0.00812304338055808
Position 18450: 0.007804270429303752
Position 407: 0.007571886199392472
Position 16569: 0.007279202769189049
Position 18622: 0.0072315800466945185
Position 89: 0.006997282593044365
Position 97: 0.005256951214145539
Position 101: 0.003939907275939578
Position 17157: 0.003706930305309317
Position 11649: 0.0031159133922750845
Position 16406: 0.003090502174129497
Position 15119: 0.0030637070263415046
Position 16650: 0.0028569783146083364
Position 17690: 0.0026410248873984105
Position 13999: 0.002474008382641518
Position 75: 0.0024121068327191426
Position 786: 0.0023546231771592123
Position 5768: 0.00209999444190228
Position 4807: 0.0019340815397739088
Position 14329: 0.0018971075871027406
Position 14816: 0.0018061847029553428
Position 10979: 0.001665892471133135
Position 14147: 0.0016540954012224413
Position 18385: 0.001652104330513168
Position 15694: 0.0016058780774008787
Position 17883: 0.0013640773645965287
Position 12814: 0.001170463353055472
Position 11348: 0.0010888503782006535
Position 15684: 0.0010525037859043108
Position 15847: 0.0010115921024424586
Position 630: 0.0010000581879636974
Position 609: 0.000994035821716027
Position 1586: 0.0009722113140873534
Position 517: 0.0009498656795206844
Position 16911: 0.0008804580193639631
Position 17950: 0.0008432229284561365
Position 19160: 0.0007555539999281718
Position 13478: 0.0007255461479043358
Position 11344: 0.0007211739467888336
Position 18833: 0.0007090836868539542
Position 15941: 0.0006983133244614752
Position 14885: 0.0006527299880381322
Position 500: 0.0006491870918145794
Position 16923: 0.0006342164089651087
Position 14878: 0.0006328775849468721
Position 347: 0.0005916458311923197
Position 13928: 0.0005876435125009754
Position 3773: 0.0005820286191739922
Position 12744: 0.0005716353051560437
Position 14131: 0.000569752083755078
Position 15624: 0.0005533421567706675
Position 3696: 0.0005491828213389716
Position 1464: 0.0005385469104168281
Position 14613: 0.0005319564548291265
Position 3855: 0.0005193257063815381
Position 818: 0.0004885281568395996
Position 13950: 0.000478391272334793
Position 467: 0.0004593076126462811
Position 3611: 0.00045162783210905464
Position 17624: 0.00044345503664896673
Position 15150: 0.0004389927530267037
Position 11288: 0.0004219039954946836
Position 2352: 0.00041030869329150923
Position 811: 0.0003976576095761227
Position 732: 0.0003888447243665429
Position 19033: 0.0003824453984617959
Position 3768: 0.0003792992743846548
Position 12720: 0.00034815755134855593
Position 13621: 0.0003135595970314355
Position 18092: 0.0003129649360502957
Position 111: 0.00030605041351756035
Position 16090: 0.00030325318501026846
Position 13905: 0.00028977966334817185
Position 105: 0.0002653647600557799
Position 18462: 0.00026085689141627506
Position 18808: 0.0002455787627732992
Position 13889: 0.00022117678894718133
Position 15911: 0.00021931829470923583
Position 1926: 0.00020814071652988132
Position 17997: 0.00020178450990098246
Position 16885: 0.0001984900457028637
Position 85: 0.00019116622268258848
Position 16860: 0.00018279190419998663
Position 18951: 0.00017596287554205324
Position 18705: 0.00017477440588723462
Position 13724: 0.00017145910668262663
Position 18395: 0.00017023576574108257
Position 16921: 0.00015658905018119836
Position 14943: 0.0001528882986327492
Position 14868: 0.00015277317859997786
Position 4043: 0.00015242746544650855
Position 2804: 0.00015097751684372442
Position 17575: 0.00015031393775750832
Position 955: 0.0001430887195774149
Position 115: 0.00013225906363575427
Position 16905: 0.0001208968457345747
Position 2729: 0.00011252306856140584
Position 17017: 0.00011182498992702332
Position 18130: 0.00010447498414930074
Position 17008: 0.00010256337579092368
Position 18638: 0.00010061636081872693
Position 15102: 0.00010018832117406442
Position 14838: 9.899077789213383e-05
Position 13493: 9.814605025141234e-05
Position 2335: 9.68234912207732e-05
Position 14510: 9.257467737994884e-05
Position 14830: 8.896021948114741e-05
Position 13819: 8.83365555876213e-05
Position 1272: 8.79255627138213e-05
