Gene = Cdk5alpha
index = 1063
Annotated 5SS: [ 413 1585 2144 2409]
Annotated 3SS: [ 646 2005 2202 2480]
SMsplice 5SS: [ 413 1585 2144 2409]
SMsplice 3SS: [ 646 2005 2202 2480]
top_k =  1000
Partition function (log Z): -6.266358346637205

Sorted 5' Splice Sites (High to Low Probability):
Position 2409: 0.8987315298335735
Position 1585: 0.8130804111687157
Position 413: 0.7841045166620113
Position 2144: 0.4974399549556736
Position 1403: 0.10516072173066646
Position 884: 0.05114964900402322
Position 394: 0.03611043490606134
Position 526: 0.024902780215131756
Position 1623: 0.010060232310164017
Position 865: 0.00994455146378047
Position 241: 0.008288285509115818
Position 1607: 0.00621967079520115
Position 1363: 0.004687225491315049
Position 169: 0.003429022905725351
Position 1825: 0.0033193447525944495
Position 429: 0.002709114643766027
Position 188: 0.002689856243979914
Position 299: 0.0019481744510084892
Position 479: 0.0013415134044801379
Position 150: 0.0012745833892641454
Position 2149: 0.00099042437124037
Position 134: 0.0007551823709009172
Position 2315: 0.0007347844493069222
Position 2319: 0.0006416069843926279
Position 1444: 0.0006370325019819435
Position 444: 0.0005650460271667758
Position 289: 0.000501444264911443
Position 234: 0.00043110251745150004
Position 81: 0.00039908122629807096
Position 75: 0.0003069086631480989
Position 1394: 0.0003051055782791711
Position 600: 0.00024798468966725156
Position 543: 0.0002219052423978037
Position 2334: 0.0002153734739481238
Position 481: 0.00020052961011126036
Position 10: 0.0001837869409846105
Position 2703: 0.00018107358473268108
Position 2708: 0.0001656196040634906
Position 1594: 0.00013758554455068717
Position 2425: 0.00013665979145712702
Position 837: 0.00013618559654311494
Position 661: 9.386948981930222e-05
Position 1137: 9.043796351148571e-05
Position 2397: 7.814541220169525e-05
Position 274: 6.555290799298547e-05
Position 186: 4.306892032552615e-05
Position 297: 3.783927088196448e-05
Position 881: 3.366498871686153e-05
Position 1837: 3.205326358461677e-05
Position 2325: 3.131930367620608e-05
Position 1589: 2.6317358301481864e-05
Position 2377: 2.4717617909618577e-05
Position 2554: 1.740597689926252e-05
Position 2263: 1.7263613326350072e-05
Position 663: 1.6627907053349408e-05
Position 1101: 1.647992209235e-05
Position 1384: 6.897731284432886e-06
Position 220: 6.320184609628522e-06
Position 207: 4.7742620799078045e-06
Position 64: 4.592994724298476e-06
Position 313: 4.325688709548694e-06
Position 1035: 4.179662002950932e-06
Position 888: 4.000286159480357e-06
Position 251: 3.827660969972573e-06
Position 612: 3.6119955541058635e-06
Position 56: 3.1054043374751714e-06
Position 470: 3.036847401310694e-06
Position 898: 1.1021304944210045e-06
Position 1012: 6.869671704110423e-07
Position 985: 3.1830692085434945e-07
Position 1182: 3.070845026914965e-07
Position 702: 6.504375828403507e-08
Position 606: 4.791697245848832e-08
Position 2507: 2.5640901099261876e-09
Position 1188: 2.058830473678018e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2480: 0.9063556647634092
Position 646: 0.8096570216774842
Position 2202: 0.4000749473280247
Position 2005: 0.39223407642948027
Position 1973: 0.2644841891642553
Position 2062: 0.08154277035849489
Position 2224: 0.07846207288574883
Position 2251: 0.05325287286717479
Position 1479: 0.03419324946827063
Position 1649: 0.03011386468773745
Position 1772: 0.02705586031377362
Position 1953: 0.024593019178357725
Position 1938: 0.017454994280881746
Position 804: 0.014271760600483413
Position 1900: 0.010685922940613034
Position 2554: 0.009973554786800991
Position 1425: 0.007981694491334412
Position 915: 0.007924734417675494
Position 1874: 0.007141225735062096
Position 589: 0.006767389137611625
Position 1296: 0.0067381889184132465
Position 1508: 0.006084021030831436
Position 465: 0.005909762887256358
Position 1837: 0.005753660426751441
Position 1700: 0.004504079711653432
Position 1669: 0.004452694045662183
Position 1924: 0.003957779862327583
Position 2029: 0.0037891849789244043
Position 1494: 0.0036918319827174873
Position 292: 0.0033294951032240405
Position 1413: 0.003315080974224836
Position 526: 0.003072044845835851
Position 708: 0.002799991457303601
Position 2383: 0.002771993702033868
Position 1455: 0.0023871611975457064
Position 1928: 0.002327620245920404
Position 927: 0.0020454759564363144
Position 1542: 0.0019601660070707417
Position 1842: 0.0018927161359035796
Position 1167: 0.0018451999155462459
Position 1748: 0.0014072854101982724
Position 969: 0.0012247226762403926
Position 772: 0.0011703884943047556
Position 2614: 0.0011288758680552866
Position 1560: 0.0009543008990459652
Position 1684: 0.0009295841458032398
Position 1862: 0.0008969814478064125
Position 2502: 0.0008398177533753231
Position 1619: 0.0007808421802224041
Position 1488: 0.0007077935803630118
Position 310: 0.0006103829618906315
Position 1113: 0.0005930577661939587
Position 1443: 0.0005781528472234747
Position 1224: 0.0005495914116899869
Position 1727: 0.0005109574424238155
Position 1020: 0.00048750369971608805
Position 2788: 0.0004444173552761849
Position 1092: 0.00036449702361966366
Position 1089: 0.0003634187876819077
Position 2183: 0.00035455424683013465
Position 1889: 0.00026511231312108024
Position 2740: 0.000241089113605024
Position 2135: 0.00022300450919932881
Position 2106: 0.00020214874444990992
Position 1302: 0.00020111819213529226
Position 2298: 0.0002003731513028581
Position 2143: 0.00017734695292786327
Position 2507: 0.0001447182988902581
Position 1260: 0.0001256048773463506
Position 377: 0.00010923871807027048
Position 234: 0.00010481498854418869
Position 2793: 9.547120922017886e-05
Position 612: 9.445642888671098e-05
Position 203: 8.708662393881724e-05
Position 1209: 8.102510967410152e-05
Position 444: 7.841776175632586e-05
Position 2676: 7.82514770482515e-05
Position 1634: 7.797944149275183e-05
Position 2408: 7.390640203943818e-05
Position 182: 7.385143915220963e-05
Position 536: 6.675814903824301e-05
Position 1116: 5.633859867015713e-05
Position 1368: 5.5957753844104564e-05
Position 1044: 5.584199598679611e-05
Position 1518: 5.160133652934711e-05
Position 1314: 5.052169022307248e-05
Position 450: 4.359754482786772e-05
Position 1173: 4.134797576249468e-05
Position 1362: 3.5887125269311766e-05
Position 470: 3.4280957470170643e-05
Position 758: 2.7101876958784504e-05
Position 1308: 2.363607106150215e-05
Position 1432: 2.3116501973064756e-05
Position 1320: 2.297589562825779e-05
Position 68: 2.2449057202973198e-05
Position 1119: 1.9686298239153315e-05
Position 861: 1.891310738255781e-05
Position 1527: 1.849794768948533e-05
Position 1257: 1.8400968307135927e-05
Position 1350: 1.7607639237716433e-05
Position 834: 1.723644215891448e-05
Position 801: 1.5308022299899974e-05
Position 819: 1.3703097469023096e-05
Position 2064: 1.2813560256725514e-05
Position 297: 1.2399585896175733e-05
Position 1056: 1.2256011274330822e-05
Position 1029: 1.2027618610472184e-05
Position 240: 1.00885919848205e-05
Position 876: 9.911360916993046e-06
Position 1137: 9.113472066038683e-06
Position 217: 8.644625788691966e-06
Position 1356: 8.531905194364431e-06
Position 1380: 4.839208297740849e-06
Position 1272: 4.611188753715486e-06
Position 1344: 4.386494192647358e-06
Position 251: 4.046290070584146e-06
Position 1053: 2.458995049126323e-06
Position 1131: 2.4256067741880175e-06
Position 750: 2.2043848807120098e-06
Position 598: 2.0785092816171636e-06
Position 543: 1.8487652965850966e-06
Position 114: 1.6280617094736007e-06
Position 134: 1.217142305399724e-06
Position 828: 7.159424597291212e-07
Position 75: 5.332818199087744e-07
Position 347: 2.8975520329844093e-07
Position 81: 1.9684054879465358e-07
Position 1005: 1.566112728913293e-07
Position 128: 1.1163255115891084e-07
Position 335: 9.929469121129447e-08
Position 1326: 8.032238283671391e-08
Position 412: 7.339620552504001e-08
Position 1572: 6.765332246877773e-08
Position 1125: 5.969171942552474e-08
Position 1584: 4.396992885595212e-08
Position 1332: 3.762006701141436e-08
Position 394: 2.2662165952750988e-08
Position 837: 2.1742921547232904e-09
Position 530: 3.444301425184946e-10
Position 668: 3.0274326547692804e-10
Position 105: 1.2977706443076001e-16
