Gene = strat
index = 1897
Annotated 5SS: [204]
Annotated 3SS: [273]
SMsplice 5SS: [204]
SMsplice 3SS: [273]
top_k =  1000
Partition function (log Z): -4.777628961471018

Sorted 5' Splice Sites (High to Low Probability):
Position 204: 0.9992336385451625
Position 539: 0.05232121446048261
Position 655: 0.005532859887354255
Position 650: 0.005520136232132695
Position 830: 0.003676647329015085
Position 499: 0.0007621865906990062
Position 502: 0.00072229905775322
Position 596: 0.0006863479299517484
Position 23: 0.0006517644899166987
Position 644: 0.0005253943499636799
Position 864: 0.00016491743485140135
Position 421: 0.0001600212797345349
Position 844: 0.00014164913446391834
Position 414: 0.00011903103940817756
Position 791: 0.00011862813305461544
Position 782: 0.0001144492738665563
Position 6: 9.227682069011413e-05
Position 400: 7.787955823679059e-05
Position 815: 7.318473237981543e-05
Position 448: 6.431373881175314e-05
Position 663: 2.8925274071753304e-05
Position 208: 2.6277509958934583e-05
Position 355: 2.440139478423869e-05
Position 823: 2.0467200023209563e-05
Position 387: 1.6808903133871517e-05
Position 548: 1.5304984503246895e-05
Position 3: 1.3574196507214032e-05
Position 138: 6.339866667824329e-06
Position 688: 5.524292790312021e-06
Position 274: 5.473567870727079e-06
Position 13: 3.9877854450666105e-06
Position 543: 3.787546437786416e-06
Position 602: 3.3024494151176365e-06
Position 716: 2.778718960082578e-06
Position 160: 2.2793047993974406e-06
Position 541: 2.1005388009705085e-06
Position 731: 1.1432804486136567e-06
Position 765: 9.178789521223335e-07
Position 786: 1.4078651480977119e-07
Position 51: 9.440918110908068e-08
Position 149: 6.99238511690185e-08
Position 706: 3.155473192574976e-08
Position 875: 2.5418996381978586e-08
Position 252: 1.3203668308122043e-09
Position 280: 6.554665069699533e-10
Position 258: 3.067574261329137e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 273: 0.9871232190923289
Position 706: 0.02561248310312784
Position 731: 0.016149960801955777
Position 908: 0.014574162314682488
Position 644: 0.008915565145806251
Position 602: 0.007654175801904266
Position 648: 0.0037989593321267885
Position 713: 0.001907094275362488
Position 297: 0.001261254995035654
Position 622: 0.0006978767229916763
Position 300: 0.0006498567804552706
Position 87: 0.0006044582008265886
Position 716: 0.0005497152897092823
Position 917: 0.00044418611858821976
Position 736: 0.00033744070078491913
Position 303: 0.00013445478589861542
Position 625: 8.25706043835387e-05
Position 410: 5.998878353565709e-05
Position 875: 5.9868844212159146e-05
Position 329: 5.899764377524476e-05
Position 103: 5.6450853606623757e-05
Position 776: 3.9810447998531007e-05
Position 320: 3.759371485331043e-05
Position 64: 3.5154781005261415e-05
Position 149: 2.8836706336203377e-05
Position 89: 1.5590083729531045e-05
Position 343: 9.71093319471935e-06
Position 782: 8.323129975775546e-06
Position 548: 6.4599292446528375e-06
Position 360: 5.884120964236359e-06
Position 834: 5.855846539784338e-06
Position 864: 5.080274453755421e-06
Position 495: 4.544137915967189e-06
Position 93: 1.6147270881768467e-06
Position 796: 1.311388762712541e-06
Position 655: 1.279373175428376e-06
Position 414: 9.871667212564504e-07
Position 197: 4.764617969750657e-07
Position 174: 3.705646090791783e-07
Position 803: 2.9432122890124916e-07
Position 850: 2.1205590803510844e-07
Position 378: 1.6571302813917576e-07
Position 510: 1.1367158503218188e-07
Position 519: 1.0693261814777394e-07
Position 791: 3.399651045281023e-08
Position 180: 2.9624309047253226e-08
Position 107: 1.2930944223555631e-08
Position 200: 3.0076723668497896e-09
Position 241: 1.4002609241825451e-09
Position 525: 6.710927369748785e-10
Position 467: 2.4613201563361315e-10
Position 442: 2.0216727460655609e-10
Position 438: 1.7156819100678886e-10
Position 333: 1.301459220014765e-10
Position 497: 3.2198492028299934e-11
Position 182: 5.002358688608526e-13
Position 208: 3.150008246078858e-14
Position 203: 9.572615966137017e-18
