Gene = Ilp2
index = 1225
Annotated 5SS: [229]
Annotated 3SS: [301]
SMsplice 5SS: [229]
SMsplice 3SS: [301]
top_k =  1000
Partition function (log Z): -6.860633737904264

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9892382583091668
Position 183: 0.0039473644167335505
Position 194: 0.0020186516803988503
Position 178: 0.0013003017140233114
Position 204: 0.0010486235381468307
Position 171: 0.0009743648187465329
Position 541: 0.000739163538912659
Position 282: 0.0006860804767790262
Position 52: 0.0005387269091582168
Position 489: 0.00024081361242298354
Position 35: 0.00020381467790153785
Position 185: 0.0001829175549289074
Position 528: 0.00015850445643176149
Position 675: 0.00012623319254677625
Position 632: 0.0001105802944990391
Position 616: 0.00010359806197723729
Position 506: 9.996430644048759e-05
Position 654: 7.857506180642597e-05
Position 395: 5.9122824770486256e-05
Position 538: 4.068650238017384e-05
Position 233: 3.96108654973212e-05
Position 126: 3.699480875137378e-05
Position 501: 3.521575716092248e-05
Position 154: 2.873889183590249e-05
Position 591: 2.7908236827676537e-05
Position 427: 1.7481370908764715e-05
Position 102: 1.3407668428918114e-05
Position 425: 1.2705358382799865e-05
Position 668: 9.76973380898416e-06
Position 96: 8.511129494242075e-06
Position 481: 7.864674567224461e-06
Position 131: 7.782991510713066e-06
Position 354: 2.8173488713636194e-06
Position 342: 2.5860492243142625e-06
Position 448: 1.6462787243680764e-06
Position 305: 1.313248136416056e-07
Position 80: 8.749899830391825e-09
Position 346: 4.486060282000022e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 301: 0.5731601433689547
Position 342: 0.418952880002672
Position 725: 0.004254553147365889
Position 664: 0.002686256690755849
Position 314: 0.0012097409010354897
Position 351: 0.0005781343189209754
Position 272: 0.0004472769734953593
Position 118: 0.0003496510780265306
Position 448: 0.00021457681424253019
Position 126: 9.018452464827577e-05
Position 354: 6.547449228826539e-05
Position 243: 3.536918728393707e-05
Position 516: 3.117962429954811e-05
Position 395: 1.76232490429492e-05
Position 475: 1.383370392253463e-05
Position 545: 1.0307190166541322e-05
Position 552: 9.225783041376415e-06
Position 250: 8.10051846023819e-06
Position 154: 5.1490041914410185e-06
Position 218: 3.585503416004989e-06
Position 259: 1.5765128958557366e-06
Position 360: 1.4013696519601525e-06
Position 161: 1.0325322957098098e-06
Position 528: 9.798436355312446e-07
Position 194: 3.9890341284459825e-07
Position 455: 3.2337113679574395e-07
Position 366: 1.798284544924929e-07
Position 233: 1.7094603056533102e-07
Position 141: 8.049920842633892e-08
Position 131: 7.65843115050492e-08
Position 501: 4.2525082081655404e-08
Position 363: 1.3053460730843776e-08
Position 191: 4.591480529483697e-09
Position 170: 7.344426469994447e-10
Position 178: 2.6375640306483173e-10
Position 413: 9.974038385784043e-18
