Gene = Gug
index = 1204
Annotated 5SS: [  536  2207 12182 13316 18153 18337 18562 18783 19002 19572 19761 20266
 20458 20562]
Annotated 3SS: [ 1852 12049 13081 13378 18212 18416 18621 18944 19487 19642 20165 20362
 20508 21229]
SMsplice 5SS: [  536 18153 18337 18562 18783 19572 19761 20266 20608 21118]
SMsplice 3SS: [16402 18212 18416 18621 19487 19642 20165 20362 20832 21229]
top_k =  1000
Partition function (log Z): 17.966284652614462

Sorted 5' Splice Sites (High to Low Probability):
Position 18562: 0.9986958596590302
Position 18783: 0.9946999698376103
Position 19572: 0.9937464516874724
Position 536: 0.9443795394547799
Position 20266: 0.9389747053770482
Position 18337: 0.6342703197929362
Position 20608: 0.5724844491688398
Position 19761: 0.5116868478211449
Position 21118: 0.5081772047162727
Position 19770: 0.46361335386642266
Position 20562: 0.414002650798986
Position 2207: 0.38580991514460544
Position 10132: 0.37577537613485706
Position 12167: 0.35989558682142647
Position 21122: 0.2019675750843661
Position 19002: 0.191117664160324
Position 9386: 0.14015257076529064
Position 9390: 0.12589326360401437
Position 22371: 0.0855872017586131
Position 21671: 0.05171265804733128
Position 20458: 0.048323951995781635
Position 19328: 0.034458839172177395
Position 21111: 0.03303488800936921
Position 8851: 0.02828984990489149
Position 21430: 0.02827135676182355
Position 1418: 0.023737741353770415
Position 11161: 0.02203465337942286
Position 9784: 0.01629305824586756
Position 766: 0.013794151877696075
Position 8855: 0.011733325582284874
Position 20288: 0.011457424351356398
Position 1614: 0.010938866504083773
Position 245: 0.010574180320084352
Position 21083: 0.010500030969070049
Position 8859: 0.009950233561318396
Position 20911: 0.009715208209953963
Position 22325: 0.00879926730010817
Position 11026: 0.008092751766344079
Position 8863: 0.008060048037972214
Position 6223: 0.006170593134621705
Position 9782: 0.006082771350518582
Position 9984: 0.005914070261592342
Position 11413: 0.005590226240295336
Position 9365: 0.00482266333485574
Position 9999: 0.004272433232162356
Position 9509: 0.0039869119481647335
Position 9994: 0.0037330497078857786
Position 21039: 0.003452281481230071
Position 20928: 0.003214662614043145
Position 275: 0.002907579969264912
Position 21170: 0.0029026838525873845
Position 9979: 0.002886482467303166
Position 19576: 0.0027138952632520122
Position 21150: 0.0026910499392920743
Position 19739: 0.002536773289474172
Position 19335: 0.0025293005140643865
Position 19223: 0.0024535543253994437
Position 19586: 0.002441711333792025
Position 19765: 0.002162686822306435
Position 21828: 0.0020775110037780406
Position 557: 0.002071288498083531
Position 10728: 0.001955091305905884
Position 22218: 0.0018832605175248009
Position 18990: 0.0018726610064918536
Position 1698: 0.0016746235762701317
Position 18720: 0.0015990544326106725
Position 1444: 0.0015920927715635858
