Gene = SmB
index = 1506
Annotated 5SS: [134]
Annotated 3SS: [502]
SMsplice 5SS: [134]
SMsplice 3SS: [502]
top_k =  1000
Partition function (log Z): -4.164796968184494

Sorted 5' Splice Sites (High to Low Probability):
Position 134: 0.9666063973128319
Position 69: 0.029537605780451264
Position 427: 0.0035921102659493467
Position 418: 0.0016520906254894067
Position 86: 0.00104468808115155
Position 74: 0.0009596242051047544
Position 138: 0.000763662489964784
Position 671: 0.00043990914118714953
Position 379: 0.0003044357234453769
Position 172: 0.0001618479563814786
Position 376: 0.0001278230169115647
Position 585: 0.00010815182463341367
Position 707: 9.720766597592194e-05
Position 66: 6.739649775885516e-05
Position 743: 6.503494198182233e-05
Position 230: 5.916785081340362e-05
Position 1089: 4.072045815617618e-05
Position 190: 2.702899408879792e-05
Position 286: 2.6653364947235203e-05
Position 1065: 2.201039853247156e-05
Position 548: 2.1675489636820863e-05
Position 884: 2.0816887006636315e-05
Position 891: 2.048620444308186e-05
Position 177: 1.9728903471861223e-05
Position 731: 1.6144357913976753e-05
Position 314: 1.5332434294988757e-05
Position 219: 1.2392516347702589e-05
Position 334: 1.1397374246175262e-05
Position 819: 9.901558113301126e-06
Position 149: 6.587060951710077e-06
Position 187: 6.374046881394564e-06
Position 182: 5.824102248249707e-06
Position 807: 5.358890231674545e-06
Position 573: 4.126144932355287e-06
Position 695: 3.0718341547519327e-06
Position 464: 2.8181402612155064e-06
Position 1023: 1.3319230666885232e-06
Position 960: 1.2298210678009016e-06
Position 870: 1.2218139596461335e-06
Position 853: 8.586484029072361e-07
Position 640: 8.019820751994595e-07
Position 860: 7.01078713736166e-07
Position 938: 1.789463555128433e-07
Position 893: 1.392278744722219e-07
Position 879: 1.0574336912129292e-07
Position 824: 8.264613430522609e-08
Position 557: 3.4140877494638255e-08
Position 782: 1.3282570971566758e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 502: 0.9767499073639058
Position 203: 0.020983408625683996
Position 334: 0.003417011587972211
Position 187: 0.002195564965360293
Position 800: 0.0007515760420941027
Position 416: 0.0006936527892501375
Position 565: 0.0002807313773933094
Position 532: 0.0001911072325082337
Position 241: 0.00018461381892477335
Position 1132: 0.000167968328057477
Position 913: 8.487698141120521e-05
Position 1007: 3.956761979353892e-05
Position 596: 3.940030301166328e-05
Position 670: 3.835448813294805e-05
Position 437: 2.2149089081644328e-05
Position 866: 9.904526207596435e-06
Position 649: 6.101030598723029e-06
Position 731: 5.951744221863626e-06
Position 661: 5.752125062682845e-06
Position 514: 4.826499121916522e-06
Position 177: 4.4727706853944065e-06
Position 764: 3.89878498469755e-06
Position 637: 2.215146124180992e-06
Position 118: 1.8843435925586115e-06
Position 877: 1.5223230475520125e-06
Position 156: 1.500669099688599e-06
Position 356: 1.3767654025821697e-06
Position 679: 8.014685224472042e-07
Position 691: 5.333829421280352e-07
Position 640: 4.546821313917522e-07
Position 797: 3.9817522789834825e-07
Position 766: 2.8729934098675053e-07
Position 938: 1.7065129959844668e-07
Position 935: 1.4359191699956695e-07
Position 1056: 7.684835466184403e-08
Position 138: 5.728997930818383e-08
Position 782: 5.537155104795021e-08
Position 685: 1.575226387892326e-08
Position 724: 9.941099541053685e-09
