Gene = PAPLA1
index = 1352
Annotated 5SS: [  420 22759 22934 23484 23965 24797]
Annotated 3SS: [18859 22818 23006 23545 24020 24864]
SMsplice 5SS: [  420  1378  1636 22759 22934 23484 23965 24797]
SMsplice 3SS: [  588  1438 22464 22818 23006 23545 24020 24864]
top_k =  1000
Partition function (log Z): -14.914106002765742

Sorted 5' Splice Sites (High to Low Probability):
Position 420: 0.9781832879162826
Position 1378: 0.8479440746898745
Position 1636: 0.41619049081330606
Position 1640: 0.39231228148500985
Position 5147: 0.16716581521610846
Position 4652: 0.14318006591266697
Position 2493: 0.08915923925682512
Position 1179: 0.07390528874697133
Position 1344: 0.06824450943821517
Position 10855: 0.061612557244866674
Position 13138: 0.05770717640625914
Position 19324: 0.03026000210596393
Position 4956: 0.024938188692484934
Position 97: 0.02482508926386586
Position 4031: 0.010235092214052123
Position 424: 0.009056632769245674
Position 3118: 0.008691728927706172
Position 1108: 0.008635175222784008
Position 434: 0.007077150018567904
Position 1693: 0.006462894884604734
Position 609: 0.0063628607968842016
Position 2742: 0.00520028811396808
Position 3244: 0.005189723187139495
Position 4401: 0.004732852439239674
Position 3726: 0.0022039722091802736
Position 2352: 0.0021147509511862173
Position 1532: 0.0018288071179240013
Position 1376: 0.0017606004540953926
Position 3122: 0.0017063592848032582
Position 1387: 0.0013071055607010785
Position 9038: 0.001252590637282249
Position 116: 0.001233399568561437
Position 3126: 0.001175801170832043
Position 76: 0.0011572848886143485
Position 6986: 0.0009897474159936855
Position 1160: 0.000946776851703965
Position 3866: 0.0008136234166032458
Position 855: 0.0006737749107390353
Position 4283: 0.0005882232726236484
Position 438: 0.0005784245994018166
Position 103: 0.0005019786719571396
Position 9551: 0.0004692358778773556
Position 3943: 0.00043887102161646574
Position 802: 0.00038793858010297173
Position 1382: 0.0003552093296168623
Position 3: 0.0003145090166124867
Position 828: 0.00027649739976507337
Position 2719: 0.00026505587278714463
Position 9028: 0.0002597739018312689
Position 8985: 0.0002398407748490264
Position 9423: 0.00022202314794599723
Position 3415: 0.000206202099816042
Position 895: 0.00019472148395197357
Position 225: 0.00018188885395470418
Position 101: 0.00015531524207943587
Position 1746: 0.00014822853281926576
Position 3088: 0.00013790867907621142
Position 2209: 0.0001314382676748106
Position 1439: 0.00012107868896761502
Position 836: 0.00010297112997794044
Position 705: 0.00010098557249689662
Position 777: 9.998213152060118e-05
Position 1183: 9.821645293388777e-05
Position 1148: 8.625565924429135e-05
Position 568: 8.437881904901315e-05
Position 846: 8.223381775042545e-05
Position 4466: 8.079576984338945e-05
Position 66: 7.91709726539711e-05
Position 639: 7.424933680254336e-05
Position 2659: 5.758336339628414e-05
Position 2104: 5.253298302003684e-05
Position 442: 4.968736637771709e-05
Position 94: 4.692619121182285e-05
Position 242: 4.401233072200833e-05
Position 590: 3.771708862695109e-05
Position 1213: 3.69961344948634e-05
Position 170: 3.6462705520360345e-05
Position 2227: 3.4222508162975524e-05
Position 1960: 3.3481149838865226e-05
Position 458: 3.166277919963241e-05
Position 771: 2.9260679989208978e-05
Position 1767: 2.8228586819907918e-05
Position 780: 2.163500527267098e-05
Position 604: 2.1103010376737997e-05
Position 208: 2.074618847708223e-05
Position 2497: 1.820596620175968e-05
Position 2330: 1.785153490248908e-05
Position 114: 1.7630667737461944e-05
Position 1879: 1.654968965493497e-05
Position 3083: 1.5935869594471967e-05
Position 2515: 1.5404184291271104e-05
Position 1339: 1.5166828261537684e-05
Position 1519: 1.3789498959532272e-05
Position 722: 1.2388121364234491e-05
Position 2325: 1.1127943712095357e-05
Position 1729: 9.290668995829394e-06
Position 1580: 8.276256651404956e-06
Position 428: 6.202198520667172e-06
Position 761: 5.871576920518867e-06
Position 1313: 5.640729731665852e-06
Position 2355: 4.506198068594385e-06
Position 2693: 2.686884100052591e-06
Position 1540: 2.1984622204572444e-06
Position 464: 2.0191473095260556e-06
Position 272: 1.7875016120135093e-06
Position 741: 1.6128935375182658e-06
Position 961: 1.4840057809430648e-06
Position 1753: 1.4283368527983665e-06
Position 1741: 1.2715625991454178e-06
Position 2934: 1.222138055301306e-06
Position 710: 9.83663265222131e-07
Position 1598: 8.432289779555797e-07
Position 1656: 7.999843643817321e-07
Position 948: 6.423889423452356e-07
Position 1392: 6.091077029506132e-07
Position 142: 5.786751136311537e-07
Position 547: 4.350571152699256e-07
Position 267: 3.6711494702445867e-07
Position 1592: 3.237427167716631e-07
Position 5529: 2.904166381456314e-07
Position 232: 1.692150809770042e-07
Position 684: 1.4335370910950217e-07
Position 362: 1.0774242472731965e-07
Position 365: 9.915803151435597e-08
Position 269: 9.028031170667504e-08
Position 471: 8.615373169517367e-08
Position 1227: 8.47676704156287e-08
Position 312: 6.717041855058816e-08
Position 230: 4.569726160580598e-08
Position 2146: 3.693666251961208e-08
Position 2056: 3.223882964797119e-08
Position 2070: 3.1270723713037666e-08
Position 976: 1.3552861699900869e-08
Position 392: 4.605460719169134e-09
Position 299: 1.7003323564953712e-09
Position 588: 4.509111533178316e-10
Position 1565: 1.3065147018641626e-10
Position 1502: 5.694100893864958e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 18859: 0.9946639578689246
Position 1438: 0.8731495839938008
Position 588: 0.4017301994947261
Position 877: 0.16554455133470541
Position 943: 0.144624095663505
Position 1230: 0.09979690718715394
Position 5030: 0.09656778916596048
Position 4149: 0.09169070078564585
Position 10416: 0.07791591359845289
Position 828: 0.047421903146019954
Position 4998: 0.044642726197156694
Position 4912: 0.03604712779124575
Position 777: 0.03537000913419729
Position 19385: 0.03026000210596393
Position 1303: 0.023709662588746565
Position 761: 0.02361192969499842
Position 3816: 0.021797616882532164
Position 174: 0.017086161555324057
Position 11385: 0.014180722508786844
Position 1500: 0.012449905450847228
Position 2828: 0.010738965573673662
Position 968: 0.010677251085393049
Position 1696: 0.010314112835215267
Position 11362: 0.010256885421322465
Position 11894: 0.009915570236486225
Position 894: 0.009716049373092249
Position 1235: 0.008447284073904566
Position 4466: 0.007551344069293229
Position 4128: 0.007515045962288225
Position 3616: 0.007057673545930562
Position 780: 0.006480682398105831
Position 5038: 0.005695589425824656
Position 4193: 0.005638209957585475
Position 186: 0.005549506453017235
Position 1213: 0.005546790885971607
Position 2439: 0.005255315151874848
Position 1167: 0.005089556918950213
Position 1488: 0.004916750641636408
Position 974: 0.004883638411710556
Position 2385: 0.0043646250025748505
Position 2208: 0.004300606101423345
Position 11764: 0.0038236394496299333
Position 11808: 0.003456324822980467
Position 13201: 0.003352129489142236
Position 2768: 0.0031691941330055226
Position 2618: 0.003052756710138087
Position 4979: 0.0030468634352136025
Position 3185: 0.0030305087519250156
Position 654: 0.0029248656686945798
Position 8882: 0.00245922977767631
Position 789: 0.002335090075253291
Position 698: 0.002116350577009634
Position 4417: 0.0020441288195875177
Position 3326: 0.0018726336541545847
Position 3007: 0.00181900207433293
Position 170: 0.001802001386364882
Position 3788: 0.0017497474726986852
Position 4584: 0.001694744444686843
Position 262: 0.001620893097436993
Position 705: 0.0015528755559709956
Position 4780: 0.001503851263928072
Position 1281: 0.001429504700367431
Position 2587: 0.0013763750539321365
Position 15703: 0.0013192411008334784
Position 4206: 0.0012905915182936946
Position 495: 0.0012086340517060623
Position 684: 0.0010632210877276878
Position 4154: 0.0010622841876935598
Position 3757: 0.0010191232971226373
Position 2943: 0.0010169131128487125
Position 595: 0.0009024708159273848
Position 2610: 0.0008173066627140265
Position 3140: 0.0007210532032160108
Position 3311: 0.000700766505963424
Position 1034: 0.0006230090282692411
Position 135: 0.0005760658747859099
Position 568: 0.0005539727753124891
Position 1475: 0.0005350368152542761
Position 1925: 0.0004564054299098177
Position 192: 0.00043519794409120437
Position 224: 0.0003757194543821015
Position 2000: 0.00033255643868995813
Position 2073: 0.0003103876494746471
Position 3400: 0.000300752581445084
Position 1505: 0.00029859389872439215
Position 3515: 0.0002959406675224816
