Gene = Sec61alpha
index = 1480
Annotated 5SS: [ 252  542 2605]
Annotated 3SS: [ 473 1512 2677]
SMsplice 5SS: [ 252  542 2605]
SMsplice 3SS: [ 473 1512 2677]
top_k =  1000
Partition function (log Z): 2.225111808087907

Sorted 5' Splice Sites (High to Low Probability):
Position 2605: 0.9974595126360077
Position 542: 0.8139098213859802
Position 252: 0.5989967614616766
Position 1337: 0.09416149142859627
Position 2841: 0.08637234765537928
Position 1290: 0.077907207852909
Position 2116: 0.06786828692303214
Position 2340: 0.06549267710049334
Position 1741: 0.05493789466432985
Position 161: 0.0536446932472813
Position 1658: 0.038552101517304246
Position 2402: 0.0250075131971192
Position 556: 0.020417012223754177
Position 3074: 0.015492857606377464
Position 2262: 0.013733763243467248
Position 1676: 0.011940895143148975
Position 1845: 0.006388562082879447
Position 1198: 0.005525283210986173
Position 399: 0.005001092251304127
Position 1655: 0.004278625621902306
Position 1913: 0.0035411471205677833
Position 2847: 0.003540988639010649
Position 1745: 0.002501094737704535
Position 780: 0.0021760853506049976
Position 124: 0.002090185012151098
Position 1388: 0.001875293041871223
Position 256: 0.001642794638819687
Position 1592: 0.0012481291791781508
Position 3080: 0.001112331509270298
Position 566: 0.0010495904121141197
Position 546: 0.0009354440931244595
Position 1306: 0.0006599229828369244
Position 1177: 0.0006506683851812545
Position 1814: 0.0005667232811085545
Position 363: 0.0005666341973286958
Position 1778: 0.0005573075385336768
Position 2609: 0.0005459253872428158
Position 2054: 0.0005371760511404643
Position 48: 0.0005263546793811572
Position 1294: 0.00047307553273464784
Position 609: 0.00046235384372444413
Position 3087: 0.0004610038881110811
Position 438: 0.00046040371540434684
Position 1233: 0.00045864241609973533
Position 1801: 0.00045712809636725516
Position 383: 0.00037739180044174975
Position 575: 0.0003681250580623738
Position 106: 0.00032037390560981906
Position 657: 0.0002887236076957895
Position 1266: 0.0002814275916443408
Position 2319: 0.000273756235477984
Position 507: 0.00023231022226772558
Position 2622: 0.0002310798888981913
Position 115: 0.00020959149673088778
Position 37: 0.0002023712213313656
Position 303: 0.00020098371238011324
Position 235: 0.00019043611646737713
Position 154: 0.00013300993085370755
Position 743: 0.00012437754454951643
Position 2803: 0.00011773332834312403
Position 295: 0.00011739248982155119
Position 142: 0.0001091152770652867
Position 189: 0.0001048907876244944
Position 2611: 0.00010432059611927678
Position 2249: 0.0001038842589167958
Position 394: 9.950594482070529e-05
Position 1391: 8.979156964127887e-05
Position 577: 8.698104040983799e-05
Position 1168: 7.4397047153471e-05
Position 1328: 7.2338400535851e-05
Position 176: 7.20109127505715e-05
Position 98: 7.085811382703052e-05
Position 182: 6.616341250511975e-05
Position 60: 6.249970323095224e-05
Position 2456: 5.9070956939880434e-05
Position 309: 5.2006975955659024e-05
Position 838: 4.5831918518178247e-05
Position 3191: 4.5707585353898424e-05
Position 2074: 4.5264660321048056e-05
Position 311: 4.090154647421458e-05
Position 783: 3.891749005920773e-05
Position 614: 3.565013381619011e-05
Position 316: 3.3105595075893166e-05
Position 2781: 3.2582953958726236e-05
Position 923: 2.9480740723401092e-05
Position 721: 2.9176344663098548e-05
Position 89: 2.8065497929929957e-05
Position 95: 2.303464799777847e-05
Position 764: 2.18812819824998e-05
Position 149: 1.9302197894146714e-05
Position 1634: 1.830710345529327e-05
Position 1247: 1.730672937861681e-05
Position 3055: 1.6719395975367852e-05
Position 544: 1.6629322340573344e-05
Position 836: 1.6107484762982614e-05
Position 937: 1.582081005784224e-05
Position 2807: 1.4363236560800489e-05
Position 397: 1.2866827485192692e-05
Position 827: 8.9965494994674e-06
Position 262: 6.206425107786843e-06
Position 17: 6.055345228168533e-06
Position 214: 5.9774696483767585e-06
Position 450: 5.271458772034696e-06
Position 994: 4.737088817884472e-06
Position 3331: 4.5892814260777225e-06
Position 2905: 4.105710107150209e-06
Position 3133: 3.574652497457292e-06
Position 903: 3.214813450185626e-06
Position 1831: 3.2085265235790076e-06
Position 1135: 2.846637941374327e-06
Position 2708: 2.267236427712627e-06
Position 718: 1.4695386750888945e-06
Position 2453: 1.4455382979475826e-06
Position 1636: 1.3375726657695988e-06
Position 478: 1.2078963265887456e-06
Position 19: 1.06196829035659e-06
Position 2488: 1.0340824037256893e-06
Position 865: 8.959067459612995e-07
Position 11: 8.715374127595137e-07
Position 602: 5.730875310159918e-07
Position 1567: 5.649149404878817e-07
Position 3059: 5.595031003835553e-07
Position 1318: 5.574287388593516e-07
Position 26: 5.122197559447689e-07
Position 3052: 4.867582836866159e-07
Position 2550: 4.754901851575029e-07
Position 488: 4.5108840570317884e-07
Position 2541: 4.208244364567472e-07
Position 1690: 4.1980409346719273e-07
Position 2520: 3.9802563721012026e-07
Position 863: 3.390948304652196e-07
Position 29: 2.9027932643214686e-07
Position 584: 2.5758474252942593e-07
Position 2038: 1.1725435682112939e-07
Position 968: 1.1605695164102986e-07
Position 347: 6.499133886458487e-08
Position 2784: 4.315999476022404e-08
Position 1857: 4.2212860104400355e-08
Position 2370: 3.757106569426027e-08
Position 2854: 3.455111797784801e-08
Position 2061: 2.9956045307055556e-08
Position 2011: 2.6217904325023025e-08
Position 734: 2.3624277387161283e-08
Position 1876: 2.1923131307616012e-08
Position 1921: 2.1685678578215027e-08
Position 1825: 2.1585522325646977e-08
Position 1874: 1.4598017480490049e-08
Position 2197: 1.2462505806972165e-08
Position 2344: 1.1424446628419646e-08
Position 1902: 1.0290646456456267e-08
Position 2200: 9.711775096553046e-09
Position 2331: 8.50209261114422e-09
Position 1531: 7.162345628062772e-09
Position 648: 2.0769059317203044e-09
Position 2945: 8.263026625884054e-11
Position 2861: 3.2402486455512246e-11
Position 3043: 2.2725907037317356e-11
Position 2935: 1.0495983855217047e-11
Position 499: 3.227533795230588e-12
Position 473: 6.722103773572616e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2677: 0.999804102623271
Position 1512: 0.9469974292855804
Position 473: 0.5264812154977774
Position 2482: 0.2217652946647652
Position 2319: 0.06851778146717018
Position 2899: 0.06712832234486524
Position 1081: 0.03821335002543234
Position 1197: 0.029390379905737774
Position 696: 0.026581683211460032
Position 994: 0.025505944378762548
Position 1713: 0.02503405353103849
Position 214: 0.02075405422774776
Position 3128: 0.018453285640633175
Position 2355: 0.012114864808427614
Position 2902: 0.011783020414457158
Position 903: 0.005177469509432818
Position 1523: 0.004597884544474585
Position 2905: 0.004070960132490584
Position 1818: 0.0036093309768007067
Position 507: 0.003502010721849053
Position 937: 0.0028326868028123744
Position 316: 0.0027850927636430354
Position 221: 0.002351001715538862
Position 2105: 0.002103405155641247
Position 375: 0.0020579245681151387
Position 3131: 0.0019334158006403517
Position 185: 0.0017065123070089034
Position 1899: 0.0012864348227519975
Position 783: 0.0011119502006716835
Position 1785: 0.0010768983699010323
Position 3171: 0.001076336410536013
Position 847: 0.0010222830455413681
Position 300: 0.0010188106480760208
Position 3074: 0.000980996683431675
Position 272: 0.0009639746844949315
Position 1578: 0.000953999517294719
Position 2215: 0.0007871029183547587
Position 743: 0.0007187308667364025
Position 3178: 0.0006104392222673437
Position 2027: 0.0005474133731672834
Position 1788: 0.00041163900706432335
Position 764: 0.0003266745824833821
Position 705: 0.0002831764584011753
Position 2887: 0.0002331630775581484
Position 2945: 0.00023075141720751822
Position 671: 0.00021596482023901814
Position 1020: 0.0001896121016134095
Position 3382: 0.0001858464249577325
Position 478: 0.00018363692501272163
Position 226: 0.00018347814616183868
Position 3143: 0.00017959588266971095
Position 1419: 0.00016413719245377215
Position 1391: 0.00015409490307029456
Position 1157: 0.00015065036875591657
Position 2973: 0.00013977568317654701
Position 2148: 0.00013838183037502317
Position 2283: 0.0001211763134313826
Position 3323: 0.00011485342319036011
Position 2422: 0.00011423409265544648
Position 2689: 8.774034852689114e-05
Position 563: 8.083315116418068e-05
Position 154: 6.95596953790107e-05
Position 2241: 6.495438681525286e-05
Position 3328: 4.3810078063606126e-05
Position 2942: 4.358327398132077e-05
Position 1172: 3.45820005563193e-05
Position 953: 3.4502796106394494e-05
Position 580: 3.366009683621362e-05
Position 2262: 3.206195629986072e-05
Position 816: 1.9632885098723406e-05
Position 1606: 1.9333392528204784e-05
Position 3305: 1.3320833335010858e-05
Position 584: 8.127852234410086e-06
Position 2686: 6.986947350034853e-06
Position 3078: 6.732833782220055e-06
Position 1731: 6.0712265518997775e-06
Position 1531: 5.1767638519487535e-06
Position 295: 4.233850402182351e-06
Position 1323: 2.4332696222511696e-06
Position 3091: 2.2643807916603377e-06
Position 202: 2.0730241470491787e-06
Position 488: 1.1616467269759521e-06
Position 433: 9.941015532773215e-07
Position 256: 9.593890329896901e-07
Position 139: 8.725913577313176e-07
Position 235: 6.457408801893616e-07
Position 161: 5.652256546852563e-07
Position 189: 3.464302593267068e-07
Position 252: 8.349358057837002e-08
Position 2701: 3.864884516527861e-08
Position 535: 3.300236727096595e-08
Position 575: 2.789205255151573e-08
Position 2695: 9.773486550049435e-09
Position 2698: 1.7324548420953614e-09
Position 541: 1.9558950952049706e-10
Position 165: 6.561631679131006e-13
