Gene = Tfb4
index = 1555
Annotated 5SS: [  61  299  547 1027]
Annotated 3SS: [ 117  350  607 1090]
SMsplice 5SS: [  61  299  547 1027]
SMsplice 3SS: [ 117  350  607 1090]
top_k =  1000
Partition function (log Z): 5.310894763624388

Sorted 5' Splice Sites (High to Low Probability):
Position 299: 0.9891913434735781
Position 547: 0.9497636977638124
Position 61: 0.9444595188405747
Position 1027: 0.9143684015066544
Position 494: 0.026321993002247367
Position 818: 0.026143084334853184
Position 276: 0.007371708829113722
Position 1160: 0.004201115030568452
Position 808: 0.0039021453310998946
Position 688: 0.003755463482728398
Position 531: 0.0024063780389030264
Position 853: 0.0013585738953599993
Position 977: 0.0012351962737994614
Position 676: 0.0010268139980963136
Position 219: 0.0009212118198314588
Position 303: 0.000635873994067793
Position 771: 0.000577775904066228
Position 273: 0.0004390639147067677
Position 1031: 0.0004006951685005182
Position 945: 0.0003344453863864091
Position 439: 0.0003133705004072736
Position 789: 0.00029812236320997057
Position 989: 0.00027179026140772863
Position 697: 0.00016574866261601705
Position 408: 0.00016265525288919794
Position 321: 0.00014387438563662707
Position 1172: 0.00012016560452526123
Position 707: 6.900380997216577e-05
Position 500: 6.635259426017554e-05
Position 67: 3.674452269220045e-05
Position 519: 2.9284922740477363e-05
Position 857: 2.0866177627520226e-05
Position 427: 1.7790074786668016e-05
Position 397: 1.3897645647164275e-05
Position 844: 6.364612234126244e-06
Position 656: 4.247965638076399e-06
Position 632: 3.2470690978616725e-06
Position 968: 2.996613383696048e-06
Position 1005: 2.9762203429413076e-06
Position 141: 2.908849890589951e-06
Position 417: 2.3071557343993268e-06
Position 382: 2.1599506769548233e-06
Position 177: 1.344845930330569e-06
Position 914: 7.449177068174192e-07
Position 1185: 7.272773301850933e-07
Position 602: 6.559754381196966e-07
Position 659: 6.36653234788243e-07
Position 360: 2.4942653969098843e-07
Position 882: 1.2430509049284788e-07
Position 1111: 7.592452019168579e-08
Position 893: 3.5710065699208775e-08
Position 147: 1.4617344642000666e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.9893027995122701
Position 607: 0.966290100203464
Position 117: 0.9408494242325668
Position 1090: 0.9071165430837304
Position 877: 0.04048933134359192
Position 374: 0.007165825621885978
Position 613: 0.005693024866422664
Position 1103: 0.0049570002539287795
Position 1229: 0.004434741472419211
Position 1127: 0.002925862123759512
Position 377: 0.002171613254913723
Position 808: 0.0021304138128867933
Position 170: 0.0016357503627650557
Position 914: 0.001244569064843603
Position 1069: 0.0011897216418385748
Position 194: 0.0009897352313037767
Position 724: 0.0004279671341627171
Position 1056: 0.00025558572218693017
Position 665: 0.00022887170686967758
Position 185: 0.0002127409830478423
Position 688: 0.0001625635646859139
Position 637: 0.00015669929743435712
Position 1217: 9.79018815329434e-05
Position 1005: 6.465955200243408e-05
Position 1169: 5.1587586384146066e-05
Position 414: 4.236868958393994e-05
Position 435: 3.270908474357031e-05
Position 215: 3.2081041144956095e-05
Position 1172: 3.1338979162795296e-05
Position 557: 2.1937884677210897e-05
Position 615: 2.1409811289420573e-05
Position 817: 2.0695879690416632e-05
Position 1027: 1.9324776405271068e-05
Position 251: 1.1319969283520673e-05
Position 844: 1.0678132102510644e-05
Position 545: 9.738955251698005e-06
Position 781: 9.578248253412153e-06
Position 669: 8.202734422009944e-06
Position 826: 8.036737352533608e-06
Position 1175: 7.821897164120954e-06
Position 771: 6.2120367262485606e-06
Position 254: 5.681524844079083e-06
Position 763: 5.523841078904074e-06
Position 785: 5.355421524223602e-06
Position 1136: 5.235235812458357e-06
Position 397: 4.2880188438041e-06
Position 1142: 3.092964792608678e-06
Position 408: 2.446972734285235e-06
Position 1194: 2.260843231353267e-06
Position 1145: 1.672477283660544e-06
Position 550: 4.2137671211736024e-07
Position 485: 2.5741594543050745e-07
Position 1198: 2.41858468647062e-07
Position 1072: 2.0807084858939193e-07
Position 552: 1.976895117045763e-07
Position 382: 1.7913251497618737e-07
Position 515: 1.4583965167979115e-07
Position 260: 9.017804093255802e-08
Position 450: 6.351813198906322e-08
Position 306: 5.7422474301458214e-08
Position 447: 5.343486535382824e-08
Position 561: 1.6040481881961712e-08
Position 444: 2.228444415446059e-09
Position 458: 1.9706633730886356e-09
Position 308: 1.3535115465061896e-09
Position 432: 1.2017035055700407e-09
Position 498: 3.999130299846727e-10
Position 303: 5.738819789831791e-11
