Gene = FRG1
index = 1161
Annotated 5SS: [130 365 628 887]
Annotated 3SS: [181 428 686 978]
SMsplice 5SS: [130 365 628 887]
SMsplice 3SS: [181 428 686 978]
top_k =  1000
Partition function (log Z): 6.579242534591214

Sorted 5' Splice Sites (High to Low Probability):
Position 628: 0.9986568417553267
Position 887: 0.9599338630774003
Position 130: 0.9463399832962337
Position 365: 0.9455036715764564
Position 774: 0.025473961628318224
Position 310: 0.007321042464316936
Position 134: 0.005998518071845762
Position 371: 0.005966081753249151
Position 274: 0.005158131856600372
Position 928: 0.004768936129756266
Position 14: 0.0029396937759401712
Position 891: 0.0015050271459350708
Position 107: 0.0015035042613548433
Position 278: 0.0011305903558996202
Position 326: 0.00041515086297424435
Position 30: 0.0003838884658910663
Position 240: 0.0003228189434929366
Position 870: 0.00021095050417742765
Position 517: 0.0001819791661243416
Position 1114: 0.0001744850290406264
Position 619: 0.00010626045873088852
Position 1095: 9.88607355072919e-05
Position 632: 7.495657194385154e-05
Position 885: 6.0836578384296815e-05
Position 73: 5.1300432022774156e-05
Position 778: 4.4594972370514525e-05
Position 793: 4.212393262460177e-05
Position 805: 3.8577844801526043e-05
Position 25: 3.5510262673629664e-05
Position 340: 3.202871119512089e-05
Position 609: 3.1394979938674915e-05
Position 798: 2.3556954992898288e-05
Position 27: 2.3498927151118698e-05
Position 392: 2.1371995249189186e-05
Position 18: 2.0227885526509885e-05
Position 677: 1.929563711596505e-05
Position 5: 1.595432902927086e-05
Position 317: 1.1313688044898584e-05
Position 315: 1.1303745457704278e-05
Position 65: 7.773366314286037e-06
Position 822: 3.8533094574887345e-06
Position 592: 2.1537217525734544e-06
Position 825: 1.98823466271544e-06
Position 178: 1.711124346271097e-06
Position 243: 1.0364665123434679e-06
Position 261: 8.145905219309803e-07
Position 940: 5.425972784273767e-07
Position 651: 2.9832295727880557e-07
Position 543: 2.8195432069158743e-07
Position 246: 1.894091031945779e-07
Position 1031: 1.5767056896879402e-07
Position 528: 1.4058934704760654e-07
Position 994: 7.779753284313418e-08
Position 522: 4.521530595316913e-08
Position 410: 3.804835523644609e-08
Position 756: 2.2427235773338962e-08
Position 571: 1.083014918583381e-08
Position 412: 7.047531700040367e-09
Position 728: 6.797504594171674e-09
Position 428: 2.414743760655045e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.9866953131391328
Position 428: 0.9652046811678472
Position 181: 0.9512303600661766
Position 686: 0.9418364392597697
Position 744: 0.05191081160021928
Position 1000: 0.006985472515434896
Position 77: 0.002476570326653736
Position 994: 0.0019891013017788632
Position 233: 0.001394848990957695
Position 516: 0.0007855945543836497
Position 185: 0.0007234867728947601
Position 200: 0.0005208085638631882
Position 773: 0.00036920106935398636
Position 845: 0.0003142641956536744
Position 817: 0.00030274354029783475
Position 1161: 0.0002859518566180999
Position 798: 0.00019041694238446682
Position 187: 0.00018206762760930185
Position 203: 0.0001750400294679068
Position 561: 0.00011859995010939453
Position 239: 0.00011620235028147028
Position 520: 0.00011483308031541525
Position 916: 0.00010240331291942373
Position 1048: 6.750637950422868e-05
Position 1037: 6.435861790502064e-05
Position 839: 6.324736447705283e-05
Position 337: 6.0959293418347145e-05
Position 1089: 5.866077958100219e-05
Position 209: 5.1869123811259253e-05
Position 472: 5.0014691713380116e-05
Position 1006: 4.431818256728855e-05
Position 770: 3.8653677242751494e-05
Position 1009: 2.0510424551024082e-05
Position 528: 1.736553305962759e-05
Position 371: 1.629509576749069e-05
Position 1024: 1.1118615677093208e-05
Position 155: 1.1023276627765695e-05
Position 324: 8.44547489242402e-06
Position 788: 8.011134948314054e-06
Position 379: 7.709873087432557e-06
Position 100: 7.081608833517988e-06
Position 116: 5.636100609808541e-06
Position 782: 5.607596980588159e-06
Position 589: 4.515280540380881e-06
Position 592: 3.942421915991871e-06
Position 543: 3.6454800962618444e-06
Position 849: 2.129326663001782e-06
Position 315: 1.9677627452561354e-06
Position 927: 1.8736477294372324e-06
Position 483: 1.8464300263389784e-06
Position 285: 1.5010840179138268e-06
Position 350: 1.0910613133885575e-06
Position 1095: 1.084813462560503e-06
Position 445: 9.325100845407315e-07
Position 246: 8.426374064752542e-07
Position 854: 6.008045706854246e-07
Position 266: 5.58230726109939e-07
Position 1138: 5.476873010867588e-07
Position 1045: 4.796636521433166e-07
Position 1123: 4.2033642241428557e-07
Position 1060: 3.1446314613668857e-07
Position 243: 3.00713154790685e-07
Position 896: 2.6077094074988784e-07
Position 215: 2.4800545879972467e-07
Position 870: 1.3523357317635238e-07
Position 1055: 7.717112122541512e-08
Position 878: 5.865834852181496e-08
Position 294: 5.4084462317984564e-08
Position 480: 4.7955104337410964e-08
Position 609: 3.678116305078838e-08
Position 130: 3.5861119250872135e-08
Position 290: 1.8252170405968166e-08
Position 805: 1.6425559358731532e-08
Position 875: 1.2433765536844584e-08
Position 340: 1.1216422511129804e-08
Position 814: 7.838853191318587e-09
Position 1106: 5.1890776058422055e-09
Position 606: 4.1097313980135924e-09
Position 326: 3.3897835267973966e-09
Position 632: 2.3345839807344553e-09
Position 858: 1.4435234002719222e-09
Position 558: 1.1823346134936387e-09
Position 254: 4.757415273316219e-10
Position 121: 5.609727151406257e-11
Position 627: 5.86611893745904e-13
