Gene = Charon
index = 1069
Annotated 5SS: [ 783 1092 1776]
Annotated 3SS: [ 891 1161 1848]
SMsplice 5SS: [ 783 1092 1776]
SMsplice 3SS: [ 891 1161 1848]
top_k =  1000
Partition function (log Z): 3.018586664103829

Sorted 5' Splice Sites (High to Low Probability):
Position 1092: 0.9875244867702522
Position 783: 0.97898520074428
Position 1776: 0.9748504350925985
Position 1989: 0.2964246070382238
Position 1394: 0.017012558997788557
Position 463: 0.010759401125521312
Position 826: 0.006714090980083233
Position 793: 0.004804783576136444
Position 1780: 0.004110660377356696
Position 806: 0.003994447600308255
Position 195: 0.0030344020691382614
Position 472: 0.0014740937880914576
Position 172: 0.0011087837169336402
Position 787: 0.0010815648526867278
Position 56: 0.001051062674950554
Position 444: 0.0006074596532308506
Position 238: 0.0004945762021541802
Position 1479: 0.00041480311030293507
Position 143: 0.0003619990487617824
Position 1096: 0.0003576736435754703
Position 1319: 0.0003446191985163821
Position 405: 0.00032914775722316954
Position 1968: 0.00032134734263600923
Position 809: 0.00026259658580341134
Position 833: 0.0002501616574870772
Position 627: 0.00017678007959140475
Position 1794: 0.00017495609340835818
Position 1636: 0.00014673491947786107
Position 812: 0.0001416694573906684
Position 267: 0.0001268570406527875
Position 255: 0.0001243690214443958
Position 74: 0.00010278996426013338
Position 604: 9.39441778741789e-05
Position 1209: 8.284993934244346e-05
Position 492: 5.6499308970900374e-05
Position 750: 4.883760233771738e-05
Position 51: 3.937496923356829e-05
Position 18: 3.530229055766103e-05
Position 1502: 3.487741051595878e-05
Position 1487: 3.3523169048342426e-05
Position 241: 2.7382057883383094e-05
Position 1977: 2.4445375346984594e-05
Position 332: 2.223341403226573e-05
Position 282: 2.1082403373993108e-05
Position 1417: 2.022555956214929e-05
Position 1074: 1.756208800901044e-05
Position 476: 1.673751571895051e-05
Position 658: 1.5789944266831458e-05
Position 1455: 1.5672734135084553e-05
Position 8: 1.2388025631821515e-05
Position 44: 1.1600923940431539e-05
Position 165: 9.085803364666346e-06
Position 1129: 8.773878689601739e-06
Position 103: 8.481350083136512e-06
Position 687: 7.712357115755843e-06
Position 1786: 7.522350006432407e-06
Position 307: 7.0343141661402395e-06
Position 598: 5.230851251422123e-06
Position 1062: 5.173330544575784e-06
Position 1925: 5.105135534358969e-06
Position 24: 4.3805440254665235e-06
Position 642: 4.344040046644416e-06
Position 1802: 3.497172500282268e-06
Position 483: 3.400891763638946e-06
Position 249: 3.283802191716407e-06
Position 271: 3.1242352290524287e-06
Position 88: 3.0827436031220604e-06
Position 345: 2.5418763538414826e-06
Position 53: 2.5320810839332075e-06
Position 1612: 2.102325089934274e-06
Position 1220: 2.0256887551239488e-06
Position 1432: 1.8583420891673012e-06
Position 994: 1.684672971645084e-06
Position 937: 1.594148053744197e-06
Position 1202: 1.5661573742388617e-06
Position 231: 1.1390048542801763e-06
Position 1545: 1.0726770624619196e-06
Position 228: 1.0450337567856559e-06
Position 1576: 6.744288908349927e-07
Position 1516: 6.007544892349917e-07
Position 1949: 5.176405427280882e-07
Position 1193: 5.080924418918936e-07
Position 1678: 3.6948192618659617e-07
Position 1647: 3.617660059180231e-07
Position 1222: 3.6152865124473843e-07
Position 1760: 2.320954921475058e-07
Position 1805: 1.8483286185277315e-07
Position 6: 1.7645364899956002e-07
Position 1574: 1.1717886598577078e-07
Position 777: 1.1187798473233297e-07
Position 1523: 9.400681476637516e-08
Position 1692: 8.650523824845554e-08
Position 690: 7.383121984016237e-08
Position 984: 1.5353438831086618e-08
Position 957: 1.2637674055510063e-08
Position 1814: 5.74462173925323e-09
Position 1709: 3.3920453537398145e-09
Position 678: 3.2586858216309037e-09
Position 969: 3.2373577404155395e-09
Position 1526: 2.3893259234506483e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1848: 0.9764463480266447
Position 891: 0.9652679555370653
Position 1161: 0.9487075868985506
Position 2043: 0.2975800605868343
Position 918: 0.033354777689828016
Position 1455: 0.010214782165719834
Position 1550: 0.008745089805975173
Position 1545: 0.007565540957723237
Position 1440: 0.006622675529348297
Position 686: 0.0063735764506964365
Position 1263: 0.005597944840868829
Position 1502: 0.004854966947286852
Position 1207: 0.003737449499105673
Position 1832: 0.0030324493355845536
Position 630: 0.0023819631727583545
Position 1487: 0.002096115705136849
Position 1415: 0.001981884676204599
Position 1213: 0.0016636361393916686
Position 267: 0.0015881585584291823
Position 573: 0.0014349084351757344
Position 1581: 0.0010960328791771608
Position 124: 0.000988179080841617
Position 1516: 0.0008568584670580903
Position 653: 0.0007092228000179222
Position 297: 0.0005374426130702179
Position 627: 0.0005039257496347679
Position 895: 0.0004819493457740704
Position 527: 0.00042280171403879374
Position 1584: 0.0003639600625197565
Position 384: 0.00035581336194259256
Position 1702: 0.0002611096540067176
Position 661: 0.0002556853812272462
Position 228: 0.00025348335425879514
Position 326: 0.00023429973882585443
Position 1379: 0.00020615307213329713
Position 146: 0.00019695668826071418
Position 307: 0.00016408598751435532
Position 403: 0.00015925859171334882
Position 567: 0.0001592506109880489
Position 1425: 0.0001578361083693874
Position 238: 8.886992670012935e-05
Position 1624: 7.750293088742908e-05
Position 492: 6.260876115742867e-05
Position 1824: 5.207420372006848e-05
Position 642: 4.4800984848881136e-05
Position 215: 4.407596381919372e-05
Position 1174: 4.385075810241236e-05
Position 984: 3.678075752414534e-05
Position 598: 3.443314434191572e-05
Position 443: 3.223396040814712e-05
Position 241: 3.075072041365441e-05
Position 210: 3.0132809941192933e-05
Position 665: 2.851756769736416e-05
Position 1687: 2.3207568145542893e-05
Position 2019: 2.0301268875116915e-05
Position 1636: 1.9463811850350455e-05
Position 580: 1.4422616937265013e-05
Position 1010: 1.1899134396884967e-05
Position 702: 1.0729535135047884e-05
Position 341: 9.061167900180597e-06
Position 1895: 8.581230344811836e-06
Position 1107: 8.375963628635813e-06
Position 1898: 7.598920850816561e-06
Position 1058: 7.5946805860006065e-06
Position 1561: 6.8761508833298305e-06
Position 390: 5.418557687753458e-06
Position 1598: 5.176024316634677e-06
Position 604: 5.032956877875824e-06
Position 1594: 4.963046205618703e-06
