Gene = RpL26
index = 1439
Annotated 5SS: [265]
Annotated 3SS: [430]
SMsplice 5SS: [265]
SMsplice 3SS: [430]
top_k =  1000
Partition function (log Z): -7.72853088653114

Sorted 5' Splice Sites (High to Low Probability):
Position 265: 0.9577474429910423
Position 40: 0.12714907160708946
Position 891: 0.033208782703294866
Position 643: 0.01721378019739346
Position 269: 0.00980208708056083
Position 380: 0.009310434884754824
Position 574: 0.008924916912258472
Position 953: 0.006508495084300956
Position 965: 0.005471759360124325
Position 675: 0.0032900184441364403
Position 365: 0.0031062157207762224
Position 613: 0.0018075990184125868
Position 147: 0.0013800740101188723
Position 15: 0.0008206914442218995
Position 459: 0.0003803810341685964
Position 567: 0.0003501743005586036
Position 652: 0.0003381375078298762
Position 77: 0.00026875971082943647
Position 279: 0.00020152609821093588
Position 117: 0.0001935540724112864
Position 852: 0.00013033373782287677
Position 754: 0.0001090861199165484
Position 164: 9.971812652059907e-05
Position 1413: 9.245641372715141e-05
Position 1124: 5.917305166848702e-05
Position 944: 4.495652494194434e-05
Position 369: 3.85462989255691e-05
Position 250: 3.7189286099962026e-05
Position 963: 2.299759330669351e-05
Position 1173: 2.101796720959953e-05
Position 1370: 1.819515661622688e-05
Position 1430: 1.4391798727265891e-05
Position 688: 1.4269704439886674e-05
Position 1379: 1.4161082992325706e-05
Position 231: 1.152634240830388e-05
Position 273: 1.1205312552915698e-05
Position 471: 7.617011143629451e-06
Position 931: 6.4435077635723695e-06
Position 1252: 6.0659789328008555e-06
Position 733: 3.1634542468346948e-06
Position 1127: 2.509155799630095e-06
Position 682: 1.2085432058408893e-06
Position 468: 5.893974946039152e-07
Position 410: 4.3135766506404667e-07
Position 174: 4.206415429653896e-07
Position 494: 3.4760588876708626e-07
Position 291: 2.593039346601168e-07
Position 607: 2.5427240053737357e-07
Position 679: 2.4488315969301703e-07
Position 578: 2.0735301719387573e-07
Position 463: 6.976231434685075e-08
Position 423: 3.741210462054434e-08
Position 465: 2.6995575382497794e-08
Position 534: 1.0850510670980966e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 430: 0.7691549895940261
Position 120: 0.1213911987308621
Position 524: 0.1199781312564385
Position 345: 0.04932739974985546
Position 1279: 0.021357278111082945
Position 1526: 0.01739029741449531
Position 1026: 0.014914384461412527
Position 479: 0.012376466321155662
Position 504: 0.008180287693325223
Position 749: 0.006482302152492229
Position 963: 0.0064723437935645155
Position 1205: 0.005112377141701318
Position 696: 0.0037793951238415087
Position 1400: 0.0034705291318572113
Position 642: 0.0033866270015866524
Position 552: 0.0033105649081138656
Position 1082: 0.0028896983874141854
Position 633: 0.0027441005865953337
Position 1352: 0.002408221301140901
Position 194: 0.0020164867239157516
Position 1252: 0.001774309137091453
Position 1403: 0.0010889449941749395
Position 1193: 0.0010018693003863064
Position 392: 0.0009268605541733347
Position 555: 0.0009189649081193223
Position 675: 0.0008123698318747503
Position 1511: 0.0006934442341221474
Position 63: 0.0006239037754049267
Position 1289: 0.00046598244397405764
Position 1163: 0.00039557730198001487
Position 702: 0.0003490237859489127
Position 753: 0.00027996472532082874
Position 1076: 0.00027974912251402674
Position 1470: 0.0002750967397037808
Position 1375: 0.0002481472810041237
Position 410: 0.00023285156310251707
Position 147: 0.0002302275773580129
Position 1530: 0.00017874742254855828
Position 1479: 0.00016922570493774558
Position 1370: 0.00016083075295984938
Position 1108: 0.00015162051969495405
Position 1492: 0.00011908700813518024
Position 453: 0.00011584360586257979
Position 1031: 0.00011287312702626559
Position 606: 9.898033808298158e-05
Position 86: 8.210477812004931e-05
Position 440: 7.266626464054271e-05
Position 342: 6.974979581815648e-05
Position 444: 3.310484134228862e-05
Position 1513: 2.6444850527130875e-05
Position 840: 2.3990390790533064e-05
Position 407: 1.498034836671108e-05
Position 708: 1.3812934781008068e-05
Position 768: 1.3073519542393973e-05
Position 612: 9.86696901129995e-06
Position 483: 8.353346724414245e-06
Position 567: 7.618793644614467e-06
Position 269: 7.581967573380487e-06
Position 80: 3.82602838934702e-06
Position 83: 3.743785233550623e-06
Position 75: 2.3160146686332844e-06
Position 846: 5.230318063194827e-07
Position 816: 4.935738071824339e-07
Position 660: 3.659458041000091e-07
Position 693: 2.859902040437953e-07
Position 792: 2.8052835513450274e-07
Position 774: 9.140253543779231e-08
Position 783: 9.040964238302543e-08
Position 651: 6.325725495095753e-08
Position 564: 1.463643518023593e-08
Position 492: 5.888596897179517e-09
Position 95: 5.70199530399161e-09
Position 347: 3.851081997427115e-09
Position 394: 7.85981925130846e-27
