Gene = gdl-ORF39
index = 1713
Annotated 5SS: [437 787]
Annotated 3SS: [ 491 1159]
SMsplice 5SS: [437 787]
SMsplice 3SS: [ 501 1159]
top_k =  1000
Partition function (log Z): -4.400556316024882

Sorted 5' Splice Sites (High to Low Probability):
Position 437: 0.9922831030474731
Position 787: 0.3810605937379177
Position 973: 0.07934291244844477
Position 962: 0.06158983259102996
Position 199: 0.03917694617179892
Position 204: 0.03762006328013538
Position 571: 0.024671078237389822
Position 835: 0.01729139707231426
Position 171: 0.012138656207277181
Position 565: 0.012034277960392787
Position 839: 0.0066301108388529175
Position 1306: 0.00496015434846321
Position 259: 0.0038228860065735986
Position 1036: 0.003279467627950341
Position 175: 0.00325042558392385
Position 645: 0.0020754219769845567
Position 696: 0.0014123878319708756
Position 7: 0.0010692130261258058
Position 750: 0.0006346795631255272
Position 814: 0.0005025330610199671
Position 871: 0.00048432865909862845
Position 319: 0.00036337851657357263
Position 666: 0.00023350999043685549
Position 811: 0.00022791757849309772
Position 542: 0.00021234837575943977
Position 933: 0.00013215024889921156
Position 148: 7.576180110723736e-05
Position 658: 3.4860440673007926e-05
Position 334: 3.0404690033175624e-05
Position 544: 2.9546905224207524e-05
Position 106: 2.828930035864564e-05
Position 399: 2.1257893719530192e-05
Position 441: 9.30790242069225e-06
Position 125: 7.181095395918676e-06
Position 342: 4.3328641688665275e-06
Position 371: 3.2194958260385224e-06
Position 1117: 2.910826134681295e-06
Position 455: 2.741777010323612e-06
Position 12: 2.035014285234247e-06
Position 350: 1.4703121739649248e-06
Position 83: 1.2533062067482695e-06
Position 1130: 1.1631937141642026e-06
Position 322: 6.140008778233914e-07
Position 101: 5.844323426692002e-07
Position 1269: 5.222277975655529e-07
Position 345: 5.181692590733705e-07
Position 285: 4.2799775503113956e-07
Position 1160: 3.427975121464896e-07
Position 128: 2.1096934564396198e-07
Position 1246: 1.0689780738510932e-07
Position 1310: 5.563200766329685e-08
Position 1252: 5.276459598862237e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1159: 0.6780333599681612
Position 501: 0.41717922849039596
Position 491: 0.3972761217949244
Position 633: 0.05324051384512184
Position 285: 0.0522916719889476
Position 270: 0.03742720626781839
Position 835: 0.014162129876348621
Position 1189: 0.013156154787270629
Position 871: 0.006339111991675321
Position 1359: 0.004279376252920661
Position 318: 0.0036358411823404725
Position 290: 0.001567113926175365
Position 990: 0.0012345481194056085
Position 1093: 0.0010529325047688694
Position 933: 0.0008617162514886372
Position 1369: 0.0007061367992282616
Position 972: 0.0006890697927909712
Position 1023: 0.0006488850854891205
Position 113: 0.0005565437648578784
Position 571: 0.0005155814371999711
Position 608: 0.0004473701111050893
Position 888: 0.0003809669367009958
Position 313: 0.0002939687365620785
Position 956: 0.00027101400481497083
Position 577: 0.00015039011368275128
Position 334: 8.531287879362916e-05
Position 778: 7.468017019059465e-05
Position 148: 6.559225748425583e-05
Position 655: 3.904221112033621e-05
Position 639: 3.3781682807561604e-05
Position 658: 2.886177437089129e-05
Position 961: 6.87308222308771e-06
Position 345: 6.790592098377745e-06
Position 729: 6.241478913346238e-06
Position 1228: 3.333614631211265e-06
Position 322: 2.7913341383671848e-06
Position 786: 1.7594935629828682e-06
Position 455: 1.0784736750467846e-06
Position 588: 1.0701533030103192e-06
Position 168: 9.08638094024796e-07
Position 359: 8.286866374515936e-07
Position 738: 6.21623762672441e-07
Position 338: 5.320889996847767e-07
Position 1231: 4.764640293636511e-07
Position 155: 4.3533672573639764e-07
Position 1306: 3.3196135716936367e-07
Position 645: 2.7448048733731375e-07
Position 342: 1.4218442592250237e-07
Position 1334: 1.1488438329224335e-07
Position 356: 7.645822982693647e-08
Position 350: 1.2411622058664783e-08
Position 671: 8.38602775762568e-09
Position 696: 8.278353462335568e-09
Position 371: 4.09553602806737e-09
Position 185: 3.0017740809180667e-09
Position 762: 2.272857704366407e-09
Position 187: 9.011597285415488e-10
Position 693: 5.355227708352061e-10
Position 678: 3.0818440571026685e-10
Position 684: 2.344410438927667e-10
Position 441: 1.1383194197132626e-10
Position 666: 6.419836365481411e-11
Position 199: 5.0068693854791193e-11
Position 437: 7.95998018226594e-12
