Gene = gkt
index = 1716
Annotated 5SS: [ 199  800 1250 1903]
Annotated 3SS: [ 252  859 1304 1962]
SMsplice 5SS: [ 199  800 1250 1903]
SMsplice 3SS: [ 252  859 1304 1962]
top_k =  1000
Partition function (log Z): 9.17645743977975

Sorted 5' Splice Sites (High to Low Probability):
Position 800: 0.9952355278396291
Position 199: 0.9941018912366545
Position 1903: 0.9396710775713359
Position 1250: 0.867332811685629
Position 1231: 0.0991129789043319
Position 2267: 0.04936438889119184
Position 2328: 0.03586805218745805
Position 2090: 0.032931176422483825
Position 933: 0.0058839108703172705
Position 1912: 0.005637171519896626
Position 804: 0.004475411984793208
Position 1776: 0.003855978048815893
Position 203: 0.003246544184891869
Position 1907: 0.002403325526133964
Position 2182: 0.0018702309687730408
Position 2153: 0.0013650582937826535
Position 417: 0.0010721003912079184
Position 1988: 0.0009136939157398144
Position 1023: 0.0008153774813543257
Position 1240: 0.0007680046236085963
Position 2172: 0.0007625085348393787
Position 1184: 0.0007265778105231289
Position 1046: 0.000688451070638878
Position 1141: 0.00046001861488305135
Position 1764: 0.00045158537921169265
Position 1172: 0.00037341132365759555
Position 1770: 0.00027850112357400016
Position 41: 0.00026786557115972265
Position 1179: 0.00023612930437968784
Position 1900: 0.00022799685442436986
Position 2341: 0.0001916162597155592
Position 2106: 0.0001510819622488799
Position 576: 0.0001375052266873171
Position 1026: 0.0001158073501421264
Position 1623: 0.00011279747464478315
Position 2140: 9.77097809780705e-05
Position 1879: 7.043719311622534e-05
Position 1474: 6.938071843034374e-05
Position 1588: 6.853161448590846e-05
Position 965: 5.888981899003768e-05
Position 920: 5.8077202356297456e-05
Position 1531: 5.510423243672264e-05
Position 43: 4.0498854831860975e-05
Position 2032: 3.97219575978471e-05
Position 2357: 3.3516665259049294e-05
Position 1997: 2.9184131286681773e-05
Position 1351: 2.855028152146365e-05
Position 2013: 2.806899412430893e-05
Position 482: 2.4486747094335217e-05
Position 948: 2.2165255502056848e-05
Position 1113: 1.7495437920535542e-05
Position 1266: 1.5933066085641562e-05
Position 753: 1.5731906643625978e-05
Position 1768: 1.531130356078642e-05
Position 573: 9.696442761580715e-06
Position 90: 9.596485829491203e-06
Position 1501: 9.562618641067569e-06
Position 992: 9.100286265036236e-06
Position 632: 8.877553802646699e-06
Position 1271: 8.573385185240424e-06
Position 2350: 8.417011507954208e-06
Position 455: 7.9776510047175e-06
Position 1780: 5.202617144411437e-06
