Gene = Rdh
index = 1417
Annotated 5SS: [302]
Annotated 3SS: [2938]
SMsplice 5SS: [1176]
SMsplice 3SS: [1352]
top_k =  1000
Partition function (log Z): -10.689167912016098

Sorted 5' Splice Sites (High to Low Probability):
Position 1176: 0.514683695746362
Position 1199: 0.348171881335506
Position 1551: 0.14732790237847113
Position 1547: 0.0732520970191139
Position 1295: 0.04865826416947425
Position 581: 0.04662071791891359
Position 2018: 0.01805824953661242
Position 2175: 0.017495937298293015
Position 2746: 0.013927690789995598
Position 834: 0.013170635574639643
Position 1196: 0.012719679893110226
Position 2203: 0.010254937204313017
Position 1555: 0.009271489755723181
Position 1227: 0.0058534302667259345
Position 1267: 0.005564932754786134
Position 1832: 0.0035687860232213268
Position 1248: 0.0017293660936079746
Position 371: 0.0016506066258486225
Position 919: 0.0014112605701571048
Position 1565: 0.001194207043159874
Position 1961: 0.001190756698259958
Position 593: 0.0011733299004180056
Position 2097: 0.0010640871624272496
Position 1544: 0.0008662277457464966
Position 1067: 0.0008162362697109673
Position 1596: 0.0007719220421936423
Position 1540: 0.0007000574725303695
Position 1150: 0.0006258314176455483
Position 2605: 0.0005488837999646218
Position 1010: 0.0004399741935434629
Position 2503: 0.0004195677575046425
Position 2656: 0.0003940902893366034
Position 941: 0.00039397827187397273
Position 815: 0.00031874399081408705
Position 1301: 0.0002740811821543883
Position 487: 0.00023273766915722448
Position 419: 0.00022452228766294422
Position 821: 0.0002119043728053917
Position 1700: 0.00019796224484008005
Position 2516: 0.00016571839702560966
Position 2776: 0.00014871136047573652
Position 1478: 0.00013870181524636545
Position 1829: 0.000126339941258711
Position 559: 0.0001177090560934956
Position 428: 0.00010304947297331634
Position 753: 0.00010078322813776768
Position 755: 9.835244153615232e-05
Position 994: 9.332206892975639e-05
Position 480: 9.061185559696588e-05
Position 437: 7.80145980597668e-05
Position 670: 7.383505216779938e-05
Position 2801: 7.162795062070605e-05
Position 1502: 6.947812808742027e-05
Position 1898: 6.911751540205988e-05
