Gene = MESR6
index = 1266
Annotated 5SS: [651 771]
Annotated 3SS: [728 992]
SMsplice 5SS: [651]
SMsplice 3SS: [992]
top_k =  1000
Partition function (log Z): -6.008587644226375

Sorted 5' Splice Sites (High to Low Probability):
Position 651: 0.9976517984098753
Position 899: 0.017697133030744373
Position 906: 0.013194899975159534
Position 1181: 0.01074262852918963
Position 1067: 0.008578031919986812
Position 1528: 0.005626293048757795
Position 247: 0.004357789462895682
Position 443: 0.0036292043529996747
Position 84: 0.002642432728610128
Position 1367: 0.0026138130891931776
Position 814: 0.002046234381381123
Position 743: 0.001610000946174103
Position 28: 0.0011851967651670837
Position 461: 0.0009582717415887561
Position 125: 0.0005333217305629064
Position 771: 0.00053156475463546
Position 216: 0.00039235060635647986
Position 201: 0.0003458059144148625
Position 1541: 0.0002593920448175865
Position 836: 0.00025536355150204964
Position 1101: 0.0002450894771725793
Position 841: 0.00019066305726819018
Position 1526: 0.0001546293176949781
Position 1169: 0.000134075329957046
Position 261: 0.000130771531996426
Position 21: 0.00012865530197890389
Position 601: 0.00010499406465509546
Position 551: 0.00010328276369948244
Position 353: 0.00010280495121265491
Position 386: 8.483959122669345e-05
Position 763: 8.401950387280555e-05
Position 1675: 6.894780381704159e-05
Position 955: 6.885143288089005e-05
Position 1820: 5.6343100300167456e-05
Position 251: 3.809894160302057e-05
Position 1375: 3.6340778730913976e-05
Position 1695: 3.633914894116026e-05
Position 469: 3.574937759379243e-05
Position 67: 3.379810776139086e-05
Position 1511: 3.3533917378714015e-05
Position 434: 3.0294493859003786e-05
Position 844: 2.3468929575625753e-05
Position 114: 2.214710323706701e-05
Position 207: 2.0957322080536357e-05
Position 1250: 1.950524704341571e-05
Position 1105: 1.903971873561018e-05
Position 168: 1.8464680665413987e-05
Position 1666: 1.4301863862792366e-05
Position 1996: 1.3887453570330597e-05
Position 95: 1.1754678004820904e-05
Position 1358: 7.66081092226951e-06
Position 1880: 6.704807112921881e-06
Position 1999: 6.110740863367142e-06
Position 576: 4.678798673227357e-06
Position 1778: 3.990688103050741e-06
Position 1514: 1.990641357546969e-06
Position 97: 1.7783754472538316e-06
Position 1715: 1.6697263660357859e-06
Position 111: 1.4652467044304435e-06
Position 1913: 1.385007380948593e-06
Position 119: 9.13488423174781e-07
Position 78: 2.7975722344632966e-07
Position 524: 8.503782998908328e-08
Position 1094: 1.1443605323257763e-08
Position 953: 1.012376195070452e-08
Position 1030: 8.811245453303182e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.6673695956468579
Position 728: 0.18619261224809472
Position 946: 0.14593473066726773
Position 1705: 0.023018266227787635
Position 511: 0.01240843000765168
Position 1278: 0.011329148104940043
Position 872: 0.008655734102898516
Position 802: 0.005515909704471556
Position 814: 0.003991260968104013
Position 1330: 0.0012315607884391328
Position 1021: 0.0009869656959347868
Position 786: 0.000969312441092142
Position 1754: 0.0008777241570224744
Position 1693: 0.000767240482896535
Position 95: 0.0007146411155653803
Position 1039: 0.0005752505518001865
Position 953: 0.0005217649480176145
Position 1771: 0.0005191195394436421
Position 734: 0.00048784837098510715
Position 1309: 0.0004719903909335452
Position 749: 0.00045628574207256205
Position 1617: 0.0003457282508325326
Position 1816: 0.0003012193816304539
Position 1415: 0.00025938363370521663
Position 2078: 0.00025786871592592474
Position 763: 0.00018219595159790048
Position 1356: 0.00017786564764946832
Position 1234: 0.00017707244221720883
Position 1397: 0.00017591388784639456
Position 1447: 0.00014060877307548857
Position 1653: 0.00012980873735506478
Position 1036: 0.00012916586218714827
Position 1053: 0.00012293382069624418
Position 1156: 0.00011073815261586257
Position 1066: 9.812446414318936e-05
Position 1777: 9.470173803194085e-05
Position 1078: 9.383298320034914e-05
Position 1724: 8.837129033777219e-05
Position 924: 8.738556763938987e-05
Position 693: 8.425213273580194e-05
Position 1366: 8.18078478241201e-05
Position 1715: 8.175628423987923e-05
Position 1910: 7.708302598683689e-05
Position 1336: 6.968369288146603e-05
Position 852: 6.052243089403111e-05
Position 104: 5.6702723930290036e-05
Position 84: 5.435598028487033e-05
Position 305: 4.782457135193903e-05
Position 1468: 4.455743110545739e-05
Position 615: 3.6739505385457125e-05
Position 163: 3.221144902275844e-05
Position 1262: 2.4436338053981507e-05
Position 119: 2.435642791853457e-05
Position 201: 2.370542269863052e-05
Position 592: 1.839904792488766e-05
Position 1819: 1.8076367411597512e-05
Position 1999: 1.7555645778202503e-05
Position 298: 1.553323161432756e-05
Position 391: 1.2064718365243083e-05
Position 1939: 1.019407787037186e-05
Position 1888: 9.277674442287676e-06
Position 1558: 8.742751022734023e-06
Position 1394: 8.668610802869108e-06
Position 272: 8.430307943774884e-06
Position 313: 7.226737758806183e-06
Position 1180: 6.228915417660269e-06
Position 1193: 6.077953855232135e-06
Position 424: 4.822370396772863e-06
Position 576: 4.462934995505074e-06
Position 125: 4.452810366411673e-06
Position 316: 4.027855379168132e-06
Position 135: 3.954504302098239e-06
Position 1243: 2.796432755599929e-06
Position 2013: 2.76357597254341e-06
Position 1989: 1.775718580573864e-06
Position 1537: 1.760802297531144e-06
Position 1432: 1.5963553398167924e-06
Position 1498: 1.4188623346704622e-06
Position 469: 1.3930250178915569e-06
Position 408: 9.524888064716428e-07
Position 67: 9.388565546557323e-07
Position 289: 9.23985167504946e-07
Position 207: 7.591992974004813e-07
Position 216: 6.286719734040724e-07
Position 111: 5.867753223394532e-07
Position 364: 2.625543405607892e-07
Position 332: 1.85628233823939e-07
Position 367: 1.455731200347224e-07
Position 223: 1.1880694016154997e-07
Position 650: 1.1510005546638942e-07
Position 245: 1.0796834959564533e-07
Position 414: 7.981052904227552e-08
Position 166: 1.8704588648576164e-08
Position 274: 1.8181001476426707e-08
Position 622: 1.6337017615230233e-08
Position 291: 1.4475593405344809e-08
Position 319: 9.264699280141442e-09
Position 328: 6.581863809628438e-09
Position 342: 6.394553917846074e-09
Position 361: 4.809043038186537e-09
Position 346: 4.247438472123316e-09
Position 906: 3.646252281554537e-09
Position 836: 3.2961852326909046e-09
Position 349: 1.1826257098276942e-10
Position 269: 1.1671013193172767e-10
Position 337: 8.410445683646807e-11
Position 676: 4.2092353649979534e-11
Position 232: 6.08680414226554e-12
Position 168: 1.90257480691065e-17
Position 247: 2.6543158991820988e-21
