Gene = GMF
index = 1176
Annotated 5SS: [184 437 694]
Annotated 3SS: [342 502 748]
SMsplice 5SS: [184 437 694]
SMsplice 3SS: [342 502 748]
top_k =  1000
Partition function (log Z): 3.8524957304666727

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9969298125581671
Position 437: 0.9725503337052454
Position 184: 0.6204341309344774
Position 874: 0.10280088741208634
Position 131: 0.013570959369760204
Position 456: 0.00959664910914014
Position 93: 0.008332128286528831
Position 882: 0.006720131810639043
Position 282: 0.006613394274822058
Position 178: 0.0031197496967106256
Position 285: 0.0024936121320489075
Position 67: 0.0017467857649660582
Position 1168: 0.0013898299179007372
Position 700: 0.0011218258467492624
Position 193: 0.001044624431017379
Position 202: 0.0010100554963677962
Position 618: 0.0010003274453906454
Position 660: 0.0005958903898731121
Position 191: 0.0005309393744141268
Position 1125: 0.0005274989358759591
Position 244: 0.0004720011839240065
Position 302: 0.0004167789162429229
Position 1114: 0.00031858590708120065
Position 1210: 0.00028359938994824773
Position 242: 0.0002619556586699806
Position 914: 0.0002499168132900988
Position 917: 0.0002456669501049099
Position 940: 0.00017266949227194678
Position 651: 0.00013312624468027548
Position 800: 0.00010847428859175533
Position 1219: 0.00010563707853055755
Position 628: 8.295797596277518e-05
Position 1145: 7.258372390653218e-05
Position 16: 5.931797869716117e-05
Position 23: 5.2793435580004744e-05
Position 134: 4.4673369656695584e-05
Position 766: 4.420662119508507e-05
Position 853: 3.768764821801915e-05
Position 258: 3.5958841002017345e-05
Position 396: 3.456676337109448e-05
Position 264: 3.0248061413551415e-05
Position 250: 1.5522608267143442e-05
Position 815: 1.3316373318014325e-05
Position 562: 8.876679418649675e-06
Position 465: 8.700067990182874e-06
Position 1189: 7.185521571414639e-06
Position 450: 6.671445872733424e-06
Position 252: 6.615619301249197e-06
Position 376: 3.085105162366761e-06
Position 344: 2.5199291110063816e-06
Position 1138: 2.160345650148567e-06
Position 607: 2.0158972743884918e-06
Position 1154: 1.6637375233949616e-06
Position 1078: 9.346571324446467e-07
Position 11: 9.139725833516371e-07
Position 529: 3.3572090888196803e-07
Position 469: 2.2016417939800564e-07
Position 543: 1.2212347359716655e-07
Position 532: 1.063287013894586e-07
Position 467: 2.02828809031359e-08
Position 472: 5.748687064075788e-09
Position 508: 4.305457898925243e-10
Position 502: 1.759027472848425e-11
Position 742: 1.1717604687049451e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 502: 0.9970533859734612
Position 748: 0.9262657694197979
Position 342: 0.5959533902144847
Position 1058: 0.09803661870904425
Position 760: 0.07290995003041574
Position 240: 0.02993647464064741
Position 354: 0.011809759307228192
Position 940: 0.008380172445476407
Position 1264: 0.004994764949050378
Position 292: 0.003983252884695397
Position 151: 0.0012180379203779758
Position 289: 0.0009864911301029897
Position 1078: 0.0005532168139421397
Position 172: 0.00048051626400697536
Position 1224: 0.00046907789327073227
Position 991: 0.00046421261770332526
Position 683: 0.0004312185627766973
Position 508: 0.0003738018764138783
Position 522: 0.00017674221104510419
Position 1183: 0.00014887115275774064
Position 368: 0.00014246390178175217
Position 1280: 0.00012054429763455267
Position 1073: 6.561792357275868e-05
Position 134: 6.300546317103883e-05
Position 87: 5.349976809277465e-05
Position 344: 3.963954536469426e-05
Position 1036: 3.7811271952893474e-05
Position 1186: 3.46414906015787e-05
Position 407: 3.189637048926197e-05
Position 200: 3.0152746472793692e-05
Position 1168: 2.6514324528504483e-05
Position 1114: 2.6331525726454594e-05
Position 519: 2.610988316927421e-05
Position 376: 1.7592840296859564e-05
Position 472: 1.733639063535729e-05
Position 1233: 1.601327108049689e-05
Position 139: 1.550819980429875e-05
Position 793: 1.468535007411536e-05
Position 781: 1.3245957180211856e-05
Position 924: 1.2116094761717894e-05
Position 1154: 8.035935223108485e-06
Position 187: 5.676237031440177e-06
Position 242: 5.119373514707408e-06
Position 178: 4.996831356610131e-06
Position 462: 4.869537582074054e-06
Position 384: 2.4188435645088907e-06
Position 393: 2.1257958080249524e-06
Position 642: 1.927128743651115e-06
Position 396: 1.5409077310311635e-06
Position 67: 1.334983225618157e-06
Position 1145: 1.3217585533099835e-06
Position 689: 1.0529474810458385e-06
Position 836: 9.639233378891767e-07
Position 191: 4.192163000567302e-07
Position 960: 3.939254423353104e-07
Position 93: 2.914239215399144e-07
Position 803: 2.756417607661799e-07
Position 411: 1.8694396368232838e-07
Position 441: 1.521646146969331e-07
Position 589: 1.2802937816506378e-07
Position 413: 1.0108890411518135e-07
Position 1125: 9.669072131616032e-08
Position 576: 3.348972671280102e-08
Position 597: 2.4054545807524568e-08
Position 55: 2.2159348139803213e-08
Position 570: 2.8460621533114698e-09
Position 800: 1.3197327796040304e-09
Position 693: 5.769560528728929e-10
Position 705: 5.754899588211846e-10
Position 853: 3.383116155212701e-11
Position 863: 3.261585469029514e-12
Position 823: 3.1748728273409557e-12
