Gene = Ccdc85
index = 1058
Annotated 5SS: [  716 15287 15599]
Annotated 3SS: [14101 15352 15669]
SMsplice 5SS: [  716 15287 15599]
SMsplice 3SS: [14101 15352 15669]
top_k =  1000
Partition function (log Z): 1.8152869293105898

Sorted 5' Splice Sites (High to Low Probability):
Position 15287: 0.9997623681132936
Position 15599: 0.9995885675259581
Position 716: 0.8642210126053359
Position 3504: 0.3616508975309188
Position 2782: 0.20443107863588145
Position 2135: 0.16742510665551086
Position 4599: 0.14607883055925017
Position 9829: 0.1407711800653685
Position 13641: 0.10527649471182286
Position 4595: 0.09690461593728077
Position 1914: 0.09277353364140647
Position 2778: 0.08618316082753151
Position 4591: 0.08129971973453806
Position 5121: 0.06402848190612767
Position 4953: 0.053239090642174566
Position 1858: 0.0517784385284609
Position 9807: 0.045751280752636604
Position 8882: 0.04510609849954766
Position 3519: 0.03193903506700862
Position 45: 0.02473495579527908
Position 9232: 0.01929877549874955
Position 16237: 0.01707963103943122
Position 1865: 0.016519287879965337
Position 16257: 0.016468200232990123
Position 9968: 0.013998171558347077
Position 1546: 0.012688597814969898
Position 4209: 0.011177635534698612
Position 4016: 0.010844246906951023
Position 4045: 0.010775361099876203
Position 51: 0.010729005473202945
Position 4349: 0.010664310231659016
Position 9332: 0.010177958550163716
Position 2239: 0.009194973847288755
Position 2094: 0.007244979741136192
Position 3375: 0.00634149155433954
Position 3419: 0.005315009606333645
Position 2252: 0.005053651268943903
Position 4084: 0.0048676021160830125
Position 16413: 0.00390788225507704
Position 3493: 0.0028815303204613382
Position 3644: 0.0027803688666515557
Position 3823: 0.002594908083940933
Position 4314: 0.0025773581902861103
Position 2559: 0.002316055344958752
Position 2101: 0.002286272365382332
Position 4261: 0.0022473376144608653
Position 10244: 0.002023229835940648
Position 16015: 0.0019417875601348959
Position 810: 0.001407510278120061
Position 16563: 0.0013836247755783216
Position 3201: 0.0012781923135668698
Position 16006: 0.0011961385472655259
Position 1643: 0.0011061424168557238
