Gene = Marf1
index = 1269
Annotated 5SS: [ 3284 46215 55540 56570 58419 58743 59422]
Annotated 3SS: [46056 54674 56437 56621 58480 58810 59490]
SMsplice 5SS: [   92   247 56570 58419 58743 59422]
SMsplice 3SS: [  145 56406 56621 58480 58810 59490]
top_k =  1000
Partition function (log Z): -54.04670111266811

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9897949517176365
Position 92: 0.5693290767731115
Position 1444: 0.2844272281804051
Position 3284: 0.13112777015103194
Position 17092: 0.09820096302738052
Position 5340: 0.06262842912490797
Position 1100: 0.05048213193895087
Position 6942: 0.03696736109288349
Position 7212: 0.03411575154933242
Position 14495: 0.031477771488329795
Position 20318: 0.016548250675616723
Position 6975: 0.013092874433605855
Position 6733: 0.010564614979329158
Position 698: 0.009680801345411268
Position 1232: 0.00807352089699516
Position 966: 0.005019499770388076
Position 1244: 0.004605757805840248
Position 1159: 0.004025889026042225
Position 1572: 0.003841384367307092
Position 320: 0.002582617424541741
Position 1177: 0.0022803203374657335
Position 5104: 0.0022314428559603453
Position 2918: 0.002147227703453761
Position 1238: 0.0016984791414445858
Position 671: 0.0016056073884330763
Position 2025: 0.00150238873693242
Position 693: 0.001368743022223051
Position 4992: 0.0013540481691940041
Position 254: 0.0012644276146271218
Position 818: 0.0010788073805992452
Position 398: 0.0008454806684195732
Position 811: 0.0007827058170813337
Position 348: 0.0005486575924744407
Position 66: 0.0005335171295088769
Position 1041: 0.0005145543050902142
Position 782: 0.00047812572147189707
Position 1010: 0.0002482913454360459
Position 2180: 0.00022984027298875517
Position 4642: 0.0001725097529036199
Position 1089: 0.00014726503150589728
Position 5056: 0.0001383023049509796
Position 5015: 0.00010140427550479603
Position 2176: 8.636765305149056e-05
Position 646: 8.106249649633826e-05
Position 46: 6.879626942134101e-05
Position 2441: 5.7895292299300785e-05
Position 1388: 5.4954875502406544e-05
Position 779: 4.915987787667534e-05
Position 1046: 4.293619878174607e-05
Position 5947: 4.064721500467646e-05
Position 1134: 3.670093438055309e-05
Position 871: 3.463027764356709e-05
Position 17: 3.241984512346515e-05
Position 1332: 2.6171828194190718e-05
Position 251: 2.4523259090811518e-05
Position 1201: 2.3746234478126446e-05
Position 1218: 2.1606170159553036e-05
Position 335: 1.0751949629933741e-05
Position 12: 7.085225790040779e-06
Position 395: 6.620071733396686e-06
Position 271: 6.324759127365517e-06
Position 372: 6.015207830063239e-06
Position 211: 4.888311949911365e-06
Position 465: 4.767732583980146e-06
Position 173: 3.844896867627588e-06
Position 638: 3.0168204169934722e-06
Position 195: 1.6554491874785678e-06
Position 37: 1.4186866133383567e-06
Position 4: 1.3133173072145786e-06
Position 374: 1.2136216756229882e-06
Position 707: 7.630346880369297e-07
Position 558: 7.458196693756167e-07
Position 554: 6.698045490368768e-07
Position 164: 5.045004815203554e-07
Position 602: 3.679855365945802e-07
Position 821: 2.7201991334673826e-07
Position 325: 2.588975051145059e-07
Position 357: 1.653818217644903e-07
Position 406: 1.4160700486500957e-07
Position 147: 7.404660291083957e-08
Position 273: 6.663820499563199e-08
Position 137: 3.118866785417633e-08
Position 214: 2.434988602989846e-08
Position 149: 2.3621390531036932e-08
Position 155: 2.0392207846969047e-08
Position 127: 5.3550772326392454e-09
Position 496: 2.3633574316967157e-09
Position 9464: 2.250317069863647e-09
Position 9846: 2.403909380936244e-10
Position 3252: 2.43788379002139e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 24105: 0.98277298675284
Position 145: 0.5637662621873198
Position 1326: 0.18083314184288427
Position 3109: 0.12210785675252439
Position 16712: 0.0943528164163986
Position 6843: 0.07931076077476502
Position 541: 0.0649530445950095
Position 595: 0.046719273098040935
Position 5174: 0.029106281674116205
Position 870: 0.01862695079295161
Position 496: 0.017884820509660795
Position 20094: 0.017476086483964454
Position 13793: 0.01688618105314531
Position 5103: 0.015176463146761946
Position 14103: 0.014591904573800834
Position 6557: 0.011393556227013872
Position 4758: 0.01037915197459309
Position 294: 0.009881946024481678
Position 23239: 0.008776027220870711
Position 1099: 0.007697524217920737
Position 1125: 0.0074898655760933675
Position 22889: 0.007384340479616069
Position 1272: 0.0058373762044416615
Position 5155: 0.005812111083243241
Position 3132: 0.005264812630240235
Position 688: 0.005095848643486021
Position 554: 0.0041314130525712785
Position 16684: 0.003892964683955747
Position 155: 0.002923826041734282
Position 817: 0.0028767536159909983
Position 173: 0.002586618033651397
Position 1037: 0.002197358248523002
Position 6890: 0.002095900219628701
Position 4718: 0.0020767048819612757
Position 1383: 0.0017727036623556521
Position 6603: 0.0015778839568989945
Position 5147: 0.0015251709396082139
Position 3169: 0.0013189877692067276
Position 4979: 0.0011970146880232162
Position 2854: 0.0011084841174045742
Position 372: 0.0010917227345136247
Position 2990: 0.0008111993742786317
Position 732: 0.0007042683294920406
Position 5252: 0.0006034776204342347
Position 2390: 0.0005867955987988246
Position 2509: 0.0005239712829600178
