Gene = Atg18b
index = 36
Annotated 5SS: [ 313 6656 7350]
Annotated 3SS: [5924 6803 7405]
SMsplice 5SS: [ 313 6656 7350]
SMsplice 3SS: [5924 6803 7405]
top_k =  1000
Partition function (log Z): -5.26881499984337

Sorted 5' Splice Sites (High to Low Probability):
Position 7350: 0.9554540990556971
Position 6656: 0.9476854608935281
Position 313: 0.40534339044494533
Position 474: 0.3618618611971121
Position 889: 0.10930459125885741
Position 7952: 0.05582368946888919
Position 7709: 0.05353694619939526
Position 412: 0.046540397374497125
Position 7713: 0.04253052410643006
Position 7534: 0.03429368363130902
Position 5387: 0.03054964766228412
Position 3247: 0.02426338950074244
Position 2606: 0.021360751149152885
Position 1545: 0.019136020561495687
Position 7326: 0.01715064251894168
Position 225: 0.016735174050724118
Position 7770: 0.016167002221525558
Position 7517: 0.014692407435588814
Position 470: 0.01087472521969619
Position 6660: 0.010414930334022738
Position 8018: 0.010337293749772394
Position 6735: 0.009921242097668752
Position 1445: 0.009115950296028054
Position 1842: 0.009073560285182861
Position 458: 0.008634402443311916
Position 915: 0.007544975625072509
Position 3422: 0.005566514062894285
Position 3978: 0.0053692424963861386
Position 6739: 0.005132568736152676
Position 7662: 0.004896501781245524
Position 4651: 0.0038324415224444625
Position 511: 0.003446043340914717
Position 509: 0.003354321372540035
Position 1079: 0.002756712337128543
Position 7830: 0.0025487502175512494
Position 6637: 0.0025300998532764903
Position 7157: 0.0022751750819582123
Position 2638: 0.0022631456178907007
Position 7729: 0.0021487330679844513
Position 2891: 0.002082219703367782
Position 4025: 0.0020180498656163738
Position 7075: 0.0020149955608165632
Position 223: 0.0017512778242085387
Position 1592: 0.0015741651375640105
Position 2764: 0.0015386069817440614
Position 7695: 0.0013692033771876514
Position 505: 0.0012994386592308058
Position 507: 0.0012723079946150308
Position 445: 0.0011886769735230192
Position 5372: 0.0010573572437579234
Position 109: 0.001035189831292997
Position 1073: 0.0010191773690595759
Position 466: 0.0009365394635145153
Position 927: 0.00092711394265509
Position 2883: 0.0008816261624505704
Position 480: 0.0008521264189885343
Position 7573: 0.0008234665185344825
Position 462: 0.0008067330044121589
Position 7975: 0.0007966898481311615
Position 7511: 0.0007822048685773463
Position 1201: 0.0007746461448058567
Position 7192: 0.000697296784108302
Position 2954: 0.0006971410396030119
Position 3807: 0.0006468271508807601
Position 3545: 0.0006364066416138961
Position 977: 0.0006284078309706244
Position 7717: 0.0006080949178314308
Position 1939: 0.0005732651979739976
Position 6696: 0.0005514840776540274
Position 624: 0.0005313969394282164
Position 317: 0.000528017197436083
Position 7834: 0.00048283195253091463
Position 631: 0.00041296775129032735
Position 6950: 0.00040810377504402765
Position 4879: 0.0004021788910686657
Position 14: 0.00038229483787151185
Position 7608: 0.00036947948516620287
Position 515: 0.0003427303358660026
Position 765: 0.00034165942509527454
Position 8146: 0.0003091343931017636
Position 2929: 0.00028344627004615457
Position 7345: 0.000265203587341098
Position 2726: 0.0002589175411855928
Position 1238: 0.0002491560892308265
Position 6058: 0.00022707817959424258
Position 158: 0.0002200648193844963
Position 3344: 0.00019043921371242117
Position 217: 0.00018850364381779852
Position 2609: 0.00013968046397613712
Position 6941: 0.00010739020823831162
Position 6156: 0.00010295036471895946
Position 6980: 9.511454553722051e-05
Position 2016: 8.044738951377627e-05
Position 6128: 6.143537815541866e-05
Position 8125: 5.9736690737267824e-05
Position 7870: 5.802805961249833e-05
Position 7774: 5.6913543865539324e-05
Position 7906: 4.949366001062115e-05
Position 6275: 4.7625199433276634e-05
Position 1142: 2.9493911092208094e-05
Position 1186: 2.3791789292053875e-05
Position 3: 2.0334977405536845e-05
Position 2438: 1.9205720466075352e-05
Position 832: 1.7872733601443946e-05
Position 684: 1.6284208056193176e-05
Position 1568: 1.4875495129314238e-05
Position 7653: 1.4517831410308189e-05
Position 5986: 1.3010000223702004e-05
Position 7113: 1.2596016919607614e-05
Position 661: 1.1702027301289844e-05
Position 810: 1.1112445164198354e-05
Position 10: 1.0762302671721824e-05
Position 7954: 9.720680030047976e-06
Position 7842: 9.312347928114916e-06
Position 1722: 9.236858576933434e-06
Position 1095: 8.327650448091405e-06
Position 1457: 8.138267359591335e-06
Position 1839: 7.851645099615463e-06
Position 1610: 6.724628794307747e-06
Position 1677: 6.597291910983118e-06
Position 141: 6.013103107940225e-06
Position 974: 5.8014384556868144e-06
Position 1282: 5.6015347943289184e-06
Position 1455: 4.809322363662027e-06
Position 2123: 4.79722898653675e-06
Position 355: 3.5501322704624877e-06
Position 1393: 3.1914333944711717e-06
Position 1233: 3.179048779298841e-06
Position 1173: 1.960651580683774e-06
Position 7123: 1.523567080564297e-06
Position 1145: 1.5133300633462494e-06
Position 1124: 1.0376786793439533e-06
Position 1055: 1.0373545424593257e-06
Position 85: 9.842061267678142e-07
Position 1166: 8.668924219032048e-07
Position 7: 7.76448283784409e-07
Position 7057: 5.465911766713026e-07
Position 513: 4.5402462115907175e-07
Position 518: 3.78103185061177e-07
Position 7223: 2.41315779946147e-07
Position 436: 2.0824588172279e-07
Position 490: 1.8064597788920527e-07
Position 371: 1.5915065798363686e-07
Position 156: 1.3372969234246663e-07
Position 95: 1.24814286663831e-07
Position 12: 1.1031243925658194e-07
Position 464: 8.229841650641187e-08
Position 7104: 5.948354446890805e-08
Position 6481: 5.852098494551882e-08
Position 5: 5.728455323615582e-08
Position 329: 4.9879434782832574e-08
Position 27: 3.4548011658952484e-08
Position 543: 3.197164244216904e-08
Position 726: 1.2145677407414921e-08
Position 52: 7.57552824563224e-09
Position 500: 6.084705719173663e-14
Position 502: 2.981642407408749e-14
Position 594: 5.481041121571857e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6803: 0.9700583477217133
Position 7405: 0.9543148803733178
Position 5924: 0.8728230097038713
Position 7825: 0.1229984118658687
Position 5975: 0.09307418013682314
Position 8065: 0.04825485419187021
Position 2685: 0.04649882551488954
Position 8017: 0.04257685034049252
Position 7797: 0.027488652335191075
Position 6812: 0.017538101541175903
Position 1291: 0.016514742514413858
Position 1742: 0.009524591058354548
