Gene = pix
index = 1838
Annotated 5SS: [ 109  632 1305 2081]
Annotated 3SS: [ 417  693 1363 2137]
SMsplice 5SS: [ 109  632 1305 2081]
SMsplice 3SS: [ 417  693 1363 2137]
top_k =  1000
Partition function (log Z): 2.3442520219712386

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9827095767421233
Position 2081: 0.9746849193563646
Position 1305: 0.9677207864307276
Position 109: 0.5962121740031108
Position 317: 0.04475043251407866
Position 1042: 0.0368105877904096
Position 1767: 0.025977375034097517
Position 1708: 0.025287811514641163
Position 66: 0.023616978541979534
Position 1139: 0.021591712875628492
Position 1744: 0.019742557886216636
Position 2308: 0.019130361535099023
Position 2070: 0.01845787842113785
Position 618: 0.009723621157576284
Position 223: 0.007708102491047353
Position 842: 0.007386714748615255
Position 2608: 0.005349667230428648
Position 1957: 0.0031675769959382525
Position 1192: 0.003043649230566559
Position 1017: 0.002846514636881988
Position 307: 0.002249803855190767
Position 636: 0.0017078764862417035
Position 75: 0.0012632594330117578
Position 2230: 0.0011771509739974004
Position 903: 0.0011387422267544083
Position 1833: 0.0007258836545912886
Position 1458: 0.0005695793717327886
Position 1453: 0.000566009826638266
Position 191: 0.0005258795738383977
Position 285: 0.0005205924058303555
Position 1133: 0.0005096487142648971
Position 1476: 0.0003488399127210127
Position 329: 0.00031123160207943283
Position 101: 0.00029419286071492076
Position 141: 0.00025533070293245
Position 829: 0.00024199606040024892
Position 812: 0.00022250219787566197
Position 563: 0.00020736127225221481
Position 1653: 0.00018797014330202729
Position 612: 0.00018504107620020843
Position 824: 0.0001625583056032797
Position 367: 0.00015741717163314444
Position 1640: 0.00015509363798984834
Position 1608: 0.00012605295652862275
Position 1560: 9.453979657537916e-05
Position 1054: 9.217547596371419e-05
Position 806: 7.532563404614546e-05
Position 2241: 6.329028052453355e-05
Position 2320: 5.774871069321968e-05
Position 2467: 5.441240095802209e-05
Position 1106: 3.9071334893550275e-05
Position 8: 3.6867656162606215e-05
Position 1938: 3.650672116810038e-05
Position 204: 3.519818590404303e-05
Position 2595: 3.1739630141931306e-05
Position 1663: 3.0001835728669458e-05
Position 536: 2.9635728114389094e-05
Position 298: 2.905455107603094e-05
Position 3: 2.2720094538133902e-05
Position 817: 2.2097967325989666e-05
Position 293: 1.9364102859003202e-05
Position 2058: 1.9069993368037533e-05
Position 1309: 1.5856394009544506e-05
Position 1455: 1.3315376696490592e-05
Position 2569: 1.1645330956992807e-05
Position 626: 1.1326353426638927e-05
Position 79: 1.0134901814391348e-05
Position 2497: 1.0030618909430073e-05
Position 1021: 7.910152271846784e-06
Position 1512: 7.429831896204706e-06
Position 2220: 7.039750127757148e-06
Position 1006: 6.1896389961665695e-06
Position 2267: 6.027194283832011e-06
Position 852: 4.991140175052994e-06
Position 2085: 4.851550300540039e-06
Position 2477: 4.767635024651383e-06
Position 2516: 3.5908456595104417e-06
Position 657: 3.403989966794083e-06
Position 273: 3.205309428477542e-06
Position 2554: 3.135228172052063e-06
Position 1249: 3.1332511883847165e-06
Position 446: 2.984885346777055e-06
Position 70: 2.7108158431374514e-06
Position 1239: 2.5860341756160406e-06
Position 2548: 2.272682371716372e-06
Position 2053: 2.0669838555367036e-06
Position 46: 1.9545318929580097e-06
Position 791: 1.6442373108801385e-06
Position 1046: 1.3332563905394397e-06
Position 135: 1.137104408818625e-06
Position 604: 1.0839288688462696e-06
Position 592: 9.368197141897529e-07
Position 487: 9.35628714016143e-07
Position 502: 6.924086845302738e-07
Position 386: 6.76671828525532e-07
Position 6: 5.377815253969564e-07
Position 271: 5.246273804757991e-07
Position 1353: 5.162568001508095e-07
Position 1364: 3.3369046591290496e-07
Position 533: 2.427857722152209e-07
Position 589: 2.3444212589460653e-07
Position 574: 2.310532860479665e-07
Position 1568: 1.792575111647704e-07
Position 462: 1.5372998839066403e-07
Position 1259: 1.5217468929985698e-07
Position 473: 1.1063709353512473e-07
Position 1345: 1.037278642356672e-07
Position 1221: 4.9795197697238417e-08
Position 421: 3.2099702972276483e-08
Position 514: 3.071400292592179e-08
Position 1391: 2.6360266073138212e-08
Position 660: 2.0864840185086497e-08
Position 1689: 1.857393276886888e-08
Position 1623: 1.8177525385166147e-08
Position 1724: 1.6977951821965377e-08
Position 1872: 6.620995555422362e-09
Position 1954: 2.3804666252815255e-09
Position 2212: 1.437150101154149e-09
Position 676: 4.4723895921661304e-10
Position 504: 2.3135608298603242e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 693: 0.9833111010851074
Position 2137: 0.9742343243760072
Position 1363: 0.9050152630577578
Position 417: 0.5961732385475237
Position 1883: 0.08351916570123988
Position 1203: 0.06812313129463071
Position 429: 0.036198099516671925
Position 2156: 0.02113701843573196
Position 1560: 0.01996816488416395
Position 128: 0.017869703619823585
Position 1856: 0.01638802735794485
Position 477: 0.011887175280978064
Position 2372: 0.010911495495363705
Position 355: 0.008405389182242907
Position 2379: 0.005878979898700149
Position 1919: 0.005792187957737699
Position 2660: 0.004986855033523067
Position 734: 0.004217301729530458
Position 1967: 0.003230817129957468
Position 1799: 0.002518710308309226
Position 767: 0.0023648894610727345
Position 2046: 0.0021638741573339905
Position 1485: 0.0020273031128105723
Position 433: 0.001825364755592375
Position 1254: 0.0018212076025501355
Position 2632: 0.0015547653858724282
Position 293: 0.0015171846241398394
Position 436: 0.0014736964342164213
Position 1934: 0.0012774175777637395
Position 1257: 0.001215662477026767
Position 1805: 0.001099430604763782
Position 1152: 0.0010223359635718556
Position 1808: 0.0009033119609367306
Position 2341: 0.0008081114714567855
Position 1937: 0.000759736886881125
Position 2487: 0.0007050635030806083
Position 181: 0.0006261727348256558
Position 2683: 0.0006013341198159619
Position 938: 0.0005427125914468993
Position 1961: 0.0005419231881411765
Position 2399: 0.0004992647212705188
Position 1766: 0.00038395484109709284
Position 222: 0.00037532585113816806
Position 888: 0.00034051802006498645
Position 978: 0.0003396923079537115
Position 1628: 0.00033769217535695444
Position 2522: 0.00031838018232553965
Position 1943: 0.0002574391003151315
Position 457: 0.0002292410330298149
Position 152: 0.00022104513551951521
Position 1997: 0.00022061884557111072
Position 511: 0.00021717030063856874
Position 2384: 0.000192214093624891
Position 2608: 0.00015490368038318438
Position 957: 0.00015030866586015798
Position 963: 0.0001439371566224162
Position 1210: 0.00013750898296548548
Position 867: 0.00013009732665345689
Position 837: 0.0001188667423961721
Position 2051: 0.00011303979248155514
Position 817: 0.0001098121293915105
Position 2001: 0.00010308115780895802
Position 747: 9.555193663123424e-05
Position 1095: 8.871661666453874e-05
Position 1077: 7.724461069090378e-05
Position 1038: 6.27541861273305e-05
Position 172: 5.354077293289662e-05
Position 367: 5.024692336260401e-05
Position 2267: 4.9349109743425615e-05
Position 514: 4.700753475520501e-05
Position 771: 4.1554247252559304e-05
Position 999: 3.729501738874528e-05
Position 783: 2.8983395383712255e-05
Position 108: 2.8594236960290404e-05
Position 1101: 2.8093293456423404e-05
Position 1029: 2.5869747968771432e-05
Position 660: 2.586034062496817e-05
Position 1661: 2.519736843371426e-05
Position 1074: 2.1448241013060667e-05
Position 442: 1.847873033667612e-05
Position 2414: 1.6034890151141673e-05
Position 1583: 1.2584886175336417e-05
Position 533: 1.2241223185484285e-05
Position 487: 1.2093233717823961e-05
Position 1143: 9.840928040373828e-06
Position 377: 9.046206719764871e-06
Position 2437: 8.31475543277074e-06
Position 493: 7.293740969247972e-06
Position 1580: 6.140035115676177e-06
Position 2048: 6.111623248643225e-06
Position 1713: 6.061249994677926e-06
Position 1672: 6.014110484616432e-06
Position 1682: 5.444190407501545e-06
Position 903: 4.592030155497988e-06
Position 2644: 4.18014412317244e-06
Position 987: 4.055531210593472e-06
Position 454: 3.764076562676954e-06
Position 631: 3.1057275964645357e-06
Position 2095: 3.0925264316053993e-06
Position 1011: 2.7765962405172683e-06
Position 2228: 2.694647615537406e-06
Position 930: 2.5919186015548262e-06
Position 1017: 2.526497175527629e-06
Position 584: 2.317492025027616e-06
Position 1382: 2.1441463214257574e-06
Position 2234: 1.8477970767099696e-06
Position 550: 1.3661665008387962e-06
Position 580: 1.2894844210068398e-06
Position 708: 1.264216018308803e-06
Position 852: 1.125089312410758e-06
Position 601: 1.0480636336210571e-06
Position 2463: 6.110273511133482e-07
Position 2562: 4.1704200131533707e-07
Position 744: 3.4761110285821696e-07
Position 598: 1.393849673346075e-07
Position 523: 9.320662295157853e-08
Position 62: 8.273466861649135e-08
Position 445: 7.446837127110958e-08
Position 520: 2.715972435843285e-08
Position 562: 1.8586928360348766e-08
Position 101: 1.7437566219313514e-08
Position 174: 4.198185906192289e-11
Position 64: 2.488827589395338e-12
