Gene = roq
index = 1861
Annotated 5SS: [ 135 1491 3707]
Annotated 3SS: [1327 1555 3898]
SMsplice 5SS: [1221 1491 3707]
SMsplice 3SS: [1327 1555 3898]
top_k =  1000
Partition function (log Z): -0.5200146028479873

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9999888744090245
Position 3707: 0.9304104563449835
Position 1221: 0.7800864763477932
Position 715: 0.31819910664435397
Position 1841: 0.22797441595549686
Position 2859: 0.20928446882766108
Position 135: 0.1737073674582614
Position 4401: 0.168581961010406
Position 4037: 0.09232186054462617
Position 465: 0.08746640643060494
Position 4942: 0.07293752320928279
Position 2804: 0.07031088583663082
Position 4090: 0.05976289120912241
Position 4159: 0.04081485230675329
Position 561: 0.0338151879488957
Position 2208: 0.03008504925012266
Position 4946: 0.028695603528245888
Position 4026: 0.02659049365658687
Position 1701: 0.024897616785894732
Position 2619: 0.02233000105528918
Position 914: 0.0211464950963663
Position 2644: 0.01825643723373916
Position 3441: 0.011414418240414928
Position 2684: 0.010510789152222944
Position 324: 0.010315527503045341
Position 3731: 0.009449774354574104
Position 217: 0.007759141031629684
Position 1708: 0.00727197625265966
Position 965: 0.006927082571702846
Position 687: 0.0066899934030966324
Position 979: 0.006649726916831762
Position 7464: 0.006089086717029466
Position 2675: 0.0057072562921954735
Position 2212: 0.004987424803356272
Position 210: 0.004115470860197756
Position 2810: 0.003821668420700258
Position 428: 0.0037242522472243026
Position 776: 0.003589913069419751
Position 2059: 0.003506369219798505
Position 773: 0.0033494135685526124
Position 178: 0.0033003738721114925
Position 4374: 0.002982371530241008
Position 338: 0.002684377643278025
Position 2732: 0.0026299698886231584
Position 1033: 0.0025160271208910525
Position 2308: 0.002481032664806306
Position 2503: 0.002292623750439707
Position 2123: 0.0022027820013400434
Position 4273: 0.0021983825456214873
Position 461: 0.0020999625601178353
Position 6662: 0.0015636055465987513
Position 3504: 0.0014376328247239542
Position 457: 0.0014014689293496173
Position 2697: 0.0013252359798340007
Position 2271: 0.0013245753353424423
Position 1994: 0.0012163152360650797
Position 4199: 0.0011269844655912053
Position 459: 0.001101872381449308
Position 35: 0.001099841453962043
Position 683: 0.0010908505422827929
Position 203: 0.0010608400731910777
Position 4268: 0.0009860502116589716
Position 937: 0.0008772878447106106
Position 819: 0.0008310890497520575
Position 5133: 0.0008204723521927392
Position 904: 0.0006780270575529268
Position 650: 0.0006493663802194763
Position 3380: 0.0005545009522510469
Position 423: 0.0005532184636044183
Position 550: 0.0005006061414951839
Position 2296: 0.00048306486224842826
Position 249: 0.0004511488946072325
Position 2461: 0.00040307225358747755
Position 383: 0.00040009566164592457
Position 1921: 0.00039555325028741957
Position 1159: 0.0003850304015075148
Position 1687: 0.0003705640771822682
Position 2156: 0.00036735740407149405
Position 3804: 0.0003304973415630962
Position 4127: 0.0002987609110421115
Position 2318: 0.0002529041743533965
Position 3083: 0.00024148540147381429
Position 139: 0.0002295935920372507
Position 4303: 0.00021011023698030225
Position 2006: 0.00019973987282854237
Position 182: 0.00019463823247702964
Position 538: 0.00017329193089790355
Position 11: 0.0001712693196500082
Position 758: 0.0001704677293396204
Position 576: 0.00016244063836442192
Position 1021: 0.0001568953096036163
Position 654: 0.00013543884887598476
Position 660: 0.0001250697721964598
Position 1799: 0.00012360227342945226
Position 1082: 0.0001213991516626033
Position 1413: 0.00011464318469419015
Position 377: 0.00011312970806249402
Position 4724: 0.00010448108307450193
Position 1738: 0.00010292988735620496
Position 4697: 0.00010066164072987746
Position 1559: 9.35109846273074e-05
Position 656: 9.161285706190406e-05
Position 2048: 8.322399430928051e-05
Position 2120: 7.931196773260317e-05
Position 807: 7.01148047501195e-05
Position 685: 6.92614547007568e-05
Position 2610: 6.419167213484719e-05
Position 1303: 6.407383348251625e-05
Position 2555: 5.9328723042481294e-05
Position 802: 5.650545861369706e-05
Position 252: 5.4652227473515885e-05
Position 463: 5.2409715335178345e-05
Position 2579: 5.159766652701705e-05
Position 1228: 4.7235499376053304e-05
Position 1936: 4.69877743377186e-05
Position 983: 4.43488359501481e-05
Position 4759: 4.119648932566472e-05
Position 1565: 3.893618346865283e-05
Position 2616: 3.6821718180647295e-05
Position 3711: 3.293568021501144e-05
Position 281: 2.8734392488789797e-05
Position 3624: 2.852215499329025e-05
Position 4152: 2.7927611360717878e-05
Position 4010: 2.63431888631939e-05
Position 1609: 2.541416605554127e-05
Position 3719: 2.106347226969192e-05
Position 488: 1.6835559767865287e-05
Position 1094: 1.5032228864849923e-05
Position 1084: 9.969133779933709e-06
Position 3524: 9.407601341542447e-06
Position 231: 8.970250207145076e-06
Position 412: 7.638820394692781e-06
Position 259: 7.340527418157031e-06
Position 247: 7.143861464763335e-06
Position 122: 5.606984304882939e-06
Position 2949: 5.578622240737919e-06
Position 101: 5.392928247282698e-06
Position 450: 5.309156459041995e-06
Position 1656: 4.943999708306758e-06
Position 469: 4.664135690533951e-06
Position 691: 4.118734821634873e-06
Position 666: 2.9382667853798854e-06
Position 2054: 2.4911037668657203e-06
Position 2182: 2.3968299902298854e-06
Position 3028: 2.3159191712690942e-06
Position 648: 2.02933625033192e-06
Position 2507: 1.8940028434661845e-06
Position 25: 1.8066608497635517e-06
Position 1511: 1.513615804001211e-06
Position 2086: 1.4770870849509065e-06
Position 1495: 6.350343534081734e-07
Position 2066: 4.160976371102503e-07
Position 1786: 3.4194687150592896e-07
Position 1658: 3.1970970131850686e-07
Position 434: 1.897185551373329e-07
Position 1883: 1.5695983371640988e-07
Position 1475: 1.3884529571343802e-07
Position 2063: 1.296739438890572e-07
Position 1808: 1.1429461718337263e-07
Position 1689: 7.631639898438585e-08
Position 432: 6.47865207490789e-08
Position 1477: 3.717926715572577e-08
Position 143: 3.4854313678458746e-08
Position 154: 1.11251102508367e-08
Position 1613: 7.295011139226835e-09
Position 2179: 7.19434646910634e-09
Position 664: 4.4807316462556935e-09
Position 1417: 3.4618659728166887e-09
Position 708: 2.2781824884213235e-09
Position 612: 2.2264472738914298e-09
Position 1569: 1.1351423143511336e-09
Position 305: 4.5449020400732814e-10
Position 1408: 2.8628156889206722e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1327: 0.9760273056740076
Position 1555: 0.9641412446714448
Position 3898: 0.51947801284614
Position 7390: 0.2181315393643664
Position 2913: 0.19754971817829084
Position 1074: 0.17786819776145443
Position 4451: 0.14823831440536003
Position 7374: 0.14421452849304925
Position 3842: 0.13525913509288193
Position 2725: 0.13253515763470136
Position 3901: 0.11435844683890253
Position 1097: 0.09819890615189299
Position 3533: 0.08809463139668389
Position 1009: 0.07989475933752851
Position 6487: 0.048615076729370384
Position 2948: 0.048181738424849664
Position 890: 0.046947651063636436
Position 4366: 0.03160450020216468
Position 2413: 0.029889838961256215
Position 913: 0.027840692984131547
Position 2988: 0.0230237175812241
Position 7052: 0.022812552761851564
Position 3863: 0.02123969612748345
Position 1903: 0.019338461948522834
Position 1033: 0.01848508164535626
Position 6212: 0.01814125214237368
Position 1609: 0.014361563779179638
Position 3785: 0.011978756409023628
Position 3509: 0.009751981650192898
Position 3441: 0.009166896138334598
Position 1116: 0.008920914840070631
Position 2976: 0.008413061195453682
Position 1946: 0.008276280825499064
Position 3123: 0.0068636458697585185
Position 1356: 0.0067406743661378695
Position 3024: 0.006326404256005381
Position 4156: 0.006242462769371298
Position 1155: 0.006198716142801449
Position 7523: 0.006089086717029462
Position 2569: 0.005660240820789836
Position 2931: 0.0053517352487980965
Position 2254: 0.0051468943620015745
Position 4173: 0.005083406265243364
Position 4456: 0.004992359796548635
Position 1340: 0.004817610775172115
Position 1987: 0.004700331347522491
Position 782: 0.004583008631902203
Position 3334: 0.004530094642478681
Position 4208: 0.004455053981042457
Position 6184: 0.0041044729348864
Position 962: 0.004057087489363705
Position 4840: 0.003977743231439213
Position 1921: 0.0039061805646021116
Position 2341: 0.0036826735791497768
Position 2728: 0.0036116461174247167
Position 863: 0.003572437609717473
Position 5275: 0.003543467878552451
Position 2387: 0.0032638257913151533
