Gene = Oseg5
index = 1348
Annotated 5SS: [ 370  893 1185 1636 2224]
Annotated 3SS: [ 435  956 1255 1695 2384]
SMsplice 5SS: [ 370  893 1185 1431 1636 2224]
SMsplice 3SS: [ 435  956 1255 1492 1695 2384]
top_k =  1000
Partition function (log Z): 15.464631376221815

Sorted 5' Splice Sites (High to Low Probability):
Position 370: 0.9990386724302498
Position 1636: 0.994480296101872
Position 1431: 0.9698123957131057
Position 1185: 0.9329647488843895
Position 2224: 0.9265365585010016
Position 893: 0.7625870749685246
Position 43: 0.41197151424438433
Position 879: 0.16307866345525687
Position 23: 0.1357292067069717
Position 2653: 0.055849629730913564
Position 843: 0.0489598947242193
Position 2025: 0.031046858936561974
Position 1143: 0.024852766409600397
Position 570: 0.010513651231686717
Position 2239: 0.00920956999350762
Position 1192: 0.008256076841032953
Position 830: 0.005918055406186737
Position 1984: 0.003917914282974887
Position 2155: 0.00368215007635036
Position 138: 0.0034636670179506697
Position 726: 0.0033610058364499907
Position 1195: 0.002613668283727359
Position 2310: 0.0026101378693550174
Position 1625: 0.0020065987850861763
Position 2123: 0.0019603355450076468
Position 67: 0.0019297800670808407
Position 594: 0.0015520037801887824
Position 1906: 0.001318601735991993
Position 1616: 0.0007817330661988886
Position 222: 0.0006554871981239805
Position 2017: 0.000629362575323453
Position 773: 0.0005156804205992419
Position 2273: 0.0004812922828418206
Position 2328: 0.00047609002196957
Position 770: 0.00045205620152170714
Position 1865: 0.00044687302924049347
Position 365: 0.00040216022139346073
Position 3: 0.0003694009493108673
Position 583: 0.00032832905911671644
Position 787: 0.00028976893755542737
Position 21: 0.00027679816731696473
Position 1971: 0.00027333321914038033
Position 1988: 0.0002627909167848416
Position 467: 0.00024374492211577152
Position 186: 0.00021624202503737883
Position 1824: 0.00019078402436885193
Position 611: 0.0001629040346500625
Position 561: 0.00015915292814746665
Position 1428: 0.00014682571354037748
Position 1893: 0.00013704027629454318
Position 558: 0.00013663467036462073
Position 2021: 0.00013189945911344867
Position 1110: 0.0001239309412974623
Position 15: 0.00010722971887601019
Position 1040: 0.00010658429238492973
Position 2268: 0.00010300776924422835
Position 728: 0.00010253690918782496
Position 2129: 9.762523754154484e-05
Position 1169: 8.875362444650292e-05
Position 1570: 7.174344726830041e-05
Position 1768: 6.003184358281483e-05
Position 2098: 5.892645768902493e-05
Position 1435: 5.7766188219210856e-05
Position 287: 5.208560304501314e-05
Position 1318: 4.0433410662148436e-05
Position 2258: 3.383973105775365e-05
Position 1550: 3.2402664937486595e-05
Position 2345: 3.1899046214319136e-05
Position 555: 3.187713598000215e-05
Position 2498: 1.891749143710702e-05
Position 1943: 1.8796366411190025e-05
Position 1499: 1.7745417848963472e-05
Position 2478: 1.5954694410319648e-05
Position 1359: 1.2550575549244757e-05
Position 1959: 1.0601846884807068e-05
Position 1081: 1.0562688442354405e-05
Position 482: 9.920553983667108e-06
Position 457: 7.710110798892402e-06
Position 678: 7.310646246254995e-06
Position 1529: 5.712344869943334e-06
Position 742: 4.882648251373493e-06
Position 238: 4.865735260632222e-06
Position 2862: 3.905270406541254e-06
Position 488: 3.5804293452491667e-06
Position 327: 3.2460429166959004e-06
Position 627: 2.705424769059523e-06
Position 1019: 2.6135902395619955e-06
Position 374: 2.540820316659175e-06
Position 2140: 1.716816204874649e-06
Position 635: 1.475089036928525e-06
Position 512: 1.374152447838624e-06
Position 757: 1.3488484670911165e-06
Position 1397: 1.3079733040759443e-06
Position 1370: 1.2784609316599445e-06
Position 1532: 1.0205274344851214e-06
Position 687: 8.113616149777754e-07
Position 1258: 7.01655205403963e-07
Position 961: 5.054394139935359e-07
Position 978: 4.554292628423431e-07
Position 75: 3.9754738696527404e-07
Position 1732: 3.2488212978407275e-07
Position 471: 2.723808268299672e-07
Position 942: 2.1017110867798855e-07
Position 2470: 2.026081327234997e-07
Position 1255: 1.90871972773203e-07
Position 1290: 1.8111941457061752e-07
Position 1292: 1.565504643926786e-07
Position 1730: 1.5565799433978868e-07
Position 332: 1.4546679210492917e-07
Position 1249: 1.2253054919524354e-07
Position 318: 1.1139375383667416e-07
Position 995: 4.4161038157115685e-08
Position 2029: 3.006695742776814e-08
Position 118: 2.1137471340222632e-08
Position 1832: 1.682751461011841e-08
Position 1344: 1.3012347507791242e-08
Position 1503: 1.259422457528886e-08
Position 1749: 1.0650372172553989e-10
Position 1496: 2.5526122947948612e-11
Position 2565: 1.742424449454686e-11
Position 406: 1.1680312906429457e-11
Position 2693: 5.750640343021434e-12
Position 2785: 1.1478779085823676e-12
Position 1720: 1.2003454098258387e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1695: 0.9937537959716455
Position 956: 0.986586131840328
Position 1492: 0.9692711810667928
Position 1255: 0.9651912520110577
Position 435: 0.9566428707160255
Position 2384: 0.9499218929466963
Position 112: 0.4636877735677681
Position 80: 0.08589862685260789
Position 448: 0.03774740573135321
Position 2732: 0.037290996735668665
Position 2414: 0.010898461122580059
Position 2703: 0.010599054975114866
Position 2337: 0.009763687339467884
Position 1017: 0.006563359619003056
Position 2301: 0.006112766727789719
Position 2781: 0.0059239258893822744
Position 991: 0.003782787925699087
Position 1322: 0.0028997294920709376
Position 2057: 0.002661578584006519
Position 2148: 0.0025702395131143134
Position 625: 0.0020925374001241385
Position 259: 0.001576770052077315
Position 2421: 0.0015073212753505556
Position 662: 0.0014438029813166411
Position 2046: 0.0014116472052417943
Position 665: 0.001316997056937121
Position 2838: 0.0011153652537812437
Position 238: 0.0009334182189989788
Position 191: 0.0009195219271014452
Position 202: 0.0007562204588426524
Position 1222: 0.0007187479264468736
Position 1926: 0.000655780277445939
Position 1865: 0.0005599755596643948
Position 482: 0.000481481947315669
Position 2700: 0.0003905832470416847
Position 2106: 0.0003763453920367108
Position 2769: 0.00037338945338638807
Position 2010: 0.0003663348644691661
Position 778: 0.00035595731877099436
Position 286: 0.00033923719297445764
Position 290: 0.0003123705219495443
Position 457: 0.0002248227605090864
Position 273: 0.0002206285576061293
Position 594: 0.00020775450212011574
Position 1783: 0.00020619451533879202
Position 1789: 0.00015554980389721724
Position 1284: 0.00015029791062911105
Position 2025: 0.0001433908459284541
Position 2785: 0.00013925180731253622
Position 1906: 0.00010236444480884538
Position 2171: 9.69109102860052e-05
Position 2561: 9.622240739091336e-05
Position 2071: 9.503720708303277e-05
Position 1393: 8.460455868593617e-05
Position 2264: 8.173450345963856e-05
Position 1503: 7.804254847193879e-05
Position 1967: 6.944661358474401e-05
Position 2856: 6.879795583163117e-05
Position 2883: 6.635918765745642e-05
Position 1390: 6.430809372954436e-05
Position 1602: 4.823957611219832e-05
Position 487: 4.507228631852282e-05
Position 2746: 4.1408276679519214e-05
Position 2847: 3.9634735023610804e-05
Position 830: 3.7560238136209766e-05
Position 747: 3.648949373509616e-05
Position 1570: 3.575768013435863e-05
Position 2512: 2.586679021445878e-05
Position 653: 2.300714767235932e-05
Position 1370: 2.2563951119832494e-05
Position 2794: 2.0161728229238405e-05
Position 627: 1.998197303499951e-05
Position 1471: 1.804470781463128e-05
Position 736: 1.779543760071652e-05
Position 1933: 1.7661608932297678e-05
Position 841: 1.5141365755319174e-05
Position 2129: 1.3673649513627301e-05
Position 2919: 1.3101280432417085e-05
Position 327: 1.2900629701381772e-05
Position 1936: 1.2264672860698307e-05
Position 549: 9.507147342472569e-06
Position 59: 9.133495942870725e-06
Position 2913: 8.922027132235712e-06
Position 1845: 8.491170180997557e-06
Position 471: 7.946468301758933e-06
Position 1337: 7.82345830881271e-06
Position 496: 7.750923509561359e-06
Position 752: 7.023823042006668e-06
Position 300: 6.6730978973022205e-06
Position 2517: 6.502426397102916e-06
Position 345: 5.924071036638603e-06
Position 2526: 4.240050208607381e-06
Position 1550: 4.200635241649348e-06
Position 1081: 3.9109432614636745e-06
Position 1046: 3.123767108266286e-06
Position 2553: 3.0449377928755993e-06
Position 1955: 3.0232057949144307e-06
Position 555: 1.818251882955444e-06
Position 2742: 1.8076159356487548e-06
Position 1450: 1.796030880420572e-06
Position 2748: 1.6839356524245588e-06
Position 2667: 1.4538707593631456e-06
Position 393: 1.2169804037315598e-06
Position 403: 1.1040723699664777e-06
Position 552: 1.0494292279527089e-06
Position 1415: 1.0123062667957556e-06
Position 879: 9.920913762593321e-07
Position 2904: 8.865176455979654e-07
Position 1422: 7.364788194696768e-07
Position 2610: 7.101148960851113e-07
Position 342: 6.282382814274397e-07
Position 306: 5.61865822350717e-07
Position 672: 4.812260325766504e-07
Position 1177: 4.6675500429087145e-07
Position 1991: 4.0589815239899193e-07
Position 297: 3.8359084461090356e-07
Position 891: 3.447734948053692e-07
Position 1192: 3.0780634608013597e-07
Position 1062: 1.7302880163717506e-07
Position 50: 1.5920934805818454e-07
Position 1496: 1.4334417450761034e-07
Position 2535: 1.3681445387130528e-07
Position 1125: 1.0837856164610553e-07
Position 1625: 2.9498301237490873e-08
Position 2594: 2.8392712364404756e-08
Position 47: 2.3373788186901456e-08
Position 606: 1.9737333168920416e-08
Position 292: 1.505173607360041e-09
Position 353: 1.8623301461247633e-10
Position 355: 1.089819256692383e-11
Position 369: 1.033241783461074e-13
Position 374: 1.0477103883051304e-14
Position 462: 3.987859407143629e-16
