Gene = Cdc37
index = 1062
Annotated 5SS: [ 341  605 1446]
Annotated 3SS: [ 400  785 1509]
SMsplice 5SS: [ 341  605 1446]
SMsplice 3SS: [ 400  785 1509]
top_k =  1000
Partition function (log Z): 4.942220835643516

Sorted 5' Splice Sites (High to Low Probability):
Position 605: 0.9962321127144064
Position 1446: 0.9954921533586373
Position 341: 0.7283718956229827
Position 159: 0.08953929576115367
Position 1037: 0.03457064427844272
Position 1825: 0.012590564984278603
Position 76: 0.011396549726293765
Position 178: 0.004701645615728639
Position 1080: 0.0028640508980838655
Position 1456: 0.0017897815412228092
Position 372: 0.0016481621909217932
Position 1187: 0.0015782511633057371
Position 99: 0.0015770594911873029
Position 53: 0.0011632683735822477
Position 47: 0.0009314821022086569
Position 912: 0.0007458310193523224
Position 61: 0.0007373524601166292
Position 1759: 0.0007320064743458917
Position 1793: 0.0005372037238429055
Position 1450: 0.00041651227067879005
Position 657: 0.00038696727779388045
Position 1466: 0.00036003845213163885
Position 1019: 0.0003522140173874601
Position 64: 0.00034844777679133296
Position 1652: 0.00030536882670898
Position 1055: 0.00029721857990498143
Position 67: 0.00026991737448751413
Position 1199: 0.0002584368459633438
Position 609: 0.00025420275554541104
Position 1236: 0.00025279180831615765
Position 357: 0.00022671653642060142
Position 1408: 0.00018020290361236022
Position 1727: 0.00017412875064695736
Position 27: 0.00012397764826001112
Position 1172: 9.319630137298395e-05
Position 325: 9.106174259072615e-05
Position 1218: 8.105811852645874e-05
Position 953: 7.741320538560548e-05
Position 1405: 6.74221179514151e-05
Position 1774: 5.857770606222224e-05
Position 1107: 4.6842012949007484e-05
Position 202: 4.463878062509486e-05
Position 1425: 3.8097487604404144e-05
Position 1627: 3.538631782869508e-05
Position 1277: 3.324381356403824e-05
Position 311: 3.1577956405647556e-05
Position 117: 2.86394182000563e-05
Position 637: 1.9620451802752876e-05
Position 1604: 1.7729439339005506e-05
Position 1161: 1.0065372214353992e-05
Position 665: 9.611164920976254e-06
Position 732: 9.472147079498783e-06
Position 10: 8.604618792256943e-06
Position 1115: 8.485570643149012e-06
Position 990: 6.703636023535581e-06
Position 703: 5.092546431627885e-06
Position 1691: 4.6462849481161315e-06
Position 1309: 4.070473835447599e-06
Position 1607: 3.96233268228996e-06
Position 674: 3.884079866578503e-06
Position 1831: 3.7433776498126673e-06
Position 1619: 2.0999300103371744e-06
Position 1234: 2.0528278168387347e-06
Position 1582: 1.8292937739371208e-06
Position 1684: 1.4518416080504857e-06
Position 1289: 1.363828834477937e-06
Position 557: 1.303712512481396e-06
Position 1267: 8.509030215521316e-07
Position 1540: 6.09135636602142e-07
Position 1321: 5.345233687689012e-07
Position 876: 3.2651065622279944e-07
Position 1333: 2.0351897215887732e-07
Position 1609: 7.885101417087878e-08
Position 1576: 1.9329851468801972e-08
Position 476: 1.4418842631458004e-08
Position 1523: 7.407675403908089e-09
Position 451: 1.0938821349614135e-09
Position 1495: 2.2446574954856821e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1509: 0.9985187795500623
Position 785: 0.9913415317187476
Position 400: 0.689147649603964
Position 218: 0.06750251106866116
Position 437: 0.04246012657488018
Position 1289: 0.015239242471064207
Position 1906: 0.013826705191092099
Position 146: 0.009362221647817111
Position 234: 0.009130282133668637
Position 1256: 0.007007771487318375
Position 265: 0.005648636348836302
Position 1187: 0.005425527027072392
Position 194: 0.005204749444007041
Position 1331: 0.004610181347625856
Position 1197: 0.003096780991229145
Position 1091: 0.0030085266155106343
Position 292: 0.002602809125754207
Position 297: 0.0023768826474427924
Position 1262: 0.002276214872156404
Position 732: 0.002126196349012636
Position 1240: 0.002055410796087904
Position 469: 0.0017446528801827643
Position 708: 0.0017113165773147778
Position 1317: 0.0009915328002400073
Position 303: 0.0007487608695032779
Position 220: 0.0006087145445004058
Position 415: 0.0006026327751424566
Position 97: 0.0005940060781173996
Position 1855: 0.0005059863210100944
Position 238: 0.00028518040156472267
Position 1518: 0.0002690982411567466
Position 1328: 0.00024734355360599874
Position 1543: 0.00020227412066917423
Position 1064: 0.00017264702332389086
Position 157: 0.00016098713629064543
Position 1211: 0.00015865106485738985
Position 1340: 0.00015132254423261504
Position 241: 0.00014703004854287621
Position 1142: 0.0001356033194466843
Position 789: 0.00012194464652756961
Position 1107: 8.671715290253332e-05
Position 372: 7.274384751381143e-05
Position 1723: 6.074446764905886e-05
Position 1811: 5.276754923004504e-05
Position 926: 5.1220766508747303e-05
Position 1346: 4.941046403493662e-05
Position 1277: 4.709578566404095e-05
Position 1839: 3.925082590904834e-05
Position 1859: 3.0893914623674334e-05
Position 998: 2.301328156273948e-05
Position 1019: 2.2429744088325154e-05
Position 1530: 1.9162007382188164e-05
Position 1172: 1.8177784697823676e-05
Position 1297: 1.3978170003213085e-05
Position 800: 1.3628943702876508e-05
Position 1557: 9.588529063439128e-06
Position 1343: 9.52345274645885e-06
Position 1704: 8.82742855956588e-06
Position 889: 8.033942700134321e-06
Position 1136: 7.903285757797405e-06
Position 321: 7.4507529355429176e-06
Position 532: 7.271930598077403e-06
Position 908: 6.782184157973983e-06
Position 995: 6.448605137215241e-06
Position 526: 6.377149034558826e-06
Position 1650: 5.672277414458501e-06
Position 1308: 4.7787373219981596e-06
Position 250: 4.754891221595483e-06
Position 1088: 4.722431123517548e-06
Position 860: 2.9357331178537824e-06
