Gene = GlcAT-P
index = 1188
Annotated 5SS: [   36   970 13148 13903 15382 18007 18313 18889]
Annotated 3SS: [  660 13116 13327 14892 17819 18154 18597 19004]
SMsplice 5SS: [  970 13903 18007 18313 18889]
SMsplice 3SS: [13327 17819 18154 18597 19004]
top_k =  1000
Partition function (log Z): 1.6944689665480168

Sorted 5' Splice Sites (High to Low Probability):
Position 18889: 0.9951041751887552
Position 970: 0.9941562406488091
Position 13903: 0.9816766339752799
Position 18007: 0.5117387136029652
Position 18313: 0.49102398663000846
Position 18003: 0.19965012319957612
Position 12359: 0.1888490171396323
Position 12302: 0.16236046950349553
Position 13148: 0.13051854287911943
Position 13463: 0.094555275421689
Position 19218: 0.08851502537567306
Position 19382: 0.07332497259657446
Position 13467: 0.0552274679260802
Position 232: 0.04156681554206167
Position 246: 0.02316511439890111
Position 1229: 0.02245164529193384
Position 137: 0.022107781673366286
Position 6287: 0.021634302048381578
Position 2563: 0.02049531383241818
Position 611: 0.0203382686622233
Position 19107: 0.0172566042843718
Position 19272: 0.0162825810272313
Position 384: 0.015745936114861307
Position 2058: 0.01523454817823078
Position 221: 0.015039650561335301
Position 758: 0.013482171967124442
Position 388: 0.012602225291012976
Position 4897: 0.01205639593673501
Position 32: 0.011518597788225057
Position 14354: 0.010043791722173971
Position 3011: 0.009753071606054275
Position 18351: 0.009057460756136258
Position 19266: 0.008686613888173681
Position 2812: 0.008165760764584721
Position 12401: 0.007703797083989802
Position 36: 0.007105832723739263
Position 3055: 0.006571949283243319
Position 19895: 0.00655772330961112
Position 1028: 0.00453226573781023
Position 19130: 0.0035959119255695032
Position 392: 0.0028779977485733697
Position 9999: 0.002627040009049947
Position 19630: 0.002541979885798213
Position 19270: 0.002442680354332455
Position 2624: 0.002352638988393524
Position 400: 0.002318484072497116
Position 615: 0.002259567823389716
Position 1421: 0.0021634777553472726
Position 19173: 0.0021194627260959723
Position 404: 0.002103821404177833
Position 402: 0.002102678413208473
Position 3166: 0.0020790471736907698
Position 396: 0.0018390671936675661
Position 5007: 0.0016046867053468277
Position 19300: 0.0013963447755583524
Position 298: 0.0013008655807457787
Position 20238: 0.0012330181549530753
Position 398: 0.0011026501537728516
Position 128: 0.001037851359590022
Position 18751: 0.001020114851170755
Position 408: 0.0008067823061828881
Position 214: 0.0006527552845208693
Position 5596: 0.000539069648320727
Position 18893: 0.0005382295097438179
Position 2158: 0.0005357429078970289
Position 597: 0.0005265072167849257
Position 20307: 0.0005148207960448289
Position 4706: 0.0005097333516325505
Position 2382: 0.00047034494374859987
Position 19141: 0.00042297123870855733
Position 19636: 0.0003914347989153356
Position 20078: 0.0003344228575229106
Position 1869: 0.00029675117270554956
Position 382: 0.0002696048221299359
Position 19422: 0.00026657446170290356
Position 20145: 0.00026139775839883057
Position 236: 0.00021091093698740907
Position 1660: 0.00020622275320980932
Position 436: 0.00015754727595235966
Position 2049: 0.00014840596915905962
Position 19212: 0.00014416115179016368
Position 25: 0.0001250426021001746
Position 1703: 0.0001110338212572825
Position 5009: 0.00011033661053166942
Position 19133: 0.00011000439579047192
Position 20363: 9.57288315615242e-05
Position 19506: 8.011863213481843e-05
Position 346: 7.191819103381325e-05
Position 2205: 5.9927488720314446e-05
Position 216: 5.944576489365396e-05
Position 211: 5.9226202665137525e-05
Position 18879: 5.822228998875014e-05
Position 609: 5.5427379857903876e-05
Position 4905: 5.06007719316763e-05
Position 18723: 4.640679036528432e-05
Position 2252: 4.406914597680358e-05
Position 5752: 4.142717659043471e-05
Position 2064: 4.027354947834517e-05
Position 3775: 4.022518443824032e-05
Position 2062: 3.8160671072744954e-05
Position 5136: 3.6889373128868764e-05
Position 5530: 3.406677256736739e-05
Position 5040: 3.200151947306148e-05
Position 2208: 3.137806259274179e-05
Position 350: 3.079210298556619e-05
Position 18896: 2.973332475906527e-05
Position 2275: 2.83926083873526e-05
Position 3544: 2.7682579000562034e-05
Position 2560: 2.7127766243129862e-05
Position 205: 2.6959437483327512e-05
Position 2620: 2.6086933021758545e-05
Position 412: 2.4618150828155375e-05
Position 3537: 2.458216464973377e-05
Position 4049: 2.3700890870451387e-05
Position 2611: 2.349183651491657e-05
Position 19344: 2.2630622958412897e-05
Position 3589: 2.1809202518682048e-05
Position 599: 1.933346439316859e-05
Position 1879: 1.8932186891479578e-05
Position 3410: 1.8316290242861902e-05
Position 539: 1.5598541041493158e-05
Position 2924: 1.4993494678593378e-05
Position 1485: 1.3169991913971233e-05
Position 617: 1.2978923194142413e-05
Position 2060: 1.2794181458849238e-05
Position 2981: 1.2596656066554467e-05
Position 190: 1.1110226273660626e-05
Position 866: 1.0433436787894616e-05
Position 1294: 9.988574125003311e-06
Position 706: 8.967620525710463e-06
Position 203: 8.908610928685377e-06
Position 951: 7.694826664713572e-06
Position 2172: 7.67689925608357e-06
Position 132: 7.491671191366584e-06
Position 2406: 6.705838363128587e-06
Position 829: 6.487565539644556e-06
Position 2826: 6.187223012108746e-06
Position 18822: 6.112781947688815e-06
Position 678: 5.945264079270703e-06
Position 974: 5.052108622084802e-06
Position 18655: 4.7756917399154136e-06
Position 1549: 4.431546751775951e-06
Position 406: 4.270872598380744e-06
Position 1202: 3.5541048726258776e-06
Position 1520: 3.278973713337975e-06
Position 318: 3.116332312164108e-06
Position 252: 2.9142983065893077e-06
Position 250: 2.844084863509139e-06
Position 2144: 2.562064672159503e-06
Position 2618: 2.467066412980407e-06
Position 585: 2.4518752628306454e-06
Position 19165: 2.446449992805857e-06
Position 1733: 1.785242409217422e-06
Position 19: 1.6455145045827894e-06
Position 688: 1.4856619066521219e-06
Position 2013: 1.3949125024565616e-06
Position 19685: 1.2608158128232544e-06
Position 19353: 1.2216526943530137e-06
Position 188: 1.2011164914320076e-06
Position 1405: 9.914989950279593e-07
Position 16554: 7.573101837567914e-07
Position 15382: 7.357026713614443e-07
Position 19669: 6.865417084778666e-07
Position 1497: 6.548216299743058e-07
Position 19392: 6.366339674964028e-07
Position 1706: 5.963507295532446e-07
Position 1922: 5.652961962180636e-07
Position 497: 5.541919564558992e-07
Position 1983: 5.102442922876692e-07
Position 13750: 5.039592625408374e-07
Position 2090: 5.016023974719945e-07
Position 2068: 5.001300013440289e-07
Position 15106: 4.2741147336454756e-07
Position 1213: 3.458800515602783e-07
Position 15052: 3.1938034946212576e-07
Position 15420: 2.741677349553708e-07
Position 1819: 2.3065976152251708e-07
Position 1522: 1.5196857776712513e-07
Position 931: 1.399511767979123e-07
Position 19442: 1.232237086958185e-07
Position 1394: 1.0746580082744387e-07
Position 984: 1.0061696134146312e-07
Position 15061: 7.590288312589261e-08
Position 1066: 7.166394011280754e-08
Position 13806: 5.668892439555361e-08
Position 19196: 5.090626757556112e-08
Position 963: 2.837401129318668e-08
Position 956: 2.085425465816298e-08
Position 14806: 9.142906160276785e-09
Position 7367: 8.048231754373076e-09
Position 9133: 6.49358537423432e-09
Position 3170: 1.9893788796980013e-09
Position 40: 1.602886958934981e-09
Position 469: 1.3713133448534364e-09
Position 19357: 9.389270228775853e-10
Position 19347: 3.725766624597146e-10
Position 479: 1.7629552401452116e-10
Position 619: 1.2294716852114715e-10
Position 3053: 7.112527459259853e-11
Position 644: 6.380639814187068e-11
Position 669: 5.825737276072416e-11
Position 3110: 3.460460492494366e-11
Position 2928: 2.7391524774058197e-11
Position 3015: 1.5030514658478307e-11
Position 3838: 6.293565297921589e-12
Position 3855: 5.646805739894504e-12
Position 1297: 5.200200564754233e-13
Position 1467: 2.976585814712384e-13
Position 1330: 7.488904241849377e-14
Position 1352: 5.788689144858881e-14
Position 1186: 4.424455373475182e-17
Position 1262: 9.952275173404691e-18

