Gene = Fie
index = 1168
Annotated 5SS: [ 416 1341 1541]
Annotated 3SS: [ 958 1403 1594]
SMsplice 5SS: [ 416 1341 1541]
SMsplice 3SS: [ 958 1403 1594]
top_k =  1000
Partition function (log Z): 6.7845053068915036

Sorted 5' Splice Sites (High to Low Probability):
Position 1341: 0.998290032771858
Position 1541: 0.997368421082805
Position 416: 0.9817136257557395
Position 889: 0.013851903452359725
Position 1689: 0.006041298214442199
Position 31: 0.005679460167334417
Position 868: 0.005272821728519433
Position 1727: 0.004906308196885317
Position 192: 0.0029759960453920454
Position 1789: 0.0018812293064235477
Position 412: 0.0013096669970695096
Position 1680: 0.0012990491973957474
Position 705: 0.0011838328823829244
Position 1758: 0.0011195239973943373
Position 247: 0.0011112502486400437
Position 865: 0.0009810061669056481
Position 1678: 0.000777614565698272
Position 898: 0.0007765536130701098
Position 852: 0.0007518496223606294
Position 717: 0.0007022696995376774
Position 1545: 0.0006990097961280016
Position 1549: 0.0006129669509850255
Position 152: 0.00046777553715371406
Position 1345: 0.00045705674175425346
Position 922: 0.00044491142781400355
Position 1773: 0.00030980072010759936
Position 122: 0.00028924793502411105
Position 1850: 0.0002697728556326723
Position 722: 0.00026353665688405505
Position 1167: 0.00025446104150586574
Position 1890: 0.0002179935353199869
Position 820: 0.00020380771326732614
Position 1775: 0.00020375392553831622
Position 197: 0.0001872925638402889
Position 160: 0.00014173985097415412
Position 362: 0.00013494248878215061
Position 2104: 0.00012139428008829443
Position 434: 0.00011836612812652367
Position 892: 0.00010355686713957314
Position 734: 0.00010141954391713079
Position 541: 9.200701086957389e-05
Position 1331: 8.517246314942786e-05
Position 810: 7.696403378327779e-05
Position 1783: 6.86675813044418e-05
Position 617: 6.829575854173414e-05
Position 287: 5.939509685792066e-05
Position 1888: 5.770938214924017e-05
Position 2142: 4.9956456639554756e-05
Position 34: 4.608070520453523e-05
Position 785: 4.152809724724404e-05
Position 1859: 3.4605627763209435e-05
Position 847: 3.327992266924622e-05
Position 1158: 3.138066603028773e-05
Position 1624: 2.929592579315293e-05
Position 48: 2.809442228297029e-05
Position 1663: 2.552826103945784e-05
Position 2109: 2.5295549242173566e-05
Position 1323: 2.3997278250466404e-05
Position 420: 2.2600497098219765e-05
Position 1447: 2.1553901301799015e-05
Position 1984: 1.932852374015016e-05
Position 1729: 1.8047160660546836e-05
Position 663: 1.730342297761883e-05
Position 1575: 1.6924988744786786e-05
Position 1148: 1.5701977237230097e-05
Position 267: 1.4490909059233473e-05
Position 111: 1.3540529451344296e-05
Position 958: 1.3092086394897043e-05
Position 1326: 1.0587144468525878e-05
Position 2134: 9.606168321736104e-06
Position 443: 9.204716822590596e-06
Position 1062: 6.52406774031797e-06
Position 917: 4.58108689322552e-06
Position 1373: 4.116792532032406e-06
Position 1244: 3.3386222555309012e-06
Position 126: 3.1544465281206163e-06
Position 2090: 2.315113568869482e-06
Position 117: 2.153483999048949e-06
Position 1025: 1.7297252235834825e-06
Position 1945: 1.505444913470753e-06
Position 2073: 1.3543775863870444e-06
Position 1269: 1.3392272811866234e-06
Position 842: 8.341272863955054e-07
Position 1205: 7.829973941278504e-07
Position 1018: 6.499324810497341e-07
Position 69: 6.062480976798571e-07
Position 788: 6.008914576157679e-07
Position 74: 5.69586971131534e-07
Position 1283: 4.5209311142178215e-07
Position 1524: 4.336642413073235e-07
Position 1182: 2.825668717279855e-07
Position 1473: 2.5396324910740845e-07
Position 1310: 2.0973497791460398e-07
Position 1252: 1.1713325717351306e-07
Position 1511: 1.1545011138429113e-07
Position 1195: 1.1039433591903259e-07
Position 1124: 1.0118983134961641e-07
Position 1247: 9.18119087377059e-08
Position 1444: 1.3245896075334907e-08
Position 1451: 2.471699024302609e-09
Position 1403: 5.700912709939624e-10
Position 1605: 2.6667261560768155e-10
Position 128: 2.2079233695199718e-10
Position 937: 2.5173248476541558e-12
Position 330: 1.756501444615072e-12
Position 1075: 2.0575637322666525e-14
Position 986: 7.393179236742613e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1403: 0.9993563481547632
Position 1594: 0.9803071118414691
Position 958: 0.8538453919731283
Position 482: 0.08910798012139311
Position 1015: 0.05153007461388399
Position 2004: 0.017856844930479586
Position 1771: 0.006889019633825594
Position 93: 0.005616866935713357
Position 508: 0.004699645072978123
Position 493: 0.003977822240181023
Position 1726: 0.0025397126064518587
Position 1893: 0.002373951640846774
Position 267: 0.0019780721638968644
Position 937: 0.0018375572341581944
Position 2224: 0.0017834603821532157
Position 308: 0.0015648819792128035
Position 847: 0.0013194458425955084
Position 1635: 0.0011454833469642673
Position 1810: 0.0008494452567272275
Position 1792: 0.0008181440902394008
Position 546: 0.0005333510347741203
Position 1899: 0.0005163126816441335
Position 247: 0.0005065643651278933
Position 1983: 0.000422989732646841
Position 212: 0.0004042204459539504
Position 1461: 0.00033133480712280064
Position 339: 0.0002879621646511319
Position 663: 0.00028043677677770825
Position 459: 0.00023147774755873327
Position 2202: 0.0001837187369001109
Position 1471: 0.000178687586864266
Position 922: 0.0001661373268397015
Position 1054: 0.00014651712627451377
Position 2112: 0.00012947610137346797
Position 468: 8.140367409201428e-05
Position 1678: 8.089252289729897e-05
Position 614: 7.07786386368775e-05
Position 2129: 6.844767549908934e-05
Position 2191: 6.769767617714524e-05
Position 181: 5.398115208805975e-05
Position 611: 5.075661754664824e-05
