Gene = Muc26B
index = 1291
Annotated 5SS: [95]
Annotated 3SS: [157]
SMsplice 5SS: [95]
SMsplice 3SS: [157]
top_k =  1000
Partition function (log Z): -4.5145396133693

Sorted 5' Splice Sites (High to Low Probability):
Position 95: 0.99854058367084
Position 1124: 0.02504069839141637
Position 267: 0.004670282039243016
Position 341: 0.004503890958835863
Position 332: 0.003596268668665487
Position 451: 0.002294706257914299
Position 1471: 0.001297944938112917
Position 1225: 0.0012072197372363634
Position 106: 0.00117333694054731
Position 544: 0.0008210203899244462
Position 479: 0.0006416200062528577
Position 392: 0.00034909420996869053
Position 1273: 0.00023418104160747173
Position 1142: 0.00020325799296091443
Position 1115: 0.0001672081429876151
Position 16: 0.00011544018875222928
Position 1303: 9.369674669660669e-05
Position 1467: 9.137808843526147e-05
Position 321: 7.894747776791094e-05
Position 265: 7.336996069121722e-05
Position 336: 5.447357093783871e-05
Position 1113: 4.756248008590781e-05
Position 472: 3.9006649216065576e-05
Position 1291: 2.2559035353632557e-05
Position 311: 1.1156883285019163e-05
Position 530: 1.0664278052626517e-05
Position 110: 9.182758212035043e-06
Position 358: 8.03526793967036e-06
Position 1168: 7.223991572613594e-06
Position 271: 6.620763824971683e-06
Position 1381: 5.307317026113238e-06
Position 1067: 5.121294941826842e-06
Position 1332: 4.734966791231113e-06
Position 20: 4.421594543229458e-06
Position 1625: 3.921966350650037e-06
Position 37: 3.443191831561005e-06
Position 229: 3.2164520696218655e-06
Position 423: 3.1206101761614126e-06
Position 1540: 2.9371933960808592e-06
Position 397: 2.3431400179770435e-06
Position 1263: 2.1769465408622665e-06
Position 1267: 1.460005517644323e-06
Position 1091: 1.1380469955820536e-06
Position 1043: 1.0231329905035164e-06
Position 1535: 9.529984627654329e-07
Position 1410: 7.617854725359068e-07
Position 70: 7.258953082399987e-07
Position 217: 7.093105571133729e-07
Position 203: 6.846226470019498e-07
Position 352: 6.513894031157507e-07
Position 1234: 5.338633803017951e-07
Position 1019: 5.073835576736408e-07
Position 51: 4.774350748486809e-07
Position 205: 4.604597765139618e-07
Position 731: 1.7874967568935593e-07
Position 301: 1.746561802966679e-07
Position 1217: 1.605791435109659e-07
Position 1383: 1.2987475194612967e-07
Position 683: 1.2165530946847433e-07
Position 500: 1.1762181068187447e-07
Position 659: 1.0476538291295009e-07
Position 707: 1.0425862534718185e-07
Position 755: 1.0167768209148921e-07
Position 635: 9.861775121891162e-08
Position 779: 9.846585032378717e-08
Position 875: 9.499248668525301e-08
Position 330: 8.902092798623402e-08
Position 947: 8.579193694189186e-08
Position 995: 8.55273178617009e-08
Position 923: 8.156234945875783e-08
Position 971: 7.739232024538599e-08
Position 214: 7.730447622969525e-08
Position 803: 7.40711206546287e-08
Position 851: 7.324920538795876e-08
Position 611: 7.263847284600867e-08
Position 827: 7.085773527604853e-08
Position 1190: 6.695319490414958e-08
Position 563: 6.537653817144604e-08
Position 395: 6.455472154935522e-09
Position 899: 3.16081313055218e-09
Position 260: 2.2468421224700047e-09
Position 157: 1.7911386986053717e-09
Position 587: 6.069571878349224e-10
Position 1362: 5.06865199081086e-10
Position 181: 2.817462331966624e-10
Position 1166: 4.372354764133222e-11
Position 343: 3.69607490822053e-11
Position 167: 7.015929063306412e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 157: 0.9996695875762748
Position 1174: 0.015117873128448823
Position 1724: 0.008056528657146933
Position 1213: 0.007915675956893362
Position 1123: 0.004190746673338274
Position 1176: 0.0015242947879676992
Position 538: 0.0013044802035339833
Position 454: 0.0012119569984683153
Position 1187: 0.0011059742721568492
Position 1150: 0.0009215917850168854
Position 429: 0.0008786804568056571
Position 1425: 0.0005129852186409164
Position 321: 0.000465013163318319
Position 1506: 0.000438783747059652
Position 1345: 0.0002631598837747739
Position 384: 0.00025846572015546373
Position 340: 0.00023117716336936556
Position 390: 0.000199291992593206
Position 1251: 0.00019330719540416625
Position 1545: 0.000180475460479906
Position 1706: 0.0001513523181598392
Position 1395: 0.00013920399758475858
Position 1527: 0.00011000175162370734
Position 1676: 9.143665038151013e-05
Position 330: 5.6879292010863266e-05
Position 1229: 5.682575612670676e-05
Position 542: 3.7806341817894495e-05
Position 472: 3.0980461095755454e-05
Position 336: 2.252624397380505e-05
Position 457: 2.0373006039850785e-05
Position 1273: 1.7665253793840562e-05
Position 1282: 1.503112443732648e-05
Position 1461: 1.3298831075333073e-05
Position 1686: 8.965680064957334e-06
Position 1399: 8.875147341494839e-06
Position 188: 7.393259154763882e-06
Position 443: 7.178174361171368e-06
Position 1598: 7.072662015216784e-06
Position 311: 6.6643476364713945e-06
Position 122: 5.753406323938727e-06
Position 279: 3.845784198222843e-06
Position 210: 2.732134226961185e-06
Position 203: 8.445639581197165e-07
Position 77: 6.190516889589549e-07
Position 222: 2.6922030261494836e-07
Position 94: 1.9102309408697583e-07
Position 67: 4.3872131543419615e-08
Position 233: 2.758603156151575e-09
Position 59: 6.141680548446434e-10
Position 61: 5.25795111237754e-10
Position 423: 2.533308806319836e-11
Position 133: 8.58089348317544e-12
