Gene = p130CAS
index = 1832
Annotated 5SS: [  421 14736 15967]
Annotated 3SS: [14591 15696 19176]
SMsplice 5SS: [  421 14736 15967]
SMsplice 3SS: [14591 15696 19176]
top_k =  1000
Partition function (log Z): -2.3987015360013864

Sorted 5' Splice Sites (High to Low Probability):
Position 14736: 0.9664447681538745
Position 15967: 0.9660631658975888
Position 421: 0.8094910311618497
Position 3788: 0.6046571552027227
Position 3437: 0.2816059946139504
Position 842: 0.20159586712072058
Position 4497: 0.19548447900246899
Position 8488: 0.10765976321909876
Position 5244: 0.10680722774226213
Position 15097: 0.08216383084695458
Position 6164: 0.08034756804321175
Position 5754: 0.06960798868790197
Position 507: 0.06021293092328808
Position 3773: 0.059803529397828584
Position 89: 0.05814994808175961
Position 5562: 0.04854041663152352
Position 18985: 0.04618668495023406
Position 4377: 0.044360181971177984
Position 4502: 0.0437732561532646
Position 18612: 0.04312625182131821
Position 4888: 0.029330768780044168
Position 3762: 0.02666789182101085
Position 16810: 0.02511155077069332
Position 5173: 0.023474235366969805
Position 14704: 0.021440226454079708
Position 18539: 0.01846862756086914
Position 2872: 0.018010372866701308
Position 548: 0.017535471400595467
Position 6677: 0.01649172994830856
Position 10512: 0.012449790785075838
Position 20227: 0.010848184260402195
Position 18384: 0.009203392778545896
Position 330: 0.008987235864558202
Position 2940: 0.00784071945663431
Position 4909: 0.007435326690707188
Position 4042: 0.006841806681310977
Position 17109: 0.006668771178811741
Position 18323: 0.0062700138895545494
Position 475: 0.006042159771001189
Position 17473: 0.005556513617049212
Position 3782: 0.005523573627095779
Position 14794: 0.005408782848724471
Position 9938: 0.005262659629702737
Position 1207: 0.004876912554951032
Position 1202: 0.004832192403744593
Position 33: 0.004794709283441148
Position 3767: 0.004788717913527498
Position 3173: 0.004771486374166059
Position 3269: 0.00476371892214177
Position 1310: 0.004600567195578129
Position 2081: 0.004488943205303683
Position 4442: 0.004458714573648903
Position 1241: 0.004241154827194074
Position 3101: 0.004205504763180572
Position 1102: 0.004017790897982741
Position 4818: 0.003926067640140293
Position 3168: 0.003816487515163144
Position 666: 0.003746110369653787
Position 1314: 0.0033412504243677584
Position 2917: 0.003115056100927197
Position 561: 0.003111700981497708
Position 6062: 0.003064641403005148
Position 17502: 0.003044184457274139
Position 1131: 0.002951657512851248
Position 5742: 0.0025948403974766863
Position 2292: 0.0025419999594469465
Position 1721: 0.0024637106656632143
Position 851: 0.002435215336020133
Position 20083: 0.0020910209544965914
Position 1403: 0.002055530135697264
Position 5746: 0.0019210802224446798
Position 5738: 0.0017637650963321465
Position 413: 0.0016862236653358482
Position 21306: 0.0016613742555491554
Position 15368: 0.0016309097665661325
Position 109: 0.0016226141061234387
Position 29: 0.0015920059718675925
Position 1215: 0.0014099602620544617
Position 3427: 0.0013967807602345503
Position 1287: 0.0012999970460445633
Position 4274: 0.001277569177676133
Position 3432: 0.0012313015725809227
Position 16014: 0.001221789862233538
Position 17070: 0.0011735190054103731
Position 1269: 0.000992646041092478
Position 16281: 0.0009723925935174142
Position 623: 0.000931547618659807
Position 18008: 0.0009244689521738694
Position 3651: 0.0008915303413189944
Position 5557: 0.0008571308136848337
Position 7703: 0.0008075770811011777
Position 4532: 0.0007684526766398749
Position 1725: 0.0007668787572321213
Position 2603: 0.0007405250166335406
Position 3351: 0.0007230762268505471
Position 5122: 0.0007172188997241111
Position 230: 0.0007112097080369141
Position 1116: 0.0007001248507797995
Position 200: 0.0006854012860345608
Position 5044: 0.000666930286775698
Position 4382: 0.0006591903601344747
Position 2674: 0.0006181091358062044
Position 1630: 0.0006176778430646861
Position 5727: 0.0006149230193153734
Position 20317: 0.0006000475164745628
Position 15865: 0.000589352000354292
Position 4630: 0.0005843776099998797
Position 3552: 0.0005575670170863478
Position 15848: 0.0005532726390575025
Position 3116: 0.0005459985911903815
Position 997: 0.0005314310928460724
Position 19479: 0.0004891593102561815
Position 864: 0.0004811370791918086
Position 769: 0.0004606687620369921
Position 1913: 0.0003881166300113704
Position 17731: 0.00038077065843443686
Position 2405: 0.00033006540706738055
Position 2416: 0.0003269320880716857
Position 434: 0.00032613526471866774
Position 16485: 0.0003103742710566354
Position 3306: 0.0003053474863236828
Position 93: 0.0003003078861928977
Position 3143: 0.0002856034348879936
Position 15899: 0.00026428589422617955
Position 6125: 0.00022862349301073587
Position 16861: 0.00022219098138664053
Position 1238: 0.00022095790821594424
Position 20617: 0.00021620435316952076
Position 15067: 0.0001849097028091379
Position 194: 0.0001666782667590706
Position 16212: 0.00016185872277798603
Position 453: 0.00014182885852697476
Position 668: 0.00013070855598019848
Position 1709: 0.00012677237102711063
Position 14800: 0.0001264157102806271
Position 660: 0.0001236089840312042
Position 334: 0.00012337431063738025
Position 846: 0.00012313532962278614
Position 712: 0.0001095185089595473
Position 3331: 0.00010899342381636883
Position 17017: 0.00010730150666754468
Position 17220: 0.00010573754632099244
Position 6040: 8.558027478954114e-05
Position 56: 7.617255371943398e-05
Position 465: 7.296525389237127e-05
Position 6045: 7.225741141528262e-05
Position 3662: 6.784379945725893e-05
Position 1318: 6.728713825300782e-05
Position 19714: 6.617243135415601e-05
Position 1056: 6.294381437584666e-05
Position 39: 5.996172058234022e-05
Position 3580: 5.3682627547299355e-05
Position 1164: 5.082075290887735e-05
Position 17: 4.909708097304116e-05
Position 15918: 4.431207426288958e-05
Position 615: 4.036135731771701e-05
Position 1438: 3.893354527963143e-05
Position 4394: 3.597525786099599e-05
Position 68: 3.002150868199696e-05
Position 16233: 2.7208085958322387e-05
Position 16134: 2.4776314012119636e-05
Position 3643: 2.2551880403668786e-05
Position 16476: 2.1956420357137422e-05
Position 211: 1.7665788488220744e-05
Position 3545: 1.761967814050495e-05
Position 47: 1.4665231518602805e-05
Position 17216: 1.2760389473186767e-05
Position 243: 1.1462530850796055e-05
Position 485: 1.1192578341844756e-05
Position 1122: 1.1040883359668309e-05
Position 1302: 1.0871723317631435e-05
Position 16448: 1.0598926614411856e-05
Position 66: 7.199102364217964e-06
Position 16337: 5.8369654884809635e-06
Position 640: 4.383721912189977e-06
Position 235: 3.0061258768071544e-06
Position 1435: 2.9093945162992733e-06
Position 425: 2.713217784353433e-06
Position 277: 2.69858456809256e-06
Position 653: 1.0703506606533727e-06
Position 963: 7.332922179469989e-07
Position 192: 6.421264658110171e-07
Position 872: 6.382228142039042e-07
Position 992: 4.856106650483166e-07
Position 3949: 3.4966950597578385e-07
Position 2277: 2.2376593280420893e-07
Position 586: 1.7233345473350538e-07
Position 346: 1.4217703914935478e-07
Position 635: 4.956331608730016e-08
Position 780: 1.3528322463277389e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14591: 0.9979027452703733
Position 19176: 0.9835162180433105
Position 15696: 0.9669004803519426
Position 3083: 0.6596144194348135
Position 3832: 0.4114521876603433
Position 3570: 0.20374642033624568
Position 665: 0.11804021278855344
Position 8352: 0.10042392094394699
Position 727: 0.08173743402614358
Position 5831: 0.08129742107216711
Position 5648: 0.06250330871861003
Position 3167: 0.05509750761721034
Position 3544: 0.048220071304366154
Position 18099: 0.034583903148506234
Position 18430: 0.03323997913604644
Position 4966: 0.03190847098085201
Position 15010: 0.029877416113579087
Position 3876: 0.02839119778839097
Position 16715: 0.026887549493293444
Position 4685: 0.025407858405324453
Position 14854: 0.01794796396648122
Position 18745: 0.015698843318375007
Position 4559: 0.013548197753683534
Position 6208: 0.013163848582951625
Position 3662: 0.012621464775786167
Position 17300: 0.012505153186424645
Position 18835: 0.012097037945442682
Position 10409: 0.011169127578931723
Position 2618: 0.010478015537300184
Position 2763: 0.010248429501765114
Position 3363: 0.007995553191034033
Position 18549: 0.00771798111957846
Position 14827: 0.007452493231163197
Position 18375: 0.007424824741688971
Position 5317: 0.007385537673504957
Position 21407: 0.007360296116805577
Position 141: 0.0073510501732871655
Position 2530: 0.007224935687533903
Position 4568: 0.006437498820069644
Position 14917: 0.006235594287817243
Position 5932: 0.005861737457661468
Position 3747: 0.005375561744319632
Position 20280: 0.005371978319829736
Position 92: 0.005285494874789837
Position 9464: 0.00526265962970274
Position 3190: 0.004584296392195179
Position 20304: 0.0044955752619761525
Position 2719: 0.004478566015687713
Position 19228: 0.0042741183832423505
Position 14793: 0.004268187637084434
Position 14817: 0.004223188468028324
Position 16119: 0.004212248125142245
Position 4343: 0.004043598997942131
Position 16392: 0.0037722912413346928
Position 943: 0.003753296968933416
Position 14772: 0.0036922189963400644
Position 523: 0.0036706016621979544
Position 16686: 0.0033668444171031605
Position 15770: 0.0026421540067202314
Position 4741: 0.002591865203763421
Position 14892: 0.00254174769338005
Position 4531: 0.0024831545806418545
Position 20145: 0.0023404146800122586
Position 3057: 0.002329464889865593
Position 14865: 0.002061589219175714
Position 2467: 0.0019490372881527068
Position 16145: 0.0019122004454021043
Position 16018: 0.0018982076848519142
Position 3393: 0.001895518358615976
Position 922: 0.0018464765822427923
Position 3488: 0.0018157669333606265
Position 547: 0.0017633621872290778
Position 288: 0.001731158861091915
Position 297: 0.0016166729062792077
Position 1013: 0.0016133263928972182
Position 18348: 0.0015463152369895147
Position 4625: 0.0015318984103597677
Position 2355: 0.0014837529038516301
Position 15281: 0.0013885337212373265
Position 10371: 0.0012806632061441135
Position 1538: 0.001211609481057338
Position 230: 0.0011543358495930472
Position 19767: 0.0010783322615001874
Position 712: 0.0009970149916082138
Position 5910: 0.0009140798816000368
Position 16575: 0.0008168098181368629
Position 7765: 0.0008075770811011779
Position 19109: 0.0007655154731120619
Position 2522: 0.000717583456108828
Position 15476: 0.0006852834541582107
Position 1982: 0.0006733173738190924
Position 18858: 0.0006123547773217238
Position 18076: 0.0005997074372318748
Position 1492: 0.0005931017761546087
Position 891: 0.0005588612156686734
Position 19649: 0.0004631687899941333
Position 13942: 0.00043138739153721496
Position 21477: 0.00042207406471628375
Position 3497: 0.00039938004778248117
Position 19191: 0.00033061493945577014
Position 802: 0.00030610531591794516
Position 16476: 0.00030476074554533294
Position 3318: 0.000293819582187129
Position 19912: 0.0002738119133009519
Position 16537: 0.000251583447070824
Position 2225: 0.0002420909360408538
Position 18057: 0.0002353462546302927
Position 174: 0.00022214927646545265
Position 20667: 0.00021620435316952076
