Gene = Nmt
index = 1325
Annotated 5SS: [307]
Annotated 3SS: [789]
SMsplice 5SS: [307]
SMsplice 3SS: [789]
top_k =  1000
Partition function (log Z): -6.38258984240914

Sorted 5' Splice Sites (High to Low Probability):
Position 307: 0.97819206845991
Position 900: 0.06664330575286305
Position 1758: 0.02877097776319373
Position 1437: 0.014938058832290315
Position 370: 0.013477618204420744
Position 1651: 0.011298256149228554
Position 940: 0.010511725750382268
Position 6: 0.010129745078256164
Position 195: 0.005841424852832409
Position 36: 0.0027690940601762465
Position 1236: 0.002615935006823456
Position 1227: 0.002342522125491559
Position 1431: 0.0013532264759119547
Position 2000: 0.0008693277120601462
Position 1459: 0.0004788603081678274
Position 724: 0.0004764423842301482
Position 1217: 0.00033023366563315323
Position 375: 0.0003288926980974589
Position 1892: 0.00023445005822475236
Position 162: 0.00021047982326206658
Position 733: 0.00020685426940262236
Position 1937: 0.0002037777991761913
Position 1287: 0.00017000585895501772
Position 333: 0.00015269542007628222
Position 854: 0.00014319343049923916
Position 1365: 0.00013608420164895136
Position 1179: 0.0001298595288760156
Position 1152: 0.00012818273214242895
Position 293: 0.00012102594061601867
Position 2081: 9.418637235636163e-05
Position 271: 9.233365412989498e-05
Position 2086: 8.753965445297203e-05
Position 1746: 8.633426357574203e-05
Position 1028: 6.596881310158297e-05
Position 1622: 5.722686850478054e-05
Position 987: 5.183589459639234e-05
Position 1634: 5.027565478504095e-05
Position 1441: 3.907591384080384e-05
Position 692: 3.860930536420647e-05
Position 39: 3.415323827469547e-05
Position 1053: 2.9008905690904764e-05
Position 593: 2.8217071535414908e-05
Position 1318: 2.5802120804600947e-05
Position 838: 1.9717953807660472e-05
Position 419: 1.5529659546784625e-05
Position 326: 1.2092137797504588e-05
Position 1727: 1.1355387140036612e-05
Position 1859: 1.0961552426396957e-05
Position 291: 9.941147692503757e-06
Position 1731: 9.073033358288214e-06
Position 1271: 8.124811828071661e-06
Position 311: 6.089060450697116e-06
Position 393: 3.797185514263728e-06
Position 1214: 8.849814022467498e-07
Position 76: 8.340656664489039e-07
Position 1323: 6.965874106019486e-07
Position 1106: 5.811227481019707e-07
Position 1073: 4.85157462687183e-07
Position 133: 3.7776128526460284e-07
Position 689: 3.0902568353756927e-07
Position 866: 2.734943509232098e-07
Position 1146: 2.198807689055915e-07
Position 682: 1.8017592624874746e-07
Position 813: 1.620826120200887e-07
Position 1490: 8.668507218508072e-08
Position 1785: 7.700751118146095e-08
Position 665: 6.868401543591212e-08
Position 753: 6.107615686055021e-08
Position 1097: 5.872888066552318e-08
Position 459: 5.457653813991747e-08
Position 591: 4.619221995030111e-08
Position 614: 3.855920901250761e-08
Position 380: 3.713903067075169e-08
Position 1078: 3.5458246049907206e-08
Position 568: 3.2002628759695816e-08
Position 93: 2.721261012656085e-08
Position 1166: 2.4551713845482296e-08
Position 879: 1.0723189757135615e-08
Position 668: 3.4594052774624343e-09
Position 1368: 2.8291943787503715e-09
Position 1109: 7.327028462707872e-10
Position 1156: 5.971081003664294e-10
Position 198: 5.792097161103557e-10
Position 779: 3.3318224406249537e-10
Position 1158: 8.653145125332685e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 789: 0.9244614239631033
Position 972: 0.05397181878567307
Position 2047: 0.037823196590134014
Position 797: 0.026888132275849214
Position 2139: 0.01899354414557168
Position 1850: 0.014888258548710063
Position 1508: 0.01348602492422355
Position 996: 0.011225836071259914
Position 120: 0.008421653062419184
Position 1708: 0.00597109147995237
Position 875: 0.0032373850742500043
Position 602: 0.0027676584785385635
Position 1475: 0.002539257386875245
Position 1118: 0.0021413749937432636
Position 85: 0.0020378495314104295
Position 2003: 0.0019134315610548922
Position 2119: 0.0018758144580641933
Position 719: 0.0018753706033917507
Position 557: 0.0016284153477597386
Position 1647: 0.0014968201081490226
Position 1346: 0.0014285693706978914
Position 832: 0.001379649278869538
Position 93: 0.0012740357541967014
Position 475: 0.0012265654439312119
Position 1539: 0.0011532065191126035
Position 1427: 0.0008819821965777402
Position 1796: 0.0008758629604229235
Position 1194: 0.0007960757404899035
Position 1106: 0.0006855545169842323
Position 1685: 0.0005533861020307554
Position 1424: 0.0005351432619068781
Position 1650: 0.0004964394096628724
Position 218: 0.00041171756931238123
Position 2020: 0.00041055340984942466
Position 682: 0.0004074667952465917
Position 1204: 0.0003853481345836748
Position 2148: 0.00035999906615592005
Position 810: 0.0003236867505636378
Position 1025: 0.00023624001823247478
Position 1595: 0.00023552195767402286
Position 1937: 0.00023500326101450752
Position 2269: 0.0001962980324486799
Position 1022: 0.00018105026751739318
Position 480: 0.0001639639879874856
Position 1268: 0.0001551042323490978
Position 1883: 0.00015320012332732788
Position 932: 0.00010209597288527797
Position 1271: 0.00010031549795716649
Position 949: 9.368653925151925e-05
Position 1496: 9.302253547703842e-05
Position 1754: 8.752630027099844e-05
Position 1514: 8.63965310937011e-05
Position 1166: 8.56156839247026e-05
Position 842: 7.058768987960504e-05
Position 704: 6.869719066536399e-05
Position 243: 6.649008882821449e-05
Position 1383: 6.332581829625593e-05
Position 1279: 4.3778331301021705e-05
Position 393: 4.2589412259521376e-05
Position 374: 4.222855697203047e-05
Position 1973: 3.345048944196242e-05
Position 138: 3.08761421301457e-05
Position 940: 2.3083511922030922e-05
Position 1296: 2.0435750512591727e-05
Position 2183: 1.8398009866147127e-05
Position 2240: 1.7765761475890572e-05
Position 879: 1.6545110135965392e-05
Position 240: 1.593314821602211e-05
Position 1359: 1.4670492125331785e-05
Position 1487: 1.3306554996651236e-05
Position 1889: 1.3138577213029037e-05
Position 733: 1.1943853412287398e-05
Position 1208: 1.0793023924628493e-05
Position 263: 7.951747992768209e-06
Position 724: 7.951631588985695e-06
Position 1046: 4.7818764814044096e-06
Position 194: 9.689376559476148e-07
Position 260: 7.942218376323183e-07
Position 122: 4.583405616625803e-07
Position 146: 3.821847238941646e-07
Position 149: 2.54799985283286e-07
Position 1235: 2.3515669282138594e-07
Position 1544: 2.280061041673082e-07
Position 278: 1.128160308721322e-07
Position 152: 9.825149488261106e-08
Position 158: 5.6628240028442956e-08
Position 140: 5.4286924242067905e-08
Position 854: 5.295105436539826e-08
Position 161: 5.157208168885535e-08
Position 341: 3.298078664193673e-08
Position 333: 2.910289985489591e-08
Position 369: 2.6269755009958425e-08
Position 291: 1.9608232794961425e-08
Position 851: 1.024953406552162e-08
Position 568: 4.663428609181794e-09
Position 307: 3.984490665582919e-09
Position 899: 3.6821041107558274e-09
Position 311: 1.5159818568558856e-09
Position 284: 1.469774578315417e-09
Position 179: 2.3835983779404114e-10
Position 343: 1.3099973615446555e-10
Position 251: 3.029949130391994e-11
Position 1097: 4.84209357155238e-12
