Gene = Sema5c
index = 1484
Annotated 5SS: [  484  1036  1890  9967 10244 10766 11032 11913 12932 13152 13421]
Annotated 3SS: [  871  1789  9758 10069 10633 10828 11105 12020 12995 13217 13476]
SMsplice 5SS: [  810  1036  1890  9967 10244 10766 11032 11913 12932 13152 13421]
SMsplice 3SS: [  871  1789  9758 10069 10633 10828 11105 12020 12995 13217 13476]
top_k =  1000
Partition function (log Z): 63.254540969804474

Sorted 5' Splice Sites (High to Low Probability):
Position 13421: 0.9999152654980855
Position 13152: 0.9998728608622739
Position 11032: 0.999484056588576
Position 10766: 0.999435044830525
Position 12932: 0.9986858132518712
Position 9967: 0.9945061024765322
Position 10244: 0.9899123624104176
Position 1036: 0.9887907175591428
Position 11913: 0.974332649360124
Position 1890: 0.9377347873156336
Position 810: 0.6174822323128998
Position 484: 0.3827122496736445
Position 13670: 0.0821430861980273
Position 11551: 0.04821748486304823
Position 12495: 0.04288349009433053
Position 3073: 0.03644120922283617
Position 10559: 0.03601144147582583
Position 270: 0.03419809622542147
Position 13923: 0.02633123484651591
Position 4163: 0.024025074488292095
Position 9675: 0.021747443961144437
Position 3945: 0.016910560560535772
Position 14025: 0.016096817986632844
Position 89: 0.014922181873221254
Position 2222: 0.012291100648214455
Position 5652: 0.01128302296200791
Position 13611: 0.010533953448138775
Position 11891: 0.010481858727460429
Position 13879: 0.009959558110110275
Position 108: 0.00914192706510559
Position 10466: 0.009087947636658426
Position 4219: 0.008376274420487304
Position 9048: 0.007699698251186537
Position 12314: 0.007050253589440357
Position 1873: 0.006797017292638034
Position 2235: 0.006763009417195912
Position 4167: 0.006072629335657817
Position 8338: 0.005987150205584202
Position 1049: 0.005962600846213055
Position 11952: 0.005797578907106552
Position 13689: 0.005488336488901922
Position 9601: 0.004626787801331772
Position 6238: 0.00436580532058493
Position 9905: 0.004360267038560157
Position 11926: 0.0041685290595478795
Position 13931: 0.004165629080454419
Position 12269: 0.004124319876343942
Position 801: 0.004045714777672163
Position 9585: 0.004015291683934906
Position 11516: 0.003706411394647917
Position 313: 0.0034574473880278965
Position 10248: 0.003372387528861409
Position 13866: 0.00331536385003202
Position 10278: 0.0032319559629816284
Position 9599: 0.003209808692639062
Position 540: 0.0030261246340024845
Position 3540: 0.002992299578234157
Position 13532: 0.0029645246126805444
Position 14086: 0.002675161329202157
Position 4481: 0.0024887669807740335
Position 2065: 0.002363575855863112
Position 4215: 0.002321675396279888
Position 9463: 0.002229196591830995
Position 3870: 0.0021877554775814687
Position 14072: 0.0021188970277469417
Position 11234: 0.0020912428855171593
Position 11457: 0.0018903625499631985
Position 1910: 0.0018861313270255615
Position 12409: 0.0017741842421183805
Position 3864: 0.0017712806661164227
Position 7992: 0.0017284832117246624
Position 2424: 0.0017245473127922304
Position 12706: 0.001675069098520342
Position 560: 0.001652369493120964
Position 10287: 0.0015215182959805074
Position 13724: 0.001515257046209753
Position 13767: 0.0015131300594995456
Position 2504: 0.001349539575588158
Position 2617: 0.0013442489257852088
Position 11917: 0.001309163364580552
Position 3122: 0.0012989558791817151
Position 1260: 0.001276874676279822
Position 4178: 0.0012071533926078836
Position 611: 0.001151915486483638
Position 13597: 0.001077633029380816
Position 779: 0.0010218151494650316
Position 5765: 0.0010090981538013058
Position 6682: 0.001001707249241263
Position 11255: 0.0009626441924266996
Position 1347: 0.0008657731937810014
Position 625: 0.0008004109231017586
Position 10578: 0.000784268381327376
Position 12445: 0.0007828511338402668
Position 56: 0.0007722680313508708
Position 3097: 0.0007501257313217889
Position 10581: 0.0006886360475544054
Position 1219: 0.0006291523785452583
Position 13853: 0.0006235541523296271
Position 13804: 0.0005881096356332948
Position 5647: 0.0005680983888949375
Position 5637: 0.0005452186958033715
Position 2226: 0.0005382049118894936
Position 2543: 0.0005038112000313766
Position 6407: 0.0005037236281812491
Position 10485: 0.0004996716749835768
Position 11758: 0.0004939697794787522
Position 773: 0.0004774848918934229
Position 13748: 0.00044021317963295744
Position 12467: 0.0004089667558355637
Position 13869: 0.00040638416762741236
Position 790: 0.0004060758133460696
Position 1537: 0.0003853162502437269
Position 43: 0.00037888844186535303
Position 3431: 0.0003595447184550141
Position 60: 0.00035256240044476204
Position 11935: 0.0003500951479632102
Position 2448: 0.0003279881574402968
Position 7882: 0.00031232298851005774
Position 11783: 0.00030781889095996885
Position 10413: 0.00027943818407587235
Position 428: 0.00027644789666376904
Position 6039: 0.0002696575886569831
Position 304: 0.00026745116825305655
Position 298: 0.000267063194727332
Position 1131: 0.00026693520482547737
Position 1917: 0.00025207842985116343
Position 4522: 0.0002468386410182638
Position 8009: 0.0002444355703571897
Position 144: 0.00023697560984998545
Position 875: 0.00021381869905030086
Position 7460: 0.0002115107942308332
Position 11555: 0.0002103139050559255
Position 250: 0.00020433757735777212
Position 1373: 0.00019959379656188467
Position 11452: 0.0001976403129821192
Position 3440: 0.00018855750995745794
Position 3077: 0.00018463460015184674
Position 11036: 0.0001821802617137318
Position 1264: 0.00016736789491014986
Position 10984: 0.00015724816077122546
Position 12909: 0.00015135955569412895
Position 4246: 0.00015125562656393722
Position 69: 0.0001425957272523539
Position 2631: 0.00014121871724816253
Position 1964: 0.00014073905843906782
Position 2597: 0.00013912672618069795
Position 2661: 0.00013703986197155068
Position 3897: 0.00013541877065514451
Position 13963: 0.00013378782787732817
Position 2181: 0.00012543361740618194
Position 469: 0.00012219202459168402
Position 401: 0.0001203074130396952
Position 5629: 0.00012012188166209046
Position 5913: 0.00011831428388323604
Position 14062: 0.00011491237344018519
Position 11258: 0.00011349802625067396
Position 506: 0.00011346756905609955
Position 1205: 0.00010811358755725406
Position 488: 0.00010794293880406993
Position 14229: 0.00010500427721742164
Position 12919: 0.00010347473577452069
Position 307: 0.00010283900912875017
Position 2330: 0.00010158377341381131
Position 991: 9.756811853740123e-05
Position 3903: 9.754397419539709e-05
Position 10229: 9.43062030819332e-05
Position 558: 9.36038548650877e-05
Position 7885: 9.332616713290038e-05
Position 10497: 9.294550534099657e-05
Position 11426: 9.227484546270133e-05
Position 13935: 9.192782018387708e-05
Position 13827: 8.753686248077438e-05
Position 276: 8.440667125497163e-05
Position 11488: 8.26914113095532e-05
Position 12936: 8.244840608582792e-05
Position 13886: 8.233881863322497e-05
Position 173: 8.22231186018339e-05
Position 2407: 7.912841839715556e-05
Position 11401: 7.669320575367471e-05
Position 288: 7.597278904569769e-05
Position 13989: 7.463275668490415e-05
Position 11244: 7.453611076740249e-05
Position 150: 7.380722025951282e-05
Position 11215: 7.344653893032188e-05
Position 10428: 7.207742233083477e-05
Position 10881: 7.153523357950555e-05
Position 10770: 7.14008305796299e-05
Position 1632: 7.105999526732416e-05
Position 1437: 6.896439552822745e-05
Position 12598: 6.835750015671029e-05
Position 2022: 6.771433710899908e-05
Position 1727: 6.61160445243639e-05
Position 13144: 6.602930222811424e-05
Position 565: 6.527719000310058e-05
Position 9918: 6.17687291195077e-05
Position 10755: 6.0466740040855046e-05
Position 617: 5.995011808646401e-05
Position 448: 5.891828625778481e-05
Position 3725: 5.762104531952941e-05
Position 11026: 5.493348463790731e-05
Position 1427: 5.4664544730857444e-05
Position 13830: 5.4377669609982294e-05
Position 11370: 5.407434250189658e-05
Position 415: 5.3265904841065836e-05
Position 14011: 5.313766437221118e-05
Position 12189: 5.218345250600483e-05
Position 148: 5.1478226677629863e-05
Position 11522: 4.9773375600754e-05
Position 11448: 4.9315714039595325e-05
Position 4526: 4.9078916879067156e-05
Position 9953: 4.777539528415346e-05
Position 11334: 4.598174328135134e-05
Position 14014: 4.4722705461985205e-05
Position 3738: 4.40098937893466e-05
Position 3321: 4.244226819178175e-05
Position 13156: 4.1697176339707245e-05
Position 1591: 4.120359741191201e-05
Position 1345: 4.053494815441348e-05
Position 13952: 3.7708749861259205e-05
Position 13914: 3.485524713425716e-05
Position 2027: 3.243433327419933e-05
Position 899: 3.1168273232812295e-05
Position 11716: 3.092496624199962e-05
Position 2281: 3.0208676610410402e-05
Position 2540: 2.9226963089868473e-05
Position 11680: 2.922650782328904e-05
Position 160: 2.9145660422426808e-05
Position 13425: 2.9028759985826126e-05
Position 11473: 2.880493581070016e-05
Position 1385: 2.7483078420638565e-05
Position 1200: 2.701213106308126e-05
Position 1163: 2.660196187945212e-05
Position 12911: 2.638614957662612e-05
Position 3610: 2.60245323741158e-05
Position 118: 2.5863285007379757e-05
Position 139: 2.4479053142826237e-05
Position 1494: 2.3397828642188252e-05
Position 1146: 2.241593097183592e-05
Position 1408: 2.2196749383027663e-05
Position 2625: 2.1283138816829965e-05
Position 1836: 2.1158999001731914e-05
Position 1879: 2.076282159023669e-05
Position 10006: 2.067031826009603e-05
Position 13984: 1.9499361409094818e-05
Position 9883: 1.8890902485173822e-05
